MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart,ReasonRemoved,index
TWDB_Water Uses,TWDB,TXag_RU246,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,12322,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12086.0
TWDB_Water Uses,TWDB,TXag_RU247,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1713,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12087.0
TWDB_Water Uses,TWDB,TXag_RU248,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,28626,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12088.0
TWDB_Water Uses,TWDB,TXag_RU249,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,104003,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12089.0
TWDB_Water Uses,TWDB,TXag_RU250,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,839946,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12090.0
TWDB_Water Uses,TWDB,TXag_RU251,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,13997,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12091.0
TWDB_Water Uses,TWDB,TXag_RU252,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,20798,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12092.0
TWDB_Water Uses,TWDB,TXag_RU253,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,35967,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12093.0
TWDB_Water Uses,TWDB,TXag_RU254,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3380,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12094.0
TWDB_Water Uses,TWDB,TXag_RU255,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25763,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12095.0
TWDB_Water Uses,TWDB,TXag_RU256,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,46011,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12096.0
TWDB_Water Uses,TWDB,TXag_RU257,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,50211,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12097.0
TWDB_Water Uses,TWDB,TXag_RU258,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,85070,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12098.0
TWDB_Water Uses,TWDB,TXag_RU259,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,63403,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12099.0
TWDB_Water Uses,TWDB,TXag_RU260,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,34965,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12100.0
TWDB_Water Uses,TWDB,TXag_RU261,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,10753,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12101.0
TWDB_Water Uses,TWDB,TXag_RU262,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,30935,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12102.0
TWDB_Water Uses,TWDB,TXag_RU263,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,208604,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12103.0
TWDB_Water Uses,TWDB,TXag_RU264,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,41915,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12104.0
TWDB_Water Uses,TWDB,TXag_RU265,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,5091,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12105.0
TWDB_Water Uses,TWDB,TXag_RU266,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,132188,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12106.0
TWDB_Water Uses,TWDB,TXag_RU267,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,14282,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12107.0
TWDB_Water Uses,TWDB,TXag_RU268,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,20288,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12108.0
TWDB_Water Uses,TWDB,TXag_RU269,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,283654,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12109.0
TWDB_Water Uses,TWDB,TXag_RU270,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,34931,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12110.0
TWDB_Water Uses,TWDB,TXag_RU271,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6989,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12111.0
TWDB_Water Uses,TWDB,TXag_RU272,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,51664,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12112.0
TWDB_Water Uses,TWDB,TXag_RU273,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,38274,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12113.0
TWDB_Water Uses,TWDB,TXag_RU274,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7193,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12114.0
TWDB_Water Uses,TWDB,TXag_RU275,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,17879,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12115.0
TWDB_Water Uses,TWDB,TXag_RU276,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,13016,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12116.0
TWDB_Water Uses,TWDB,TXag_RU277,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,11520,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,12117.0
TWDB_Water Uses,TWDB,TXag_RU24,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,55618,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12118.0
TWDB_Water Uses,TWDB,TXag_RU25,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,12946,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12119.0
TWDB_Water Uses,TWDB,TXag_RU26,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,81332,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12120.0
TWDB_Water Uses,TWDB,TXag_RU27,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,23877,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12121.0
TWDB_Water Uses,TWDB,TXag_RU28,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,9164,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12122.0
TWDB_Water Uses,TWDB,TXag_RU29,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2102,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12123.0
TWDB_Water Uses,TWDB,TXag_RU30,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,41187,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12124.0
TWDB_Water Uses,TWDB,TXag_RU31,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25285,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12125.0
TWDB_Water Uses,TWDB,TXag_RU32,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6369,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12126.0
TWDB_Water Uses,TWDB,TXag_RU33,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,19254,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12127.0
TWDB_Water Uses,TWDB,TXag_RU34,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,66988,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12128.0
TWDB_Water Uses,TWDB,TXag_RU35,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4041,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12129.0
TWDB_Water Uses,TWDB,TXag_RU36,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,32958,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12130.0
TWDB_Water Uses,TWDB,TXag_RU37,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,250321,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12131.0
TWDB_Water Uses,TWDB,TXag_RU38,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1463537,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12132.0
TWDB_Water Uses,TWDB,TXag_RU39,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,8974,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12133.0
TWDB_Water Uses,TWDB,TXag_RU40,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,695,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12134.0
TWDB_Water Uses,TWDB,TXag_RU41,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,17665,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12135.0
TWDB_Water Uses,TWDB,TXag_RU42,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,91101,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12136.0
TWDB_Water Uses,TWDB,TXag_RU43,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,262107,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12137.0
TWDB_Water Uses,TWDB,TXag_RU44,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,161304,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12138.0
TWDB_Water Uses,TWDB,TXag_RU45,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,9265,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12139.0
TWDB_Water Uses,TWDB,TXag_RU46,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1691,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12140.0
TWDB_Water Uses,TWDB,TXag_RU47,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7827,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12141.0
TWDB_Water Uses,TWDB,TXag_RU48,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,38231,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12142.0
TWDB_Water Uses,TWDB,TXag_RU49,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,17457,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12143.0
TWDB_Water Uses,TWDB,TXag_RU50,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,37511,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12144.0
TWDB_Water Uses,TWDB,TXag_RU51,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,35008,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12145.0
TWDB_Water Uses,TWDB,TXag_RU52,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,20983,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12146.0
TWDB_Water Uses,TWDB,TXag_RU53,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,13308,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12147.0
TWDB_Water Uses,TWDB,TXag_RU54,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,365095,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12148.0
TWDB_Water Uses,TWDB,TXag_RU55,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,12321,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12149.0
TWDB_Water Uses,TWDB,TXag_RU56,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6467,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12150.0
TWDB_Water Uses,TWDB,TXag_RU57,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,30413,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12151.0
TWDB_Water Uses,TWDB,TXag_RU58,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7830,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12152.0
TWDB_Water Uses,TWDB,TXag_RU59,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,28427,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12153.0
TWDB_Water Uses,TWDB,TXag_RU60,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,47851,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12154.0
TWDB_Water Uses,TWDB,TXag_RU61,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7531,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12155.0
TWDB_Water Uses,TWDB,TXag_RU62,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,11335,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12156.0
TWDB_Water Uses,TWDB,TXag_RU63,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3577,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12157.0
TWDB_Water Uses,TWDB,TXag_RU64,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3881,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12158.0
TWDB_Water Uses,TWDB,TXag_RU65,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,9120,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12159.0
TWDB_Water Uses,TWDB,TXag_RU66,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,593419,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12160.0
TWDB_Water Uses,TWDB,TXag_RU67,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3017,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12161.0
TWDB_Water Uses,TWDB,TXag_RU68,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,20889,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12162.0
TWDB_Water Uses,TWDB,TXag_RU69,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,87553,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12163.0
TWDB_Water Uses,TWDB,TXag_RU70,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,14249,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12164.0
TWDB_Water Uses,TWDB,TXag_RU71,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3918,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12165.0
TWDB_Water Uses,TWDB,TXag_RU72,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,38007,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12166.0
TWDB_Water Uses,TWDB,TXag_RU73,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,74781,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12167.0
TWDB_Water Uses,TWDB,TXag_RU74,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1751,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12168.0
TWDB_Water Uses,TWDB,TXag_RU75,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3923,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12169.0
TWDB_Water Uses,TWDB,TXag_RU76,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4025,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12170.0
TWDB_Water Uses,TWDB,TXag_RU77,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6742,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12171.0
TWDB_Water Uses,TWDB,TXag_RU78,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2789,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12172.0
TWDB_Water Uses,TWDB,TXag_RU79,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6234,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12173.0
TWDB_Water Uses,TWDB,TXag_RU80,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2284665,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12174.0
TWDB_Water Uses,TWDB,TXag_RU81,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,14361,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12175.0
TWDB_Water Uses,TWDB,TXag_RU82,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,18394,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12176.0
TWDB_Water Uses,TWDB,TXag_RU83,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,18394,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12177.0
TWDB_Water Uses,TWDB,TXag_RU84,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,511650,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12178.0
TWDB_Water Uses,TWDB,TXag_RU85,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,19278,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12179.0
TWDB_Water Uses,TWDB,TXag_RU86,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2728,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12180.0
TWDB_Water Uses,TWDB,TXag_RU87,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,10133,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12181.0
TWDB_Water Uses,TWDB,TXag_RU88,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3886,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12182.0
TWDB_Water Uses,TWDB,TXag_RU89,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,12971,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12183.0
TWDB_Water Uses,TWDB,TXag_RU90,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,18269,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12184.0
TWDB_Water Uses,TWDB,TXag_RU91,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,123758,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12185.0
TWDB_Water Uses,TWDB,TXag_RU92,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1957,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12186.0
TWDB_Water Uses,TWDB,TXag_RU93,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,707385,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12187.0
TWDB_Water Uses,TWDB,TXag_RU94,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,124517,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12188.0
TWDB_Water Uses,TWDB,TXag_RU95,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,33648,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12189.0
TWDB_Water Uses,TWDB,TXag_RU96,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,18517,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12190.0
TWDB_Water Uses,TWDB,TXag_RU97,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,32645,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12191.0
TWDB_Water Uses,TWDB,TXag_RU98,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,22973,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12192.0
TWDB_Water Uses,TWDB,TXag_RU99,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4214,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12193.0
TWDB_Water Uses,TWDB,TXag_RU100,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7305,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12194.0
TWDB_Water Uses,TWDB,TXag_RU101,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1573,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12195.0
TWDB_Water Uses,TWDB,TXag_RU102,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,411096,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12196.0
TWDB_Water Uses,TWDB,TXag_RU103,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,9580,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12197.0
TWDB_Water Uses,TWDB,TXag_RU104,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,18934,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12198.0
TWDB_Water Uses,TWDB,TXag_RU105,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,16296,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12199.0
TWDB_Water Uses,TWDB,TXag_RU106,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,14656,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12200.0
TWDB_Water Uses,TWDB,TXag_RU107,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,265459,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12201.0
TWDB_Water Uses,TWDB,TXag_RU108,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,5103,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12202.0
TWDB_Water Uses,TWDB,TXag_RU109,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,22095,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12203.0
TWDB_Water Uses,TWDB,TXag_RU110,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1310,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12204.0
TWDB_Water Uses,TWDB,TXag_RU111,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7189,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12205.0
TWDB_Water Uses,TWDB,TXag_RU112,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,19058,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12206.0
TWDB_Water Uses,TWDB,TXag_RU113,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,22129,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12207.0
TWDB_Water Uses,TWDB,TXag_RU114,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,115394,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12208.0
TWDB_Water Uses,TWDB,TXag_RU115,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,113624,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12209.0
TWDB_Water Uses,TWDB,TXag_RU116,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,24492,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12210.0
TWDB_Water Uses,TWDB,TXag_RU117,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,98227,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12211.0
