"YEAR","AMA","SECTOR","CATEGORY","PARENT WATER TYPE OR SECTOR","BUDGET ELEMENT","QUANTITY"
"1994","TUCSON AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","204819"
"1994","TUCSON AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","98246"
"1994","TUCSON AMA","Agricultural","Supply","Groundwater","Groundwater","93176"
"1994","TUCSON AMA","Agricultural","Supply","CAP","GSF (CAP)","2014"
"1994","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","3056"
"1994","TUCSON AMA","Indian","Demand","Municipal","Municipal","103"
"1994","TUCSON AMA","Indian","Demand","Indian","Industrial","4684"
"1994","TUCSON AMA","Indian","Supply","Groundwater","Groundwater","4786"
"1995","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","402884"
"1995","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","194298"
"1995","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","56854"
"1995","PHOENIX AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","15060"
"1995","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","4630"
"1995","PHOENIX AMA","Municipal","Demand","Municipal","Urban Irrigation","135478"
"1995","PHOENIX AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","4062"
"1995","PHOENIX AMA","Municipal","Demand","Municipal","Irrigation District Add ons","1458"
"1995","PHOENIX AMA","Municipal","Population","Municipal","Large Municipal Provider Population","2516542"
"1995","PHOENIX AMA","Municipal","Population","Municipal","Small Municipal Provider Population","11573"
"1995","PHOENIX AMA","Municipal","Population","Municipal","AMA Exempt Well Population","29322"
"1995","PHOENIX AMA","Municipal","Population","Indian","Indian Reservation Population","14047"
"1995","PHOENIX AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","7260"
"1995","PHOENIX AMA","Municipal","Supply","Groundwater","Groundwater","237051"
"1995","PHOENIX AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","0"
"1995","PHOENIX AMA","Municipal","Supply","Surface Water","Surface Water","325236"
"1995","PHOENIX AMA","Municipal","Supply","CAP","CAP","157798"
"1995","PHOENIX AMA","Municipal","Supply","Effluent","Effluent","518"
"1995","PHOENIX AMA","Municipal","Supply","Spill","Spill","78508"
"1995","PHOENIX AMA","Municipal","Supply","CAP","Recovered CAP","3"
"1995","PHOENIX AMA","Municipal","Supply","Effluent","Recovered Effluent","550"
"1995","PHOENIX AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","11792"
"1995","PHOENIX AMA","Industrial","Demand","Industrial","Golf Courses","42120"
"1995","PHOENIX AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","8414"
"1995","PHOENIX AMA","Industrial","Demand","Industrial","Power Generation Facilities","52731"
"1995","PHOENIX AMA","Industrial","Demand","Industrial","Dairy Facilities","7990"
"1995","PHOENIX AMA","Industrial","Demand","Industrial","Cattle Feedlots","584"
"1995","PHOENIX AMA","Industrial","Demand","Industrial","Non Facility Use","14376"
"1995","PHOENIX AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","28205"
"1995","PHOENIX AMA","Industrial","Supply","Groundwater","Groundwater","77211"
"1995","PHOENIX AMA","Industrial","Supply","Groundwater","Poor Quality GW","1857"
"1995","PHOENIX AMA","Industrial","Supply","Surface Water","Surface Water","5504"
"1995","PHOENIX AMA","Industrial","Supply","CAP","CAP","828"
"1995","PHOENIX AMA","Industrial","Supply","Effluent","Effluent","52606"
"1995","PHOENIX AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","1472183"
"1995","PHOENIX AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","958111"
"1995","PHOENIX AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","15281"
"1995","PHOENIX AMA","Agricultural","Demand","Agricultural","Buckeye Waterlogged Area IGFRs","124231"
"1995","PHOENIX AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","62296"
"1995","PHOENIX AMA","Agricultural","Supply","Groundwater","Groundwater","474033"
"1995","PHOENIX AMA","Agricultural","Supply","Surface Water","Surface Water","340812"
"1995","PHOENIX AMA","Agricultural","Supply","CAP","CAP","119829"
"1995","PHOENIX AMA","Agricultural","Supply","CAP","GSF (CAP)","65690"
"1995","PHOENIX AMA","Agricultural","Supply","Effluent","Effluent","30000"
"1995","PHOENIX AMA","Agricultural","Supply","Spill","Spill","129025"
"1995","PHOENIX AMA","Agricultural","Supply","Other","Other","530"
"1995","PHOENIX AMA","Indian","Demand","Municipal","Municipal","897"
"1995","PHOENIX AMA","Indian","Demand","Indian","Agricultural","277410"
"1995","PHOENIX AMA","Indian","Supply","Groundwater","Groundwater","77595"
"1995","PHOENIX AMA","Indian","Supply","Surface Water","Surface Water","200712"
"1995","PINAL AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","8283"
"1995","PINAL AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","5456"
"1995","PINAL AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","1288"
"1995","PINAL AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","1182"
"1995","PINAL AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2079"
"1995","PINAL AMA","Municipal","Demand","Municipal","Urban Irrigation","735"
"1995","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","360"
"1995","PINAL AMA","Municipal","Population","Municipal","Large Municipal Provider Population","59160"
"1995","PINAL AMA","Municipal","Population","Municipal","Small Municipal Provider Population","9841"
"1995","PINAL AMA","Municipal","Population","Municipal","AMA Exempt Well Population","2856"
"1995","PINAL AMA","Municipal","Population","Indian","Indian Reservation Population","6563"
"1995","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","1277"
"1995","PINAL AMA","Municipal","Supply","Groundwater","Groundwater","17366"
"1995","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","558"
"1995","PINAL AMA","Municipal","Supply","CAP","CAP","276"
"1995","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","253"
"1995","PINAL AMA","Industrial","Demand","Industrial","Mining Facilities","29"
"1995","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","2289"
"1995","PINAL AMA","Industrial","Demand","Industrial","Dairy Facilities","1030"
"1995","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","1334"
"1995","PINAL AMA","Industrial","Demand","Industrial","Non Facility Use","712"
"1995","PINAL AMA","Industrial","Supply","Groundwater","Groundwater","5471"
"1995","PINAL AMA","Industrial","Supply","Effluent","Effluent","176"
"1995","PINAL AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","1070722"
"1995","PINAL AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","833932"
"1995","PINAL AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","1500"
"1995","PINAL AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","50468"
"1995","PINAL AMA","Agricultural","Supply","Groundwater","Groundwater","355983"
"1995","PINAL AMA","Agricultural","Supply","Surface Water","Surface Water","181892"
"1995","PINAL AMA","Agricultural","Supply","CAP","CAP","300145"
"1995","PINAL AMA","Agricultural","Supply","CAP","GSF (CAP)","46254"
"1995","PINAL AMA","Agricultural","Supply","Effluent","Effluent","1626"
"1995","PINAL AMA","Indian","Demand","Municipal","Municipal","419"
"1995","PINAL AMA","Indian","Demand","Indian","Agricultural","154580"
"1995","PINAL AMA","Indian","Demand","Indian","Indian Agricultural Lost and Unaccounted for water","6400"
"1995","PINAL AMA","Indian","Supply","Groundwater","Groundwater","58199"
"1995","PINAL AMA","Indian","Supply","Surface Water","Surface Water","27200"
"1995","PINAL AMA","Indian","Supply","CAP","CAP","76000"
"1995","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","5515"
"1995","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2496"
"1995","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","662"
"1995","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","463"
"1995","PRESCOTT AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","1311"
"1995","PRESCOTT AMA","Municipal","Population","Municipal","Large Municipal Provider Population","51962"
"1995","PRESCOTT AMA","Municipal","Population","Municipal","Small Municipal Provider Population","4338"
"1995","PRESCOTT AMA","Municipal","Population","Municipal","AMA Exempt Well Population","13008"
"1995","PRESCOTT AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","6951"
"1995","PRESCOTT AMA","Municipal","Supply","Groundwater","Groundwater","10448"
"1995","PRESCOTT AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","152"
"1995","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","391"
"1995","PRESCOTT AMA","Industrial","Demand","Industrial","Non Facility Use","153"
"1995","PRESCOTT AMA","Industrial","Supply","Groundwater","Groundwater","696"
"1995","PRESCOTT AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","27263"
"1995","PRESCOTT AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","8152"
"1995","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","47"
"1995","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","4247"
"1995","PRESCOTT AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","5300"
"1995","PRESCOTT AMA","Agricultural","Supply","Groundwater","Groundwater","5331"
"1995","PRESCOTT AMA","Agricultural","Supply","Surface Water","Surface Water","12415"
"1995","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","3345"
"1995","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","1990"
"1995","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","700"
"1995","SANTA CRUZ AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","529"
"1995","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","640"
"1995","SANTA CRUZ AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","137"
"1995","SANTA CRUZ AMA","Municipal","Population","Municipal","Large Municipal Provider Population","28446"
"1995","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2149"
"1995","SANTA CRUZ AMA","Municipal","Population","Municipal","AMA Exempt Well Population","1350"
"1995","SANTA CRUZ AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","935"
"1995","SANTA CRUZ AMA","Municipal","Supply","Groundwater","Water withdrawn from wells","6811"
"1995","SANTA CRUZ AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","142"
"1995","SANTA CRUZ AMA","Industrial","Demand","Industrial","Golf Courses","1063"
"1995","SANTA CRUZ AMA","Industrial","Demand","Industrial","Non Facility Use","160"
"1995","SANTA CRUZ AMA","Industrial","Supply","Groundwater","Water withdrawn from wells","1361"
"1995","SANTA CRUZ AMA","Industrial","Supply","Groundwater","Poor Quality GW","4"
"1995","SANTA CRUZ AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","23815"
"1995","SANTA CRUZ AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","12883"
"1995","SANTA CRUZ AMA","Agricultural","Supply","Groundwater","Water withdrawn from wells","12883"
"1995","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","93443"
"1995","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","40276"
"1995","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","14549"
"1995","TUCSON AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","10654"
"1995","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","5472"
"1995","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","547"
"1995","TUCSON AMA","Municipal","Population","Municipal","Large Municipal Provider Population","735893"
"1995","TUCSON AMA","Municipal","Population","Municipal","Small Municipal Provider Population","26161"
"1995","TUCSON AMA","Municipal","Population","Municipal","AMA Exempt Well Population","4665"
"1995","TUCSON AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","4701"
"1995","TUCSON AMA","Municipal","Supply","Groundwater","Groundwater","147762"
"1995","TUCSON AMA","Municipal","Supply","CAP","CAP","0"
"1995","TUCSON AMA","Municipal","Supply","Effluent","Effluent","3764"
"1995","TUCSON AMA","Municipal","Supply","Effluent","Recovered Effluent","2761"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","5337"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Mining Facilities","42014"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Golf Courses","5260"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2350"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","1611"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Dairy Facilities","73"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Non Facility Use","3943"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Non Conservation and Non Municipal Demand","239"
"1995","TUCSON AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","9"
"1995","TUCSON AMA","Industrial","Supply","Groundwater","Groundwater","60276"
"1995","TUCSON AMA","Industrial","Supply","Groundwater","Poor Quality GW","224"
"1995","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","0"
"1995","TUCSON AMA","Industrial","Supply","Effluent","Effluent","89"
"1995","TUCSON AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","169053"
"1995","TUCSON AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","96943"
"1995","TUCSON AMA","Agricultural","Supply","Groundwater","Groundwater","85005"
"1995","TUCSON AMA","Agricultural","Supply","CAP","GSF (CAP)","10137"
"1995","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","1801"
"1995","TUCSON AMA","Indian","Demand","Municipal","Municipal","107"
"1995","TUCSON AMA","Indian","Demand","Indian","Industrial","2982"
"1995","TUCSON AMA","Indian","Supply","Groundwater","Groundwater","3089"
"1996","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","439783"
"1996","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","216888"
"1996","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","88987"
"1996","PHOENIX AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","22816"
"1996","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","3939"
"1996","PHOENIX AMA","Municipal","Demand","Municipal","Urban Irrigation","125683"
"1996","PHOENIX AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","4141"
"1996","PHOENIX AMA","Municipal","Demand","Municipal","Irrigation District Add ons","124"
"1996","PHOENIX AMA","Municipal","Population","Municipal","Large Municipal Provider Population","2619514"
"1996","PHOENIX AMA","Municipal","Population","Municipal","Small Municipal Provider Population","11799"
"1996","PHOENIX AMA","Municipal","Population","Municipal","AMA Exempt Well Population","29894"
"1996","PHOENIX AMA","Municipal","Population","Indian","Indian Reservation Population","14421"
"1996","PHOENIX AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","7646"
"1996","PHOENIX AMA","Municipal","Supply","Groundwater","Groundwater","217262"
"1996","PHOENIX AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","41"
"1996","PHOENIX AMA","Municipal","Supply","Surface Water","Surface Water","440476"
"1996","PHOENIX AMA","Municipal","Supply","CAP","CAP","173381"
"1996","PHOENIX AMA","Municipal","Supply","CAP","GSF (CAP)","20262"
"1996","PHOENIX AMA","Municipal","Supply","Effluent","Effluent","26142"
"1996","PHOENIX AMA","Municipal","Supply","Effluent","Direct Use Effluent","1973"
"1996","PHOENIX AMA","Municipal","Supply","Spill","Spill","958"
"1996","PHOENIX AMA","Municipal","Supply","CAP","Recovered CAP","538"
"1996","PHOENIX AMA","Municipal","Supply","Effluent","Recovered Effluent","526"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","8141"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Golf Courses","46635"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","8122"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Power Generation Facilities","56572"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Dairy Facilities","8119"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Cattle Feedlots","454"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Non Facility Use","11990"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","20966"
"1996","PHOENIX AMA","Industrial","Supply","Groundwater","Groundwater","73887"
"1996","PHOENIX AMA","Industrial","Supply","Groundwater","Poor Quality GW","1865"
"1996","PHOENIX AMA","Industrial","Supply","Surface Water","Surface Water","6183"
"1996","PHOENIX AMA","Industrial","Supply","CAP","CAP","1574"
"1996","PHOENIX AMA","Industrial","Supply","Effluent","Effluent","56526"
"1996","PHOENIX AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","1457664"
"1996","PHOENIX AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","976959"
"1996","PHOENIX AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","12895"
"1996","PHOENIX AMA","Agricultural","Demand","Agricultural","Buckeye Waterlogged Area IGFRs","140279"
"1996","PHOENIX AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","56682"
"1996","PHOENIX AMA","Agricultural","Supply","Groundwater","Groundwater","545558"
"1996","PHOENIX AMA","Agricultural","Supply","Surface Water","Surface Water","321061"
"1996","PHOENIX AMA","Agricultural","Supply","CAP","CAP","140907"
"1996","PHOENIX AMA","Agricultural","Supply","CAP","GSF (CAP)","116945"
"1996","PHOENIX AMA","Agricultural","Supply","Effluent","Effluent","59480"
"1996","PHOENIX AMA","Agricultural","Supply","Spill","Spill","1476"
"1996","PHOENIX AMA","Agricultural","Supply","Other","Other","1389"
"1996","PHOENIX AMA","Indian","Demand","Municipal","Municipal","921"
"1996","PHOENIX AMA","Indian","Demand","Indian","Agricultural","290452"
"1996","PHOENIX AMA","Indian","Supply","Groundwater","Groundwater","75157"
"1996","PHOENIX AMA","Indian","Supply","Surface Water","Surface Water","216216"
"1996","PINAL AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","8563"
"1996","PINAL AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","6182"
"1996","PINAL AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","1142"
"1996","PINAL AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","359"
"1996","PINAL AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2185"
"1996","PINAL AMA","Municipal","Demand","Municipal","Urban Irrigation","721"
"1996","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","387"
"1996","PINAL AMA","Municipal","Population","Municipal","Large Municipal Provider Population","62407"
"1996","PINAL AMA","Municipal","Population","Municipal","Small Municipal Provider Population","10199"
"1996","PINAL AMA","Municipal","Population","Municipal","AMA Exempt Well Population","3071"
"1996","PINAL AMA","Municipal","Population","Indian","Indian Reservation Population","6524"
"1996","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","1317"
"1996","PINAL AMA","Municipal","Supply","Groundwater","Groundwater","18562"
"1996","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","507"
"1996","PINAL AMA","Municipal","Supply","CAP","CAP","111"
"1996","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","236"
"1996","PINAL AMA","Industrial","Demand","Industrial","Mining Facilities","65"
"1996","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","2311"
"1996","PINAL AMA","Industrial","Demand","Industrial","Dairy Facilities","1498"
"1996","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","1562"
"1996","PINAL AMA","Industrial","Demand","Industrial","Non Facility Use","762"
"1996","PINAL AMA","Industrial","Supply","Groundwater","Groundwater","6234"
"1996","PINAL AMA","Industrial","Supply","Effluent","Effluent","200"
"1996","PINAL AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","1069653"
"1996","PINAL AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","953765"
"1996","PINAL AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","1500"
"1996","PINAL AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","67124"
"1996","PINAL AMA","Agricultural","Supply","Groundwater","Groundwater","462628"
"1996","PINAL AMA","Agricultural","Supply","Surface Water","Surface Water","175665"
"1996","PINAL AMA","Agricultural","Supply","CAP","CAP","321605"
"1996","PINAL AMA","Agricultural","Supply","CAP","GSF (CAP)","60505"
"1996","PINAL AMA","Agricultural","Supply","Effluent","Effluent","1986"
"1996","PINAL AMA","Indian","Demand","Municipal","Municipal","417"
"1996","PINAL AMA","Indian","Demand","Indian","Agricultural","162820"
"1996","PINAL AMA","Indian","Demand","Indian","Indian Agricultural Lost and Unaccounted for water","6240"
"1996","PINAL AMA","Indian","Supply","Groundwater","Groundwater","59477"
"1996","PINAL AMA","Indian","Supply","Surface Water","Surface Water","28000"
"1996","PINAL AMA","Indian","Supply","CAP","CAP","82000"
"1996","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","6145"
"1996","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2745"
"1996","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","1743"
"1996","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","456"
"1996","PRESCOTT AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","1380"
"1996","PRESCOTT AMA","Municipal","Population","Municipal","Large Municipal Provider Population","53729"
"1996","PRESCOTT AMA","Municipal","Population","Municipal","Small Municipal Provider Population","4643"
"1996","PRESCOTT AMA","Municipal","Population","Municipal","AMA Exempt Well Population","13693"
"1996","PRESCOTT AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","7250"
"1996","PRESCOTT AMA","Municipal","Supply","Groundwater","Groundwater","11627"
"1996","PRESCOTT AMA","Municipal","Supply","Effluent","Effluent","842"
"1996","PRESCOTT AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","107"
"1996","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","502"
"1996","PRESCOTT AMA","Industrial","Demand","Industrial","Non Facility Use","187"
"1996","PRESCOTT AMA","Industrial","Supply","Groundwater","Groundwater","796"
"1996","PRESCOTT AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","27215"
"1996","PRESCOTT AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","6935"
"1996","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","43"
"1996","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","380"
"1996","PRESCOTT AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","790"
"1996","PRESCOTT AMA","Agricultural","Supply","Groundwater","Groundwater","6569"
"1996","PRESCOTT AMA","Agricultural","Supply","Surface Water","Surface Water","1580"
"1996","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","3357"
"1996","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2291"
"1996","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","330"
"1996","SANTA CRUZ AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","632"
"1996","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","674"
"1996","SANTA CRUZ AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","139"
"1996","SANTA CRUZ AMA","Municipal","Population","Municipal","Large Municipal Provider Population","29474"
"1996","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2156"
"1996","SANTA CRUZ AMA","Municipal","Population","Municipal","AMA Exempt Well Population","1376"
"1996","SANTA CRUZ AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","959"
"1996","SANTA CRUZ AMA","Municipal","Supply","Groundwater","Water withdrawn from wells","6791"
"1996","SANTA CRUZ AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","187"
"1996","SANTA CRUZ AMA","Industrial","Demand","Industrial","Golf Courses","1411"
"1996","SANTA CRUZ AMA","Industrial","Demand","Industrial","Non Facility Use","176"
"1996","SANTA CRUZ AMA","Industrial","Supply","Groundwater","Water withdrawn from wells","1774"
"1996","SANTA CRUZ AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","23814"
"1996","SANTA CRUZ AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","13942"
"1996","SANTA CRUZ AMA","Agricultural","Supply","Groundwater","Water withdrawn from wells","13942"
"1996","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","97572"
"1996","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","43727"
"1996","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","15130"
"1996","TUCSON AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","12562"
"1996","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","5037"
"1996","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","562"
"1996","TUCSON AMA","Municipal","Population","Municipal","Large Municipal Provider Population","742701"
"1996","TUCSON AMA","Municipal","Population","Municipal","Small Municipal Provider Population","22972"
"1996","TUCSON AMA","Municipal","Population","Municipal","AMA Exempt Well Population","4785"
"1996","TUCSON AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","4953"
"1996","TUCSON AMA","Municipal","Supply","Groundwater","Groundwater","153740"
"1996","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","4"
"1996","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","2000"
"1996","TUCSON AMA","Municipal","Supply","CAP","CAP","0"
"1996","TUCSON AMA","Municipal","Supply","Effluent","Effluent","5767"
"1996","TUCSON AMA","Municipal","Supply","Effluent","Recovered Effluent","2521"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","4897"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Mining Facilities","39916"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Golf Courses","5403"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2248"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","1970"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Dairy Facilities","85"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Non Facility Use","4619"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Non Conservation and Non Municipal Demand","137"
"1996","TUCSON AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","931"
"1996","TUCSON AMA","Industrial","Supply","Groundwater","Groundwater","58917"
"1996","TUCSON AMA","Industrial","Supply","Groundwater","Poor Quality GW","137"
"1996","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","0"
"1996","TUCSON AMA","Industrial","Supply","Effluent","Effluent","83"
"1996","TUCSON AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","169788"
"1996","TUCSON AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","121834"
