WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
WELL NO 10920F-CODWR,WELL NO 10920F-CODWR,,Unspecified,Fresh,,
WELL NO 11130R-CODWR,WELL NO 11130R-CODWR,,Unspecified,Fresh,,
WELL NO 11466F-CODWR,WELL NO 11466F-CODWR,,Unspecified,Fresh,,
WELL NO 11646R-CODWR,WELL NO 11646R-CODWR,,Unspecified,Fresh,,
WELL NO 11506R-CODWR,WELL NO 11506R-CODWR,,Unspecified,Fresh,,
WELL NO 11675R-CODWR,WELL NO 11675R-CODWR,,Unspecified,Fresh,,
WELL NO 12150R-CODWR,WELL NO 12150R-CODWR,,Unspecified,Fresh,,
WELL NO 12034F-CODWR,WELL NO 12034F-CODWR,,Unspecified,Fresh,,
WELL NO 13079F-CODWR,WELL NO 13079F-CODWR,,Unspecified,Fresh,,
WELL NO 13763R-CODWR,WELL NO 13763R-CODWR,,Unspecified,Fresh,,
WELL NO 12672F-CODWR,WELL NO 12672F-CODWR,,Unspecified,Fresh,,
WELL NO 16120F-CODWR,WELL NO 16120F-CODWR,,Unspecified,Fresh,,
WELL NO 15901-F-CODWR,WELL NO 15901-F-CODWR,,Unspecified,Fresh,,
WELL NO 16322R-CODWR,WELL NO 16322R-CODWR,,Unspecified,Fresh,,
WELL NO 133939A-CODWR,WELL NO 133939A-CODWR,,Unspecified,Fresh,,
WELL NO 22195F-CODWR,WELL NO 22195F-CODWR,,Unspecified,Fresh,,
WELL NO 42047F-CODWR,WELL NO 42047F-CODWR,,Unspecified,Fresh,,
WELL NO 15712R-CODWR,WELL NO 15712R-CODWR,,Unspecified,Fresh,,
WELL NO 16945F-CODWR,WELL NO 16945F-CODWR,,Unspecified,Fresh,,
WELL PERMIT 23219-FP-CODWR,WELL PERMIT 23219-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 23271-FP-CODWR,WELL PERMIT 23271-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 23544-FP-CODWR,WELL PERMIT 23544-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 23469-FP-CODWR,WELL PERMIT 23469-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 23812-FP-CODWR,WELL PERMIT 23812-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 3278-FP-CODWR,WELL PERMIT 3278-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 2778-FP-CODWR,WELL PERMIT 2778-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 3127-FP-CODWR,WELL PERMIT 3127-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 33965-FP-CODWR,WELL PERMIT 33965-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 20995-FP-CODWR,WELL PERMIT 20995-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 3536-FP-CODWR,WELL PERMIT 3536-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 3983-FP-CODWR,WELL PERMIT 3983-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4070-FP-CODWR,WELL PERMIT 4070-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 24469-F-CODWR,WELL PERMIT 24469-F-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4301-FP-CODWR,WELL PERMIT 4301-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4482-FP-CODWR,WELL PERMIT 4482-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4866-FP-CODWR,WELL PERMIT 4866-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 24341-FP-CODWR,WELL PERMIT 24341-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 2917-FP-CODWR,WELL PERMIT 2917-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 44372-FP-CODWR,WELL PERMIT 44372-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 3458-FP-CODWR,WELL PERMIT 3458-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 28151-FP-CODWR,WELL PERMIT 28151-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 3786-FP-CODWR,WELL PERMIT 3786-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 38467-FP-CODWR,WELL PERMIT 38467-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 3933-FP-CODWR,WELL PERMIT 3933-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4561-FP-CODWR,WELL PERMIT 4561-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4219 FP-CODWR,WELL PERMIT 4219 FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4502-FP-CODWR,WELL PERMIT 4502-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4062-FP-CODWR,WELL PERMIT 4062-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4884-FP-CODWR,WELL PERMIT 4884-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 4627-FP-CODWR,WELL PERMIT 4627-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 21744-FP-CODWR,WELL PERMIT 21744-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5028-FP-CODWR,WELL PERMIT 5028-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5038-FP-CODWR,WELL PERMIT 5038-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5720-FP-CODWR,WELL PERMIT 5720-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5180-F-CODWR,WELL PERMIT 5180-F-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5262-FP-CODWR,WELL PERMIT 5262-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5597-FP-CODWR,WELL PERMIT 5597-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5840-FP-CODWR,WELL PERMIT 5840-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 23315-FP-CODWR,WELL PERMIT 23315-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5155-FP-CODWR,WELL PERMIT 5155-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5916-FP-CODWR,WELL PERMIT 5916-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5242-FP-CODWR,WELL PERMIT 5242-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5311-FP-CODWR,WELL PERMIT 5311-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5547-FP-CODWR,WELL PERMIT 5547-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5917-FP-CODWR,WELL PERMIT 5917-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 5241-FP-CODWR,WELL PERMIT 5241-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 385-RFP-CODWR,WELL PERMIT 385-RFP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 6062-FP-CODWR,WELL PERMIT 6062-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 6298-FP-CODWR,WELL PERMIT 6298-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 6524-R-FP-CODWR,WELL PERMIT 6524-R-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 6670-RFP-CODWR,WELL PERMIT 6670-RFP-CODWR,,Unspecified,Fresh,,
El Rito de Aban,El Rito de Aban,,Unspecified,Fresh,,
Elliott Gulch,Elliott Gulch,,Unspecified,Fresh,,
Evacuation Creek,Evacuation Creek,,Unspecified,Fresh,,
Fawn Creek,Fawn Creek,,Unspecified,Fresh,,
Five Pine Mesa Creek,Five Pine Mesa Creek,,Unspecified,Fresh,,
Fly Creek,Fly Creek,,Unspecified,Fresh,,
Fortification Creek,Fortification Creek,,Unspecified,Fresh,,
Fowler Creek,Fowler Creek,,Unspecified,Fresh,,
Frenchwoman Creek,Frenchwoman Creek,,Unspecified,Fresh,,
Gable Creek,Gable Creek,,Unspecified,Fresh,,
Garfield Creek,Garfield Creek,,Unspecified,Fresh,,
Gibbs Gulch,Gibbs Gulch,,Unspecified,Fresh,,
Godding Hollow,Godding Hollow,,Unspecified,Fresh,,
Good Yew Creek,Good Yew Creek,,Unspecified,Fresh,,
Gove Creek,Gove Creek,,Unspecified,Fresh,,
Graneros Creek,Graneros Creek,,Unspecified,Fresh,,
Gray Creek,Gray Creek,,Unspecified,Fresh,,
Greenhorn Creek,Greenhorn Creek,,Unspecified,Fresh,,
Grimes Creek,Grimes Creek,,Unspecified,Fresh,,
Guajatoyah Creek,Guajatoyah Creek,,Unspecified,Fresh,,
Hack Creek,Hack Creek,,Unspecified,Fresh,,
Hamilton Creek,Hamilton Creek,,Unspecified,Fresh,,
Hardscrabble Creek,Hardscrabble Creek,,Unspecified,Fresh,,
Hartman Gulch,Hartman Gulch,,Unspecified,Fresh,,
Hay Creek,Hay Creek,,Unspecified,Fresh,,
Heimbaugh Creek,Heimbaugh Creek,,Unspecified,Fresh,,
Hermosa Creek,Hermosa Creek,,Unspecified,Fresh,,
Hilton Gulch,Hilton Gulch,,Unspecified,Fresh,,
Hole-in-the-Wall Creek,Hole-in-the-Wall Creek,,Unspecified,Fresh,,
Homestake Creek,Homestake Creek,,Unspecified,Fresh,,
Horse Creek,Horse Creek,,Unspecified,Fresh,,
House Canyon Creek,House Canyon Creek,,Unspecified,Fresh,,
Hubbard Creek,Hubbard Creek,,Unspecified,Fresh,,
Hunter Creek,Hunter Creek,,Unspecified,Fresh,,
Ike Creek,Ike Creek,,Unspecified,Fresh,,
Indiana Creek,Indiana Creek,,Unspecified,Fresh,,
IX Gulch,IX Gulch,,Unspecified,Fresh,,
James Creek,James Creek,,Unspecified,Fresh,,
Jenkins Creek,Jenkins Creek,,Unspecified,Fresh,,
Joe Bush Gulch,Joe Bush Gulch,,Unspecified,Fresh,,
Johnson Gulch,Johnson Gulch,,Unspecified,Fresh,,
Junction Creek,Junction Creek,,Unspecified,Fresh,,
Kendall Gulch,Kendall Gulch,,Unspecified,Fresh,,
Keystone Creek,Keystone Creek,,Unspecified,Fresh,,
Kings Canyon,Kings Canyon,,Unspecified,Fresh,,
Knowles Creek,Knowles Creek,,Unspecified,Fresh,,
La Jara Creek,La Jara Creek,,Unspecified,Fresh,,
Lake Creek,Lake Creek,,Unspecified,Fresh,,
Langhoff Creek,Langhoff Creek,,Unspecified,Fresh,,
Lawson Creek,Lawson Creek,,Unspecified,Fresh,,
Leon Creek,Leon Creek,,Unspecified,Fresh,,
Leyden Creek,Leyden Creek,,Unspecified,Fresh,,
Acorn Creek,Acorn Creek,,Unspecified,Fresh,,
Alamo Canyon,Alamo Canyon,,Unspecified,Fresh,,
Alkali Canyon,Alkali Canyon,,Unspecified,Fresh,,
Anderson Arroyo,Anderson Arroyo,,Unspecified,Fresh,,
Apex Gulch,Apex Gulch,,Unspecified,Fresh,,
Armstrong Creek,Armstrong Creek,,Unspecified,Fresh,,
Austrian Creek,Austrian Creek,,Unspecified,Fresh,,
Balanger Creek,Balanger Creek,,Unspecified,Fresh,,
Barbara Creek,Barbara Creek,,Unspecified,Fresh,,
Barton Creek,Barton Creek,,Unspecified,Fresh,,
Bear Canyon Creek,Bear Canyon Creek,,Unspecified,Fresh,,
Beaver Creek,Beaver Creek,,Unspecified,Fresh,,
Ben Morgan Canyon,Ben Morgan Canyon,,Unspecified,Fresh,,
Berry Creek,Berry Creek,,Unspecified,Fresh,,
Big Bend Creek,Big Bend Creek,,Unspecified,Fresh,,
Big Fish Creek,Big Fish Creek,,Unspecified,Fresh,,
Big Spring Gulch,Big Spring Gulch,,Unspecified,Fresh,,
Billings Canyon,Billings Canyon,,Unspecified,Fresh,,
Black Draw,Black Draw,,Unspecified,Fresh,,
Blue Creek,Blue Creek,,Unspecified,Fresh,,
Boise Creek,Boise Creek,,Unspecified,Fresh,,
Bowen Drain,Bowen Drain,,Unspecified,Fresh,,
Boxelder Creek,Boxelder Creek,,Unspecified,Fresh,,
Bridal Veil Creek,Bridal Veil Creek,,Unspecified,Fresh,,
Brook Creek,Brook Creek,,Unspecified,Fresh,,
Bruff Creek,Bruff Creek,,Unspecified,Fresh,,
Buck Gulch,Buck Gulch,,Unspecified,Fresh,,
Bull Run,Bull Run,,Unspecified,Fresh,,
Burning Bear Creek,Burning Bear Creek,,Unspecified,Fresh,,
Butler Creek,Butler Creek,,Unspecified,Fresh,,
Cache Creek,Cache Creek,,Unspecified,Fresh,,
Canoncita Creek,Canoncita Creek,,Unspecified,Fresh,,
Carlson Arroyo,Carlson Arroyo,,Unspecified,Fresh,,
Casteel Creek,Casteel Creek,,Unspecified,Fresh,,
Cattle Creek,Cattle Creek,,Unspecified,Fresh,,
Chalk Creek,Chalk Creek,,Unspecified,Fresh,,
Cherry Creek,Cherry Creek,,Unspecified,Fresh,,
Chicosa Creek,Chicosa Creek,,Unspecified,Fresh,,
Cinder Gulch,Cinder Gulch,,Unspecified,Fresh,,
Coal Bank Draw,Coal Bank Draw,,Unspecified,Fresh,,
Cold Creek,Cold Creek,,Unspecified,Fresh,,
Colorado Gulch Creek,Colorado Gulch Creek,,Unspecified,Fresh,,
Conn Creek,Conn Creek,,Unspecified,Fresh,,
Copper Gulch,Copper Gulch,,Unspecified,Fresh,,
Cottonwood Creek,Cottonwood Creek,,Unspecified,Fresh,,
Cowboy Wash,Cowboy Wash,,Unspecified,Fresh,,
Crawford Creek,Crawford Creek,,Unspecified,Fresh,,
Crosby Creek,Crosby Creek,,Unspecified,Fresh,,
Cruse Wash,Cruse Wash,,Unspecified,Fresh,,
Cucharas River,Cucharas River,,Unspecified,Fresh,,
Currant Creek,Currant Creek,,Unspecified,Fresh,,
Dad Clark Gulch,Dad Clark Gulch,,Unspecified,Fresh,,
Daum Draw,Daum Draw,,Unspecified,Fresh,,
De Cora Gulch,De Cora Gulch,,Unspecified,Fresh,,
Deakin Gulch,Deakin Gulch,,Unspecified,Fresh,,
Deer Pen Creek,Deer Pen Creek,,Unspecified,Fresh,,
Dexter Creek,Dexter Creek,,Unspecified,Fresh,,
Disappointment Creek,Disappointment Creek,,Unspecified,Fresh,,
Dolores River,Dolores River,,Unspecified,Fresh,,
Douglas Draw,Douglas Draw,,Unspecified,Fresh,,
Dry Creek,Dry Creek,,Unspecified,Fresh,,
Dry Hollow Creek,Dry Hollow Creek,,Unspecified,Fresh,,
Dunning Creek,Dunning Creek,,Unspecified,Fresh,,
East Bijou Creek,East Bijou Creek,,Unspecified,Fresh,,
East Divide Creek,East Divide Creek,,Unspecified,Fresh,,
East Fork Fishhook Creek,East Fork Fishhook Creek,,Unspecified,Fresh,,
East Fork Spring Creek,East Fork Spring Creek,,Unspecified,Fresh,,
East Mancos River,East Mancos River,,Unspecified,Fresh,,
East Rifle Creek,East Rifle Creek,,Unspecified,Fresh,,
East Toll Gate Creek,East Toll Gate Creek,,Unspecified,Fresh,,
Eddy Creek,Eddy Creek,,Unspecified,Fresh,,
El Poso Creek,El Poso Creek,,Unspecified,Fresh,,
Elliot Creek,Elliot Creek,,Unspecified,Fresh,,
Escalante Creek,Escalante Creek,,Unspecified,Fresh,,
Farnsworth Creek,Farnsworth Creek,,Unspecified,Fresh,,
Fisher Creek,Fisher Creek,,Unspecified,Fresh,,
Flume Creek,Flume Creek,,Unspecified,Fresh,,
Ford Creek,Ford Creek,,Unspecified,Fresh,,
Fourmile Creek,Fourmile Creek,,Unspecified,Fresh,,
Frenchman Creek,Frenchman Creek,,Unspecified,Fresh,,
Furness Arroyo,Furness Arroyo,,Unspecified,Fresh,,
Gardiner Creek,Gardiner Creek,,Unspecified,Fresh,,
Georges Gulch,Georges Gulch,,Unspecified,Fresh,,
Gilpin Creek,Gilpin Creek,,Unspecified,Fresh,,
Gold Run,Gold Run,,Unspecified,Fresh,,
Gordon Creek,Gordon Creek,,Unspecified,Fresh,,
Graflin Slough,Graflin Slough,,Unspecified,Fresh,,
Graves Creek,Graves Creek,,Unspecified,Fresh,,
Green Gulch,Green Gulch,,Unspecified,Fresh,,
Gribbles Run,Gribbles Run,,Unspecified,Fresh,,
Grouse Creek,Grouse Creek,,Unspecified,Fresh,,
Gwinn Creek,Gwinn Creek,,Unspecified,Fresh,,
Halls Gulch,Halls Gulch,,Unspecified,Fresh,,
Happy Hollow Creek,Happy Hollow Creek,,Unspecified,Fresh,,
Hartman Canyon,Hartman Canyon,,Unspecified,Fresh,,
Hawk Creek,Hawk Creek,,Unspecified,Fresh,,
Hayes Creek,Hayes Creek,,Unspecified,Fresh,,
Henson Creek,Henson Creek,,Unspecified,Fresh,,
Hill Arroya,Hill Arroya,,Unspecified,Fresh,,
Holbrook Creek (AKA Big,Holbrook Creek (AKA Big,,Unspecified,Fresh,,
Holthusen Gulch,Holthusen Gulch,,Unspecified,Fresh,,
Horn Gulch,Horn Gulch,,Unspecified,Fresh,,
Hot Spring Creek,Hot Spring Creek,,Unspecified,Fresh,,
Howd Creek,Howd Creek,,Unspecified,Fresh,,
Hunkydory Creek,Hunkydory Creek,,Unspecified,Fresh,,
Idaho Creek,Idaho Creek,,Unspecified,Fresh,,
Indian Run,Indian Run,,Unspecified,Fresh,,
Ivanhoe Creek,Ivanhoe Creek,,Unspecified,Fresh,,
Jackson Gulch,Jackson Gulch,,Unspecified,Fresh,,
Jefferson Lake Fork,Jefferson Lake Fork,,Unspecified,Fresh,,
Jimmy Creek,Jimmy Creek,,Unspecified,Fresh,,
Johnson Creek,Johnson Creek,,Unspecified,Fresh,,
Abbot Creek,Abbot Creek,,Unspecified,Fresh,,
Agua Ramon Creek,Agua Ramon Creek,,Unspecified,Fresh,,
Aldrich Slough,Aldrich Slough,,Unspecified,Fresh,,
Alum Gulch,Alum Gulch,,Unspecified,Fresh,,
Anthracite Creek,Anthracite Creek,,Unspecified,Fresh,,
Arkansas River,Arkansas River,,Unspecified,Fresh,,
Atascadero Arroya,Atascadero Arroya,,Unspecified,Fresh,,
Badgero Creek,Badgero Creek,,Unspecified,Fresh,,
Banita Creek,Banita Creek,,Unspecified,Fresh,,
Barney Creek,Barney Creek,,Unspecified,Fresh,,
Bead Creek,Bead Creek,,Unspecified,Fresh,,
Beaton Creek,Beaton Creek,,Unspecified,Fresh,,
Bell Rock Gulch,Bell Rock Gulch,,Unspecified,Fresh,,
Bernard Creek,Bernard Creek,,Unspecified,Fresh,,
Big Bear Creek,Big Bear Creek,,Unspecified,Fresh,,
Big Draw,Big Draw,,Unspecified,Fresh,,
Big Sandy Creek,Big Sandy Creek,,Unspecified,Fresh,,
Bill Creek,Bill Creek,,Unspecified,Fresh,,
Black Cloud Creek,Black Cloud Creek,,Unspecified,Fresh,,
Blacktail Creek,Blacktail Creek,,Unspecified,Fresh,,
Bogenschutz Creek,Bogenschutz Creek,,Unspecified,Fresh,,
Boulder Brook,Boulder Brook,,Unspecified,Fresh,,
Box Elder Gulch,Box Elder Gulch,,Unspecified,Fresh,,
Bratton Creek,Bratton Creek,,Unspecified,Fresh,,
Broken Rib Creek,Broken Rib Creek,,Unspecified,Fresh,,
Browns Draw,Browns Draw,,Unspecified,Fresh,,
Buck Creek,Buck Creek,,Unspecified,Fresh,,
Bull Creek,Bull Creek,,Unspecified,Fresh,,
Burke Spring Creek,Burke Spring Creek,,Unspecified,Fresh,,
Butcherknife Creek,Butcherknife Creek,,Unspecified,Fresh,,
Cabezon Canyon,Cabezon Canyon,,Unspecified,Fresh,,
Camp Creek,Camp Creek,,Unspecified,Fresh,,
Carbon Creek,Carbon Creek,,Unspecified,Fresh,,
Carwyle Gulch,Carwyle Gulch,,Unspecified,Fresh,,
Cataract Creek,Cataract Creek,,Unspecified,Fresh,,
Center Creek,Center Creek,,Unspecified,Fresh,,
Chedsey Creek,Chedsey Creek,,Unspecified,Fresh,,
Chicorica Creek,Chicorica Creek,,Unspecified,Fresh,,
Chokecherry Draw,Chokecherry Draw,,Unspecified,Fresh,,
Clines Slough,Clines Slough,,Unspecified,Fresh,,
Cochetopa Creek,Cochetopa Creek,,Unspecified,Fresh,,
Collins Creek,Collins Creek,,Unspecified,Fresh,,
Coney Creek,Coney Creek,,Unspecified,Fresh,,
Cooper Slough,Cooper Slough,,Unspecified,Fresh,,
Costilla Creek,Costilla Creek,,Unspecified,Fresh,,
Cow Canyon,Cow Canyon,,Unspecified,Fresh,,
Cramer Creek,Cramer Creek,,Unspecified,Fresh,,
Crooked Wash,Crooked Wash,,Unspecified,Fresh,,
Crowfoot Creek,Crowfoot Creek,,Unspecified,Fresh,,
Cuates Creek,Cuates Creek,,Unspecified,Fresh,,
Cunningham Creek,Cunningham Creek,,Unspecified,Fresh,,
Cyclone Creek,Cyclone Creek,,Unspecified,Fresh,,
Dark Canyon,Dark Canyon,,Unspecified,Fresh,,
Dayton Creek,Dayton Creek,,Unspecified,Fresh,,
Deadman Gulch,Deadman Gulch,,Unspecified,Fresh,,
Deep Creek,Deep Creek,,Unspecified,Fresh,,
Devil Creek,Devil Creek,,Unspecified,Fresh,,
Dirty George Creek,Dirty George Creek,,Unspecified,Fresh,,
Dolly Varden Creek,Dolly Varden Creek,,Unspecified,Fresh,,
Doughspoon Creek,Doughspoon Creek,,Unspecified,Fresh,,
Dry Canyon,Dry Canyon,,Unspecified,Fresh,,
Dry Fork Roan Creek,Dry Fork Roan Creek,,Unspecified,Fresh,,
Duckett Creek,Duckett Creek,,Unspecified,Fresh,,
East Beaver Creek,East Beaver Creek,,Unspecified,Fresh,,
East Coal Creek,East Coal Creek,,Unspecified,Fresh,,
East Fork Arkansas River,East Fork Arkansas River,,Unspecified,Fresh,,
East Fork Sand Creek (AK,East Fork Sand Creek (AK,,Unspecified,Fresh,,
East Lost Creek,East Lost Creek,,Unspecified,Fresh,,
East Pump Canyon,East Pump Canyon,,Unspecified,Fresh,,
East Tennessee Creek,East Tennessee Creek,,Unspecified,Fresh,,
Echo Creek,Echo Creek,,Unspecified,Fresh,,
Jaroso Creek,Jaroso Creek,,Unspecified,Fresh,,
Jenny Creek,Jenny Creek,,Unspecified,Fresh,,
Joe Wright Creek,Joe Wright Creek,,Unspecified,Fresh,,
Jokodowski Creek,Jokodowski Creek,,Unspecified,Fresh,,
June Creek,June Creek,,Unspecified,Fresh,,
Kennedy Gulch,Kennedy Gulch,,Unspecified,Fresh,,
Killins Spring Run,Killins Spring Run,,Unspecified,Fresh,,
Kinney Creek,Kinney Creek,,Unspecified,Fresh,,
Knowles Spring Run,Knowles Spring Run,,Unspecified,Fresh,,
La Jara Town Drain,La Jara Town Drain,,Unspecified,Fresh,,
Lake Fork,Lake Fork,,Unspecified,Fresh,,
Lans Gulch,Lans Gulch,,Unspecified,Fresh,,
Lay Creek,Lay Creek,,Unspecified,Fresh,,
Leopard Creek,Leopard Creek,,Unspecified,Fresh,,
Lick Creek,Lick Creek,,Unspecified,Fresh,,
Line Canyon,Line Canyon,,Unspecified,Fresh,,
Little Blue Creek,Little Blue Creek,,Unspecified,Fresh,,
Little Cottonwood Creek,Little Cottonwood Creek,,Unspecified,Fresh,,
Little Fish Creek,Little Fish Creek,,Unspecified,Fresh,,
Little Kerber Creek,Little Kerber Creek,,Unspecified,Fresh,,
Little Rock Creek,Little Rock Creek,,Unspecified,Fresh,,
Little Turkey Creek,Little Turkey Creek,,Unspecified,Fresh,,
Lone Pine Gulch,Lone Pine Gulch,,Unspecified,Fresh,,
Long Hollow,Long Hollow,,Unspecified,Fresh,,
Lost Canyon Creek,Lost Canyon Creek,,Unspecified,Fresh,,
Low Pass Gulch,Low Pass Gulch,,Unspecified,Fresh,,
Luton Creek,Luton Creek,,Unspecified,Fresh,,
Mad Creek,Mad Creek,,Unspecified,Fresh,,
Mammoth Gulch,Mammoth Gulch,,Unspecified,Fresh,,
Marietta Creek,Marietta Creek,,Unspecified,Fresh,,
Mason Creek,Mason Creek,,Unspecified,Fresh,,
Mayfield Hollow,Mayfield Hollow,,Unspecified,Fresh,,
McCullough Gulch Creek,McCullough Gulch Creek,,Unspecified,Fresh,,
McKinney Creek,McKinney Creek,,Unspecified,Fresh,,
Meadow Creek,Meadow Creek,,Unspecified,Fresh,,
Merriam Creek,Merriam Creek,,Unspecified,Fresh,,
Michigan Creek,Michigan Creek,,Unspecified,Fresh,,
Middle Fish Creek,Middle Fish Creek,,Unspecified,Fresh,,
Middle Fork Purgatoire R,Middle Fork Purgatoire R,,Unspecified,Fresh,,
Middle Miller Creek,Middle Miller Creek,,Unspecified,Fresh,,
Middlemist Creek,Middlemist Creek,,Unspecified,Fresh,,
Miller Fork,Miller Fork,,Unspecified,Fresh,,
Miners Gulch,Miners Gulch,,Unspecified,Fresh,,
Moeller Creek,Moeller Creek,,Unspecified,Fresh,,
Moore Park Creek,Moore Park Creek,,Unspecified,Fresh,,
Mosquito Creek,Mosquito Creek,,Unspecified,Fresh,,
Mule Creek,Mule Creek,,Unspecified,Fresh,,
My Valley Creek,My Valley Creek,,Unspecified,Fresh,,
Neota Creek,Neota Creek,,Unspecified,Fresh,,
Ninemile Creek,Ninemile Creek,,Unspecified,Fresh,,
North Boulder Creek,North Boulder Creek,,Unspecified,Fresh,,
North Cottonwood Creek,North Cottonwood Creek,,Unspecified,Fresh,,
North Fork Big Thompson,North Fork Big Thompson,,Unspecified,Fresh,,
North Fork Elk Creek,North Fork Elk Creek,,Unspecified,Fresh,,
North Fork Lake Creek,North Fork Lake Creek,,Unspecified,Fresh,,
North Fork North Platte,North Fork North Platte,,Unspecified,Fresh,,
North Fork West Creek,North Fork West Creek,,Unspecified,Fresh,,
North Lobe Creek,North Lobe Creek,,Unspecified,Fresh,,
North Sand Creek,North Sand Creek,,Unspecified,Fresh,,
North Zapata Creek,North Zapata Creek,,Unspecified,Fresh,,
Oasis Creek,Oasis Creek,,Unspecified,Fresh,,
Old Mans Creek,Old Mans Creek,,Unspecified,Fresh,,
Otter Creek,Otter Creek,,Unspecified,Fresh,,
Pagoda Creek,Pagoda Creek,,Unspecified,Fresh,,
Parachute Creek,Parachute Creek,,Unspecified,Fresh,,
Pass Creek,Pass Creek,,Unspecified,Fresh,,
Pebble Creek,Pebble Creek,,Unspecified,Fresh,,
Pete and Bill Creek,Pete and Bill Creek,,Unspecified,Fresh,,
Pierce Creek,Pierce Creek,,Unspecified,Fresh,,
Pinon Canon Creek,Pinon Canon Creek,,Unspecified,Fresh,,
Plum Bush Creek,Plum Bush Creek,,Unspecified,Fresh,,
Pomeroy Gulch,Pomeroy Gulch,,Unspecified,Fresh,,
Porteous Creek,Porteous Creek,,Unspecified,Fresh,,
Powder Wash,Powder Wash,,Unspecified,Fresh,,
Priest Gulch,Priest Gulch,,Unspecified,Fresh,,
Pump Canyon,Pump Canyon,,Unspecified,Fresh,,
Quaking Asp Creek,Quaking Asp Creek,,Unspecified,Fresh,,
Rainbow Creek,Rainbow Creek,,Unspecified,Fresh,,
Rasberry Creek,Rasberry Creek,,Unspecified,Fresh,,
Rawah Creek,Rawah Creek,,Unspecified,Fresh,,
Red Mountain Creek,Red Mountain Creek,,Unspecified,Fresh,,
Remine Creek,Remine Creek,,Unspecified,Fresh,,
Rincon Creek,Rincon Creek,,Unspecified,Fresh,,
Rio Grande Drain,Rio Grande Drain,,Unspecified,Fresh,,
Rito Hondo Creek,Rito Hondo Creek,,Unspecified,Fresh,,
Roaring Fork Creek,Roaring Fork Creek,,Unspecified,Fresh,,
Rock Creek,Rock Creek,,Unspecified,Fresh,,
Roland Gulch,Roland Gulch,,Unspecified,Fresh,,
Rube Creek,Rube Creek,,Unspecified,Fresh,,
Ruxton Creek,Ruxton Creek,,Unspecified,Fresh,,
Saddle Creek,Saddle Creek,,Unspecified,Fresh,,
Salaz Arroyo,Salaz Arroyo,,Unspecified,Fresh,,
