OID_,Join_Count,TARGET_FID,SiteUUID,PODorPOUSite,Longitude,Latitude,OBJECTID,NAME,TYPE,WQMSEG,PRMY_WB,LIMIT,REMARK,WBID,TYPE_DEF,TRANS,GLOBALID,SHAPEAREA,SHAPELEN
4519,0,4519,OKwr_S14003,POD,-99.89004517,36.72513717,,,,,,,,,,,,,
4520,0,4520,OKwr_S14003,POD,-99.89004517,36.72513717,,,,,,,,,,,,,
4521,0,4521,OKwr_S14004,POD,-99.99104982,36.74177838,,,,,,,,,,,,,
4522,0,4522,OKwr_S14005,POD,-100.0002922,36.75259081,,,,,,,,,,,,,
4523,0,4523,OKwr_S14006,POD,-100.0000111,36.73992351,,,,,,,,,,,,,
4524,0,4524,OKwr_S14007,POD,-99.89213246,36.71602217,,,,,,,,,,,,,
4525,0,4525,OKwr_S14007,POD,-99.89213246,36.71602217,,,,,,,,,,,,,
4526,0,4526,OKwr_S14008,POD,-98.04581562,36.79939938,,,,,,,,,,,,,
4527,1,4527,OKwr_S14009,POD,-98.17655826,36.83861453,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4528,0,4528,OKwr_S1401,POD,-99.20130212,34.44371388,,,,,,,,,,,,,
4529,1,4529,OKwr_S14010,POD,-98.23372687,36.91229549,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4530,1,4530,OKwr_S14011,POD,-98.22923003,36.91230891,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4531,1,4531,OKwr_S14012,POD,-98.22696991,36.91231437,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4532,0,4532,OKwr_S14013,POD,-99.8003165,36.9988635,,,,,,,,,,,,,
4533,0,4533,OKwr_S14014,POD,-99.81171902,36.9898675,,,,,,,,,,,,,
4534,0,4534,OKwr_S14015,POD,-99.8117126,36.98806579,,,,,,,,,,,,,
4535,0,4535,OKwr_S14016,POD,-99.32297992,36.88406744,,,,,,,,,,,,,
4536,0,4536,OKwr_S14017,POD,-97.99637337,36.75752547,,,,,,,,,,,,,
4537,0,4537,OKwr_S14018,POD,-96.84367073,36.76042233,,,,,,,,,,,,,
4538,0,4538,OKwr_S14019,POD,-97.04595779,36.71217987,,,,,,,,,,,,,
4539,0,4539,OKwr_S1402,POD,-101.5273875,36.62678172,,,,,,,,,,,,,
4540,0,4540,OKwr_S14020,POD,-99.97512013,36.89128898,,,,,,,,,,,,,
4541,0,4541,OKwr_S14021,POD,-99.97737962,36.89128903,,,,,,,,,,,,,
4542,0,4542,OKwr_S14022,POD,-94.83653991,36.87020859,,,,,,,,,,,,,
4543,1,4543,OKwr_S14023,POD,-98.3294975,36.8597425,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4544,0,4544,OKwr_S14024,POD,-99.89664828,36.71784194,,,,,,,,,,,,,
4545,0,4545,OKwr_S14026,POD,-98.12962991,36.76865407,,,,,,,,,,,,,
4546,1,4546,OKwr_S14027,POD,-98.68972463,36.84388213,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4547,1,4547,OKwr_S14028,POD,-98.68746638,36.84388044,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4548,0,4548,OKwr_S14029,POD,-97.117735,36.9060095,,,,,,,,,,,,,
4549,0,4549,OKwr_S1403,POD,-101.520661,36.63243563,,,,,,,,,,,,,
4550,0,4550,OKwr_S14030,POD,-97.11094436,36.9042101,,,,,,,,,,,,,
4551,1,4551,OKwr_S14031,POD,-98.16762274,36.80855914,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4552,1,4552,OKwr_S14032,POD,-98.17219368,36.81044215,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4553,1,4553,OKwr_S14033,POD,-98.17676925,36.81044647,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4554,0,4554,OKwr_S14034,POD,-99.97567105,36.76900282,,,,,,,,,,,,,
4555,0,4555,OKwr_S14035,POD,-99.98229529,36.75668455,,,,,,,,,,,,,
4556,0,4556,OKwr_S14036,POD,-99.977767,36.7656045,,,,,,,,,,,,,
4557,0,4557,OKwr_S14037,POD,-99.96405038,36.7346455,,,,,,,,,,,,,
4558,0,4558,OKwr_S14038,POD,-99.8877834,36.70877689,,,,,,,,,,,,,
4559,1,4559,OKwr_S14039,POD,-98.36906347,36.82089209,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4560,0,4560,OKwr_S1404,POD,-101.5905821,36.64725401,,,,,,,,,,,,,
4561,1,4561,OKwr_S14040,POD,-98.37130929,36.82451,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4562,1,4562,OKwr_S14041,POD,-98.36679593,36.8245172,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4563,0,4563,OKwr_S14042,POD,-99.88107058,36.63037104,,,,,,,,,,,,,
4564,0,4564,OKwr_S14043,POD,-97.5633745,36.689558,,,,,,,,,,,,,
4565,1,4565,OKwr_S14044,POD,-98.1938169,36.97410325,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4566,0,4566,OKwr_S14045,POD,-99.92398975,36.730645,,,,,,,,,,,,,
4567,0,4567,OKwr_S14046,POD,-99.93309018,36.73789158,,,,,,,,,,,,,
4568,0,4568,OKwr_S14047,POD,-99.7845,36.9825975,,,,,,,,,,,,,
4569,0,4569,OKwr_S14047,POD,-99.7845,36.9825975,,,,,,,,,,,,,
4570,0,4570,OKwr_S14048,POD,-94.78668399,36.94456814,,,,,,,,,,,,,
4571,0,4571,OKwr_S14049,POD,-94.78673132,36.95902866,,,,,,,,,,,,,
4572,1,4572,OKwr_S1405,POD,-102.2151506,36.62004553,58,North Canadian (Beaver) River upstream from Texas State Line to New Mexico State Line,HQW,720510,North Canadian (Beaver) River upstream from Texas State Line to New Mexico State Line,HQW, ,720510000190_10,High Quality Waters,40,{DACC5031-5D79-4CB6-AE7B-E5A2884CDF4A},995997071.1,248849.3829
4573,0,4573,OKwr_S14050,POD,-94.77314075,36.9663365,,,,,,,,,,,,,
4574,0,4574,OKwr_S14050,POD,-94.77314075,36.9663365,,,,,,,,,,,,,
4575,0,4575,OKwr_S14051,POD,-94.78667722,36.94272129,,,,,,,,,,,,,
4576,0,4576,OKwr_S14052,POD,-99.87433528,36.72507116,,,,,,,,,,,,,
4577,0,4577,OKwr_S14053,POD,-97.962569,36.7754825,,,,,,,,,,,,,
4578,0,4578,OKwr_S14054,POD,-97.960313,36.7754825,,,,,,,,,,,,,
4579,0,4579,OKwr_S14055,POD,-97.960313,36.7737155,,,,,,,,,,,,,
4580,0,4580,OKwr_S14056,POD,-97.962569,36.7737155,,,,,,,,,,,,,
4581,0,4581,OKwr_S14057,POD,-98.02424027,36.84214106,,,,,,,,,,,,,
4582,1,4582,OKwr_S14058,POD,-98.2489525,36.9877532,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4583,0,4583,OKwr_S14059,POD,-99.89014782,36.76165417,,,,,,,,,,,,,
4584,0,4584,OKwr_S1406,POD,-102.1387105,36.59462351,,,,,,,,,,,,,
4585,0,4585,OKwr_S14060,POD,-99.92493414,36.63531044,,,,,,,,,,,,,
4586,0,4586,OKwr_S14061,POD,-98.01860373,36.83940478,,,,,,,,,,,,,
4587,0,4587,OKwr_S14062,POD,-99.07292927,36.81487525,,,,,,,,,,,,,
4588,0,4588,OKwr_S14063,POD,-99.92111513,36.61763547,,,,,,,,,,,,,
4589,0,4589,OKwr_S14064,POD,-100.0025552,36.78550251,,,,,,,,,,,,,
4590,0,4590,OKwr_S14065,POD,-94.85868877,36.89556333,,,,,,,,,,,,,
4591,0,4591,OKwr_S14066,POD,-94.84083559,36.91365722,,,,,,,,,,,,,
4592,0,4592,OKwr_S14067,POD,-97.77626,36.6919755,,,,,,,,,,,,,
4593,0,4593,OKwr_S14068,POD,-97.773979,36.6919755,,,,,,,,,,,,,
4594,0,4594,OKwr_S14069,POD,-97.76944322,36.69199082,,,,,,,,,,,,,
4595,0,4595,OKwr_S1407,POD,-102.1299778,36.59462033,,,,,,,,,,,,,
4596,0,4596,OKwr_S14070,POD,-99.82184022,36.60674242,,,,,,,,,,,,,
4597,0,4597,OKwr_S14070,POD,-99.82184022,36.60674242,,,,,,,,,,,,,
4598,0,4598,OKwr_S14070,POD,-99.82184022,36.60674242,,,,,,,,,,,,,
4599,0,4599,OKwr_S14071,POD,-97.751381,36.68480075,,,,,,,,,,,,,
4600,0,4600,OKwr_S14072,POD,-99.89175689,36.85483941,,,,,,,,,,,,,
4601,0,4601,OKwr_S14073,POD,-99.89626104,36.85485254,,,,,,,,,,,,,
4602,0,4602,OKwr_S14074,POD,-98.75463862,36.79136734,,,,,,,,,,,,,
4603,1,4603,OKwr_S14075,POD,-98.23989491,36.99132288,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4604,0,4604,OKwr_S14076,POD,-99.90151771,36.66519424,,,,,,,,,,,,,
4605,0,4605,OKwr_S14077,POD,-99.91047261,36.650584,,,,,,,,,,,,,
4606,0,4606,OKwr_S14078,POD,-95.13575935,36.78565075,,,,,,,,,,,,,
4607,0,4607,OKwr_S14079,POD,-99.89666438,36.72145554,,,,,,,,,,,,,
4608,0,4608,OKwr_S14079,POD,-99.89666438,36.72145554,,,,,,,,,,,,,
4609,0,4609,OKwr_S1408,POD,-101.6155,36.6217075,,,,,,,,,,,,,
4610,0,4610,OKwr_S14080,POD,-97.98619572,36.7512056,,,,,,,,,,,,,
4611,0,4611,OKwr_S14082,POD,-99.883498,36.75450045,,,,,,,,,,,,,
4612,0,4612,OKwr_S14083,POD,-99.968559,36.8361645,,,,,,,,,,,,,
4613,0,4613,OKwr_S14084,POD,-99.9708234,36.83996147,,,,,,,,,,,,,
4614,0,4614,OKwr_S14085,POD,-99.107206,36.845717,,,,,,,,,,,,,
4615,1,4615,OKwr_S14086,POD,-98.17181982,36.71064281,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4616,0,4616,OKwr_S14087,POD,-99.99355736,36.78369101,,,,,,,,,,,,,
4617,0,4617,OKwr_S14088,POD,-99.58054637,36.99168154,,,,,,,,,,,,,
4618,0,4618,OKwr_S14089,POD,-97.04484753,36.70586471,,,,,,,,,,,,,
4619,0,4619,OKwr_S1409,POD,-99.74682201,34.48772619,,,,,,,,,,,,,
4620,0,4620,OKwr_S14090,POD,-99.76755512,36.61758727,,,,,,,,,,,,,
4621,0,4621,OKwr_S14091,POD,-99.9842929,36.74179578,,,,,,,,,,,,,
4622,0,4622,OKwr_S14092,POD,-99.26134396,36.89775561,,,,,,,,,,,,,
4623,0,4623,OKwr_S14093,POD,-97.0964595,36.689824,,,,,,,,,,,,,
4624,0,4624,OKwr_S14094,POD,-97.091961,36.69343774,,,,,,,,,,,,,
4625,0,4625,OKwr_S14095,POD,-97.090837,36.6907275,,,,,,,,,,,,,
4626,0,4626,OKwr_S14096,POD,-97.09195731,36.68982363,,,,,,,,,,,,,
4627,0,4627,OKwr_S14097,POD,-99.96629169,36.59414546,,,,,,,,,,,,,
4628,0,4628,OKwr_S14098,POD,-99.99283065,36.90231609,,,,,,,,,,,,,
4629,0,4629,OKwr_S14099,POD,-99.99282861,36.90048611,,,,,,,,,,,,,
4630,0,4630,OKwr_S141,POD,-102.944899,36.5514155,,,,,,,,,,,,,
4631,0,4631,OKwr_S1410,POD,-99.16634431,34.44926456,,,,,,,,,,,,,
4632,0,4632,OKwr_S14100,POD,-94.64940737,36.95201554,,,,,,,,,,,,,
4633,0,4633,OKwr_S14101,POD,-99.66450077,36.68230007,,,,,,,,,,,,,
4634,0,4634,OKwr_S14102,POD,-98.02990525,36.8412405,,,,,,,,,,,,,
4635,1,4635,OKwr_S14103,POD,-98.38267349,36.81543658,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4636,1,4636,OKwr_S14104,POD,-98.37359934,36.81545256,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4637,0,4637,OKwr_S14105,POD,-98.12923397,36.73945594,,,,,,,,,,,,,
4638,0,4638,OKwr_S14106,POD,-97.10386432,36.94049539,,,,,,,,,,,,,
4639,0,4639,OKwr_S14107,POD,-97.11070499,36.93502995,,,,,,,,,,,,,
4640,0,4640,OKwr_S14108,POD,-99.98438277,36.79841638,,,,,,,,,,,,,
4641,0,4641,OKwr_S14109,POD,-99.96196099,36.78725429,,,,,,,,,,,,,
4642,0,4642,OKwr_S1411,POD,-96.46057805,34.62276763,,,,,,,,,,,,,
4643,0,4643,OKwr_S14110,POD,-99.971,36.7926445,,,,,,,,,,,,,
4644,0,4644,OKwr_S14111,POD,-99.9887,36.7165395,,,,,,,,,,,,,
4645,0,4645,OKwr_S14112,POD,-99.9755365,36.7182855,,,,,,,,,,,,,
4646,0,4646,OKwr_S14113,POD,-99.93079391,36.73976422,,,,,,,,,,,,,
4647,0,4647,OKwr_S14114,POD,-94.8700225,36.875567,,,,,,,,,,,,,
4648,0,4648,OKwr_S14115,POD,-99.781121,36.63397636,,,,,,,,,,,,,
4649,0,4649,OKwr_S14116,POD,-99.97976437,36.65955344,,,,,,,,,,,,,
4650,0,4650,OKwr_S14117,POD,-99.98414347,36.65416371,,,,,,,,,,,,,
4651,0,4651,OKwr_S14118,POD,-99.10733287,36.82393554,,,,,,,,,,,,,
4652,0,4652,OKwr_S14119,POD,-97.99633126,36.82479128,,,,,,,,,,,,,
4653,0,4653,OKwr_S14119,POD,-97.99633126,36.82479128,,,,,,,,,,,,,
4654,0,4654,OKwr_S1412,POD,-96.45624459,34.62278479,,,,,,,,,,,,,
4655,0,4655,OKwr_S14120,POD,-99.20638562,36.69195147,,,,,,,,,,,,,
4656,0,4656,OKwr_S14121,POD,-98.03216325,36.8412415,,,,,,,,,,,,,
4657,1,4657,OKwr_S14122,POD,-98.34561875,36.7490985,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4658,1,4658,OKwr_S14123,POD,-98.17199518,36.83951543,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4659,0,4659,OKwr_S14124,POD,-99.98829991,36.90606764,,,,,,,,,,,,,
4660,0,4660,OKwr_S14125,POD,-99.93690045,36.59409173,,,,,,,,,,,,,
4661,0,4661,OKwr_S14126,POD,-100.0001191,36.89848667,,,,,,,,,,,,,
4662,0,4662,OKwr_S14127,POD,-97.832087,36.7177195,,,,,,,,,,,,,
4663,0,4663,OKwr_S14128,POD,-97.8343415,36.7177195,,,,,,,,,,,,,
4664,0,4664,OKwr_S14129,POD,-97.83208712,36.71952654,,,,,,,,,,,,,
4665,0,4665,OKwr_S1413,POD,-96.45841083,34.62089552,,,,,,,,,,,,,
4666,0,4666,OKwr_S14130,POD,-98.047825,36.7050585,,,,,,,,,,,,,
4667,0,4667,OKwr_S14131,POD,-98.04783973,36.70869599,,,,,,,,,,,,,
4668,0,4668,OKwr_S14132,POD,-97.19331948,36.95502503,,,,,,,,,,,,,
4669,0,4669,OKwr_S14133,POD,-97.1955615,36.9513741,,,,,,,,,,,,,
4670,0,4670,OKwr_S14134,POD,-97.191063,36.95135991,,,,,,,,,,,,,
4671,0,4671,OKwr_S14135,POD,-97.1933045,36.9513695,,,,,,,,,,,,,
4672,0,4672,OKwr_S14136,POD,-97.19107111,36.95500933,,,,,,,,,,,,,
4673,0,4673,OKwr_S14137,POD,-97.20010787,36.96046747,,,,,,,,,,,,,
4674,0,4674,OKwr_S14138,POD,-97.1888185,36.9513545,,,,,,,,,,,,,
4675,0,4675,OKwr_S14139,POD,-97.186557,36.9513545,,,,,,,,,,,,,
4676,0,4676,OKwr_S1414,POD,-96.46274758,34.6209086,,,,,,,,,,,,,
4677,1,4677,OKwr_S14140,POD,-98.35014169,36.75272768,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4678,0,4678,OKwr_S14141,POD,-97.144725,36.7633505,,,,,,,,,,,,,
4679,0,4679,OKwr_S14142,POD,-94.85224693,36.97343964,,,,,,,,,,,,,
4680,0,4680,OKwr_S14143,POD,-99.68218337,36.74753993,,,,,,,,,,,,,
4681,0,4681,OKwr_S14144,POD,-99.69119779,36.771559,,,,,,,,,,,,,
4682,0,4682,OKwr_S14145,POD,-94.72859486,36.80132963,,,,,,,,,,,,,
4683,0,4683,OKwr_S14146,POD,-94.7173495,36.80858475,,,,,,,,,,,,,
4684,0,4684,OKwr_S14147,POD,-99.94609202,36.61598647,,,,,,,,,,,,,
4685,0,4685,OKwr_S14148,POD,-99.9143575,36.6031075,,,,,,,,,,,,,
4686,1,4686,OKwr_S14149,POD,-98.34545424,36.80713816,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4687,0,4687,OKwr_S1415,POD,-96.46493508,34.62090556,,,,,,,,,,,,,
4688,1,4688,OKwr_S14150,POD,-98.3477175,36.8071365,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4689,0,4689,OKwr_S14151,POD,-99.87392663,36.82200879,,,,,,,,,,,,,
4690,0,4690,OKwr_S14152,POD,-97.346829,36.9082765,,,,,,,,,,,,,
4691,0,4691,OKwr_S14155,POD,-94.72628982,36.78585931,,,,,,,,,,,,,
4692,0,4692,OKwr_S14156,POD,-99.89885364,36.7151196,,,,,,,,,,,,,
4693,0,4693,OKwr_S14157,POD,-96.91127725,36.6914986,,,,,,,,,,,,,
4694,0,4694,OKwr_S14158,POD,-96.75687191,36.84377992,,,,,,,,,,,,,
4695,0,4695,OKwr_S14159,POD,-96.76585925,36.84374682,,,,,,,,,,,,,
4696,0,4696,OKwr_S1416,POD,-96.46711162,34.62090334,,,,,,,,,,,,,
4697,0,4697,OKwr_S14160,POD,-99.52247321,36.712427,,,,,,,,,,,,,
4698,0,4698,OKwr_S14161,POD,-99.52143808,36.69874454,,,,,,,,,,,,,
4699,0,4699,OKwr_S14162,POD,-99.92804424,36.80939481,,,,,,,,,,,,,
4700,0,4700,OKwr_S14163,POD,-94.99378737,36.90365454,,,,,,,,,,,,,
4701,0,4701,OKwr_S14164,POD,-99.084738,36.8311585,,,,,,,,,,,,,
4702,0,4702,OKwr_S14165,POD,-99.9050825,36.6048725,,,,,,,,,,,,,
4703,0,4703,OKwr_S14166,POD,-100.0024282,36.8636221,,,,,,,,,,,,,
4704,0,4704,OKwr_S14167,POD,-99.11396449,36.87103773,,,,,,,,,,,,,
4705,0,4705,OKwr_S14168,POD,-99.11397891,36.86926423,,,,,,,,,,,,,
4706,0,4706,OKwr_S14169,POD,-99.10268775,36.8710565,,,,,,,,,,,,,
4707,0,4707,OKwr_S1417,POD,-96.4671,34.6190575,,,,,,,,,,,,,
4708,0,4708,OKwr_S14170,POD,-99.9212265,36.8804525,,,,,,,,,,,,,
4709,0,4709,OKwr_S14171,POD,-99.07780833,36.78401567,,,,,,,,,,,,,
4710,0,4710,OKwr_S14172,POD,-99.93018439,36.94513173,,,,,,,,,,,,,
4711,0,4711,OKwr_S14173,POD,-96.91737744,36.84890203,,,,,,,,,,,,,
4712,1,4712,OKwr_S14174,POD,-98.6874525,36.85991016,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4713,0,4713,OKwr_S14175,POD,-94.88093197,36.89906205,,,,,,,,,,,,,
4714,0,4714,OKwr_S14176,POD,-94.85211187,36.68957854,,,,,,,,,,,,,
4715,0,4715,OKwr_S14177,POD,-94.87240243,36.82179588,,,,,,,,,,,,,
4716,1,4716,OKwr_S14178,POD,-98.70309613,36.86199505,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4717,0,4717,OKwr_S14179,POD,-99.9233585,36.6031075,,,,,,,,,,,,,
4718,0,4718,OKwr_S1418,POD,-96.464928,34.6190575,,,,,,,,,,,,,
4719,0,4719,OKwr_S14180,POD,-99.9188565,36.6013005,,,,,,,,,,,,,
4720,0,4720,OKwr_S14181,POD,-99.92571158,36.60688262,,,,,,,,,,,,,
4721,0,4721,OKwr_S14182,POD,-99.88994125,36.70335492,,,,,,,,,,,,,
4722,0,4722,OKwr_S14183,POD,-98.04786245,36.71051563,,,,,,,,,,,,,
4723,0,4723,OKwr_S14184,POD,-98.02444008,36.77129938,,,,,,,,,,,,,
4724,1,4724,OKwr_S14185,POD,-98.32494413,36.84867997,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4725,0,4725,OKwr_S14186,POD,-94.82981926,36.98613499,,,,,,,,,,,,,
4726,0,4726,OKwr_S14187,POD,-97.11341625,36.69621525,,,,,,,,,,,,,
4727,0,4727,OKwr_S14188,POD,-99.90805165,36.71964767,,,,,,,,,,,,,
4728,0,4728,OKwr_S14189,POD,-96.81782185,36.76584955,,,,,,,,,,,,,
4729,0,4729,OKwr_S1419,POD,-96.46274095,34.61905666,,,,,,,,,,,,,
4730,0,4730,OKwr_S14190,POD,-96.81782995,36.76219028,,,,,,,,,,,,,
4731,0,4731,OKwr_S14191,POD,-95.06817936,36.83292988,,,,,,,,,,,,,
4732,0,4732,OKwr_S14192,POD,-99.48259494,36.96612194,,,,,,,,,,,,,
4733,1,4733,OKwr_S14193,POD,-98.3928856,36.79638225,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4734,0,4734,OKwr_S14194,POD,-97.76718978,36.68658756,,,,,,,,,,,,,
4735,0,4735,OKwr_S14195,POD,-97.76490462,36.68660004,,,,,,,,,,,,,
4736,0,4736,OKwr_S14196,POD,-97.7638227,36.68387524,,,,,,,,,,,,,
4737,0,4737,OKwr_S14197,POD,-94.84961361,36.8937605,,,,,,,,,,,,,
4738,0,4738,OKwr_S14198,POD,-99.11395484,36.87284802,,,,,,,,,,,,,
4739,1,4739,OKwr_S14199,POD,-98.229262,36.9032095,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
4740,0,4740,OKwr_S142,POD,-102.8753805,36.56591676,,,,,,,,,,,,,
4741,1,4741,OKwr_S1420,POD,-102.2690427,36.61469703,58,North Canadian (Beaver) River upstream from Texas State Line to New Mexico State Line,HQW,720510,North Canadian (Beaver) River upstream from Texas State Line to New Mexico State Line,HQW, ,720510000190_10,High Quality Waters,40,{DACC5031-5D79-4CB6-AE7B-E5A2884CDF4A},995997071.1,248849.3829
4742,0,4742,OKwr_S14200,POD,-99.9980575,36.7545755,,,,,,,,,,,,,
4743,0,4743,OKwr_S14201,POD,-99.88739908,36.87319962,,,,,,,,,,,,,
4744,0,4744,OKwr_S14202,POD,-97.33439878,36.68181132,,,,,,,,,,,,,
4745,0,4745,OKwr_S14203,POD,-99.51811085,36.98842608,,,,,,,,,,,,,
4746,0,4746,OKwr_S14204,POD,-99.89176192,36.85675497,,,,,,,,,,,,,
4747,0,4747,OKwr_S14205,POD,-99.90810906,36.69776346,,,,,,,,,,,,,
4748,0,4748,OKwr_S14206,POD,-99.91444223,36.869554,,,,,,,,,,,,,
4749,0,4749,OKwr_S14207,POD,-94.8227275,36.70940264,,,,,,,,,,,,,
4750,0,4750,OKwr_S14208,POD,-97.12921957,36.86810434,,,,,,,,,,,,,
4751,0,4751,OKwr_S14209,POD,-97.1292315,36.8645245,,,,,,,,,,,,,
