Permit_Index	POD_Index	POD	Beneficial_Use	County			Aquifer	SubAquifer	Req_AcFt	Req_Acre	Req_Rate	Req_Storage	App_AcFt	App_Acre	App_Rate	App_Storage	POD_Status	Source	Irrigation_Type	Source_Name	MainStem_Name	Impound_Location	Impound_Name	Return_Dest	Discharge_Locat	Prop_Owner	Dest_Prop_Owner	Period_Start	Period_End	Return_Quantity	Held_AcFt	Held_Acre	Held_Rate	Held_Storage	Longitude	Latitude	HU_Basin	HU_Sub_Basin	HU_Watershed	HU_Sub_Watershed	Civil_Township	X_Coord	Y_Coord	NonConsumptive_ReqAcFt	NonConsumptive_AppAcFt	NonConsumptive_HeldAcFt
235	322	14009521AB	07/01/81	Stark			   	   	0	0	0	0	0	0	0	0	Void	Surface Water	Sprinkler											0	0	0	0	0	-102.67201	46.93204	Cannonball-Heart-Knife	Upper Heart	Green River	Outlet Green River	Unorganized Territory	1425944	468968	0	0	0
236	323	13709201BC	07/01/83	Stark			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-102.24099	46.71241	Cannonball-Heart-Knife	Upper Heart	Plum Creek	101302020508-Heart River	Unorganized Territory	1531818	386204	0	0	0
236	324	13709202AD	07/01/83	Stark			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-102.24625	46.71228	Cannonball-Heart-Knife	Upper Heart	Plum Creek	101302020508-Heart River	Unorganized Territory	1530498	386189	0	0	0
236	325	13709202BB	07/01/83	Stark			   	   	59	29.5	89.7	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-102.262	46.71584	Cannonball-Heart-Knife	Upper Heart	Plum Creek	101302020508-Heart River	Unorganized Territory	1526575	387575	0	0	0
237	326	14209115CA	12/31/52	Dunn			   	   	47.5	23.7	269.2	0	47.5	23.7	269.2	0	Active	Surface Water	Flooding	Knife River								April 1	November 1	0	0	0	0	0	-102.20021	47.11693	Cannonball-Heart-Knife	Knife	Middle Knife River	Willow Creek-Knife River	Unorganized Territory	1545238	533479	0	0	0
237	327	14209115BD	12/31/52	Dunn			   	   	47.5	23.8	269.2	0	47.5	23.8	269.2	0	Active	Surface Water	Flooding	Knife River								April 1	November 1	0	0	0	0	0	-102.20021	47.12052	Cannonball-Heart-Knife	Knife	Upper Knife River	Schaffner Creek-Knife River	Unorganized Territory	1545265	534787	0	0	0
238	328	12910220DA	07/01/84	Bowman			   	   	82.5	160	450	0	82.2	82.2	450	0	Active	Surface Water	Waterspreading	North Fork Grand River								January 1	December 31	0	0	0	0	0	-103.45498	45.97961	Grand-Moreau	North Fork Grand	Headwaters North Fork Grand River	Bowman-Haley Dam-North Fork Grand River	Ladd	1217380	128255	0	0	0
239	329	15010419DC	12/31/54	McKenzie			   	   	326	163.2	1350	0	326	163.2	1350	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-104.03667	47.79241	Lower Yellowstone	Lower Yellowstone	Horse Creek-Yellowstone River	City of Sidney-Yellowstone River	Unorganized Territory	1099369	794855	0	0	0
240	330	15010410DA	12/31/54	McKenzie			   	   	128	64.1	359	0	101.8	50.9	1900	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-103.97138	47.82483	Lower Yellowstone	Lower Yellowstone	Horse Creek-Yellowstone River	Town of Fairview-Yellowstone River	Unorganized Territory	1115925	805955	0	0	0
240	331	15010410AD	12/31/54	McKenzie			   	   	128	64	359	0	101.8	50.9	1900	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-103.97138	47.82843	Lower Yellowstone	Lower Yellowstone	Horse Creek-Yellowstone River	Town of Fairview-Yellowstone River	Unorganized Territory	1115982	807267	0	0	0
241	332	13509531DA	12/31/52	Hettinger			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-102.65806	46.46178	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Coal Bank Creek	Town of Havelock-Cannonball River	Black Butte	1424717	297436	0	0	0
242	333	13509531DA	12/31/52	Hettinger			   	   	0	0	500	0	52	26	500	0	Active	Surface Water	Flooding	Cannonball River								April 1	October 1	0	0	0	0	0	-102.65806	46.46178	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Coal Bank Creek	Town of Havelock-Cannonball River	Black Butte	1424717	297436	0	0	0
243	334	15508323CC	12/31/52	Ward			   	   	6700	0	4151.4	0	6700	0	4151.4	0	Active	Surface Water	  	Mouse River										0	0	0	0	0	-101.31489	48.22732	Souris	Moose Mountain Creek-Souris River	Livingston Creek-Souris River	City of Minot-Souris River	Harrison	1769827	934995	0	0	0
244	335	13405535DD	01/01/56	Ransom			   	   	30	15	224.4	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-97.55581	46.37152	Devils Lake-Sheyenne	Lower Sheyenne	Pigeon Point-Sheyenne River	090202040501-Sheyenne River	Big Bend	2711535	270976	0	0	0
244	336	13305501AA	01/01/56	Ransom			   	   	10	5	224.4	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-97.53475	46.36799	Devils Lake-Sheyenne	Lower Sheyenne	Pigeon Point-Sheyenne River	090202040501-Sheyenne River	Aliceton	2716896	269889	0	0	0
245	337	12910621DD	12/31/55	Bowman			   	   	39.5	39.5	897.6	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.9324	45.97597	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Fivemile Creek-Little Missouri River	Unorganized Territory	1096039	131863	0	0	0
245	338	12910622BC	12/31/55	Bowman			   	   	90.5	90.5	897.6	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.92722	45.98321	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Fivemile Creek-Little Missouri River	Unorganized Territory	1097470	134444	0	0	0
246	339	13309202DD	12/31/54	Hettinger			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.19653	46.35787	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mehrer Creek-Cannonball River	Brittian	1540176	256697	0	0	0
247	340	15210415AC	12/01/57	Williams			   	   	19.1	9.6	54	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.97687	47.98742	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Sixmile Creek-Missouri River	Buford	1117202	865274	0	0	0
248	341	15210415A	12/01/57	Williams			   	   	235	125.1	664	0	235.1	148.39	2500	0	Active	Surface Water	Flooding	Missouri River										0	0	0	0	0	-103.97418	47.98921	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Sixmile Creek-Missouri River	Buford	1117889	865900	0	0	0
249	342	13309107BB	12/31/54	Hettinger			   	   	40	20	448.8	0	0	0	0	0	Void	Surface Water	Sprinkler											0	0	0	0	0	-102.17032	46.35409	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	101302040406-Cannonball River	Cannon Ball	1546763	255175	0	0	0
250	343	14005020C	01/01/01	Cass			   	   	100	130	1350	0	160	130	1350	0	Active	Surface Water	Sprinkler	Maple River										0	0	0	0	0	-97.02583635168	46.92413535292	Devils Lake-Sheyenne	Maple	Outlet Maple River	Outlet Maple River	Raymond	2836292	477777	0	0	0
250	344	14005020D	01/01/01	Cass			   	   	100	130	1350	0	160	130	1350	0	Active	Surface Water	Sprinkler	Maple River										0	0	0	0	0	-97.0151723416	46.92417149102	Devils Lake-Sheyenne	Maple	Outlet Maple River	Outlet Maple River	Raymond	2838954	477908	0	0	0
250	345	14005021DA	01/01/01	Cass			   	   	100	130	1350	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-96.99134	46.92608	Devils Lake-Sheyenne	Maple	Outlet Maple River	Outlet Maple River	Raymond	2844874	478868	0	0	0
251	346	13806313AD	00/00/00	Stutsman			   	   	20	25	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.5683	46.77053	James	Upper James	City of Jamestown	Town of Montpelier	Corwin	2452497	408513	0	0	0
251	347	13806312DB	00/00/00	Stutsman			   	   	60	75	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.57325	46.78141	James	Upper James	City of Jamestown	Town of Montpelier	Corwin	2451160	412451	0	0	0
251	348	13806312AD	00/00/00	Stutsman			   	   	20	25	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.56799	46.78503	James	Upper James	City of Jamestown	Town of Montpelier	Corwin	2452444	413801	0	0	0
251	349	13806313DB	00/00/00	Stutsman			   	   	60	75	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.57349	46.76686	James	Upper James	City of Jamestown	Town of Montpelier	Corwin	2451230	407143	0	0	0
252	350	13608617CB	12/31/54	Grant			   	   	40	20	450	0	40	20	450	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-101.52622	46.59413	Cannonball-Heart-Knife	Lower Heart	Heart Butte Creek	Crown Butte Creek	Unorganized Territory	1710525	339914	0	0	0
253	351	14009506CD	08/01/20	Stark			   	   	65	32.5	224.4	0	65	32.5	224.4	0	Cancelled	Surface Water	Sprinkler	Green River										0	0	0	0	0	-102.71903	46.96516	Cannonball-Heart-Knife	Upper Heart	Green River	Seventeen Butte-Green River	Unorganized Territory	1414545	481369	0	0	0
256	352	13909512AA	12/31/57	Stark			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-102.60376	46.87418	Cannonball-Heart-Knife	Upper Heart	Green River	Outlet Green River	Unorganized Territory	1442424	447410	0	0	0
257	353	12910028D	12/31/58	Bowman			   	   	160	215.5	450	0	117.4	149.8	330	0	Active	Surface Water	Flooding	North Fork Grand River								January 1	December 31	0	0	0	0	0	-103.18755	45.96328	Grand-Moreau	North Fork Grand	Lightning Creek-North Fork Grand River	Haley Cemetery-North Fork Grand River	Goldfield	1285125	119863	0	0	0
258	354	12910633D	01/01/52	Bowman			   	   	36.1	18	200	0	36.1	18	200	0	Active	Surface Water	Sprinkler	Little Missouri River								-	-	0	0	0	0	0	-103.93522	45.94874	Little Missouri	Upper Little Missouri	Slick Creek-Little Missouri River	Dogie Creek-Little Missouri River	Unorganized Territory	1094887	121973	0	0	0
258	355	12910633CE	01/01/52	Bowman			   	   	36.1	18	200	0	36.1	18	200	0	Active	Surface Water	Sprinkler	Little Missouri River								-	-	0	0	0	0	0	-103.94555	45.94876	Little Missouri	Upper Little Missouri	Slick Creek-Little Missouri River	Dogie Creek-Little Missouri River	Unorganized Territory	1092263	122094	0	0	0
258	356	12910633BD	01/01/52	Bowman			   	   	36.1	18.1	200	0	36.1	18.1	200	0	Active	Surface Water	Sprinkler	Little Missouri River								-	-	0	0	0	0	0	-103.94294	45.95418	Little Missouri	Upper Little Missouri	Slick Creek-Little Missouri River	Dogie Creek-Little Missouri River	Unorganized Territory	1093013	124041	0	0	0
258	357	12910633A	01/01/52	Bowman			   	   	36.1	18.1	200	0	36.1	18.1	200	0	Active	Surface Water	Sprinkler	Little Missouri River								-	-	0	0	0	0	0	-103.9352	45.95599	Little Missouri	Upper Little Missouri	Slick Creek-Little Missouri River	Dogie Creek-Little Missouri River	Unorganized Territory	1095008	124614	0	0	0
44068	92192	13005917DA	00/00/00	Dickey			Oakes		33	22	153	0	33	22	153	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-98.09332877092	46.0719743743	James	Upper James	Columbia Road Reservoir-James River	Dakota Lake-James River	Riverdale	2579272	157168	0	0	0
258	359	12910621SS	01/01/52	Bowman			   	   	36.2	18.1	200	0	36.2	18.1	200	0	Active	Surface Water	Sprinkler	Little Missouri River								-	-	0	0	0	0	0	-103.94538	45.97778	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Fivemile Creek-Little Missouri River	Unorganized Territory	1092770	132667	0	0	0
258	360	12910628	01/01/52	Bowman			   	   	36.1	18.1	200	0	36.1	18.1	200	0	Active	Surface Water	Sprinkler	Little Missouri River								-	-	0	0	0	0	0	-103.94025	45.9669	Little Missouri	Upper Little Missouri	Slick Creek-Little Missouri River	Dogie Creek-Little Missouri River	Unorganized Territory	1093899	128645	0	0	0
258	361	12910634CD	01/01/52	Bowman			   	   	36.1	18	200	0	36.1	18	200	0	Active	Surface Water	Sprinkler	Little Missouri River								-	-	0	0	0	0	0	-103.92221	45.94693	Little Missouri	Upper Little Missouri	Slick Creek-Little Missouri River	Dogie Creek-Little Missouri River	Unorganized Territory	1098165	121170	0	0	0
259	362	12910635CC	12/31/59	Bowman			   	   	80	80	600	0	80	34.7	600	0	Active	Surface Water	Sprinkler	Box Elder Creek, trib. to Little Missour										0	0	0	0	0	-103.90658	45.94696	Little Missouri	Upper Little Missouri	Slick Creek-Little Missouri River	Dogie Creek-Little Missouri River	Unorganized Territory	1102139	121009	0	0	0
259	363	12910629CA	12/31/59	Bowman			   	   	40	40	550	0	40	34.7	550	0	Active	Surface Water	Sprinkler	Box Elder Creek, trib. to Little Missour										0	0	0	0	0	-103.96361	45.96509	Little Missouri	Boxelder	Lower Boxelder Creek	Sheep Creek-Boxelder Creek	Unorganized Territory	1087935	128246	0	0	0
259	364	12910632A	12/31/59	Bowman			   	   	40	40	550	0	40	34.6	550	0	Active	Surface Water	Sprinkler	Box Elder Creek, trib. to Little Missour										0	0	0	0	0	-103.95587	45.95602	Little Missouri	Boxelder	Lower Boxelder Creek	Sheep Creek-Boxelder Creek	Unorganized Territory	1089756	124856	0	0	0
260	365	14710308CB	12/31/52	McKenzie			   	   	160	217.8	1211.7	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.8405	47.5663	Lower Yellowstone	Lower Yellowstone	Bennie Peer Creek	Sheep Creek	Unorganized Territory	1144039	710335	0	0	0
261	366	13509704DB	12/31/58	Hettinger			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-102.87089	46.53376	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Coal Bank Creek	101302040201-Cannonball River	New England	1371898	325221	0	0	0
262	367	15310336DA	01/01/54	Williams			   	   	512	256.3	1346	0	0	0	0	0	Denied	Surface Water	Flooding											0	0	0	0	0	-103.86566	48.02992	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Eightmile Creek	Hardscrabble	1145079	879583	0	0	0
263	368	13509621DA	07/01/88	Hettinger			   	   	118	58.8	450	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-102.74144	46.49036	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Coal Bank Creek	Town of Havelock-Cannonball River	Havelock	1404011	308441	0	0	0
264	369	13309303BD	12/31/52	Hettinger			   	   	50	50	280.5	0	50	50	280.5	0	Active	Surface Water	Sprinkler	Cannonball River								April 1	November 30	0	0	0	0	0	-102.35191	46.36561	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Castle Rock	1501020	260404	0	0	0
264	370	13309303BA	12/31/52	Hettinger			   	   	50	50	280.5	0	50	50	280.5	0	Active	Surface Water	Sprinkler	Cannonball River								April 1	November 30	0	0	0	0	0	-102.3519	46.36923	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Castle Rock	1501052	261722	0	0	0
264	371	13309303BB	12/31/52	Hettinger			   	   	50	50	280.5	0	50	50	280.5	0	Active	Surface Water	Sprinkler	Cannonball River								April 1	November 30	0	0	0	0	0	-102.35713	46.36921	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Castle Rock	1499734	261749	0	0	0
265	372	13309304AA	12/31/52	Hettinger			   	   	40	40	224.4	0	0	0	0	0	Cancelled	Surface Water	Sprinkler	Cannonball River								April 1	November 30	0	0	0	0	0	-102.36238	46.36918	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Castle Rock	1498408	261767	0	0	0
265	373	13309304AB	12/31/52	Hettinger			   	   	40	40	224.4	0	0	0	0	0	Cancelled	Surface Water	Sprinkler	Cannonball River								April 1	November 30	0	0	0	0	0	-102.36765	46.36918	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Castle Rock	1497077	261798	0	0	0
265	374	13309205AD	12/31/52	Hettinger					80	80	450	0	80	80	450	0	Active	Surface Water	Sprinkler	Cannonball River								April 1	November 30	0	0	0	0	0	-102.25952	46.3655	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Brittian	1524336	259828	0	0	0
266	375	13409334CD	12/31/52	Hettinger			   	   	11.5	5.7	28	0	11.5	5.7	28	0	Active	Surface Water	Sprinkler	Cannonball River								April 1	November 30	0	0	0	0	0	-102.35208	46.37287	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Mott	1501039	263050	0	0	0
266	376	13409334CC	12/31/52	Hettinger			   	   	11.5	5.7	28	0	11.5	5.7	28	0	Active	Surface Water	Sprinkler	Cannonball River								April 1	November 30	0	0	0	0	0	-102.35724	46.37286	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Mott	1499737	263078	0	0	0
267	377	12910034AA	12/31/54	Bowman			   	   	81	40.6	450	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.16424	45.95782	Grand-Moreau	North Fork Grand	Lightning Creek-North Fork Grand River	Haley Cemetery-North Fork Grand River	Goldfield	1290984	117669	0	0	0
268	378	13909417AD	12/31/55	Stark			   	   	42.8	42.8	240.1	0	42.8	42.8	240.1	0	Active	Surface Water	Sprinkler	Heart River										0	0	0	0	0	-102.56249	46.85622	Cannonball-Heart-Knife	Upper Heart	Ash Creek	Town of Gladstone-Heart River	Unorganized Territory	1452571	440585	0	0	0
269	379	13009323AD	06/01/69	Adams			   	   	10.1	10.1	86.3	0	10.1	10.1	86.3	0	Active	Surface Water	Flooding	Cedar Creek								April 1	October 1	0	0	0	0	0	-102.27119	46.0697	Cannonball-Heart-Knife	Cedar	Goose Creek	Twin Buttes-Cedar Creek	Unorganized Territory	1518959	152050	0	0	0
269	380	13009323AA	06/01/69	Adams			   	   	13.9	13.9	86.2	0	13.9	13.9	86.2	0	Active	Surface Water	Flooding	Cedar Creek								April 1	October 1	0	0	0	0	0	-102.27122	46.07331	Cannonball-Heart-Knife	Cedar	Goose Creek	Twin Buttes-Cedar Creek	Unorganized Territory	1518982	153363	0	0	0
269	381	13009323AC	06/01/69	Adams			   	   	5.5	5.5	86.3	0	5.5	5.5	86.3	0	Active	Surface Water	Flooding	Cedar Creek								April 1	October 1	0	0	0	0	0	-102.27641	46.06971	Cannonball-Heart-Knife	Cedar	Goose Creek	Twin Buttes-Cedar Creek	Unorganized Territory	1517636	152081	0	0	0
269	382	13009323AB	06/01/69	Adams			   	   	16.9	16.9	86.2	0	16.9	16.9	86.2	0	Active	Surface Water	Flooding	Cedar Creek								April 1	October 1	0	0	0	0	0	-102.27641	46.07332	Cannonball-Heart-Knife	Cedar	Goose Creek	Twin Buttes-Cedar Creek	Unorganized Territory	1517665	153398	0	0	0
270	383	13009323BA	06/01/69	Adams			   	   	14.2	14.2	105	0	14.2	14.2	105	0	Active	Surface Water	Flooding	Cedar Creek								April 1	October 1	0	0	0	0	0	-102.28162	46.07334	Cannonball-Heart-Knife	Cedar	Goose Creek	Twin Buttes-Cedar Creek	Unorganized Territory	1516342	153436	0	0	0
271	384	13208726CC	07/01/89	Grant			   	   	54	26.8	150	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-101.53912	46.22083	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Outlet	Boxelder Creek-Cannonball River	Unorganized Territory	1705481	203833	0	0	0
272	385	13309101BB	12/31/52	Hettinger			   	   	80	40	450	0	80	40	450	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.06587	46.36865	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Thirty Mile	Outlet Thirtymile Creek	Cannon Ball	1573239	259942	0	0	0
272	386	13309101DD	12/31/52	Hettinger			   	   	80	40	450	0	80	40	450	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.04994	46.35781	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Sheep Creek	Town of Leipzig-Cannonball River	Cannon Ball	1577179	255910	0	0	0
273	387	12910131BD	12/31/54	Bowman			   	   	95.8	47.9	450	0	23.1	23.1	450	0	InActive	Surface Water	Flooding	North Fork Grand River								January 1	December 31	0	0	0	0	0	-103.36154	45.95418	Grand-Moreau	North Fork Grand	Headwaters North Fork Grand River	Bowman-Haley Dam-North Fork Grand River	Minnehaha	1240783	118109	0	0	0
273	388	12910131AC	12/31/54	Bowman			   	   	95.8	47.9	450	0	23.1	23.1	450	0	Active	Surface Water	Waterspreading	North Fork Grand River								January 1	December 31	0	0	0	0	0	-103.35634	45.95418	Grand-Moreau	North Fork Grand	Headwaters North Fork Grand River	Bowman-Haley Dam-North Fork Grand River	Minnehaha	1242104	118059	0	0	0
273	389	12910131DB	12/31/54	Bowman			   	   	95.8	47.9	450	0	23.1	23.1	450	0	Active	Surface Water	Flooding	North Fork Grand River								January 1	December 31	0	0	0	0	0	-103.35633	45.95056	Grand-Moreau	North Fork Grand	Headwaters North Fork Grand River	Bowman-Haley Dam-North Fork Grand River	Minnehaha	1242060	116740	0	0	0
273	390	12910132DC	12/31/54	Bowman			   	   	95.8	47.9	450	0	23.1	23.1	450	0	Active	Surface Water	Flooding	North Fork Grand River								January 1	December 31	0	0	0	0	0	-103.33551	45.94691	Grand-Moreau	North Fork Grand	Headwaters North Fork Grand River	Bowman-Haley Dam-North Fork Grand River	Minnehaha	1247303	115219	0	0	0
274	391	13308902DD	12/31/59	Grant			   	   	83	41.5	224.4	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-101.82091	46.35861	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Sheep Creek	Medicine Rock-Cannonball River	Unorganized Territory	1635003	255146	0	0	0
275	392	14109104BA	12/31/54	Dunn			   	   	20	20	254	0	20	20	254	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-102.22117	47.06644	Cannonball-Heart-Knife	Knife	Branch Knife River	Lower Branch Knife River	Unorganized Territory	1539617	515180	0	0	0
275	393	14109104AB	12/31/54	Dunn			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.21588	47.06642	Cannonball-Heart-Knife	Knife	Branch Knife River	Lower Branch Knife River	Unorganized Territory	1540934	515147	0	0	0
276	394	13009130CB	07/01/89	Adams			   	   	25.2	19.9	224.4	0	25.2	19.9	224.4	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.12058	46.05151	Cannonball-Heart-Knife	Cedar	Plum Creek	North Lemmon Lake-Cedar Creek	South Fork	1557043	144593	0	0	0
276	395	13009130BC	07/01/89	Adams			   	   	38.1	30.1	224.4	0	38.1	30.1	224.4	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.12061	46.0551	Cannonball-Heart-Knife	Cedar	Plum Creek	North Lemmon Lake-Cedar Creek	South Fork	1557064	145902	0	0	0
277	396	14509130BB	12/31/54	Dunn			   	   	100	79.9	450	0	100	79.9	450	0	Active	Surface Water	Sprinkler	Spring Creek								April 1	October 31	0	0	0	0	0	-102.33032	47.35528	Cannonball-Heart-Knife	Knife	Lower Spring Creek	Town of Dodge-Spring Creek	Unorganized Territory	1514877	621118	0	0	0
278	397	13005907BD	03/01/57	Dickey			   	   	40	49.8	450	0	40	49.8	450	0	Active	Surface Water	Sprinkler	James River										0	0	0	0	0	-98.12432	46.09001	James	Upper James	Columbia Road Reservoir-James River	Town of Oakes-James River	Riverdale	2571211	163503	0	0	0
278	398	13005907CC	03/01/57	Dickey			   	   	40	49.8	450	0	40	49.8	450	0	Active	Surface Water	Sprinkler	James River										0	0	0	0	0	-98.1294	46.08278	James	Upper James	Columbia Road Reservoir-James River	Town of Oakes-James River	Riverdale	2570003	160827	0	0	0
279	399	13105917AB	00/00/00	Dickey			   	   	26.7	26.7	897.6	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.09824	46.16608	James	Upper James	Lower Bear Creek	Outlet Bear Creek	Bear Creek	2576977	191431	0	0	0
279	400	13105917AC	00/00/00	Dickey			   	   	26.7	26.7	897.6	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.09824	46.16246	James	Upper James	Lower Bear Creek	Outlet Bear Creek	Bear Creek	2577018	190110	0	0	0
279	401	13105917BC	00/00/00	Dickey			   	   	26.6	26.6	897.6	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.10877	46.16246	James	Upper James	Lower Bear Creek	Outlet Bear Creek	Bear Creek	2574351	190030	0	0	0
280	402	13105919DA	00/00/00	Dickey			   	   	80	60	897.6	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.11398	46.14443	James	Upper James	Columbia Road Reservoir-James River	Town of Oakes-James River	Clement	2573232	183419	0	0	0
281	403	13105907AC	00/00/00	Dickey			   	   	48.4	103.6	897.6	0	0	0	0	0	Void	Surface Water	Combination											0	0	0	0	0	-98.11884	46.17705	James	Upper James	Stevens Slough	Town of Glover-James River	Bear Creek	2571639	195269	0	0	0
281	404	13105907DC	00/00/00	Dickey			   	   	31.6	67.5	897.6	0	0	0	0	0	Void	Surface Water	Combination											0	0	0	0	0	-98.11885	46.16977	James	Upper James	Stevens Slough	Town of Glover-James River	Clement	2571717	192615	0	0	0
282	405	13105920AD	12/31/53	Dickey			Oakes	   	160	149.2	718	0	80	149.2	718	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-98.09301	46.14798	James	Upper James	Columbia Road Reservoir-James River	Town of Oakes-James River	Bear Creek	2578505	184875	0	0	0
283	406	13105917DD	07/01/84	Dickey			Oakes	   	80	122	807.8	0	80	122	807.8	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-98.09296	46.15521	James	Upper James	Columbia Road Reservoir-James River	Town of Oakes-James River	Bear Creek	2578437	187511	0	0	0
284	407	13110230AA	00/00/00	Bowman			   	   	30.8	30.8	448.8	0	0	0	0	0	Void	Surface Water	Combination											0	0	0	0	0	-103.47609	46.14591	Grand-Moreau	North Fork Grand	Spring Creek	Harvey Hills-Spring Creek	Bowman	1214314	189059	0	0	0
284	408	13110228D	00/00/00	Bowman			   	   	49.2	49.2	448.8	0	0	0	0	0	Void	Surface Water	Combination											0	0	0	0	0	-103.43704	46.13697	Grand-Moreau	North Fork Grand	Spring Creek	Harvey Hills-Spring Creek	Bowman	1224081	185430	0	0	0
285	409	13908031DN	12/31/56	Burleigh			   	   	16950	0	10417	0	16950	0	10417	0	Active	Surface Water	  	Missouri River										0	0	0	0	0	-100.8211082947	46.81349553542	Lake Oahe	Painted Woods-Square Butte	Sherk Creek-Missouri River	Rock Haven Creek-Missouri River	Hay Creek	1888106	418398	0	0	0
286	410	14707216CA	12/31/57	Wells			   	   	33.3	133	150	0	33.3	133	150	0	Active	Surface Water	Sprinkler	James River										0	0	0	0	0	-99.85464	47.55018	James	James Headwaters	Silver Lake	Eigenheim School Number 1-James River	Delger	2127881	687579	0	0	0
