AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,SiteName,SiteTypeCV,Latitude,Longitude,ReasonRemoved,index
,,,,,,,,,LAS,2498,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,1.20000350558,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS21,,,,,Bad SiteUUID,134.0
,,,,,,,,,LAS,25217,DFG SPORT FISH DIV REGION II,,,12/31,01/01,,3116.85272738521,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS153,,,,,Bad SiteUUID,135.0
,,,,,,,,,LAS,25242,BETHEL CITY OF,,,12/31,01/01,,466.42040823802597,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS154,,,,,Bad SiteUUID,136.0
,,,,,,,,,LAS,25243,BETHEL CITY OF,,,12/31,01/01,,162.6501423821835,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS155,,,,,Bad SiteUUID,137.0
,,,,,,,,,LAS,2569,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,45925.93885,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS22,,,,,Bad SiteUUID,138.0
,,,,,,,,,LAS,26746,VOLUNTEERS OF AMERICA OF ALASKA,,,12/31,01/01,,2.25079144158,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS160,,,,,Bad SiteUUID,143.0
,,,,,,,,,LAS,26961,DFG DIV COMM FISH REGION III,,,12/31,01/01,,4678.004095074421,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS161,,,,,Bad SiteUUID,144.0
,,,,,,,,,LAS,27030,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,3.3627362175,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS162,,,,,Bad SiteUUID,145.0
,,,,,,,,,LAS,27317,SOA-FAIRBANKS INTL AIRPORT,,,12/31,01/01,,1613.0085840000004,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS164,,,,,Bad SiteUUID,147.0
,,,,,,,,,LAS,27356,"FLINT HILL RESOURCES ALASKA, LLC",,,12/31,01/01,,80.6504292,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS165,,,,,Bad SiteUUID,148.0
,,,,,,,,,LAS,27405,SOUTHEAST ALASKA POWER AGENCY,,,12/31,01/01,,0.27926899,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS166,,,,,Bad SiteUUID,149.0
,,,,,,,,,LAS,2762,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,116.00010154523999,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS23,,,,,Bad SiteUUID,150.0
,,,,,,,,,LAS,2836,DCCED ALASKA ENERGY AUTHORITY,,,12/31,01/01,,794916.16336,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS24,,,,,Bad SiteUUID,151.0
,,,,,,,,,LAS,28403,SOLDOTNA CITY OF,,,12/31,01/01,,0.0013450024203,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS167,,,,,Bad SiteUUID,152.0
,,,,,,,,,LAS,28415,"ALASKA HOTEL PROPERTIES, LLC",,,12/31,01/01,,110.28669993,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS168,,,,,Bad SiteUUID,153.0
,,,,,,,,,LAS,29332,"ALASKA ELECTRIC AND ENERGY COOPERATIVE, INC.",,,12/31,01/01,,13.47856488,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS169,,,,,Bad SiteUUID,154.0
,,,,,,,,,LAS,30168,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,807.0566922,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS172,,,,,Bad SiteUUID,157.0
,,,,,,,,,LAS,30836,WRANGELL-ST ELIAS NATIONAL PARK & PRESERVE,,,12/31,01/01,,1.17845376,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS173,,,,,Bad SiteUUID,158.0
,,,,,,,,,LAS,30907,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,242.11700766,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS174,,,,,Bad SiteUUID,159.0
,,,,,,,,,LAS,30908,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,224.1824145,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS175,,,,,Bad SiteUUID,160.0
,,,,,,,,,LAS,30909,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,807.0566922,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS176,,,,,Bad SiteUUID,161.0
,,,,,,,,,LAS,31545,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,161.41133844,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS178,,,,,Bad SiteUUID,163.0
,,,,,,,,,LAS,32259,"BIG CREEK FISHERIES, LLC",,,12/31,01/01,,73.37715990000002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS179,,,,,Bad SiteUUID,164.0
,,,,,,,,,LAS,32346,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,161.41133844,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS180,,,,,Bad SiteUUID,165.0
,,,,,,,,,LAS,3395,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,336.043455,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS30,,,,,Bad SiteUUID,168.0
,,,,,,,,,LAS,3485,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,48.16622855,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS31,,,,,Bad SiteUUID,170.0
,,,,,,,,,ADL,400793,"CONOCOPHILLIPS ALASKA, INC.",1982-07-14 00:00:00,,12/31,01/01,,128.89338,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS298,,,,,Bad SiteUUID,173.0
,,,,,,,,,ADL,401827,KOTZEBUE CITY OF,,,12/31,01/01,,364.04707625,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS300,,,,,Bad SiteUUID,175.0
,,,,,,,,,ADL,40315,SOLDOTNA CITY OF,,,12/31,01/01,,112.014485,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS183,,,,,Bad SiteUUID,177.0
,,,,,,,,,ADL,407812,"CONOCOPHILLIPS ALASKA, INC.",1981-10-26 00:00:00,,12/31,01/01,,33.6043455,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS302,,,,,Bad SiteUUID,179.0
,,,,,,,,,ADL,43058,DCCED ALASKA INDUSTRIAL DEV EXPORT AUTH AEA,,,12/31,01/01,,1.680217275,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS188,,,,,Bad SiteUUID,183.0
,,,,,,,,,ADL,43982,ALASKA POWER & TELEPHONE CO,,,12/31,01/01,,28.00002451092,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS196,,,,,Bad SiteUUID,187.0
,,,,,,,,,ADL,43985,SKAGWAY CITY OF,,,12/31,01/01,,564.5530044,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS197,,,,,Bad SiteUUID,188.0
,,,,,,,,,ADL,44197,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,24.6431867,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS198,,,,,Bad SiteUUID,189.0
,,,,,,,,,ADL,44626,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,12321.59335,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS207,AKwr_WS200,AKwr_WS204,AKwr_WS201,AKwr_WS208,AKwr_WS206,AKwr_WS205,AKwr_WS203,AKwr_WS202",,,,,Bad SiteUUID,191.0
,,,,,,,,,ADL,45127,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,83.32525224176999,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS209,,,,,Bad SiteUUID,192.0
,,,,,,,,,ADL,45420,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,56.0072425,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS210,,,,,Bad SiteUUID,193.0
,,,,,,,,,ADL,45780,ALASKA ELECTRIC LIGHT & POWERCOMPANY,,,12/31,01/01,,86876.239082094,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS211,,,,,Bad SiteUUID,194.0
,,,,,,,,,ADL,45781,ALASKA ELECTRIC LIGHT & POWERCOMPANY,,,12/31,01/01,,53573.6807672913,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS212,,,,,Bad SiteUUID,195.0
,,,,,,,,,ADL,47229,ALASKA DEPARTMENT OF NATURAL RESOURCES,,,12/31,01/01,,1617.427415798755,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS214,,,,,Bad SiteUUID,197.0
,,,,,,,,,ADL,50905,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,1290.4068672,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS216,,,,,Bad SiteUUID,199.0
,,,,,,,,,ADL,50906,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,806.5042920000002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS217,,,,,Bad SiteUUID,200.0
,,,,,,,,,ADL,50907,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,887.1547212000002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS218,,,,,Bad SiteUUID,201.0
,,,,,,,,,ADL,50908,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,322.6017168,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS219,,,,,Bad SiteUUID,202.0
,,,,,,,,,ADL,50909,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,645.2034336,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS220,,,,,Bad SiteUUID,203.0
,,,,,,,,,ADL,50910,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,524.2277898,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS221,,,,,Bad SiteUUID,204.0
,,,,,,,,,ADL,50911,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,56.0072425,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS222,,,,,Bad SiteUUID,205.0
,,,,,,,,,ADL,50913,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,306.47163096,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS223,,,,,Bad SiteUUID,206.0
,,,,,,,,,ADL,50914,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,306.47163096,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS224,,,,,Bad SiteUUID,207.0
,,,,,,,,,ADL,50915,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,306.47163096,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS225,,,,,Bad SiteUUID,208.0
,,,,,,,,,ADL,50916,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,483.90257520000006,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS226,,,,,Bad SiteUUID,209.0
,,,,,,,,,ADL,50917,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,483.90257520000006,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS227,,,,,Bad SiteUUID,210.0
,,,,,,,,,ADL,50920,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,645.2034336,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS229,AKwr_WS228",,,,,Bad SiteUUID,211.0
,,,,,,,,,ADL,50921,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,161.3008584,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS230,,,,,Bad SiteUUID,212.0
,,,,,,,,,ADL,50923,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,775.924337595,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS231,,,,,Bad SiteUUID,213.0
,,,,,,,,,ADL,50924,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,322.6017168,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS232,,,,,Bad SiteUUID,214.0
,,,,,,,,,ADL,50926,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,967.8051504000001,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS233,,,,,Bad SiteUUID,215.0
,,,,,,,,,ADL,50927,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,1290.4068672,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS234,,,,,Bad SiteUUID,216.0
,,,,,,,,,ADL,51573,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,179.223176,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS238,,,,,Bad SiteUUID,218.0
,,,,,,,,,LAS,5204,WASILLA CITY OF,,,12/31,01/01,,2.3016674999999998,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS33,AKwr_WS34,AKwr_WS32,AKwr_WS37,AKwr_WS35,AKwr_WS36",,,,,Bad SiteUUID,219.0
,,,,,,,,,ADL,52514,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,15.6820279,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS239,,,,,Bad SiteUUID,220.0
,,,,,,,,,ADL,53285,DFG SPORT FISH DIV REGION I,,,12/31,01/01,,0.0,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS244,,,,,Bad SiteUUID,223.0
,,,,,,,,,ADL,54850,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,4839.025752000001,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS249,AKwr_WS250",,,,,Bad SiteUUID,225.0
,,,,,,,,,ADL,57174,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,9.2100080623419,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS251,,,,,Bad SiteUUID,226.0
,,,,,,,,,ADL,59025,KATHLEEN M KONICHEK,,,12/31,01/01,,0.0,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS252,,,,,Bad SiteUUID,227.0
,,,,,,,,,ADL,59925,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,483.90257520000006,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS253,,,,,Bad SiteUUID,228.0
,,,,,,,,,ADL,61533,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,134.417382,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS254,,,,,Bad SiteUUID,229.0
,,,,,,,,,ADL,62222,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,2366.86606805,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS255,,,,,Bad SiteUUID,230.0
,,,,,,,,,ADL,63855,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,44.805794,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS256,,,,,Bad SiteUUID,231.0
,,,,,,,,,ADL,65644,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,806.5042920000002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS259,AKwr_WS260",,,,,Bad SiteUUID,235.0
,,,,,,,,,ADL,65772,DCCED ALASKA INDUSTRIAL DEV EXPORT AUTH AEA,,,12/31,01/01,,0.47546926548,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS261,,,,,Bad SiteUUID,236.0
,,,,,,,,,ADL,65787,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,3360.43455,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS262,,,,,Bad SiteUUID,237.0
,,,,,,,,,LAS,6675,YAKUTAT CITY AND BOR,,,12/31,01/01,,1.534445,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS40,,,,,Bad SiteUUID,239.0
,,,,,,,,,ADL,67201,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,2464.31867,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS263,,,,,Bad SiteUUID,240.0
,,,,,,,,,ADL,67278,COPPER VALLEY ELECTRIC,,,12/31,01/01,,102435.08967057467,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS264,,,,,Bad SiteUUID,241.0
,,,,,,,,,LAS,7207,"ANCHORAGE CLEEK CORP., INC.",,,12/31,01/01,,22040.149291776,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS41,,,,,Bad SiteUUID,243.0
,,,,,,,,,LAS,7247,DFG COMM FISH HQS,,,12/31,01/01,,1184.00103646176,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS42,,,,,Bad SiteUUID,244.0
,,,,,,,,,ADL,73658,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,336.043455,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS267,,,,,Bad SiteUUID,246.0
,,,,,,,,,ADL,74176,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,172.5023069,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS268,,,,,Bad SiteUUID,247.0
,,,,,,,,,LAS,7582,CORDOVA CITY OF,,,12/31,01/01,,22.900020046431003,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS43,,,,,Bad SiteUUID,249.0
,,,,,,,,,ADL,75979,HILCORP NORTH SLOPE LLC,,,12/31,01/01,,97.45260195,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS270,,,,,Bad SiteUUID,250.0
,,,,,,,,,LAS,802,HILCORP NORTH SLOPE LLC,,,12/31,01/01,,105.00009191595,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS3,,,,,Bad SiteUUID,253.0
,,,,,,,,,LAS,907,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,196.02534875,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS4,,,,,Bad SiteUUID,254.0
,,,,,,,,,TWUP,A2001-87,ALASKA NATIVE MEDICAL CENTER,,,12/31,01/01,,690.0006040191,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS303,,,,,Bad SiteUUID,256.0
,,,,,,,,,TWUP,A2003-65,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,,,12/31,01/01,,967.8051504000001,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS304,,,,,Bad SiteUUID,257.0
,,,,,,,,,TWUP,A2005-09,BARROW ARCTIC SCIENCE CONSORTIUM (BASC),,,12/31,01/01,,9.206669999999999,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS305,,,,,Bad SiteUUID,258.0
,,,,,,,,,TWUP,A2006-115,UNION OIL COMPANY OF CALIFORNIA DBA UNOCAL,,,12/31,01/01,,320.92028117567,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS306,,,,,Bad SiteUUID,259.0
,,,,,,,,,TWUP,A2006-125,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,216.72019057381002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS307,,,,,Bad SiteUUID,260.0
