DataPublicationDate,OrganizationUUID,RegulatoryOverlayUUID,ReportingUnitUUID
2021-08-26,CDWR,CAre_RO497,CAre_RU497
2021-08-26,CDWR,CAre_RO498,CAre_RU498
2021-08-26,CDWR,CAre_RO499,CAre_RU499
2021-08-26,CDWR,CAre_RO500,CAre_RU500
2021-08-26,CDWR,CAre_RO501,CAre_RU501
2021-08-26,CDWR,CAre_RO502,CAre_RU502
2021-08-26,CDWR,CAre_RO503,CAre_RU503
2021-08-26,CDWR,CAre_RO504,CAre_RU504
2021-08-26,CDWR,CAre_RO505,CAre_RU505
2021-08-26,CDWR,CAre_RO506,CAre_RU506
2021-08-26,CDWR,CAre_RO507,CAre_RU507
2021-08-26,CDWR,CAre_RO508,CAre_RU508
2021-08-26,CDWR,CAre_RO509,CAre_RU509
2021-08-26,CDWR,CAre_RO510,CAre_RU510
2021-08-26,CDWR,CAre_RO511,CAre_RU511
2021-08-26,CDWR,CAre_RO512,CAre_RU512
2021-08-26,CDWR,CAre_RO513,CAre_RU513
2021-08-26,CDWR,CAre_RO514,CAre_RU514
2021-08-26,CDWR,CAre_RO515,CAre_RU515
