MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart
UDWR_Water Use Data,UDWR,UTSS_S349,UDWR_Site Specific Withdrawal,UTSS_WS350,218.41,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S350,UDWR_Site Specific Withdrawal,UTSS_WS351,218.41,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S348,UDWR_Site Specific Withdrawal,UTSS_WS349,225.5629209,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S351,UDWR_Site Specific Withdrawal,UTSS_WS352,225.5629209,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S352,UDWR_Site Specific Withdrawal,UTSS_WS353,225.5629209,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S349,UDWR_Site Specific Withdrawal,UTSS_WS350,225.5629209,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S353,UDWR_Site Specific Withdrawal,UTSS_WS354,225.5629209,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S350,UDWR_Site Specific Withdrawal,UTSS_WS351,225.5629209,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,270.0068257,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,270.0068257,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,260.1059207,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,260.1059207,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,298.0706432,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1981,,1981-12-31,1981-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,298.0706432,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1981,,1981-12-31,1981-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,267.3060208,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1982,,1982-12-31,1982-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,267.3060208,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1982,,1982-12-31,1982-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,244.137412,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1983,,1983-12-31,1983-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,244.137412,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1983,,1983-12-31,1983-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,268.2850626,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1984,,1984-12-31,1984-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,268.2850626,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1984,,1984-12-31,1984-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,274.66878310000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1985,,1985-12-31,1985-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,274.66878310000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1985,,1985-12-31,1985-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,283.53847169999995,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1986,,1986-12-31,1986-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,283.53847169999995,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1986,,1986-12-31,1986-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,326.7114509,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1987,,1987-12-31,1987-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,326.7114509,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1987,,1987-12-31,1987-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,396.0024405,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1988,,1988-12-31,1988-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,396.0024405,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1988,,1988-12-31,1988-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,399.0009477,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,399.0009477,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,331.4060772,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,331.4060772,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,289.9,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,289.9,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,303.1320146,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,303.1320146,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,286.3237396,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,286.3237396,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,0.120815,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,0.120815,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,377.9084229,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,377.9084229,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,371.33,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,371.33,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S355,UDWR_Site Specific Withdrawal,UTSS_WS356,358.65,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01
UDWR_Water Use Data,UDWR,UTSS_S356,UDWR_Site Specific Withdrawal,UTSS_WS357,378.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,446.24661789999993,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,446.249687,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,474.4117156,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1992,,1992-12-31,1992-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,563.4400642,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1993,,1993-12-31,1993-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,672.7152419,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1994,,1994-12-31,1994-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,834.3338587999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,1104.874707,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,1104.874707,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,928.1929651,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,928.1929651,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,2455.553346,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,2455.553346,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,2425.813801,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,2425.813801,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,2281.873179,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,2281.873179,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,257.78619530000003,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,257.78619530000003,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,239.179556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,239.179556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,420.1301207,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,420.1301207,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,804.3543070000002,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,804.3543070000002,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,438.6999334,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,438.6999334,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,1048.017501,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,1048.017501,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,995.6166263,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,995.6166263,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S357,UDWR_Site Specific Withdrawal,UTSS_WS358,1052.293202,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S358,UDWR_Site Specific Withdrawal,UTSS_WS359,1052.293202,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1526.000771,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1962,,1962-12-31,1962-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1252.651699,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1963,,1963-12-31,1963-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1253.385213,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1964,,1964-12-31,1964-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1283.895101,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1965,,1965-12-31,1965-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1227.126024,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1966,,1966-12-31,1966-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1337.684084,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1967,,1967-12-31,1967-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1383.379861,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1968,,1968-12-31,1968-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1415.697446,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1969,,1969-12-31,1969-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1367.018508,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1970,,1970-12-31,1970-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1502.724744,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1971,,1971-12-31,1971-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1646.370732,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1972,,1972-12-31,1972-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1755.1947530000002,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1973,,1973-12-31,1973-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1787.490854,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1974,,1974-12-31,1974-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1638.774719,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1975,,1975-12-31,1975-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1668.28408,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1976,,1976-12-31,1976-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,258.9734241,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,637.893274,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,687.1829623,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1981,,1981-12-31,1981-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,800.9973336,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1982,,1982-12-31,1982-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,609.3353319,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1984,,1984-12-31,1984-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1063.171825,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1994,,1994-12-31,1994-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,1063.171825,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1994,,1994-12-31,1994-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,914.1426418,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,914.1426418,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,686.1578841,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,686.1578841,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,705.189351,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,705.189351,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,533.3721267,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,635.7694593,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1015.883188,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,1015.883188,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1036.980156,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,1036.980156,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,753.5521722,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,753.5521722,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,725.6375632999999,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,725.6375632999999,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,681.9518182999999,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,681.9518182999999,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,1128.066247,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,1128.066247,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,835.2733023,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,835.2733023,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,719.4567168,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,719.4567168,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,684.9256422999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,684.9256422999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01
UDWR_Water Use Data,UDWR,UTSS_S360,UDWR_Site Specific Withdrawal,UTSS_WS361,794.165611,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S361,UDWR_Site Specific Withdrawal,UTSS_WS362,794.165611,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
