OID_,siteid,sitename,operator,datasource,sitestatus,stage_yn,stage_por,stage_stat,stage_real,flow_yn,flow_por,flow_statu,flow_realt,watqual_yn,watqual_po,watqual_st,watqual_re,temp_yn,temp_por,temp_statu,temp_realt,floodmgmt,ecosysmgmt,grdwtrmgmt,pubsafety,wtrsupply,ref_gagesi,strmorder,ucdstrmcla,streamtype,totdasqkm,totdasqmi,weblink,streamgage,gnisid_med,rchcd_medr,comid_medr,x_orig,y_orig,wtrshdnm_h,huc8,wtrshdnm_1,huc10,wtrshdnm_2,huc12,gagegap_st,infrastruc,reactivate,addflow_2s,addflow_2w,addtelemet,addtemp_2f,priorityre,refgage_sw,reactivatn,upgrade,primary_be,Latitude,Longitude
743,11289500,TURLOCK CN NR LA GRANGE CA,USGS,NWIS,Active,N,0, ,N,Y,44334,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,0,High-volume snowmelt and rain (HSR),Canal/Ditch,0.000000000000000,0.000000000000000,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11289500,0, ,18040009036411,2823784,-38849.998339999998279,-38884.694869999999355,Upper Tuolumne,18040009,Peaslee Creek-Tuolumne River,1804000914,Peaslee Creek-Tuolumne River,180400091401,exclude,Y,N,N,N,N,N,0,N,N,N, ,37.665770771699997,-120.440594197999999
744,11289650,TUOLUMNE R BL LAGRANGE DAM NR LAGRANGE CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,18317,Active,Y,N,0, ,N,Y,16327,Active,Y, , , , , ,N,6,High-volume snowmelt and rain (HSR),Stream/River - Perennial,3987.461699999999837,1539.566937289999942,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11289650,0,255171,18040009036405,2823750,-38947.585970000000088,-38822.484640000002400,Upper Tuolumne,18040009,Peaslee Creek-Tuolumne River,1804000914,Peaslee Creek-Tuolumne River,180400091401,WG, ,N,N,N,N,N,0,N,N,N, ,37.666403352800003,-120.442523086999998
745,11290000,TUOLUMNE R A MODESTO CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,30188,Active,Y,Y,7984,Active,Y,Y,12588,Active,Y, , , , , ,N,6,High-volume snowmelt and rain (HSR),Stream/River - Perennial,4737.569400000000314,1829.185020480000048,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11290000,0,255171,18040009036135,2823972,-86756.740579999997863,-42817.059119999998074,Upper Tuolumne,18040009,Peaslee Creek-Tuolumne River,1804000914,Town of Riverdale Park-Tuolumne River,180400091403,WG, ,N,N,N,N,N,0,N,N,N, ,37.627577397499998,-120.984401380999998
746,11299600,BLACK C NR COPPEROPOLIS CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,13602,Active,Y,N,0, ,N,N,0, ,N, , , , , ,Y,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,37.598399999999998,14.516817440000001,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11299600,0, ,18040010000650,348419,-53979.841829999997572,-5975.642370999999912,Upper Stanislaus,18040010,Upper Stanislaus River,1804001006,Black Creek,180400100607,WG, ,N,N,N,N,Y,0,Y,N,N, ,37.961109551900002,-120.615376847999997
747,11303000,STANISLAUS R A RIPON CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,29272,Active,Y,Y,9554,Active,Y,Y,10615,Active,Y, , , , , ,N,6,High-volume snowmelt and rain (HSR),Stream/River - Perennial,2800.793700000000172,1081.392049159999942,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11303000,0,267673,18040010041195,2819818,-97737.832079999992857,-31300.749360000001616,Upper Stanislaus,18040010,Lower Stanislaus River,1804001007,Boscha Lake (Historical)-Stanislaus River,180400100706,WG, ,N,N,N,N,N,0,N,N,N, ,37.729984602599998,-121.110901271000003
748,11303500,SAN JOAQUIN R NR VERNALIS CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,33657,Active,Y,Y,22976,Active,Y,Y,17127,Active,Y, , , , , , ,7,Groundwater (GW),Artificial Path,35855.077499999999418,13843.717132899999342,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11303500,0,273488,18040003000070,1897416,-111532.247300000002724,-37087.947059999998601,San Joaquin Delta,18040003,Lone Tree Creek-San Joaquin River,1804000302,Red Bridge Slough-San Joaquin River,180400030202,WG, ,N,N,N,N,N,0,N,N,N, ,37.676383606800002,-121.265367147000006
749,11304810,SAN JOAQUIN R BL GARWOOD BRIDGE A STOCKTON CA,USGS,NWIS,Active,Y,9247,Active,Y,Y,9230,Active,Y,Y,4011,Active,Y,Y,4011,Active,Y, , , , , , ,7,Groundwater (GW),Artificial Path,37449.442799999997078,14459.304764000000432,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11304810,0,273488,18040003000062,1897336,-116754.826700000005076,-8172.702868000000308,San Joaquin Delta,18040003,Fivemile Creek-San Joaquin River,1804000305,Burns Cutoff-San Joaquin River,180400030501,WG, ,N,N,N,N,N,0,N,N,N, ,37.935023993599998,-121.330655828000005
750,11311300,TURNER CUT NR HOLT CA,USGS,NWIS,Active,Y,5753,Active,Y,Y,5753,Active,Y,Y,11,Active,N,Y,11,Inactive,N, , , , , , ,7,Rain and seasonal groundwater (RGW),Artificial Path,39104.323199999998906,15098.257396200000585,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11311300,0, ,18040003005095,1897614,-127510.930699999997159,-1675.334661999999980,San Joaquin Delta,18040003,Fivemile Creek-San Joaquin River,1804000305,Fivemile Creek-San Joaquin River,180400030504,WG, ,N,N,N,N,Y,0,N,N,N, ,37.992317161099997,-121.453699021000006
751,11312672,VICTORIA CANAL NR BYRON CA,USGS,NWIS,Active,Y,5753,Active,Y,Y,5753,Active,Y,Y,103,Active,N,Y,13,Active,N, , , , , , ,0, ,Artificial Path,0.000000000000000,0.000000000000000,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11312672,0, ,18040003005611,1897548,-134403.823299999989104,-15093.834629999999379,San Joaquin Delta,18040003,Middle River-San Joaquin River,1804000309,Mandeville Island-Connection Slough,180400030904,WG,Y,N,N,N,N,N,0,N,N,N, ,37.870991560999997,-121.530117637999993
752,11312676,MIDDLE R AT MIDDLE RIVER CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,12373,Active,Y,Y,4010,Active,Y,Y,4009,Active,Y, , , , , , ,0,Rain and seasonal groundwater (RGW),Canal/Ditch,0.000000000000000,0.000000000000000,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11312676,0, ,18040003003499,1892282,-134636.223800000007031,-7099.647871999999552,San Joaquin Delta,18040003,Middle River-San Joaquin River,1804000309,Mandeville Island-Connection Slough,180400030904,WG, ,N,N,N,N,N,0,N,N,N, ,37.942732339099997,-121.534592536999995
753,11312685,MIDDLE R NR HOLT CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5298,Active,Y,Y,16,Active,N,Y,12,Inactive,N, , , , , , ,1, ,Artificial Path,39393.759599999997590,15210.009369100000185,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11312685,0,228618,18040003005486,1889722,-132486.032199999986915,-423.971161800000004,San Joaquin Delta,18040003,Middle River-San Joaquin River,1804000309,Middle River-San Joaquin River,180400030906,WG, ,N,N,N,N,Y,0,N,N,N, ,38.002670293500003,-121.511945959000002
754,11312968,OLD R NR DELTA MENDOTA CANAL CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,7479,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,4,Rain and seasonal groundwater (RGW),Artificial Path,36521.187299999997776,14100.903458900000260,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11312968,0,254998,18040003005711,1897374,-135606.443800000008196,-21784.185409999998228,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,WG, ,N,N,N,N,Y,0,N,N,N, ,37.810182315699997,-121.542634415999999
755,11313240,GRANT LINE CN NR TRACY CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5475,Active,Y,Y,95,Active,N,Y,4,Inactive,N, , , , , , ,1, ,Canal/Ditch,3.756600000000000,1.450430770000000,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313240,0, ,18040003004612,1894376,-135789.058199999999488,-20723.094440000000759,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,WG, ,N,N,N,N,Y,0,N,N,N, ,37.819737004300002,-121.544735591999995
756,11313315,OLD RIVER NEAR BYRON CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,7823,Active,Y,Y,4011,Active,Y,Y,4011,Active,Y, , , , , , ,5,Rain and seasonal groundwater (RGW),Artificial Path,36677.900699999998324,14161.410816100000375,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313315,0,254998,18040003005705,1897340,-137900.189699999988079,-12790.461830000000191,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,WG, ,N,N,N,N,N,0,N,N,N, ,37.890725552900001,-121.570092269000000
757,11313405,OLD R A BACON ISLAND CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,12376,Active,Y,Y,113,Active,N,Y,13,Active,N, , , , , , ,5,Rain and seasonal groundwater (RGW),Artificial Path,37030.363199999999779,14297.497292300000481,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313405,0,254998,18040003005704,1909424,-137925.632600000011735,-4019.238213999999971,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,WG, ,N,N,N,N,N,0,N,N,N, ,37.969886696700001,-121.572832031000004
758,11313431,HOLLAND CUT NR BETHEL ISLAND CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5283,Active,Y,Y,10,Active,N,Y,4,Inactive,N, , , , , , ,5,Rain and seasonal groundwater (RGW),Artificial Path,37036.999799999997776,14300.059696800000893,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313431,0, ,18040003005139,1889680,-138696.518000000010943,1159.753216000000066,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,WG, ,N,N,N,N,Y,0,N,N,N, ,38.016433614599997,-121.581694407000001
759,11313433,DUTCH SLOUGH BL JERSEY ISLAND RD A JERSEY ISLAND,USGS,NWIS,Active,Y,4803,Active,Y,Y,9055,Active,Y,Y,4003,Active,Y,Y,4003,Active,Y, , , , , , ,2,Rain and seasonal groundwater (RGW),Artificial Path,37115.717400000001362,14330.452719599999909,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313433,0, ,18040003005513,1889676,-146222.662699999986216,971.178994699999976,San Joaquin Delta,18040003,Kellogg Creek-Big Break,1804000308,Dutch Slough-Big Break,180400030803,WG, ,N,N,N,N,N,0,N,N,N, ,38.013052257100000,-121.667704074000000
760,11313434,OLD R A QUIMBY ISLAND NR BETHEL ISLAND CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5283,Active,Y,Y,5,Inactive,N,Y,5,Inactive,N, , , , , , ,5,Rain and seasonal groundwater (RGW),Artificial Path,40236.437700000002224,15535.369068800000605,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313434,0,254998,18040003005702,1889742,-137142.479200000001583,2338.431733999999778,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,WG, ,N,N,N,N,Y,0,N,N,N, ,38.027211145099997,-121.563777610000002
761,11313440,FALSE R NR OAKLEY CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5262,Active,Y,Y,8,Inactive,N,Y,6,Inactive,N, , , , , , ,5,Rain and seasonal groundwater (RGW),Artificial Path,46467.158400000000256,17941.062792600001558,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313440,0, ,18040003005146,1909508,-146071.027800000010757,5671.659756000000016,San Joaquin Delta,18040003,Middle River-San Joaquin River,1804000309,Middle River-San Joaquin River,180400030906,WG, ,N,N,N,N,Y,0,N,N,N, ,38.056450322600000,-121.666686843999997
762,11313452,OLD R A FRANKS TRACT NR TERMINOUS CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5306,Active,Y,Y,8,Active,N,Y,1,Inactive,N, , , , , , ,7,Rain and seasonal groundwater (RGW),Artificial Path,45481.221899999996822,17560.390737999998237,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313452,0, ,18040003000027,1889648,-138327.349900000001071,7237.717343000000255,San Joaquin Delta,18040003,Middle River-San Joaquin River,1804000309,Middle River-San Joaquin River,180400030906,WG, ,N,N,N,N,Y,0,N,N,N, ,38.070424781299998,-121.578289192000000
763,11313460,SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5264,Active,Y,Y,4623,Active,Y,Y,4623,Active,Y, , , , , , ,7,Groundwater (GW),Artificial Path,45473.241600000001199,17557.309528199999477,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11313460,0,273488,18040003000054,1889664,-136450.591099999990547,5909.557499999999891,San Joaquin Delta,18040003,Middle River-San Joaquin River,1804000309,Middle River-San Joaquin River,180400030906,WG, ,N,N,N,N,N,0,N,N,N, ,38.060265115100002,-121.556657184000002
764,11335000,COSUMNES R A MICHIGAN BAR CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,41328,Active,Y,Y,2921,Inactive,N,Y,6014,Inactive,Y, , , , , ,N,6,Rain and seasonal groundwater (RGW),Stream/River - Perennial,1384.432199999999966,534.532041280000044,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11335000,0,254780,18040013000004,20192498,-91048.964749999999185,54285.369819999999891,Upper Cosumnes,18040013,Upper Cosumnes River,1804001306,Arkansas Creek-Cosumnes River,180400130605,WG, ,N,N,N,N,Y,0,Y,N,N, ,38.500274564700000,-121.045247521999997
765,11336580,MORRISON C NR SACRAMENTO CA,USGS,NWIS,Active,Y,4656,Active,Y,Y,17651,Inactive,Y,N,0, ,N,N,0, ,N, , , , , ,N,3,Winter storms (WS),Stream/River - Perennial,111.608099999999993,43.092110630000001,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11336580,0,229080,18020163016563,15040355,-126547.557300000000396,54567.643940000001749,Lower Sacramento,18020163,Morrison Creek,1802016304,Upper Morrison Creek,180201630402,AWG, ,N,Y,N,N,Y,0,N,N,N, ,38.498538325900000,-121.451374496000000
766,11336585,LAGUNA C NR ELK GROVE CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,8422,Inactive,Y,N,0, ,N,N,0, ,N, , , , , ,N,3,Winter storms (WS),Stream/River - Intermittent,91.556100000000001,35.349993320000003,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11336585,0, ,18020163016089,15040999,-118004.706099999995786,46072.642310000002908,Lower Sacramento,18020163,Morrison Creek,1802016304,Laguna Creek,180201630403,AWG, ,N,Y,N,N,Y,0,N,N,N, ,38.423430522600000,-121.353518717000000
767,11336600,DELTA CROSS CHANNEL NR WALNUT GROVE,USGS,NWIS,Active,Y,4803,Active,Y,Y,7026,Active,Y,Y,4011,Active,Y,Y,4011,Active,Y, , , , , , ,3,Rain and seasonal groundwater (RGW),Artificial Path,4970.892600000000130,1919.271574650000048,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11336600,0, ,18040012023561,15059805,-131572.388000000006286,26429.955509999999776,Upper Mokelumne,18040012,Snodgrass Slough,1804001210,South Stone Lake-Snodgrass Slough,180400121002,WG,Y,N,N,N,N,N,0,N,N,N, ,38.245483096299999,-121.504912611999998
768,11336685,N MOKELUMNE NR WALNUT GROVE CA,USGS,NWIS,Inactive,Y,1387,Inactive,Y,Y,1387,Inactive,Y,Y,2122,Active,Y,Y,2122,Inactive,Y, , , , , , ,3,Rain and seasonal groundwater (RGW),Artificial Path,4987.261800000000221,1925.591755500000090,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11336685,0,229744,18040012023591,1889612,-131780.126500000013039,24055.265120000000024,Upper Mokelumne,18040012,Lower Mokelumne River,1804001211,South Mokelumne River-Mokelumne River,180400121106,exclude, ,Y,N,Y,N,N,1,N,Y,N,multibenefit,38.223241728600001,-121.506972063000006
769,11336790,LITTLE POTATO SLOUGH A TERMINOUS CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5304,Active,Y,Y,4012,Active,Y,Y,4012,Active,Y, , , , , , ,1,Rain and seasonal groundwater (RGW),Artificial Path,5454.289799999999559,2105.912200360000043,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11336790,0, ,18040012024728,1889852,-131031.408400000000256,9929.794185999999172,Upper Mokelumne,18040012,Lower Mokelumne River,1804001211,South Mokelumne River-Mokelumne River,180400121106,WG, ,N,N,N,N,N,0,N,N,N, ,38.096644913200002,-121.495398034999994
770,11336930,MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,5269,Active,Y,Y,93,Inactive,N,Y,12,Inactive,N, , , , , , ,6,Rain and seasonal groundwater (RGW),Artificial Path,65659.226399999999558,25351.158631499998592,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11336930,0, ,18040012023590,1909504,-137581.512900000001537,11116.678159999999480,Upper Mokelumne,18040012,Lower Mokelumne River,1804001211,South Mokelumne River-Mokelumne River,180400121106,WG, ,N,N,N,N,Y,0,N,N,N, ,38.107296822700000,-121.570287140000005
771,11337080,THREEMILE SLOUGH NR RIO VISTA CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,9778,Active,Y,Y,58,Active,N,Y,5,Inactive,N, , , , , , ,2,Winter storms (WS),Artificial Path,64.362600000000000,24.850528590000000,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11337080,0, ,18020163016589,15048263,-147656.479300000006333,10980.919400000000678,Lower Sacramento,18020163,Sherman Lake-Sacramento River,1802016307,Threemile Slough-Sacramento River,180201630703,WG, ,N,N,N,N,Y,0,N,N,N, ,38.103182516799997,-121.685076125999998
772,11337190,SAN JOAQUIN R A JERSEY POINT CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,9694,Active,Y,Y,2527,Active,Y,Y,2527,Active,Y, , , , , , ,7,Groundwater (GW),Artificial Path,106768.710000000006403,41223.612468400002399,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11337190,0,273488,18040003000023,1889650,-147997.047900000005029,5295.381190000000061,San Joaquin Delta,18040003,Middle River-San Joaquin River,1804000309,Middle River-San Joaquin River,180400030906,WG, ,N,N,N,N,N,0,N,N,N, ,38.053617976799998,-121.691323456000006
773,11342000,SACRAMENTO R A DELTA CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,27813,Active,Y,Y,295,Inactive,N,Y,5964,Inactive,N, , , , , ,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,1086.651000000000067,419.558124399999997,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11342000,0,1654949,18020005000003,7966063,-203637.228100000007544,327392.473200000007637,Sacramento Headwaters,18020005,Sacramento River Arm-Shasta Lake,1802000504,Charlie Creek-Sacramento River,180200050402,WG, ,N,N,N,N,Y,0,Y,N,N, ,40.938918393500003,-122.416974483999994
774,11345500,SF PIT R NR LIKELY CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,33657,Active,Y,Y,124,Inactive,N,Y,40,Inactive,N, , , , , ,N,5,High elevation low precipitation (HLP),Stream/River - Perennial,638.391600000000039,246.484273540000004,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11345500,0,267488,18020002000163,7932193,-36683.982140000000072,357191.573700000008103,Upper Pit,18020002,Dry Creek-South Fork Pit River,1802000203,Warm Creek-South Fork Pit River,180200020302,WG, ,N,N,N,N,Y,0,N,N,N, ,41.230627784100001,-120.437337354999997
775,11348500,PIT R NR CANBY CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,33691,Active,Y,Y,310,Inactive,N,Y,4148,Inactive,N, , , , , ,N,6,High elevation low precipitation (HLP),Stream/River - Perennial,3669.443099999999959,1416.779319799999939,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11348500,0,1654947,18020002000063,7932045,-77657.647880000004079,376934.014599999994971,Upper Pit,18020002,Blacks Canyon-Pit River,1802000212,Stone Coal Creek-Pit River,180200021204,WG, ,N,N,N,N,Y,0,N,N,N, ,41.405706016000003,-120.927325307999993
776,11355010,PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,16552,Active,Y,Y,3,Inactive,N,Y,3,Inactive,N, , , , , ,N,6,High elevation low precipitation (HLP),Stream/River - Perennial,9364.381199999999808,3615.606310080000185,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11355010,0,1654947,18020003001097,7952678,-127301.761700000002747,330653.519599999999627,Lower Pit,18020003,Town of Pittville-Pit River,1802000308,Chalk Reservoir-Pit River,180200030805,WG, ,N,N,N,N,Y,0,N,N,N, ,40.983158603400000,-121.512376502999999
777,11355500,HAT C NR HAT CREEK CA,USGS,NWIS,Active,Y,1657,Active,Y,Y,26396,Active,Y,Y,4,Inactive,N,Y,1657,Active,Y, , , , , ,Y,4,High elevation low precipitation (HLP),Stream/River - Perennial,424.428299999999979,163.872615489999987,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11355500,0,261142,18020003000206,7952754,-120288.414000000004307,297892.298799999989569,Lower Pit,18020003,Hat Creek,1802000307,Box Canyon-Hat Creek,180200030706,WG, ,N,N,N,N,N,0,Y,N,N, ,40.689057988999998,-121.422708271000005
778,11361000,BURNEY C A BURNEY FALLS NR BURNEY CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,4803,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,470.178899999999999,181.537013650000006,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11361000,0,220202,18020003000179,7948412,-139209.711799999990035,334644.934300000022631,Lower Pit,18020003,Burney Creek,1802000309,Burney Falls-Burney Creek,180200030907,WG, ,N,N,N,N,Y,0,N,N,N, ,41.017247063600003,-121.654211379000003
779,11370500,SACRAMENTO R A KESWICK CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,30005,Active,Y,Y,1057,Inactive,N,Y,1094,Inactive,N, , , , , ,N,6,Groundwater (GW),Artificial Path,15479.685900000000402,5976.737685359999887,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11370500,0,1654949,18020154004088,2495224,-206898.974400000006426,289872.273099999991246,Clear Creek-Sacramento River,18020154,Churn Creek-Sacramento River,1802015403,Sulphur Creek-Sacramento River,180201540302,WG, ,N,N,N,N,Y,0,N,N,N, ,40.601111206399999,-122.443916032999994
780,11370700,ANDERSON-COTTONWOOD ID CN AT SHARON AVE REDDING CA,USGS,NWIS,Active,Y,4779,Active,Y,Y,10775,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,0,Groundwater (GW),Canal/Ditch,0.000000000000000,0.000000000000000,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11370700,0, ,18020154004112,2495192,-201652.706399999995483,286159.815599999972619,Clear Creek-Sacramento River,18020154,Churn Creek-Sacramento River,1802015403,Olney Creek-Sacramento River,180201540303,WG,Y,N,N,N,N,Y,0,N,N,N, ,40.568726598300003,-122.381327033000005
781,11372000,CLEAR C NR IGO CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,29273,Active,Y,Y,72,Inactive,N,Y,4718,Inactive,N, , , , , ,N,4,Perennial groundwater and rain (PGR),Stream/River - Perennial,592.397100000000023,228.725705099999999,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11372000,0,258433,18020154004091,2495296,-213904.736200000013923,280305.826899999985471,Clear Creek-Sacramento River,18020154,Clear Creek,1802015401,South Fork Clear Creek-Clear Creek,180201540106,WG, ,N,N,N,N,Y,0,N,N,N, ,40.513239484499998,-122.525064087999993
782,11374000,COW C NR MILLVILLE CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,25987,Active,Y,Y,212,Inactive,N,Y,199,Inactive,N, , , , , ,N,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,1094.947200000000066,422.761303810000015,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11374000,0,221697,18020151002262,2495212,-189261.057299999985844,278762.005500000028405,Cow Creek,18020151,Cow Creek,1802015104,Basin Hollow Creek-Cow Creek,180201510403,WG, ,N,N,N,N,Y,0,Y,N,N, ,40.504725777200001,-122.232573927999994
783,11376000,COTTONWOOD C NR COTTONWOOD CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,29274,Active,Y,Y,2335,Inactive,N,Y,3530,Inactive,N, , , , , ,N,6,Perennial groundwater and rain (PGR),Stream/River - Perennial,2390.453100000000177,922.958722820000048,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11376000,0,233727,18020152008464,948020237,-190040.503999999986263,265697.729700000025332,Cottonwood Creek,18020152,Cottonwood Creek,1802015208,Lower Cottonwood Creek,180201520806,WG, ,N,N,N,N,Y,0,N,N,N, ,40.386135801899997,-122.238828584999993
784,11376550,BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,21494,Active,Y,Y,118,Inactive,N,Y,4212,Inactive,N, , , , , ,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,934.623900000000049,360.860157039999990,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11376550,0,218740,18020153001291,2496048,-182184.759799999999814,266750.392600000021048,Battle Creek,18020153,Battle Creek,1802015303,Spring Branch-Battle Creek,180201530302,WG, ,N,N,N,N,Y,0,N,N,N, ,40.398041449700003,-122.146391020999999
785,11377100,SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,47171,Active,Y,Y,1018,Inactive,N,Y,3388,Inactive,N, , , , , ,N,7,Groundwater (GW),Artificial Path,21781.434600000000501,8409.855461929999365,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11377100,0,1654949,18020155005969,12068830,-185883.933699999994133,254646.220100000005914,Paynes Creek-Sacramento River,18020155,Dibble Creek-Sacramento River,1802015504,Spring Creek-Sacramento River,180201550402,WG, ,N,N,N,N,Y,0,N,N,N, ,40.288669104000000,-122.187057972000005
786,11379500,ELDER C NR PASKENTA CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,26287,Active,Y,Y,151,Inactive,N,Y,113,Inactive,N, , , , , ,N,4,Perennial groundwater and rain (PGR),Stream/River - Perennial,243.809100000000001,94.135181130000007,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11379500,0,223071,18020156011634,12068798,-214308.389900000009220,225937.674800000007963,Thomes Creek-Sacramento River,18020156,Elder Creek,1802015602,Digger Creek-Elder Creek,180201560204,WG, ,N,N,N,N,Y,0,Y,N,N, ,40.023744954000001,-122.511923284000005
787,11381500,MILL C NR LOS MOLINOS CA,USGS,NWIS,Active,Y,4803,Active,Y,Y,33657,Active,Y,Y,185,Inactive,N,Y,8055,Active,Y, , , , , ,Y,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,341.004599999999982,131.662558069999989,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11381500,0,1655086,18020156012890,8019544,-172626.033399999985704,228366.825500000006286,Thomes Creek-Sacramento River,18020156,Mill Creek,1802015603,Lower Mill Creek,180201560303,WG, ,N,N,N,N,N,0,Y,N,N, ,40.054684144500001,-122.024166131000001
