OID_,siteid,sitename,operator,datasource,sitestatus,stage_yn,stage_por,stage_stat,stage_real,flow_yn,flow_por,flow_statu,flow_realt,watqual_yn,watqual_po,watqual_st,watqual_re,temp_yn,temp_por,temp_statu,temp_realt,floodmgmt,ecosysmgmt,grdwtrmgmt,pubsafety,wtrsupply,ref_gagesi,strmorder,ucdstrmcla,streamtype,totdasqkm,totdasqmi,weblink,streamgage,gnisid_med,rchcd_medr,comid_medr,x_orig,y_orig,wtrshdnm_h,huc8,wtrshdnm_1,huc10,wtrshdnm_2,huc12,gagegap_st,infrastruc,reactivate,addflow_2s,addflow_2w,addtelemet,addtemp_2f,priorityre,refgage_sw,reactivatn,upgrade,primary_be,Latitude,Longitude
119,NKW,NF KINGS R BLW WISHON DAM,OTHER,CDEC,Active,Y,4654,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,4,Snowmelt (SM),Stream/River - Perennial,459.9792,177.5988891,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=NKW,0,264175,1.803E+13,22049247,91337.62093,-112331.7024,Upper King,18030010,North Fork Kings River,1803001006,Rancheria Creek-North Fork Kings River,1.803E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,37.00155837,-118.9720846
120,NMD,NF WILLOW CK BLW MANZANITA DAM,OTHER,CDEC,Active,Y,5246,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,218.4354,84.33834481,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=NMD,0,267078,1.804E+13,17116195,42865.58879,-85706.19428,Upper San Joaquin,18040006,Willow Creek,1804000611,North Fork Willow Creek,1.804E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,37.24438421,-119.5159481
121,OCD,OWENS CK BLW EASTSIDE CNL NR CRANE RNCH,DWR,CDEC,Active,Y,535,Active,Y,Y,535,Active,Y,N,0, ,N,N,0, ,N, , ,Y, , , ,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,366.4971,141.5052633,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=OCD,0,234421,1.804E+13,19771799,-61217.281,-88403.78372,Middle San Joaquin-Lower Chowchilla,18040001,Owens Creek,1804000117,Lower Owens Creek,1.804E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,37.22143628,-120.6924068
122,OWQ,OWENS CK BLW OWENS DAM,OTHER,CDEC,Active,Y,3986,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,1,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,14.9103,5.75689665,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=OWQ,0, ,1.804E+13,19771585,-24643.44871,-82566.88053,Middle San Joaquin-Lower Chowchilla,18040001,Duck Slough,1804000115,Mariposa Creek-Duck Slough,1.804E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,37.27335248,-120.2783137
123,PAU,SAN LUIS REY R AT PAUMA VALLEY,DWR,CDEC,Active,Y,542,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N,Y, ,Y, , , ,5,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,739.3113,285.4495715,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PAU,0,273500,1.80703E+13,20341605,279430.3687,-517887.1727,San Luis Rey-Escondido,18070303,Middle San Luis Rey River,1807030302,Pauma Creek-San Luis Rey River,1.80703E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,33.31281474,-117.0010909
125,PBS,PARKS CK NR BIG SPRINGS,DWR,CDEC,Active,Y,2921,Active,Y,N,0, ,N,N,0, ,N,Y,2921,Active,Y, , , , ,Y, ,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,341.7651,131.9561886,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PBS,0,267231,1.80102E+13,3917466,-203151.0743,398389.7258,Shasta,18010207,Parks Creek-Shasta River,1801020704,Big Springs Creek-Shasta River,1.80102E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,41.58379304,-122.4363245
126,PCE,PARKS CK NR EDGEWOOD,DWR,CDEC,Active,Y,3425,Active,N,N,0, ,N,N,0, ,N,N,0, ,N, , , , ,Y, ,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,72.4257,27.96370762,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PCE,0,264532,1.80102E+13,948010105,-206576.211,388797.805,Shasta,18010207,Parks Creek-Shasta River,1801020704,Parks Creek,1.80102E+11,AWG, ,N,Y,N,Y,Y,0,N,N,Y,multibenefit,41.49210302,-122.471088
127,PEL,PELICAN POINT AT ROARING RIVER,DWR,CDEC,Active,Y,2605,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,0, ,Stream/River - Perennial,0,0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PEL,0, ,1.805E+13,2787327,-172654.1313,12301.07867,Suisun Bay,18050001,Suisun Bay,1805000104,Suisun Bay Estuaries,1.805E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,38.11082828,-121.9718252
128,PM1,PUMPING PLANT 1,DWR,CDEC,Active,Y,6551,Active,Y,N,0, ,N,N,0, ,N,Y,63,Inactive,N,Y, , , , , ,0,Rain and seasonal groundwater (RGW),Canal/Ditch,0,0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PM1,0, ,1.80202E+13,7973585,-141519.0831,102984.9134,Honcut Headwaters-Lower Feather,18020159,Gilsizer Slough-Snake River,1802015904,Gilsizer Slough-Snake River,1.80202E+11,exclude,Y,N,N,N,N,N,0,N,N,N, ,38.93193291,-121.6340498
129,PM2,PUMPING PLANT 2,DWR,CDEC,Active,Y,6551,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N,Y, , , , , ,0,Rain and seasonal groundwater (RGW),Canal/Ditch,0,0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PM2,0, ,1.80202E+13,7971077,-149348.0029,113624.6089,Honcut Headwaters-Lower Feather,18020159,Gilsizer Slough-Snake River,1802015904,Gilsizer Slough-Snake River,1.80202E+11,exclude,Y,N,N,N,N,Y,0,N,N,N, ,39.02586691,-121.7267897
130,PM3,PUMPING PLANT 3,DWR,CDEC,Active,Y,6551,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N,Y, , , , , ,0,Rain and seasonal groundwater (RGW),Canal/Ditch,0,0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PM3,0, ,1.80202E+13,7970827,-153679.0084,124145.0364,Honcut Headwaters-Lower Feather,18020159,Gilsizer Slough-Snake River,1802015904,Gilsizer Slough-Snake River,1.80202E+11,exclude,Y,N,N,N,N,Y,0,N,N,N, ,39.12046943,-121.7789226
131,PMC,PUMPING PLANT AT MIDDLE CREEK,DWR,CDEC,Active,Y,6576,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N,Y, , , , , ,2,Rain and seasonal groundwater (RGW),Stream/River - Perennial,10.3572,3.99893563,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PMC,0, ,1.80201E+13,8006167,-250597.5774,128992.5293,Upper Cache,18020116,Kelsey Creek-Clear Lake,1802011603,Rodman Slough-Frontal Clear Lake,1.80201E+11,exclude,Y,N,N,N,N,Y,0,N,N,N, ,39.1421619,-122.902053
132,PME,PARKS CK BLW MWCD DIVERSION NR EDGEWOOD,DWR,CDEC,Active,Y,2442,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , ,Y, ,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,72.4257,27.96370762,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PME,0,264532,1.80102E+13,948010105,-204714.254,384402.7806,Shasta,18010207,Parks Creek-Shasta River,1801020704,Parks Creek,1.80102E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,41.4530078,-122.4478337
133,PRS,PROSSER CREEK RESERVOIR,OTHER,CDEC,Active,Y,3705,Inactive,N,Y,3606,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,130.959,50.56353182,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PRS,0,1654935,1.60501E+13,8933720,-11767.24136,151513.1028,Truckee,16050102,Prosser Creek-Truckee River,1605010202,Prosser Creek,1.60501E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,39.37850246,-120.1374512
134,PSP,PINOLE CREEK AT SAN PABLO,OTHER,CDEC,Active,Y,1388,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,37.8063,14.59708804,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PSP,0, ,1.805E+13,948050069,-200721.0044,1255.380153,San Pablo Bay,18050002,San Pablo Creek-Frontal San Pablo Bay Estuaries,1805000207,Pinole Creek-Frontal San Pablo Bay Estuaries,1.805E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,38.0058766,-122.2891652
135,PTB,PETALUMA RIVER AT D STREET BRIDGE,OTHER,CDEC,Active,Y,8347,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,3,Winter storms (WS),Stream/River - Perennial,138.4947,53.47308066,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PTB,0,253749,1.805E+13,1670231,-230334.6826,27283.38555,San Pablo Bay,18050002,San Pablo Bay,1805000208,San Pablo Bay Estuaries,1.805E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,38.23404221,-122.6345048
136,Q01,WQ01,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,1, ,Stream/River - Perennial,5.1876,2.00294274,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q01,0,224768,1.80101E+13,8307150,-286255.882,156245.0868,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.37660303,-123.3260975
137,Q03,WQ03,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,1, ,Stream/River - Perennial,5.1876,2.00294274,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q03,0,224768,1.80101E+13,8307150,-286427.0076,156277.7814,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.37686363,-123.3280427
138,Q04,WQ04,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,2,Rain and seasonal groundwater (RGW),Stream/River - Perennial,13.7916,5.32496434,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q04,0,224768,1.80101E+13,8307132,-287555.6482,158469.1356,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.39635616,-123.3416998
139,Q05,WQ05,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,2,Rain and seasonal groundwater (RGW),Stream/River - Perennial,13.7916,5.32496434,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q05,0,224768,1.80101E+13,8307132,-287459.8528,158743.7463,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.39871121,-123.3404709
140,Q06,WQ06,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,2,Perennial groundwater and rain (PGR),Stream/River - Perennial,25.1703,9.71830317,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q06,0,233451,1.80101E+13,8307044,-287599.2676,159673.8059,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.40730159,-123.3430302
141,Q07,WQ07,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,2,Perennial groundwater and rain (PGR),Stream/River - Perennial,25.1703,9.71830317,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q07,0,233451,1.80101E+13,8307044,-287412.8704,160076.4295,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.41087101,-123.3407706
142,Q08,WQ08,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,2,Rain and seasonal groundwater (RGW),Stream/River - Perennial,13.7916,5.32496434,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q08,0,224768,1.80101E+13,8307132,-287331.4985,159942.3515,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.40991754,-123.3394984
143,Q09,WQ09,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,2,Rain and seasonal groundwater (RGW),Stream/River - Perennial,13.7916,5.32496434,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q09,0,224768,1.80101E+13,8307132,-287326.88,160073.3984,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.41088112,-123.3401848
144,Q12,WQ12,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,2,Rain and seasonal groundwater (RGW),Stream/River - Perennial,20.2851,7.83211768,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q12,0,219860,1.80101E+13,8307038,-287384.0154,160894.9152,Upper Eel,18010103,Outlet Creek,1801010304,Baechtel Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.41833516,-123.341524
145,Q13,WQ13,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,25.3692,9.79509886,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q13,0, ,1.80101E+13,8307020,-287547.2036,161149.745,Upper Eel,18010103,Outlet Creek,1801010304,Mill Creek-Outlet Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.4206044,-123.3432565
146,Q14,WQ14,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,25.3692,9.79509886,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q14,0, ,1.80101E+13,8307020,-287625.6196,161367.1162,Upper Eel,18010103,Outlet Creek,1801010304,Mill Creek-Outlet Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.42263626,-123.3437076
147,Q15,WQ15,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,1,Perennial groundwater and rain (PGR),Stream/River - Perennial,5.0634,1.95498887,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q15,0,236871,1.80101E+13,8306962,-288808.947,161983.8327,Upper Eel,18010103,Outlet Creek,1801010304,Mill Creek-Outlet Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.42757788,-123.3580035
148,Q17,WQ17,OTHER,CDEC,Active,Y,2640,Active,Y,N,0, ,N,Y,2640,Active,Y,Y,2640,Active,Y, , , , , , ,1,Perennial groundwater and rain (PGR),Stream/River - Perennial,5.0634,1.95498887,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=Q17,0,236871,1.80101E+13,8306962,-288539.6738,162295.6471,Upper Eel,18010103,Outlet Creek,1801010304,Mill Creek-Outlet Creek,1.80101E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,39.43063825,-123.3551557
149,RCF,ROCK CK BLW FARMINGTON DAM,OTHER,CDEC,Active,Y,3998,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,276.2415,106.6573956,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RCF,0,231710,1.80401E+13,2822870,-84157.69555,-10476.16267,Rock Creek-French Camp Slough,18040051,Rock Creek,1804005101,Long Gulch-Rock Creek,1.80401E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,37.91833555,-120.9590237
150,RDB,SACRAMENTO R AT RED BLUFF DIVERSION DAM,OTHER,CDEC,Active,Y,7274,Active,Y,N,0, ,N,Y,11371,Active,Y,Y,11371,Active,Y, , , , , , ,7,Groundwater (GW),Artificial Path,22739.5134,8779.771603,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RDB,0,1654949,1.80202E+13,12068890,-187529.0529,239782.9929,Thomes Creek-Sacramento River,18020156,Oat Creek-Sacramento River,1802015606,Butler Slough-Sacramento River,1.80202E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,40.15299361,-122.2029476
151,RGP,SAN JOAQUIN R AT RINDGE PUMP,DWR,CDEC,Active,Y,1766,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , ,Y, ,2,Rain and seasonal groundwater (RGW),Artificial Path,37.9872,14.66693389,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RGP,0, ,1.804E+13,1897470,-124482.8861,-1189.896708,San Joaquin Delta,18040003,Fivemile Creek-San Joaquin River,1804000305,Fivemile Creek-San Joaquin River,1.804E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,37.99691887,-121.4191254
152,RHW,RODEO CREEK AT HAWTHORNE DRIVE,OTHER,CDEC,Active,Y,1249,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,2,Perennial groundwater and rain (PGR),Stream/River - Intermittent,26.5932,10.26768771,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RHW,0,231801,1.805E+13,1670357,-198379.0278,3285.342283,San Pablo Bay,18050002,San Pablo Creek-Frontal San Pablo Bay Estuaries,1805000207,Pinole Creek-Frontal San Pablo Bay Estuaries,1.805E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,38.02461577,-122.2630722
153,RMB,TICE CREEK AT ROSSMOOR BASIN,OTHER,CDEC,Active,Y,1529,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,1, ,Stream/River - Perennial,10.7667,4.1570444,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RMB,0,236338,1.805E+13,2789375,-182036.3482,-13605.63657,Suisun Bay,18050001,Walnut Creek-Frontal Suisin Bay Estuaries,1805000102,Las Trampas Creek,1.805E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,37.87590077,-122.072429
154,ROR,ROARING RIVER,DWR,CDEC,Active,Y,9045,Inactive,N,N,0, ,N,Y,4613,Active,Y,Y,4613,Active,Y, , , , , , ,1,Rain and seasonal groundwater (RGW),Stream/River - Perennial,3.3903,1.30900161,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=ROR,0,234531,1.805E+13,2787571,-165446.7946,10056.28262,Suisun Bay,18050001,Suisun Bay,1805000104,Suisun Bay Estuaries,1.805E+11,exclude, ,Y,N,Y,N,N,1,N,N,N, ,38.09037929,-121.8880629
155,RTM,DES REAL TIME MONITORING TEST STATION,DWR,CDEC,Active,Y,4616,Active,Y,N,0, ,N,Y,4616,Inactive,Y,Y,4616,Active,Y, , , , , , ,0, ,Canal/Ditch,0,0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RTM,0, ,1.80202E+13,15035975,-136338.0486,64560.35739,Lower Sacramento,18020163,Knights Landing Ridge Cut-Tule Canal,1802016303,Tule Canal-Toe Drain,1.80202E+11,exclude,Y,N,N,N,N,N,0,N,N,N, ,38.58819784,-121.5670422
156,SB1,SUTTER BYPASS CHANNEL AT PUMPING PLANT 1,DWR,CDEC,Active,Y,4823,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N,Y, , , , , ,0,Rain and seasonal groundwater (RGW),Canal/Ditch,0,0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SB1,0, ,1.80202E+13,7973573,-141620.5422,103038.4654,Honcut Headwaters-Lower Feather,18020159,Gilsizer Slough-Snake River,1802015904,Gilsizer Slough-Snake River,1.80202E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,38.93232474,-121.6353426
157,SB2,SUTTER BYPASS CHANNEL AT PUMPING PLANT 2,DWR,CDEC,Active,Y,4823,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N,Y, , , , , ,0,Rain and seasonal groundwater (RGW),Canal/Ditch,0,0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SB2,0, ,1.80202E+13,7971077,-149384.9226,113554.4711,Honcut Headwaters-Lower Feather,18020159,Gilsizer Slough-Snake River,1802015904,Gilsizer Slough-Snake River,1.80202E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,39.02587139,-121.7271898
158,SB3,SUTTER BYPASS CHANNEL AT PUMPING PLANT 3,DWR,CDEC,Active,Y,4823,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N,Y, , , , , ,3,Rain and seasonal groundwater (RGW),Artificial Path,32108.6547,12397.2158,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SB3,0, ,1.80202E+13,7972753,-153736.7228,124126.6668,Honcut Headwaters-Lower Feather,18020159,Gilsizer Slough-Snake River,1802015904,Gilsizer Slough-Snake River,1.80202E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,39.11974399,-121.7800934
159,SBG,SHASTA R BLW CTY RD A-12 NR GRENADA,DWR,CDEC,Active,Y,2442,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , ,Y, ,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,569.6046,219.9254753,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SBG,0,267231,1.80102E+13,3917966,-208463.3281,406264.3571,Shasta,18010207,Parks Creek-Shasta River,1801020704,Steamboat Lake-Shasta River,1.80102E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,41.64895735,-122.4986073
160,SBS,SACRAMENTO RIVER AT BUTTE SLOUGH,DWR,CDEC,Active,Y,8125,Active,Y,Y,1926,Inactive,N,N,0, ,N,N,0, ,N, , , , ,Y, ,5,Rain and seasonal groundwater (RGW),Connector,32028.6798,12366.33733,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SBS,0,266522,1.80202E+13,24688080,-167113.4935,132696.2747,Butte Creek,18020158,Lower Butte Creek,1802015804,Drumheller Slough-Butte Creek,1.80202E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,39.19471329,-121.9365525
161,SCK,SHACKLEFORD CK NR MUGGINSVILLE,DWR,CDEC,Active,Y,6034,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , ,Y, ,4,High elevation low precipitation (HLP),Stream/River - Perennial,108.3186,41.8220281,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SCK,0,232832,1.80102E+13,3799493,-247447.7858,404696.745,Scott,18010208,Indian Creek-Scott River,1801020805,Shackleford Creek,1.80102E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,41.62480023,-122.9652579
162,SCQ,TULE R BLW SUCCESS DAM,OTHER,CDEC,Active,Y,3998,Active,Y,N,0, ,N,N,0, ,N,Y,3998,Active,Y, , , , , ,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,1005.5628,388.2498082,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SCQ,0,255800,1.803E+13,17159708,96794.36117,-217267.0312,Upper Tule,18030006,Upper Tule River,1803000607,Lake Heron-Tule River,1.803E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,36.05668992,-118.9240585
163,SDK,SODA CK NR NAPA,OTHER,CDEC,Active,Y,1120,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,1, ,Stream/River - Intermittent,12.5541,4.84716312,https://napa.onerain.com/site.php?site_id=17802&site=61a02d98-68c8-43e8-bd8e-081346559d61,0,234828,1.805E+13,1669111,-199162.2006,42393.16182,San Pablo Bay,18050002,Napa River,1805000202,Lower Napa River,1.805E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,38.37615832,-122.2827055
165,SGN,SUGAR CK NR CALLAHAN,DWR,CDEC,Active,Y,5508,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , ,Y, ,2,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,37.1511,14.34411401,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SGN,0,267834,1.80102E+13,3801139,-238233.791,371538.6495,Scott,18010208,French Creek-Scott River,1801020802,Sugar Creek-Scott River,1.80102E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,41.32836383,-122.8435807
166,SHG,SHIRLEY GULCH,OTHER,CDEC,Active,Y,3998,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,17.0613,6.58740205,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SHG,0,234692,1.80401E+13,2822918,-66640.59087,-12458.0433,Rock Creek-French Camp Slough,18040051,Rock Creek,1804005101,Shirley Creek,1.80401E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,37.90190508,-120.758913
167,SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,DWR,CDEC,Active,Y,6882,Active,Y,Y,4932,Active,N,Y,5350,Active,Y,Y,5350,Active,Y, ,Y, , ,Y, ,7,Groundwater (GW),Stream/River - Perennial,36193.9203,13974.54502,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SJL,0,273488,1.804E+13,1894450,-116404.7069,-22000.32566,San Joaquin Delta,18040003,Lone Tree Creek-San Joaquin River,1804000302,Town of French Camp-San Joaquin River,1.804E+11,WG, ,N,N,N,N,N,0,N,N,N, ,37.81066941,-121.3239001
168,SLG,SALINAS RIVER AT LAGOON,OTHER,CDEC,Active,Y,6303,Active,Y,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,6,Rain and seasonal groundwater (RGW),Artificial Path,10669.4109,4119.4825,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SLG,0,229984,1.806E+13,17605323,-160484.8161,-139246.3861,Monterey Bay,18060015,Monterey Bay,1806001503,Elkhorn Slough,1.806E+11,AWG, ,N,Y,N,N,Y,0,N,N,N, ,36.74821409,-121.8021739
169,SNC,SUNRISE CLUB,DWR,CDEC,Active,Y,9680,Active,Y,N,0, ,N,Y,4970,Active,Y,Y,4970,Active,Y, , , , , , ,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,147.942,57.12070208,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SNC,0,220875,1.805E+13,2785643,-182208.4247,20748.12386,Suisun Bay,18050001,Suisun Bay,1805000104,Suisun Bay Estuaries,1.805E+11,AWG, ,N,Y,Y,N,N,0,N,N,N, ,38.18501177,-122.0828833
