MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart
UDWRi_Water Use Data,UDWRi,UTSS_S88,UDWRi_Site Specific Withdrawal,UTSS_WS88,25339.0,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,210.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S89,UDWRi_Site Specific Withdrawal,UTSS_WS89,25339.0,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,210.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S88,UDWRi_Site Specific Withdrawal,UTSS_WS88,25922.09977,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,205.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S89,UDWRi_Site Specific Withdrawal,UTSS_WS89,25922.09977,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,205.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S88,UDWRi_Site Specific Withdrawal,UTSS_WS88,22320.0,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,200.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S89,UDWRi_Site Specific Withdrawal,UTSS_WS89,22320.0,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,200.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S88,UDWRi_Site Specific Withdrawal,UTSS_WS88,0.0,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,198.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S89,UDWRi_Site Specific Withdrawal,UTSS_WS89,0.0,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,198.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S88,UDWRi_Site Specific Withdrawal,UTSS_WS88,0.0,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,190.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S89,UDWRi_Site Specific Withdrawal,UTSS_WS89,0.0,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,190.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S88,UDWRi_Site Specific Withdrawal,UTSS_WS88,22281.54733,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,185.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S89,UDWRi_Site Specific Withdrawal,UTSS_WS89,22281.54733,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,185.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S88,UDWRi_Site Specific Withdrawal,UTSS_WS88,4500.312522,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,197.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S89,UDWRi_Site Specific Withdrawal,UTSS_WS89,4500.312522,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,197.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S88,UDWRi_Site Specific Withdrawal,UTSS_WS88,18393.27731,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,195.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S89,UDWRi_Site Specific Withdrawal,UTSS_WS89,18393.27731,,,Water Supplier,New Harmony Town Water,,Public,10/29/2020,,,,,195.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S90,UDWRi_Site Specific Withdrawal,UTSS_WS90,89176.40699999998,,,Domestic,Cottonwood Mutual Water Company,,Public,10/29/2020,,,,,2553.0,,,Domestic,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S92,UDWRi_Site Specific Withdrawal,UTSS_WS92,3526698.91,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,67000.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S93,UDWRi_Site Specific Withdrawal,UTSS_WS93,3526698.91,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,67000.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S92,UDWRi_Site Specific Withdrawal,UTSS_WS92,3205299.59,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,65000.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S93,UDWRi_Site Specific Withdrawal,UTSS_WS93,3205299.59,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,65000.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S92,UDWRi_Site Specific Withdrawal,UTSS_WS92,3509010.681000001,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,65000.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S93,UDWRi_Site Specific Withdrawal,UTSS_WS93,3509010.681000001,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,65000.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S92,UDWRi_Site Specific Withdrawal,UTSS_WS92,3728284.909,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,65000.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S93,UDWRi_Site Specific Withdrawal,UTSS_WS93,3728284.909,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,65000.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S92,UDWRi_Site Specific Withdrawal,UTSS_WS92,3711850.767,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,65000.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S93,UDWRi_Site Specific Withdrawal,UTSS_WS93,3711850.767,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,65000.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S92,UDWRi_Site Specific Withdrawal,UTSS_WS92,3437938.7460000007,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,63000.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S93,UDWRi_Site Specific Withdrawal,UTSS_WS93,3437938.7460000007,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,63000.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S92,UDWRi_Site Specific Withdrawal,UTSS_WS92,3365394.708,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,53000.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S93,UDWRi_Site Specific Withdrawal,UTSS_WS93,3365394.708,,,Water Supplier,Layton City Engineering,,Public,10/29/2020,,,,,53000.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S94,UDWRi_Site Specific Withdrawal,UTSS_WS94,1442544.274,,,Water Supplier,Midvale City Water Department,,Public,10/29/2020,,,,,34000.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S95,UDWRi_Site Specific Withdrawal,UTSS_WS95,146600.0,,,Water Supplier,Meadow Town Corporation Water,,Public,10/29/2020,,,,,321.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S95,UDWRi_Site Specific Withdrawal,UTSS_WS95,174880.0,,,Water Supplier,Meadow Town Corporation Water,,Public,10/29/2020,,,,,315.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S96,UDWRi_Site Specific Withdrawal,UTSS_WS96,174880.0,,,Water Supplier,Meadow Town Corporation Water,,Public,10/29/2020,,,,,320.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S95,UDWRi_Site Specific Withdrawal,UTSS_WS95,174880.0,,,Water Supplier,Meadow Town Corporation Water,,Public,10/29/2020,,,,,320.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S95,UDWRi_Site Specific Withdrawal,UTSS_WS95,158164.0,,,Water Supplier,Meadow Town Corporation Water,,Public,10/29/2020,,,,,323.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S95,UDWRi_Site Specific Withdrawal,UTSS_WS95,88326.13376,,,Water Supplier,Meadow Town Corporation Water,,Public,10/29/2020,,,,,280.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S97,UDWRi_Site Specific Withdrawal,UTSS_WS97,101007.0144,,,Water Supplier,Meadow Town Corporation Water,,Public,10/29/2020,,,,,255.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S98,UDWRi_Site Specific Withdrawal,UTSS_WS98,73272.0,,,Water Supplier,Trenton Town Corporation Water,,Public,10/29/2020,,,,,515.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S98,UDWRi_Site Specific Withdrawal,UTSS_WS98,210174.1714,,,Water Supplier,Trenton Town Corporation Water,,Public,10/29/2020,,,,,474.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S99,UDWRi_Site Specific Withdrawal,UTSS_WS99,406339.0,,,Water Supplier,South Ogden City,,Public,10/29/2020,,,,,16500.0,,,Water Supplier,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S101,UDWRi_Site Specific Withdrawal,UTSS_WS101,54264.50337000001,,,Water Supplier,Hinckley Town (Culinary),,Public,10/29/2020,,,,,841.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S101,UDWRi_Site Specific Withdrawal,UTSS_WS101,56789.80474,,,Water Supplier,Hinckley Town (Culinary),,Public,10/29/2020,,,,,834.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S102,UDWRi_Site Specific Withdrawal,UTSS_WS102,90006.25043,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,491.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S103,UDWRi_Site Specific Withdrawal,UTSS_WS103,90006.25043,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,491.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S102,UDWRi_Site Specific Withdrawal,UTSS_WS102,90006.25043,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,487.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S103,UDWRi_Site Specific Withdrawal,UTSS_WS103,90006.25043,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,487.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S102,UDWRi_Site Specific Withdrawal,UTSS_WS102,90006.24985,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,487.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S102,UDWRi_Site Specific Withdrawal,UTSS_WS102,90006.25017,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,487.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S102,UDWRi_Site Specific Withdrawal,UTSS_WS102,90006.25043,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,486.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S102,UDWRi_Site Specific Withdrawal,UTSS_WS102,90006.25043,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,491.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S102,UDWRi_Site Specific Withdrawal,UTSS_WS102,90006.25043,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,480.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S103,UDWRi_Site Specific Withdrawal,UTSS_WS103,90006.25043,,,Water Supplier,Randolph City,,Public,10/29/2020,,,,,480.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S107,UDWRi_Site Specific Withdrawal,UTSS_WS107,0.0,,,Water Supplier,Gunnison City Corporation (Culinary),,Public,10/29/2020,,,,,2650.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S109,UDWRi_Site Specific Withdrawal,UTSS_WS109,4380.0,,,Water Supplier,Snake Creek Mutual Water Company,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S109,UDWRi_Site Specific Withdrawal,UTSS_WS109,4887.771429,,,Water Supplier,Snake Creek Mutual Water Company,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S109,UDWRi_Site Specific Withdrawal,UTSS_WS109,4235.0,,,Water Supplier,Snake Creek Mutual Water Company,,Public,10/29/2020,,,,,57.0,,,Water Supplier,2014,,2014-12-31,2014-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S109,UDWRi_Site Specific Withdrawal,UTSS_WS109,5400.375026,,,Water Supplier,Snake Creek Mutual Water Company,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S111,UDWRi_Site Specific Withdrawal,UTSS_WS111,42056.5,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,956.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S112,UDWRi_Site Specific Withdrawal,UTSS_WS112,42056.5,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,956.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S113,UDWRi_Site Specific Withdrawal,UTSS_WS113,42056.5,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,956.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S112,UDWRi_Site Specific Withdrawal,UTSS_WS112,2109.74651,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,956.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S113,UDWRi_Site Specific Withdrawal,UTSS_WS113,2109.74651,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,956.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S112,UDWRi_Site Specific Withdrawal,UTSS_WS112,2113.746788,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,750.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S113,UDWRi_Site Specific Withdrawal,UTSS_WS113,2113.746788,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,750.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S111,UDWRi_Site Specific Withdrawal,UTSS_WS111,1994.83853,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,750.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S112,UDWRi_Site Specific Withdrawal,UTSS_WS112,1994.83853,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,750.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S113,UDWRi_Site Specific Withdrawal,UTSS_WS113,1994.83853,,,Water Supplier,Spring City Municipal Water System,,Public,10/29/2020,,,,,750.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S114,UDWRi_Site Specific Withdrawal,UTSS_WS114,947804.8198,,,Water Supplier,Hill Air Force Base (Culinary),,Public,10/29/2020,,,,,26000.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S115,UDWRi_Site Specific Withdrawal,UTSS_WS115,947804.8198,,,Water Supplier,Hill Air Force Base (Culinary),,Public,10/29/2020,,,,,26000.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S116,UDWRi_Site Specific Withdrawal,UTSS_WS116,5062.532,,,Domestic,San Juan Special Service District #1 (Mexican Hat SSD),,Public,10/29/2020,,,,,25.0,,,Domestic,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S117,UDWRi_Site Specific Withdrawal,UTSS_WS117,5062.532,,,Water Supplier,San Juan Special Service District #1 (Mexican Hat SSD),,Public,10/29/2020,,,,,25.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S116,UDWRi_Site Specific Withdrawal,UTSS_WS116,4925.096,,,Domestic,San Juan Special Service District #1 (Mexican Hat SSD),,Public,10/29/2020,,,,,24.0,,,Domestic,2018,,2018-12-31,2018-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S117,UDWRi_Site Specific Withdrawal,UTSS_WS117,4925.096,,,Water Supplier,San Juan Special Service District #1 (Mexican Hat SSD),,Public,10/29/2020,,,,,24.0,,,Water Supplier,2018,,2018-12-31,2018-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S116,UDWRi_Site Specific Withdrawal,UTSS_WS116,5383.45061,,,Domestic,San Juan Special Service District #1 (Mexican Hat SSD),,Public,10/29/2020,,,,,34.0,,,Domestic,2017,,2017-12-31,2017-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S117,UDWRi_Site Specific Withdrawal,UTSS_WS117,5383.45061,,,Water Supplier,San Juan Special Service District #1 (Mexican Hat SSD),,Public,10/29/2020,,,,,34.0,,,Water Supplier,2017,,2017-12-31,2017-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S118,UDWRi_Site Specific Withdrawal,UTSS_WS118,27479.233,,,Water Supplier,Hoytsville Culinary Water System,,Public,10/29/2020,,,,,450.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S119,UDWRi_Site Specific Withdrawal,UTSS_WS119,27479.233,,,Water Supplier,Hoytsville Culinary Water System,,Public,10/29/2020,,,,,450.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S118,UDWRi_Site Specific Withdrawal,UTSS_WS118,16396.793999999998,,,Water Supplier,Hoytsville Culinary Water System,,Public,10/29/2020,,,,,430.0,,,Water Supplier,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S119,UDWRi_Site Specific Withdrawal,UTSS_WS119,16396.793999999998,,,Water Supplier,Hoytsville Culinary Water System,,Public,10/29/2020,,,,,430.0,,,Water Supplier,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S118,UDWRi_Site Specific Withdrawal,UTSS_WS118,39061.2,,,Water Supplier,Hoytsville Culinary Water System,,Public,10/29/2020,,,,,440.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S120,UDWRi_Site Specific Withdrawal,UTSS_WS120,15560.0,,,Water Supplier,"Vernon Waterworks, SSD",,Public,10/29/2020,,,,,220.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S122,UDWRi_Site Specific Withdrawal,UTSS_WS122,15560.0,,,Water Supplier,"Vernon Waterworks, SSD",,Public,10/29/2020,,,,,220.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S120,UDWRi_Site Specific Withdrawal,UTSS_WS120,15552.0,,,Water Supplier,"Vernon Waterworks, SSD",,Public,10/29/2020,,,,,200.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S122,UDWRi_Site Specific Withdrawal,UTSS_WS122,15552.0,,,Water Supplier,"Vernon Waterworks, SSD",,Public,10/29/2020,,,,,200.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S120,UDWRi_Site Specific Withdrawal,UTSS_WS120,14852.03139,,,Water Supplier,"Vernon Waterworks, SSD",,Public,10/29/2020,,,,,200.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S122,UDWRi_Site Specific Withdrawal,UTSS_WS122,14852.03139,,,Water Supplier,"Vernon Waterworks, SSD",,Public,10/29/2020,,,,,200.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S120,UDWRi_Site Specific Withdrawal,UTSS_WS120,15554.08014,,,Water Supplier,"Vernon Waterworks, SSD",,Public,10/29/2020,,,,,150.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S123,UDWRi_Site Specific Withdrawal,UTSS_WS123,810426.9964,,,Water Supplier,Richfield City Corporation (Culinary),,Public,10/29/2020,,,,,7350.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S123,UDWRi_Site Specific Withdrawal,UTSS_WS123,811665.9964,,,Water Supplier,Richfield City Corporation (Culinary),,Public,10/29/2020,,,,,7300.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S123,UDWRi_Site Specific Withdrawal,UTSS_WS123,798777.9963,,,Water Supplier,Richfield City Corporation (Culinary),,Public,10/29/2020,,,,,7200.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S124,UDWRi_Site Specific Withdrawal,UTSS_WS124,0.0,,,Water Supplier,Brian Head Town,,Public,10/29/2020,,,,,118.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S125,UDWRi_Site Specific Withdrawal,UTSS_WS125,149176.649,,,Water Supplier,Milford Municipal Water System (Culinary),,Public,10/29/2020,,,,,1450.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S126,UDWRi_Site Specific Withdrawal,UTSS_WS126,148327.141,,,Water Supplier,Milford Municipal Water System (Culinary),,Public,10/29/2020,,,,,1545.0,,,Water Supplier,2014,,2014-12-31,2014-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S128,UDWRi_Site Specific Withdrawal,UTSS_WS128,25517425.37,,,Water Supplier,Salt Lake City Corp. Culinary Water,,Public,10/29/2020,,,,,347976.0,,,Water Supplier,2017,,2017-12-31,2017-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S129,UDWRi_Site Specific Withdrawal,UTSS_WS129,56610.0,,,Water Supplier,Mendon Culinary Water System,,Public,10/29/2020,,,,,1445.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S131,UDWRi_Site Specific Withdrawal,UTSS_WS131,29778.04,,,Water Supplier,Scipio Town Water System,,Public,10/29/2020,,,,,365.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S132,UDWRi_Site Specific Withdrawal,UTSS_WS132,26265.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,996.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S133,UDWRi_Site Specific Withdrawal,UTSS_WS133,36072.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,830.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S132,UDWRi_Site Specific Withdrawal,UTSS_WS132,36072.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,830.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S133,UDWRi_Site Specific Withdrawal,UTSS_WS133,29840.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,820.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S132,UDWRi_Site Specific Withdrawal,UTSS_WS132,29840.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,820.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S133,UDWRi_Site Specific Withdrawal,UTSS_WS133,36968.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,820.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S132,UDWRi_Site Specific Withdrawal,UTSS_WS132,36968.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,820.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S132,UDWRi_Site Specific Withdrawal,UTSS_WS132,31951.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,800.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S132,UDWRi_Site Specific Withdrawal,UTSS_WS132,29034.0,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,765.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S133,UDWRi_Site Specific Withdrawal,UTSS_WS133,25801.79179,,,Water Supplier,Paradise Town,,Public,10/29/2020,,,,,750.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
