System Name_Sys,System ID_Sys,System Type_Sys,System Status_Sys,History Year_Sys,Date Received_Sys,County_Sys,Use Cooling Percent_Sys,Use Process Percent_Sys,Use Domestic Percent_Sys,Use Miscellaneous Percent_Sys,Irrigation (Lawn and Garden) Percent_Sys,Acres Irrigated_Sys,Irrigation (Agriculture)_Sys,Acres Irrigated.1_Sys,DEQ ID_Sys,Population_Sys,Domestic Use_Sys,Commercial Use_Sys,Industrial Use_Sys,Institutional Use_Sys,Total Use_Sys,Domestic Connections_Sys,Commercial Connections_Sys,Industrial Connections_Sys,Institutional Connections_Sys,Total Connections_Sys,Peak Date_Sys,Peak Demand_Sys,Peak Demand Units_Sys,Peak Use Include_Sys,Peak Measurement Type_Sys,Peak Wholesale Volume_Sys,Peak Wholesale Volume Units_Sys,SystemID_Year_ID,System Name_Sour,System ID_Sour,Year_Sour,Source ID_Sour,Source Name_Sour,Source Status_Sour,Lat NAD83_Sour,Lon NAD83_Sour,Source Type_Sour,Diversion Type_Sour,Use Type_Sour,Units_Sour,Jan_Sour,Feb_Sour,Mar_Sour,Apr_Sour,May_Sour,Jun_Sour,Jul_Sour,Aug_Sour,Sep_Sour,Oct_Sour,Nov_Sour,Dec_Sour,Total_Sour,Unnamed: 25,ReasonRemoved,index,TimeframeEnd,TimeframeStart
Duchesne City Water Service District,1004,Public,Active,2010,1/3/2011,Duchesne,,,,,,,,,7001,669.0,253.0,99.0,0.0,0.0,488.0,607.0,81.0,0.0,0.0,865.0,,,,,,,,10042010,Duchesne City Water Service District,1004,2010,10040001,Duchesne Valley Water TP (CUWCD),Active,,,,Transfer In,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,357.0,2010-12-31,2010-01-01
Duchesne City Water Service District,1004,Public,Active,2010,1/3/2011,Duchesne,,,,,,,,,7001,669.0,253.0,99.0,0.0,0.0,488.0,607.0,81.0,0.0,0.0,865.0,,,,,,,,10042010,Duchesne City Water Service District,1004,2010,10040004,"Backup Well (12"")",Inactive,,,Well,Withdrawal,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,358.0,2010-12-31,2010-01-01
Duchesne City Water Service District,1004,Public,Active,2010,1/3/2011,Duchesne,,,,,,,,,7001,669.0,253.0,99.0,0.0,0.0,488.0,607.0,81.0,0.0,0.0,865.0,,,,,,,,10042010,Duchesne City Water Service District,1004,2010,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,11.0,11.53,17.12,16.79,39.53,-1.3,20.79,18.67,20.5,12.7,13.7,14.8,195.83,195.83,Null Lat NAD83,359.0,2010-12-31,2010-01-01
Duchesne City Water Service District,1004,Public,Active,2010,1/3/2011,Duchesne,,,,,,,,,7001,669.0,253.0,99.0,0.0,0.0,488.0,607.0,81.0,0.0,0.0,865.0,,,,,,,,10042010,Duchesne City Water Service District,1004,2010,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,79.27,77.58,94.02,89.67,71.65,107.69,97.97,73.1,104.7,117.6,84.4,97.3,1094.95,1094.95,Null Lat NAD83,360.0,2010-12-31,2010-01-01
Duchesne City Water Service District,1004,Public,Active,2011,3/6/2012,Duchesne,,,,,,,,,7001,1690.0,230.0,201.0,0.0,0.0,688.0,571.0,86.0,0.0,0.0,888.0,,,,,,,,10042011,Duchesne City Water Service District,1004,2011,10040001,Duchesne Valley Water TP (CUWCD),Active,,,,Transfer In,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,361.0,2011-12-31,2011-01-01
Duchesne City Water Service District,1004,Public,Active,2011,3/6/2012,Duchesne,,,,,,,,,7001,1690.0,230.0,201.0,0.0,0.0,688.0,571.0,86.0,0.0,0.0,888.0,,,,,,,,10042011,Duchesne City Water Service District,1004,2011,10040004,"Backup Well (12"")",Inactive,,,Well,Withdrawal,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,362.0,2011-12-31,2011-01-01
Duchesne City Water Service District,1004,Public,Active,2011,3/6/2012,Duchesne,,,,,,,,,7001,1690.0,230.0,201.0,0.0,0.0,688.0,571.0,86.0,0.0,0.0,888.0,,,,,,,,10042011,Duchesne City Water Service District,1004,2011,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,19.0,18.5,25.0,18.6,22.6,32.0,2.5,0.8,0.2,0.3,0.0,2.8,142.3,142.3,Null Lat NAD83,363.0,2011-12-31,2011-01-01
Duchesne City Water Service District,1004,Public,Active,2011,3/6/2012,Duchesne,,,,,,,,,7001,1690.0,230.0,201.0,0.0,0.0,688.0,571.0,86.0,0.0,0.0,888.0,,,,,,,,10042011,Duchesne City Water Service District,1004,2011,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,95.8,76.8,85.9,77.2,77.7,74.3,88.4,104.8,92.5,102.2,102.2,102.5,1080.3,1080.3,Null Lat NAD83,364.0,2011-12-31,2011-01-01
Duchesne City Water Service District,1004,Public,Active,2012,3/26/2013,Duchesne,,,,,,,,,7001,1690.0,191.0,103.0,0.0,0.0,681.0,626.0,85.0,0.0,0.0,919.0,,,,,,,,10042012,Duchesne City Water Service District,1004,2012,10040001,Duchesne Valley Water TP (CUWCD),Active,,,,Transfer In,Water Supplier,acre feet,161.8,148.8,171.1,189.5,219.9,226.9,222.3,216.4,216.2,195.9,173.7,171.0,2313.5,2313.5,Null Lat NAD83,365.0,2012-12-31,2012-01-01
Duchesne City Water Service District,1004,Public,Active,2012,3/26/2013,Duchesne,,,,,,,,,7001,1690.0,191.0,103.0,0.0,0.0,681.0,626.0,85.0,0.0,0.0,919.0,,,,,,,,10042012,Duchesne City Water Service District,1004,2012,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,12.6,14.7,24.3,27.9,32.8,48.5,43.3,39.0,24.6,25.8,17.2,22.4,333.1,333.1,Null Lat NAD83,366.0,2012-12-31,2012-01-01
Duchesne City Water Service District,1004,Public,Active,2012,3/26/2013,Duchesne,,,,,,,,,7001,1690.0,191.0,103.0,0.0,0.0,681.0,626.0,85.0,0.0,0.0,919.0,,,,,,,,10042012,Duchesne City Water Service District,1004,2012,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,93.9,80.4,91.5,87.8,87.8,70.3,80.1,70.9,96.7,92.4,102.8,89.0,1043.6,1043.6,Null Lat NAD83,367.0,2012-12-31,2012-01-01
Duchesne City Water Service District,1004,Public,Active,2013,3/14/2014,Duchesne,,,,,,,,,7001,1690.0,604.4935628,97.85424646,0.0,0.0,1039.6988789999998,634.0,92.0,0.0,0.0,986.0,,,,,,,,10042013,Duchesne City Water Service District,1004,2013,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,26.7,25.2,19.0,19.0,27.9,27.9,29.5,25.2,20.3,14.7,14.7,18.4,268.5,268.5,Null Lat NAD83,368.0,2013-12-31,2013-01-01
Duchesne City Water Service District,1004,Public,Active,2013,3/14/2014,Duchesne,,,,,,,,,7001,1690.0,604.4935628,97.85424646,0.0,0.0,1039.6988789999998,634.0,92.0,0.0,0.0,986.0,,,,,,,,10042013,Duchesne City Water Service District,1004,2013,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,97.0,90.9,108.7,95.2,98.9,94.6,97.3,97.3,95.5,106.2,100.1,101.6,1183.3,1183.3,Null Lat NAD83,369.0,2013-12-31,2013-01-01
Duchesne City Water Service District,1004,Public,Active,2014,2/12/2015,Duchesne,,,,,,,,,7001,1690.0,159.9394983,80.33632111,0.0,0.0,511.24144749999994,692.0,94.0,0.0,0.0,1196.0,,,,,,,,10042014,Duchesne City Water Service District,1004,2014,10040004,"Backup Well (12"")",Inactive,,,Well,Withdrawal,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,370.0,2014-12-31,2014-01-01
Duchesne City Water Service District,1004,Public,Active,2014,2/12/2015,Duchesne,,,,,,,,,7001,1690.0,159.9394983,80.33632111,0.0,0.0,511.24144749999994,692.0,94.0,0.0,0.0,1196.0,,,,,,,,10042014,Duchesne City Water Service District,1004,2014,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,16.9,11.4,12.2,15.6,21.1,23.5,24.8,19.4,14.9,10.7,10.1,10.0,190.6,190.6,Null Lat NAD83,371.0,2014-12-31,2014-01-01
Duchesne City Water Service District,1004,Public,Active,2014,2/12/2015,Duchesne,,,,,,,,,7001,1690.0,159.9394983,80.33632111,0.0,0.0,511.24144749999994,692.0,94.0,0.0,0.0,1196.0,,,,,,,,10042014,Duchesne City Water Service District,1004,2014,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,109.0,101.9,107.5,105.0,99.6,94.7,96.4,98.4,98.0,100.0,86.0,112.8,1209.3,1209.3,Null Lat NAD83,372.0,2014-12-31,2014-01-01
Duchesne City Water Service District,1004,Public,Active,2014,2/12/2015,Duchesne,,,,,,,,,7001,1690.0,159.9394983,80.33632111,0.0,0.0,511.24144749999994,692.0,94.0,0.0,0.0,1196.0,,,,,,,,10042014,Duchesne City Water Service District,1004,2014,108541067,Sold to East Duchesne,Inactive,0.0,0.0,,Transfer Out,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,373.0,2014-12-31,2014-01-01
Duchesne City Water Service District,1004,Public,Active,2015,2/29/2016,Duchesne,,,,,,,,,7001,1690.0,221.2197605,446.4670498,0.0,0.0,667.6868103999999,943.0,208.0,0.0,0.0,1151.0,,,,,,,,10042015,Duchesne City Water Service District,1004,2015,10040001,Duchesne Valley Water TP (CUWCD),Active,,,,Transfer In,Water Supplier,acre feet,160.2,155.2,163.1,176.3,178.3,197.9,192.3,192.9,177.0,170.2,156.1,139.6,2059.1,2059.1,Null Lat NAD83,374.0,2015-12-31,2015-01-01
Duchesne City Water Service District,1004,Public,Active,2015,2/29/2016,Duchesne,,,,,,,,,7001,1690.0,221.2197605,446.4670498,0.0,0.0,667.6868103999999,943.0,208.0,0.0,0.0,1151.0,,,,,,,,10042015,Duchesne City Water Service District,1004,2015,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,10.1,8.4,8.5,11.7,12.3,20.4,18.7,20.3,14.3,9.7,9.3,11.5,155.2,155.2,Null Lat NAD83,375.0,2015-12-31,2015-01-01
Duchesne City Water Service District,1004,Public,Active,2015,2/29/2016,Duchesne,,,,,,,,,7001,1690.0,221.2197605,446.4670498,0.0,0.0,667.6868103999999,943.0,208.0,0.0,0.0,1151.0,,,,,,,,10042015,Duchesne City Water Service District,1004,2015,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,115.2,109.3,115.7,108.9,115.1,101.6,102.6,104.9,105.4,117.8,114.9,94.9,1306.3,1306.3,Null Lat NAD83,376.0,2015-12-31,2015-01-01
Duchesne City Water Service District,1004,Public,Active,2016,2/3/2017,Duchesne,,,,,,,,,7001,1890.0,259.97304469999995,277.2372808,140.3858292,0.0,677.5961547,830.0,146.0,264.0,0.0,1240.0,,,,,,,,10042016,Duchesne City Water Service District,1004,2016,10040001,Duchesne Valley Water TP (CUWCD),Active,,,,Transfer In,Water Supplier,acre feet,113.6,85.2,65.6,77.2,94.1,141.5,149.9,155.3,137.1,166.6,108.6,132.1,1426.8,1426.8,Null Lat NAD83,377.0,2016-12-31,2016-01-01
Duchesne City Water Service District,1004,Public,Active,2016,2/3/2017,Duchesne,,,,,,,,,7001,1890.0,259.97304469999995,277.2372808,140.3858292,0.0,677.5961547,830.0,146.0,264.0,0.0,1240.0,,,,,,,,10042016,Duchesne City Water Service District,1004,2016,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,11.2,7.3,8.3,8.2,11.0,20.1,22.7,19.5,14.8,9.6,7.5,9.4,149.6,149.6,Null Lat NAD83,378.0,2016-12-31,2016-01-01
Duchesne City Water Service District,1004,Public,Active,2016,2/3/2017,Duchesne,,,,,,,,,7001,1890.0,259.97304469999995,277.2372808,140.3858292,0.0,677.5961547,830.0,146.0,264.0,0.0,1240.0,,,,,,,,10042016,Duchesne City Water Service District,1004,2016,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,69.8,51.4,26.5,33.4,36.1,56.8,48.7,54.1,39.8,63.0,63.8,86.3,629.7,629.7,Null Lat NAD83,379.0,2016-12-31,2016-01-01
Duchesne City Water Service District,1004,Public,Active,2016,2/3/2017,Duchesne,,,,,,,,,7001,1890.0,259.97304469999995,277.2372808,140.3858292,0.0,677.5961547,830.0,146.0,264.0,0.0,1240.0,,,,,,,,10042016,Duchesne City Water Service District,1004,2016,108544348,Sold to South Duchesne Culinary Water,Active,,,,Transfer Out,Water Supplier,acre feet,4.664763959,3.655715137,4.568186202,4.920586069,4.508496423,2.17342917,9.811143115,5.973243722,6.435969942000001,4.850523464,5.129638398,4.526081124,61.21777673,61.21777673,Null Lat NAD83,380.0,2016-12-31,2016-01-01
Duchesne City Water Service District,1004,Public,Active,2017,6/25/2018,Duchesne,,,,,,,,,7001,2450.0,487.8557774,439.06330760000003,0.77428232,2.043876263,929.7372435000001,919.0,112.0,4.0,5.0,1040.0,7/17/2017,8.4,acre feet,Indoor and Outdoor,Estimated,,,10042017,Duchesne City Water Service District,1004,2017,10040001,Duchesne Valley Water TP (CUWCD),Active,,,,Transfer In,Water Supplier,acre feet,305.7,260.5,371.0,273.5,456.7,455.1,403.4,503.8,440.1,317.9,290.3,363.2,4441.2,4441.2,Null Lat NAD83,381.0,2017-12-31,2017-01-01
Duchesne City Water Service District,1004,Public,Active,2017,6/25/2018,Duchesne,,,,,,,,,7001,2450.0,487.8557774,439.06330760000003,0.77428232,2.043876263,929.7372435000001,919.0,112.0,4.0,5.0,1040.0,7/17/2017,8.4,acre feet,Indoor and Outdoor,Estimated,,,10042017,Duchesne City Water Service District,1004,2017,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,7.5,8.2,9.1,13.3,22.0,23.9,25.7,22.6,20.5,12.4,13.3,10.1,188.6,188.6,Null Lat NAD83,382.0,2017-12-31,2017-01-01
Duchesne City Water Service District,1004,Public,Active,2017,6/25/2018,Duchesne,,,,,,,,,7001,2450.0,487.8557774,439.06330760000003,0.77428232,2.043876263,929.7372435000001,919.0,112.0,4.0,5.0,1040.0,7/17/2017,8.4,acre feet,Indoor and Outdoor,Estimated,,,10042017,Duchesne City Water Service District,1004,2017,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,21.6,37.8,77.4,18.6,50.4,74.8,30.5,78.1,53.9,62.5,51.8,83.2,640.6,640.6,Null Lat NAD83,383.0,2017-12-31,2017-01-01
Duchesne City Water Service District,1004,Public,Active,2017,6/25/2018,Duchesne,,,,,,,,,7001,2450.0,487.8557774,439.06330760000003,0.77428232,2.043876263,929.7372435000001,919.0,112.0,4.0,5.0,1040.0,7/17/2017,8.4,acre feet,Indoor and Outdoor,Estimated,,,10042017,Duchesne City Water Service District,1004,2017,108544348,Sold to South Duchesne Culinary Water,Active,,,,Transfer Out,Water Supplier,acre feet,4.3,4.2,4.5,5.1,5.7,5.7,5.9,6.1,5.9,5.4,5.2,5.1,63.1,63.1,Null Lat NAD83,384.0,2017-12-31,2017-01-01
Duchesne City Water Service District,1004,Public,Active,2017,6/25/2018,Duchesne,,,,,,,,,7001,2450.0,487.8557774,439.06330760000003,0.77428232,2.043876263,929.7372435000001,919.0,112.0,4.0,5.0,1040.0,7/17/2017,8.4,acre feet,Indoor and Outdoor,Estimated,,,10042017,Duchesne City Water Service District,1004,2017,108544352,Sold to Duchesne County WCS,Active,,,,Transfer Out,Water Supplier,acre feet,200.7,135.6,193.1,145.7,261.6,206.3,188.2,255.7,227.0,142.9,135.5,184.0,2276.3,2276.3,Null Lat NAD83,385.0,2017-12-31,2017-01-01
Duchesne City Water Service District,1004,Public,Active,2018,4/25/2019,Duchesne,,,,,,,,,7001,2130.0,313.7381519,126.5932366,0.944292316,1.8229166669999999,443.0985975,847.0,107.0,4.0,6.0,964.0,6/27/2018,5.85,acre feet,Indoor and Outdoor,Metered,,,10042018,Duchesne City Water Service District,1004,2018,10040001,Duchesne Valley Water TP (CUWCD),Active,,,,Transfer In,Water Supplier,acre feet,396.1,244.9,278.4,291.9,335.9,376.2,481.8,393.1,386.0,303.9,195.2,211.2,3894.6,3894.6,Null Lat NAD83,386.0,2018-12-31,2018-01-01
Duchesne City Water Service District,1004,Public,Active,2018,4/25/2019,Duchesne,,,,,,,,,7001,2130.0,313.7381519,126.5932366,0.944292316,1.8229166669999999,443.0985975,847.0,107.0,4.0,6.0,964.0,6/27/2018,5.85,acre feet,Indoor and Outdoor,Metered,,,10042018,Duchesne City Water Service District,1004,2018,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,7.7,7.0,6.9,12.0,14.2,22.6,24.3,24.3,21.4,10.9,7.8,8.2,167.3,167.3,Null Lat NAD83,387.0,2018-12-31,2018-01-01
Duchesne City Water Service District,1004,Public,Active,2018,4/25/2019,Duchesne,,,,,,,,,7001,2130.0,313.7381519,126.5932366,0.944292316,1.8229166669999999,443.0985975,847.0,107.0,4.0,6.0,964.0,6/27/2018,5.85,acre feet,Indoor and Outdoor,Metered,,,10042018,Duchesne City Water Service District,1004,2018,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,69.7,39.5,59.1,59.3,65.1,59.0,78.8,64.8,65.9,61.6,19.1,24.0,665.9,665.9,Null Lat NAD83,388.0,2018-12-31,2018-01-01
Duchesne City Water Service District,1004,Public,Active,2018,4/25/2019,Duchesne,,,,,,,,,7001,2130.0,313.7381519,126.5932366,0.944292316,1.8229166669999999,443.0985975,847.0,107.0,4.0,6.0,964.0,6/27/2018,5.85,acre feet,Indoor and Outdoor,Metered,,,10042018,Duchesne City Water Service District,1004,2018,108544348,Sold to South Duchesne Culinary Water,Active,,,,Transfer Out,Water Supplier,acre feet,4.37,4.53,4.37,4.88,6.18,5.32,6.85,5.57,5.71,5.18,4.82,4.42,62.2,62.2,Null Lat NAD83,389.0,2018-12-31,2018-01-01
Duchesne City Water Service District,1004,Public,Active,2018,4/25/2019,Duchesne,,,,,,,,,7001,2130.0,313.7381519,126.5932366,0.944292316,1.8229166669999999,443.0985975,847.0,107.0,4.0,6.0,964.0,6/27/2018,5.85,acre feet,Indoor and Outdoor,Metered,,,10042018,Duchesne City Water Service District,1004,2018,108544352,Sold to Duchesne County WCS,Active,,,,Transfer Out,Water Supplier,acre feet,276.6,152.9,170.3,170.7,197.6,221.6,303.6,235.4,247.8,200.2,138.0,146.3,2461.0,2461.0,Null Lat NAD83,390.0,2018-12-31,2018-01-01
Duchesne City Water Service District,1004,Public,Active,2019,4/1/2020,Duchesne,,,,,,,,,7001,1770.0,306.4228088,66.37666158,1.5559238219999998,1.7400568180000002,376.09545099999997,847.0,99.0,4.0,6.0,956.0,7/19/2019,3.06,acre feet,Indoor and Outdoor,,,,10042019,Duchesne City Water Service District,1004,2019,10040001,Duchesne Valley Water TP (CUWCD),Active,,,,Transfer In,Water Supplier,acre feet,288.4,241.5,270.3,222.5,239.4,239.4,294.3,292.5,265.9,343.9,201.6,144.5,3044.2,3044.2,Null Lat NAD83,391.0,2019-12-31,2019-01-01
Duchesne City Water Service District,1004,Public,Active,2019,4/1/2020,Duchesne,,,,,,,,,7001,1770.0,306.4228088,66.37666158,1.5559238219999998,1.7400568180000002,376.09545099999997,847.0,99.0,4.0,6.0,956.0,7/19/2019,3.06,acre feet,Indoor and Outdoor,,,,10042019,Duchesne City Water Service District,1004,2019,10040007,Sold to Myton City,Active,,,,Transfer Out,Water Supplier,acre feet,8.5,8.7,7.4,10.6,14.1,17.9,19.2,23.6,14.1,12.3,77.9,0.0,214.3,214.3,Null Lat NAD83,392.0,2019-12-31,2019-01-01
Duchesne City Water Service District,1004,Public,Active,2019,4/1/2020,Duchesne,,,,,,,,,7001,1770.0,306.4228088,66.37666158,1.5559238219999998,1.7400568180000002,376.09545099999997,847.0,99.0,4.0,6.0,956.0,7/19/2019,3.06,acre feet,Indoor and Outdoor,,,,10042019,Duchesne City Water Service District,1004,2019,10040008,Sold to Johnson Water District,Active,,,,Transfer Out,Water Supplier,acre feet,76.5,72.7,51.9,33.6,16.3,16.0,28.1,36.4,44.6,66.9,17.1,0.0,460.1,460.1,Null Lat NAD83,393.0,2019-12-31,2019-01-01
Duchesne City Water Service District,1004,Public,Active,2019,4/1/2020,Duchesne,,,,,,,,,7001,1770.0,306.4228088,66.37666158,1.5559238219999998,1.7400568180000002,376.09545099999997,847.0,99.0,4.0,6.0,956.0,7/19/2019,3.06,acre feet,Indoor and Outdoor,,,,10042019,Duchesne City Water Service District,1004,2019,108541067,Sold to East Duchesne,Inactive,0.0,0.0,,Transfer Out,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,394.0,2019-12-31,2019-01-01
Duchesne City Water Service District,1004,Public,Active,2019,4/1/2020,Duchesne,,,,,,,,,7001,1770.0,306.4228088,66.37666158,1.5559238219999998,1.7400568180000002,376.09545099999997,847.0,99.0,4.0,6.0,956.0,7/19/2019,3.06,acre feet,Indoor and Outdoor,,,,10042019,Duchesne City Water Service District,1004,2019,108544348,Sold to South Duchesne Culinary Water,Active,,,,Transfer Out,Water Supplier,acre feet,7.908788405,4.868200231,6.062824425,7.753502911,7.753502911,9.394219977999999,7.149485304,7.454348169,7.321864477999999,5.9215944160000005,5.327612058,1.160835788,78.07677908,78.07677908,Null Lat NAD83,395.0,2019-12-31,2019-01-01
Duchesne City Water Service District,1004,Public,Active,2019,4/1/2020,Duchesne,,,,,,,,,7001,1770.0,306.4228088,66.37666158,1.5559238219999998,1.7400568180000002,376.09545099999997,847.0,99.0,4.0,6.0,956.0,7/19/2019,3.06,acre feet,Indoor and Outdoor,,,,10042019,Duchesne City Water Service District,1004,2019,108544352,Sold to Duchesne County WCS,Active,,,,Transfer Out,Water Supplier,acre feet,168.7,130.2,180.2,133.2,142.3,153.5,175.4,171.5,156.4,204.2,152.4,122.0,1890.0,1890.0,Null Lat NAD83,396.0,2019-12-31,2019-01-01
South Davis Water District (Culinary),1005,Public,Active,1979,12/31/1979,Davis,,,,,,,,,6009,10000.0,0.0,0.0,0.0,,950.5973688999999,0.0,0.0,0.0,,1788.0,,,,,,,,10051979,South Davis Water District (Culinary),1005,1979,10050001,"Dago, Copper, Odell Spgs (Culinary)",Inactive,,,Spring,Withdrawal,Water Supplier,acre feet,19.2897,12.903889999999999,15.30129,16.00037,17.27822,17.25369,18.03527,17.75927,15.76116,14.54884,13.884529999999998,13.36656,191.38279,191.38279,Null Lat NAD83,397.0,1979-12-31,1979-01-01
South Davis Water District (Culinary),1005,Public,Active,1979,12/31/1979,Davis,,,,,,,,,6009,10000.0,0.0,0.0,0.0,,950.5973688999999,0.0,0.0,0.0,,1788.0,,,,,,,,10051979,South Davis Water District (Culinary),1005,1979,10050002,Enoch Spring (Culinary) (WS004),Active,,,Spring,Withdrawal,Water Supplier,acre feet,6.9082300000000005,6.52275,7.0491,7.27222,7.554889999999999,7.624860000000001,9.4077,8.4394,8.16717,6.20571,5.94944,6.27415,87.37562,87.37562,Null Lat NAD83,398.0,1979-12-31,1979-01-01
South Davis Water District (Culinary),1005,Public,Active,1979,12/31/1979,Davis,,,,,,,,,6009,10000.0,0.0,0.0,0.0,,950.5973688999999,0.0,0.0,0.0,,1788.0,,,,,,,,10051979,South Davis Water District (Culinary),1005,1979,10050021,Bought from Weber Basin WCD (Culinary),Active,,,,Transfer In,Water Supplier,acre feet,30.945090000000004,27.950540000000004,28.5426,29.77024,27.92878,25.16659,26.01059,27.92878,27.00943,24.73692,29.77024,28.5426,334.3024,334.3024,Null Lat NAD83,404.0,1979-12-31,1979-01-01
South Davis Water District (Culinary),1005,Public,Active,1980,1/21/1981,Davis,,,,,,,,,6009,10500.0,0.0,0.0,0.0,,987.6076025,1734.0,63.0,0.0,,1797.0,,,,,,,,10051980,South Davis Water District (Culinary),1005,1980,10050001,"Dago, Copper, Odell Spgs (Culinary)",Inactive,,,Spring,Withdrawal,Water Supplier,acre feet,12.39915,11.529639999999999,16.42685,19.3215,21.90018,22.373839999999998,22.37921,22.33931,19.15908,18.88127,17.12228,16.15109,219.9834,219.9834,Null Lat NAD83,405.0,1980-12-31,1980-01-01
South Davis Water District (Culinary),1005,Public,Active,1980,1/21/1981,Davis,,,,,,,,,6009,10500.0,0.0,0.0,0.0,,987.6076025,1734.0,63.0,0.0,,1797.0,,,,,,,,10051980,South Davis Water District (Culinary),1005,1980,10050002,Enoch Spring (Culinary) (WS004),Active,,,Spring,Withdrawal,Water Supplier,acre feet,6.796939999999999,7.20839,7.29236,6.826280000000001,6.786910000000001,6.828130000000001,7.2477,7.58312,6.644839999999999,7.58582,6.948010000000001,7.0757699999999994,84.82427,84.82427,Null Lat NAD83,406.0,1980-12-31,1980-01-01
South Davis Water District (Culinary),1005,Public,Active,1980,1/21/1981,Davis,,,,,,,,,6009,10500.0,0.0,0.0,0.0,,987.6076025,1734.0,63.0,0.0,,1797.0,,,,,,,,10051980,South Davis Water District (Culinary),1005,1980,10050021,Bought from Weber Basin WCD (Culinary),Active,,,,Transfer In,Water Supplier,acre feet,28.5426,22.4044,24.24586,25.96177,26.830040000000004,25.964560000000002,24.261210000000002,24.39932,19.33531,33.41019,39.775490000000005,35.16448,330.29523,330.29523,Null Lat NAD83,412.0,1980-12-31,1980-01-01
South Davis Water District (Culinary),1005,Public,Active,1981,2/4/1982,Davis,,,,,,,,,6009,10300.0,0.0,0.0,0.0,,969.3955844000001,1759.0,47.0,0.0,,1806.0,,,,,,,,10051981,South Davis Water District (Culinary),1005,1981,10050001,"Dago, Copper, Odell Spgs (Culinary)",Inactive,,,Spring,Withdrawal,Water Supplier,acre feet,14.813020000000002,12.54699,13.13849,12.0877,15.08888,17.64826,20.31223,20.59797,18.57411,18.25744,15.85769,14.691460000000001,193.61424,193.61424,Null Lat NAD83,413.0,1981-12-31,1981-01-01
South Davis Water District (Culinary),1005,Public,Active,1981,2/4/1982,Davis,,,,,,,,,6009,10300.0,0.0,0.0,0.0,,969.3955844000001,1759.0,47.0,0.0,,1806.0,,,,,,,,10051981,South Davis Water District (Culinary),1005,1981,10050002,Enoch Spring (Culinary) (WS004),Active,,,Spring,Withdrawal,Water Supplier,acre feet,7.281739999999999,6.96255,10.83023,10.91555,7.29432,5.98382,6.44879,6.655639999999999,6.426069999999999,6.95856,6.6940100000000005,6.3119,88.76318,88.76318,Null Lat NAD83,414.0,1981-12-31,1981-01-01
