MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart,CommunityWaterSupplySyste
NVDWR_Water Use,NVDWR,NVag_RU111,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU112,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU113,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU114,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU115,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU116,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU117,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU118,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU119,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU120,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU121,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU122,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU123,NVDWR_Withdrawal,NVag_WS1,,0.14,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU124,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU125,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU126,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU127,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU128,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU129,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU130,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU131,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU132,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU133,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU134,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU135,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU136,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU137,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU138,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU139,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU140,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU141,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU142,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU143,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU144,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU145,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU146,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU147,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU148,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU149,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU150,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU151,NVDWR_Withdrawal,NVag_WS1,,2.28708041,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU152,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU153,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU154,NVDWR_Withdrawal,NVag_WS1,,6.44,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU155,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU156,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU157,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU158,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU159,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU160,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU161,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU162,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU163,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU164,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU165,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU166,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU167,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU168,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU169,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU170,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU171,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU172,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU173,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU174,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU175,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU176,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU177,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU178,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU179,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU180,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU181,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU182,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU183,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU184,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU185,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU186,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU187,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU188,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU189,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU190,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU191,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU192,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU193,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU194,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU195,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU196,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU197,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU198,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU199,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU200,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU201,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU202,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU203,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU204,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU205,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU206,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU207,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU208,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU209,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU210,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU211,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU212,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU213,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU214,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU215,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU216,NVDWR_Withdrawal,NVag_WS1,,32.26,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU217,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU218,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU219,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU220,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU221,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU222,NVDWR_Withdrawal,NVag_WS1,,0.83,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU223,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU224,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU225,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU226,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU227,NVDWR_Withdrawal,NVag_WS1,,1.39,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU228,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU229,NVDWR_Withdrawal,NVag_WS1,,3891.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU230,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU231,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU232,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU233,NVDWR_Withdrawal,NVag_WS1,,9.3,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU234,NVDWR_Withdrawal,NVag_WS1,,556.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU235,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU236,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU237,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU238,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU239,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU240,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU241,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU242,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU243,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU244,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU245,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU246,NVDWR_Withdrawal,NVag_WS1,,2697.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU247,NVDWR_Withdrawal,NVag_WS1,,0.0,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU248,NVDWR_Withdrawal,NVag_WS1,,21.58041559,Environmental,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
