ORGANIZATION_ID,REPORT_ID,REPORTING_UNIT_ID,BENEFICIAL_USE_ID,SUMMARY_SEQ,IRRIGATION_SEQ,IRRIGATION_METHOD,ACRES_IRRIGATED,CROP_TYPE
TWDB,2004,48501,1,1,1,,,
TWDB,2004,48505,1,1,1,,,
TWDB,2004,48509,1,1,1,,,
TWDB,2004,48513,1,1,1,,,
TWDB,2004,48517,1,1,1,,,
TWDB,2004,48521,1,1,1,,,
TWDB,2004,48525,1,1,1,,,
TWDB,2004,48529,1,1,1,,,
TWDB,2004,48533,1,1,1,,,
TWDB,2004,48537,1,1,1,,,
TWDB,2004,48541,1,1,1,,,
TWDB,2004,48545,1,1,1,,,
TWDB,2004,48549,1,1,1,,,
TWDB,2004,48565,1,1,1,,,
TWDB,2004,48553,1,1,1,,,
TWDB,2004,48557,1,1,1,,,
TWDB,2004,48561,1,1,1,,,
TWDB,2004,48569,1,1,1,,,
TWDB,2004,48573,1,1,1,,,
TWDB,2004,48577,1,1,1,,,
TWDB,2004,48581,1,1,1,,,
TWDB,2004,48585,1,1,1,,,
TWDB,2004,48589,1,1,1,,,
TWDB,2004,48593,1,1,1,,,
TWDB,2004,48597,1,1,1,,,
TWDB,2004,48601,1,1,1,,,
TWDB,2004,48605,1,1,1,,,
TWDB,2004,48609,1,1,1,,,
TWDB,2004,48625,1,1,1,,,
TWDB,2004,48629,1,1,1,,,
TWDB,2004,48633,1,1,1,,,
TWDB,2004,48637,1,1,1,,,
TWDB,2004,48641,1,1,1,,,
TWDB,2004,48645,1,1,1,,,
TWDB,2004,48613,1,1,1,,,
TWDB,2004,48617,1,1,1,,,
TWDB,2004,48621,1,1,1,,,
TWDB,2004,48649,1,1,1,,,
TWDB,2004,48653,1,1,1,,,
TWDB,2004,48657,1,1,1,,,
TWDB,2004,48661,1,1,1,,,
TWDB,2004,48665,1,1,1,,,
TWDB,2004,48669,1,1,1,,,
TWDB,2004,48673,1,1,1,,,
TWDB,2004,48677,1,1,1,,,
TWDB,2004,48681,1,1,1,,,
TWDB,2004,48685,1,1,1,,,
TWDB,2004,48689,1,1,1,,,
TWDB,2004,48693,1,1,1,,,
TWDB,2004,48697,1,1,1,,,
TWDB,2004,48701,1,1,1,,,
TWDB,2004,48705,1,1,1,,,
TWDB,2004,48709,1,1,1,,,
TWDB,2004,48713,1,1,1,,,
TWDB,2004,48717,1,1,1,,,
TWDB,2004,48721,1,1,1,,,
TWDB,2004,48725,1,1,1,,,
TWDB,2004,48729,1,1,1,,,
TWDB,2004,48733,1,1,1,,,
TWDB,2004,48737,1,1,1,,,
TWDB,2004,48741,1,1,1,,,
TWDB,2004,48745,1,1,1,,,
TWDB,2004,48749,1,1,1,,,
TWDB,2004,48753,1,1,1,,,
TWDB,2004,48757,1,1,1,,,
TWDB,2004,48761,1,1,1,,,
TWDB,2004,48765,1,1,1,,,
TWDB,2004,48769,1,1,1,,,
TWDB,2004,48773,1,1,1,,,
TWDB,2004,48777,1,1,1,,,
TWDB,2004,48781,1,1,1,,,
TWDB,2004,48785,1,1,1,,,
TWDB,2004,48789,1,1,1,,,
TWDB,2004,48793,1,1,1,,,
TWDB,2004,48797,1,1,1,,,
TWDB,2004,48801,1,1,1,,,
TWDB,2004,48805,1,1,1,,,
TWDB,2004,48809,1,1,1,,,
TWDB,2004,48813,1,1,1,,,
TWDB,2004,48817,1,1,1,,,
TWDB,2004,48821,1,1,1,,,
TWDB,2004,48825,1,1,1,,,
TWDB,2004,48829,1,1,1,,,
TWDB,2004,48833,1,1,1,,,
TWDB,2004,48837,1,1,1,,,
TWDB,2004,48841,1,1,1,,,
TWDB,2004,48845,1,1,1,,,
TWDB,2004,48849,1,1,1,,,
TWDB,2004,48853,1,1,1,,,
TWDB,2004,48857,1,1,1,,,
TWDB,2004,48861,1,1,1,,,
TWDB,2004,48865,1,1,1,,,
TWDB,2004,48869,1,1,1,,,
TWDB,2004,48873,1,1,1,,,
TWDB,2004,48877,1,1,1,,,
TWDB,2004,48881,1,1,1,,,
TWDB,2004,48885,1,1,1,,,
TWDB,2004,48889,1,1,1,,,
TWDB,2004,48893,1,1,1,,,
TWDB,2004,48897,1,1,1,,,
TWDB,2004,48901,1,1,1,,,
TWDB,2004,48905,1,1,1,,,
TWDB,2004,48909,1,1,1,,,
TWDB,2004,48913,1,1,1,,,
TWDB,2004,48917,1,1,1,,,
TWDB,2004,48921,1,1,1,,,
TWDB,2004,48925,1,1,1,,,
TWDB,2004,48929,1,1,1,,,
TWDB,2004,48933,1,1,1,,,
TWDB,2004,48937,1,1,1,,,
TWDB,2004,48941,1,1,1,,,
TWDB,2004,48945,1,1,1,,,
TWDB,2004,48949,1,1,1,,,
TWDB,2004,48953,1,1,1,,,
TWDB,2004,48957,1,1,1,,,
TWDB,2004,48961,1,1,1,,,
TWDB,2004,48965,1,1,1,,,
TWDB,2004,48969,1,1,1,,,
TWDB,2004,48973,1,1,1,,,
TWDB,2004,48977,1,1,1,,,
TWDB,2004,48981,1,1,1,,,
TWDB,2004,48985,1,1,1,,,
TWDB,2004,48989,1,1,1,,,
TWDB,2004,48993,1,1,1,,,
TWDB,2004,48997,1,1,1,,,
TWDB,2004,49001,1,1,1,,,
TWDB,2004,49005,1,1,1,,,
TWDB,2004,49009,1,1,1,,,
TWDB,2004,49013,1,1,1,,,
TWDB,2004,48001,2,1,1,,,
TWDB,2004,48005,2,1,1,,,
TWDB,2004,48009,2,1,1,,,
TWDB,2004,48013,2,1,1,,,
TWDB,2004,48017,2,1,1,,,
TWDB,2004,48021,2,1,1,,,
TWDB,2004,48025,2,1,1,,,
TWDB,2004,48029,2,1,1,,,
TWDB,2004,48033,2,1,1,,,
TWDB,2004,48037,2,1,1,,,
TWDB,2004,48041,2,1,1,,,
TWDB,2004,48045,2,1,1,,,
TWDB,2004,48049,2,1,1,,,
TWDB,2004,48053,2,1,1,,,
TWDB,2004,48057,2,1,1,,,
TWDB,2004,48061,2,1,1,,,
TWDB,2004,48065,2,1,1,,,
TWDB,2004,48069,2,1,1,,,
TWDB,2004,48073,2,1,1,,,
TWDB,2004,48077,2,1,1,,,
TWDB,2004,48081,2,1,1,,,
TWDB,2004,48085,2,1,1,,,
TWDB,2004,48089,2,1,1,,,
TWDB,2004,48093,2,1,1,,,
TWDB,2004,48097,2,1,1,,,
TWDB,2004,48101,2,1,1,,,
TWDB,2004,48105,2,1,1,,,
TWDB,2004,48109,2,1,1,,,
TWDB,2004,48113,2,1,1,,,
TWDB,2004,48117,2,1,1,,,
TWDB,2004,48121,2,1,1,,,
TWDB,2004,48125,2,1,1,,,
TWDB,2004,48129,2,1,1,,,
TWDB,2004,48133,2,1,1,,,
TWDB,2004,48137,2,1,1,,,
TWDB,2004,48141,2,1,1,,,
TWDB,2004,48145,2,1,1,,,
TWDB,2004,48149,2,1,1,,,
TWDB,2004,48153,2,1,1,,,
TWDB,2004,48157,2,1,1,,,
TWDB,2004,48161,2,1,1,,,
TWDB,2004,48165,2,1,1,,,
TWDB,2004,48169,2,1,1,,,
TWDB,2004,48173,2,1,1,,,
TWDB,2004,48177,2,1,1,,,
TWDB,2004,48181,2,1,1,,,
TWDB,2004,48185,2,1,1,,,
TWDB,2004,48189,2,1,1,,,
TWDB,2004,48193,2,1,1,,,
TWDB,2004,48197,2,1,1,,,
TWDB,2004,48201,2,1,1,,,
TWDB,2004,48205,2,1,1,,,
TWDB,2004,48209,2,1,1,,,
TWDB,2004,48213,2,1,1,,,
TWDB,2004,48217,2,1,1,,,
TWDB,2004,48221,2,1,1,,,
TWDB,2004,48225,2,1,1,,,
TWDB,2004,48229,2,1,1,,,
TWDB,2004,48233,2,1,1,,,
TWDB,2004,48237,2,1,1,,,
TWDB,2004,48241,2,1,1,,,
TWDB,2004,48245,2,1,1,,,
TWDB,2004,48249,2,1,1,,,
TWDB,2004,48253,2,1,1,,,
TWDB,2004,48257,2,1,1,,,
TWDB,2004,48261,2,1,1,,,
TWDB,2004,48265,2,1,1,,,
TWDB,2004,48269,2,1,1,,,
TWDB,2004,48273,2,1,1,,,
TWDB,2004,48281,2,1,1,,,
TWDB,2004,48277,2,1,1,,,
TWDB,2004,48285,2,1,1,,,
TWDB,2004,48289,2,1,1,,,
TWDB,2004,48293,2,1,1,,,
TWDB,2004,48297,2,1,1,,,
TWDB,2004,48301,2,1,1,,,
TWDB,2004,48305,2,1,1,,,
TWDB,2004,48309,2,1,1,,,
TWDB,2004,48313,2,1,1,,,
TWDB,2004,48317,2,1,1,,,
TWDB,2004,48321,2,1,1,,,
TWDB,2004,48325,2,1,1,,,
TWDB,2004,48329,2,1,1,,,
TWDB,2004,48333,2,1,1,,,
TWDB,2004,48337,2,1,1,,,
TWDB,2004,48341,2,1,1,,,
TWDB,2004,48345,2,1,1,,,
TWDB,2004,48349,2,1,1,,,
TWDB,2004,48353,2,1,1,,,
TWDB,2004,48357,2,1,1,,,
TWDB,2004,48361,2,1,1,,,
TWDB,2004,48365,2,1,1,,,
TWDB,2004,48369,2,1,1,,,
TWDB,2004,48373,2,1,1,,,
TWDB,2004,48377,2,1,1,,,
TWDB,2004,48381,2,1,1,,,
TWDB,2004,48385,2,1,1,,,
TWDB,2004,48389,2,1,1,,,
TWDB,2004,48393,2,1,1,,,
TWDB,2004,48397,2,1,1,,,
TWDB,2004,48401,2,1,1,,,
TWDB,2004,48405,2,1,1,,,
TWDB,2004,48409,2,1,1,,,
TWDB,2004,48413,2,1,1,,,
TWDB,2004,48417,2,1,1,,,
TWDB,2004,48421,2,1,1,,,
TWDB,2004,48425,2,1,1,,,
TWDB,2004,48429,2,1,1,,,
TWDB,2004,48433,2,1,1,,,
TWDB,2004,48437,2,1,1,,,
TWDB,2004,48441,2,1,1,,,
TWDB,2004,48445,2,1,1,,,
TWDB,2004,48449,2,1,1,,,
TWDB,2004,48453,2,1,1,,,
TWDB,2004,48457,2,1,1,,,
TWDB,2004,48461,2,1,1,,,
TWDB,2004,48465,2,1,1,,,
TWDB,2004,48469,2,1,1,,,
TWDB,2004,48473,2,1,1,,,
TWDB,2004,48477,2,1,1,,,
TWDB,2004,48481,2,1,1,,,
TWDB,2004,48485,2,1,1,,,
TWDB,2004,48489,2,1,1,,,
TWDB,2004,48493,2,1,1,,,
TWDB,2004,48497,2,1,1,,,
TWDB,2004,48501,2,1,1,,,
TWDB,2004,48505,2,1,1,,,
TWDB,2004,48509,2,1,1,,,
TWDB,2004,48513,2,1,1,,,
TWDB,2004,48517,2,1,1,,,
TWDB,2004,48521,2,1,1,,,
TWDB,2004,48525,2,1,1,,,
TWDB,2004,48529,2,1,1,,,
TWDB,2004,48533,2,1,1,,,
TWDB,2004,48537,2,1,1,,,
TWDB,2004,48541,2,1,1,,,
TWDB,2004,48545,2,1,1,,,
TWDB,2004,48549,2,1,1,,,
TWDB,2004,48565,2,1,1,,,
TWDB,2004,48553,2,1,1,,,
TWDB,2004,48557,2,1,1,,,
TWDB,2004,48561,2,1,1,,,
TWDB,2004,48569,2,1,1,,,
TWDB,2004,48573,2,1,1,,,
TWDB,2004,48577,2,1,1,,,
TWDB,2004,48581,2,1,1,,,
TWDB,2004,48585,2,1,1,,,
TWDB,2004,48589,2,1,1,,,
TWDB,2004,48593,2,1,1,,,
TWDB,2004,48597,2,1,1,,,
TWDB,2004,48601,2,1,1,,,
TWDB,2004,48605,2,1,1,,,
TWDB,2004,48609,2,1,1,,,
TWDB,2004,48625,2,1,1,,,
TWDB,2004,48629,2,1,1,,,
TWDB,2004,48633,2,1,1,,,
TWDB,2004,48637,2,1,1,,,
TWDB,2004,48641,2,1,1,,,
TWDB,2004,48645,2,1,1,,,
TWDB,2004,48613,2,1,1,,,
TWDB,2004,48617,2,1,1,,,
TWDB,2004,48621,2,1,1,,,
TWDB,2004,48649,2,1,1,,,
TWDB,2004,48653,2,1,1,,,
TWDB,2004,48657,2,1,1,,,
TWDB,2004,48661,2,1,1,,,
TWDB,2004,48665,2,1,1,,,
TWDB,2004,48669,2,1,1,,,
TWDB,2004,48673,2,1,1,,,
TWDB,2004,48677,2,1,1,,,
TWDB,2004,48681,2,1,1,,,
TWDB,2004,48685,2,1,1,,,
TWDB,2004,48689,2,1,1,,,
TWDB,2004,48693,2,1,1,,,
TWDB,2004,48697,2,1,1,,,
TWDB,2004,48701,2,1,1,,,
TWDB,2004,48705,2,1,1,,,
TWDB,2004,48709,2,1,1,,,
TWDB,2004,48713,2,1,1,,,
TWDB,2004,48717,2,1,1,,,
TWDB,2004,48721,2,1,1,,,
TWDB,2004,48725,2,1,1,,,
TWDB,2004,48729,2,1,1,,,
TWDB,2004,48733,2,1,1,,,
TWDB,2004,48737,2,1,1,,,
TWDB,2004,48741,2,1,1,,,
TWDB,2004,48745,2,1,1,,,
TWDB,2004,48749,2,1,1,,,
TWDB,2004,48753,2,1,1,,,
TWDB,2004,48757,2,1,1,,,
TWDB,2004,48761,2,1,1,,,
TWDB,2004,48765,2,1,1,,,
TWDB,2004,48769,2,1,1,,,
TWDB,2004,48773,2,1,1,,,
TWDB,2004,48777,2,1,1,,,
TWDB,2004,48781,2,1,1,,,
TWDB,2004,48785,2,1,1,,,
TWDB,2004,48789,2,1,1,,,
TWDB,2004,48793,2,1,1,,,
TWDB,2004,48797,2,1,1,,,
TWDB,2004,48801,2,1,1,,,
TWDB,2004,48805,2,1,1,,,
TWDB,2004,48809,2,1,1,,,
TWDB,2004,48813,2,1,1,,,
TWDB,2004,48817,2,1,1,,,
TWDB,2004,48821,2,1,1,,,
TWDB,2004,48825,2,1,1,,,
TWDB,2004,48829,2,1,1,,,
TWDB,2004,48833,2,1,1,,,
TWDB,2004,48837,2,1,1,,,
TWDB,2004,48841,2,1,1,,,
TWDB,2004,48845,2,1,1,,,
TWDB,2004,48849,2,1,1,,,
TWDB,2004,48853,2,1,1,,,
TWDB,2004,48857,2,1,1,,,
TWDB,2004,48861,2,1,1,,,
TWDB,2004,48865,2,1,1,,,
TWDB,2004,48869,2,1,1,,,
TWDB,2004,48873,2,1,1,,,
TWDB,2004,48877,2,1,1,,,
TWDB,2004,48881,2,1,1,,,
TWDB,2004,48885,2,1,1,,,
TWDB,2004,48889,2,1,1,,,
TWDB,2004,48893,2,1,1,,,
TWDB,2004,48897,2,1,1,,,
TWDB,2004,48901,2,1,1,,,
TWDB,2004,48905,2,1,1,,,
TWDB,2004,48909,2,1,1,,,
TWDB,2004,48913,2,1,1,,,
TWDB,2004,48917,2,1,1,,,
TWDB,2004,48921,2,1,1,,,
TWDB,2004,48925,2,1,1,,,
TWDB,2004,48929,2,1,1,,,
TWDB,2004,48933,2,1,1,,,
TWDB,2004,48937,2,1,1,,,
TWDB,2004,48941,2,1,1,,,
TWDB,2004,48945,2,1,1,,,
TWDB,2004,48949,2,1,1,,,
TWDB,2004,48953,2,1,1,,,
TWDB,2004,48957,2,1,1,,,
TWDB,2004,48961,2,1,1,,,
TWDB,2004,48965,2,1,1,,,
TWDB,2004,48969,2,1,1,,,
TWDB,2004,48973,2,1,1,,,
TWDB,2004,48977,2,1,1,,,
TWDB,2004,48981,2,1,1,,,
TWDB,2004,48985,2,1,1,,,
TWDB,2004,48989,2,1,1,,,
TWDB,2004,48993,2,1,1,,,
TWDB,2004,48997,2,1,1,,,
TWDB,2004,49001,2,1,1,,,
TWDB,2004,49005,2,1,1,,,
TWDB,2004,49009,2,1,1,,,
TWDB,2004,49013,2,1,1,,,
TWDB,2005,12,1,1,1,,,
TWDB,2005,13,1,1,1,,,
TWDB,2005,1,1,1,1,,,
TWDB,2005,14,1,1,1,,,
TWDB,2005,15,1,1,1,,,
TWDB,2005,4,1,1,1,,,
TWDB,2005,18,1,1,1,,,
TWDB,2005,16,1,1,1,,,
TWDB,2005,17,1,1,1,,,
TWDB,2005,6,1,1,1,,,
TWDB,2005,7,1,1,1,,,
TWDB,2005,21,1,1,1,,,
TWDB,2005,22,1,1,1,,,
TWDB,2005,2,1,1,1,,,
TWDB,2005,23,1,1,1,,,
TWDB,2005,5,1,1,1,,,
TWDB,2005,19,1,1,1,,,
TWDB,2005,20,1,1,1,,,
TWDB,2005,10,1,1,1,,,
TWDB,2005,11,1,1,1,,,
TWDB,2005,3,1,1,1,,,
TWDB,2005,8,1,1,1,,,
TWDB,2005,9,1,1,1,,,
TWDB,2005,12,2,1,1,,,
TWDB,2005,13,2,1,1,,,
TWDB,2005,1,2,1,1,,,
TWDB,2005,14,2,1,1,,,
TWDB,2005,15,2,1,1,,,
TWDB,2005,4,2,1,1,,,
TWDB,2005,18,2,1,1,,,
TWDB,2005,16,2,1,1,,,
TWDB,2005,17,2,1,1,,,
TWDB,2005,6,2,1,1,,,
TWDB,2005,7,2,1,1,,,
TWDB,2005,21,2,1,1,,,
TWDB,2005,22,2,1,1,,,
TWDB,2005,2,2,1,1,,,
TWDB,2005,23,2,1,1,,,
TWDB,2005,5,2,1,1,,,
TWDB,2005,19,2,1,1,,,
TWDB,2005,20,2,1,1,,,
TWDB,2005,10,2,1,1,,,
TWDB,2005,11,2,1,1,,,
TWDB,2005,3,2,1,1,,,
TWDB,2005,8,2,1,1,,,
TWDB,2005,9,2,1,1,,,
TWDB,2005,48001,1,1,1,,,
TWDB,2005,48005,1,1,1,,,
TWDB,2005,48009,1,1,1,,,
TWDB,2005,48013,1,1,1,,,
TWDB,2005,48017,1,1,1,,,
TWDB,2005,48021,1,1,1,,,
TWDB,2005,48025,1,1,1,,,
TWDB,2005,48029,1,1,1,,,
TWDB,2005,48033,1,1,1,,,
TWDB,2005,48037,1,1,1,,,
TWDB,2005,48041,1,1,1,,,
TWDB,2005,48045,1,1,1,,,
TWDB,2005,48049,1,1,1,,,
TWDB,2005,48053,1,1,1,,,
TWDB,2005,48057,1,1,1,,,
TWDB,2005,48061,1,1,1,,,
TWDB,2005,48065,1,1,1,,,
TWDB,2005,48069,1,1,1,,,
TWDB,2005,48073,1,1,1,,,
TWDB,2005,48077,1,1,1,,,
TWDB,2005,48081,1,1,1,,,
TWDB,2005,48085,1,1,1,,,
TWDB,2005,48089,1,1,1,,,
TWDB,2005,48093,1,1,1,,,
TWDB,2005,48097,1,1,1,,,
TWDB,2005,48101,1,1,1,,,
TWDB,2005,48105,1,1,1,,,
TWDB,2005,48109,1,1,1,,,
TWDB,2005,48113,1,1,1,,,
TWDB,2005,48117,1,1,1,,,
TWDB,2005,48121,1,1,1,,,
TWDB,2005,48125,1,1,1,,,
TWDB,2005,48129,1,1,1,,,
TWDB,2005,48133,1,1,1,,,
TWDB,2005,48137,1,1,1,,,
TWDB,2005,48141,1,1,1,,,
TWDB,2005,48145,1,1,1,,,
TWDB,2005,48149,1,1,1,,,
TWDB,2005,48153,1,1,1,,,
TWDB,2005,48157,1,1,1,,,
TWDB,2005,48161,1,1,1,,,
TWDB,2005,48165,1,1,1,,,
TWDB,2005,48169,1,1,1,,,
TWDB,2005,48173,1,1,1,,,
TWDB,2005,48177,1,1,1,,,
TWDB,2005,48181,1,1,1,,,
TWDB,2005,48185,1,1,1,,,
TWDB,2005,48189,1,1,1,,,
TWDB,2005,48193,1,1,1,,,
TWDB,2005,48197,1,1,1,,,
TWDB,2005,48201,1,1,1,,,
TWDB,2005,48205,1,1,1,,,
TWDB,2005,48209,1,1,1,,,
TWDB,2005,48213,1,1,1,,,
TWDB,2005,48217,1,1,1,,,
TWDB,2005,48221,1,1,1,,,
TWDB,2005,48225,1,1,1,,,
TWDB,2005,48229,1,1,1,,,
TWDB,2005,48233,1,1,1,,,
TWDB,2005,48237,1,1,1,,,
TWDB,2005,48241,1,1,1,,,
TWDB,2005,48245,1,1,1,,,
TWDB,2005,48249,1,1,1,,,
TWDB,2005,48253,1,1,1,,,
TWDB,2005,48257,1,1,1,,,
TWDB,2005,48261,1,1,1,,,
TWDB,2005,48265,1,1,1,,,
TWDB,2005,48269,1,1,1,,,
TWDB,2005,48273,1,1,1,,,
TWDB,2005,48281,1,1,1,,,
TWDB,2005,48277,1,1,1,,,
TWDB,2005,48285,1,1,1,,,
TWDB,2005,48289,1,1,1,,,
TWDB,2005,48293,1,1,1,,,
TWDB,2005,48297,1,1,1,,,
TWDB,2005,48301,1,1,1,,,
TWDB,2005,48305,1,1,1,,,
TWDB,2005,48309,1,1,1,,,
TWDB,2005,48313,1,1,1,,,
TWDB,2005,48317,1,1,1,,,
TWDB,2005,48321,1,1,1,,,
TWDB,2005,48325,1,1,1,,,
TWDB,2005,48329,1,1,1,,,
TWDB,2005,48333,1,1,1,,,
TWDB,2005,48337,1,1,1,,,
TWDB,2005,48341,1,1,1,,,
TWDB,2005,48345,1,1,1,,,
TWDB,2005,48349,1,1,1,,,
TWDB,2005,48353,1,1,1,,,
TWDB,2005,48357,1,1,1,,,
TWDB,2005,48361,1,1,1,,,
TWDB,2005,48365,1,1,1,,,
TWDB,2005,48369,1,1,1,,,
TWDB,2005,48373,1,1,1,,,
TWDB,2005,48377,1,1,1,,,
TWDB,2005,48381,1,1,1,,,
TWDB,2005,48385,1,1,1,,,
TWDB,2005,48389,1,1,1,,,
TWDB,2005,48393,1,1,1,,,
TWDB,2005,48397,1,1,1,,,
TWDB,2005,48401,1,1,1,,,
TWDB,2005,48405,1,1,1,,,
TWDB,2005,48409,1,1,1,,,
TWDB,2005,48413,1,1,1,,,
TWDB,2005,48417,1,1,1,,,
TWDB,2005,48421,1,1,1,,,
TWDB,2005,48425,1,1,1,,,
TWDB,2005,48429,1,1,1,,,
TWDB,2005,48433,1,1,1,,,
TWDB,2005,48437,1,1,1,,,
TWDB,2005,48441,1,1,1,,,
TWDB,2005,48445,1,1,1,,,
TWDB,2005,48449,1,1,1,,,
TWDB,2005,48453,1,1,1,,,
TWDB,2005,48457,1,1,1,,,
TWDB,2005,48461,1,1,1,,,
TWDB,2005,48465,1,1,1,,,
TWDB,2005,48469,1,1,1,,,
TWDB,2005,48473,1,1,1,,,
TWDB,2005,48477,1,1,1,,,
TWDB,2005,48481,1,1,1,,,
TWDB,2005,48485,1,1,1,,,
TWDB,2005,48489,1,1,1,,,
TWDB,2005,48493,1,1,1,,,
TWDB,2005,48497,1,1,1,,,
TWDB,2005,48501,1,1,1,,,
TWDB,2005,48505,1,1,1,,,
TWDB,2005,48509,1,1,1,,,
TWDB,2005,48513,1,1,1,,,
TWDB,2005,48517,1,1,1,,,
TWDB,2005,48521,1,1,1,,,
TWDB,2005,48525,1,1,1,,,
TWDB,2005,48529,1,1,1,,,
TWDB,2005,48533,1,1,1,,,
TWDB,2005,48537,1,1,1,,,
TWDB,2005,48541,1,1,1,,,
TWDB,2005,48545,1,1,1,,,
TWDB,2005,48549,1,1,1,,,
TWDB,2005,48565,1,1,1,,,
TWDB,2005,48553,1,1,1,,,
TWDB,2005,48557,1,1,1,,,
TWDB,2005,48561,1,1,1,,,
TWDB,2005,48569,1,1,1,,,
TWDB,2005,48573,1,1,1,,,
TWDB,2005,48577,1,1,1,,,
TWDB,2005,48581,1,1,1,,,
TWDB,2005,48585,1,1,1,,,
TWDB,2005,48589,1,1,1,,,
TWDB,2005,48593,1,1,1,,,
TWDB,2005,48597,1,1,1,,,
TWDB,2005,48601,1,1,1,,,
TWDB,2005,48605,1,1,1,,,
TWDB,2005,48609,1,1,1,,,
TWDB,2005,48625,1,1,1,,,
TWDB,2005,48629,1,1,1,,,
TWDB,2005,48633,1,1,1,,,
TWDB,2005,48637,1,1,1,,,
TWDB,2005,48641,1,1,1,,,
TWDB,2005,48645,1,1,1,,,
TWDB,2005,48613,1,1,1,,,
TWDB,2005,48617,1,1,1,,,
TWDB,2005,48621,1,1,1,,,
TWDB,2005,48649,1,1,1,,,
TWDB,2005,48653,1,1,1,,,
TWDB,2005,48657,1,1,1,,,
TWDB,2005,48661,1,1,1,,,
TWDB,2005,48665,1,1,1,,,
TWDB,2005,48669,1,1,1,,,
TWDB,2005,48673,1,1,1,,,
TWDB,2005,48677,1,1,1,,,
TWDB,2005,48681,1,1,1,,,
TWDB,2005,48685,1,1,1,,,
TWDB,2005,48689,1,1,1,,,
TWDB,2005,48693,1,1,1,,,
TWDB,2005,48697,1,1,1,,,
TWDB,2005,48701,1,1,1,,,
TWDB,2005,48705,1,1,1,,,
TWDB,2005,48709,1,1,1,,,
TWDB,2005,48713,1,1,1,,,
TWDB,2005,48717,1,1,1,,,
TWDB,2005,48721,1,1,1,,,
TWDB,2005,48725,1,1,1,,,
TWDB,2005,48729,1,1,1,,,
TWDB,2005,48733,1,1,1,,,
TWDB,2005,48737,1,1,1,,,
TWDB,2005,48741,1,1,1,,,
TWDB,2005,48745,1,1,1,,,
TWDB,2005,48749,1,1,1,,,
TWDB,2005,48753,1,1,1,,,
TWDB,2005,48757,1,1,1,,,
TWDB,2005,48761,1,1,1,,,
TWDB,2005,48765,1,1,1,,,
TWDB,2005,48769,1,1,1,,,
TWDB,2005,48773,1,1,1,,,
TWDB,2005,48777,1,1,1,,,
TWDB,2005,48781,1,1,1,,,
TWDB,2005,48785,1,1,1,,,
TWDB,2005,48789,1,1,1,,,
TWDB,2005,48793,1,1,1,,,
TWDB,2005,48797,1,1,1,,,
TWDB,2005,48801,1,1,1,,,
TWDB,2005,48805,1,1,1,,,
TWDB,2005,48809,1,1,1,,,
TWDB,2005,48813,1,1,1,,,
TWDB,2005,48817,1,1,1,,,
TWDB,2005,48821,1,1,1,,,
TWDB,2005,48825,1,1,1,,,
TWDB,2005,48829,1,1,1,,,
TWDB,2005,48833,1,1,1,,,
TWDB,2005,48837,1,1,1,,,
TWDB,2005,48841,1,1,1,,,
TWDB,2005,48845,1,1,1,,,
TWDB,2005,48849,1,1,1,,,
TWDB,2005,48853,1,1,1,,,
TWDB,2005,48857,1,1,1,,,
TWDB,2005,48861,1,1,1,,,
TWDB,2005,48865,1,1,1,,,
TWDB,2005,48869,1,1,1,,,
TWDB,2005,48873,1,1,1,,,
TWDB,2005,48877,1,1,1,,,
TWDB,2005,48881,1,1,1,,,
TWDB,2005,48885,1,1,1,,,
TWDB,2005,48889,1,1,1,,,
TWDB,2005,48893,1,1,1,,,
TWDB,2005,48897,1,1,1,,,
TWDB,2005,48901,1,1,1,,,
TWDB,2005,48905,1,1,1,,,
TWDB,2005,48909,1,1,1,,,
TWDB,2005,48913,1,1,1,,,
TWDB,2005,48917,1,1,1,,,
TWDB,2005,48921,1,1,1,,,
TWDB,2005,48925,1,1,1,,,
TWDB,2005,48929,1,1,1,,,
TWDB,2005,48933,1,1,1,,,
TWDB,2005,48937,1,1,1,,,
TWDB,2005,48941,1,1,1,,,
TWDB,2005,48945,1,1,1,,,
TWDB,2005,48949,1,1,1,,,
TWDB,2005,48953,1,1,1,,,
TWDB,2005,48957,1,1,1,,,
TWDB,2005,48961,1,1,1,,,
TWDB,2005,48965,1,1,1,,,
TWDB,2005,48969,1,1,1,,,
TWDB,2005,48973,1,1,1,,,
TWDB,2005,48977,1,1,1,,,
TWDB,2005,48981,1,1,1,,,
TWDB,2005,48985,1,1,1,,,
TWDB,2005,48989,1,1,1,,,
TWDB,2005,48993,1,1,1,,,
TWDB,2005,48997,1,1,1,,,
TWDB,2005,49001,1,1,1,,,
TWDB,2005,49005,1,1,1,,,
TWDB,2005,49009,1,1,1,,,
TWDB,2005,49013,1,1,1,,,
TWDB,2005,48001,2,1,1,,,
TWDB,2005,48005,2,1,1,,,
TWDB,2005,48009,2,1,1,,,
TWDB,2005,48013,2,1,1,,,
TWDB,2005,48017,2,1,1,,,
TWDB,2005,48021,2,1,1,,,
TWDB,2005,48025,2,1,1,,,
TWDB,2005,48029,2,1,1,,,
TWDB,2005,48033,2,1,1,,,
TWDB,2005,48037,2,1,1,,,
TWDB,2005,48041,2,1,1,,,
TWDB,2005,48045,2,1,1,,,
TWDB,2005,48049,2,1,1,,,
