RightID,RightStatus,RightUse,ApplicationNumber,Location,PointOfDiversionID,PrimaryIndicator,PointofDiversionStatus,WaterDivision,FieldOffice,CarrierA,CarrierB,SourceName,ProGrant,Units,GPM,Rate,CurrentTotalAcres,CountyName,NRDName,HUC12,PriorityDate,BeneficialDate,ApprovalDate,IrrigationProject,Notice_Status,Notice_EffectiveDate,Notice_Type,Reason_AdminAction,HUC_12,Longitude,Latitude,BeneficialUseCategory,AllocationFlow_CFS,AllocationVolume_AF,in_WaterSourceName,in_WaterSourceNativeID
6408,Active    ,IR,A-17545,NWNW S14-T17-R4W,12210,7,1,2A,,Pump,,Beaver Creek,0.34,CFS,152,253,86.1,Nance,Lower Loup,102100090409,1996-11-04,1999-09-01T00:00:00,1997-07-01T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.75353128557286,41.447947149799525,Irrigation from Natural Stream,0.34,,Beaver Creek,WaDENE_WS149
6408,Active    ,IR,A-17545,SWNW S14-T17-R4W,12211,7,1,2A,,Pump,,Beaver Creek,0.34,CFS,152,253,86.1,Nance,Lower Loup,102100090409,1996-11-04,1999-09-01T00:00:00,1997-07-01T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.75353128557286,41.447947149799525,Irrigation from Natural Stream,0.34,,Beaver Creek,WaDENE_WS149
6412,Active    ,IR,A-17772, S7-T20-R6W,6267,7,1,2A,,Pump,,Beaver Creek,1.2,CFS,538,120,144.7,Boone,Lower Loup,102100090402,1999-06-15,2002-09-01T00:00:00,2000-02-10T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.052014828268,41.721118179968805,Irrigation from Natural Stream,1.2,,Beaver Creek,WaDENE_WS149
6412,Active    ,IR,A-17772, S7-T20-R6W,11466,1,1,2A,,Pump,,Beaver Creek,1.2,CFS,538,120,144.7,Boone,Lower Loup,102100090402,1999-06-15,2002-09-01T00:00:00,2000-02-10T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.052014828268,41.721118179968805,Irrigation from Natural Stream,1.2,,Beaver Creek,WaDENE_WS149
6426,Active    ,IR,A-17498,SENE S14-T17-R4W,5857,1,1,2A,,Pump,,Beaver Creek,0.2,CFS,89,83,17.5,Nance,Lower Loup,102100090409,1995-12-21,1999-09-01T00:00:00,1997-05-14T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.7422949659105,41.44274870918584,Irrigation from Natural Stream,0.2,,Beaver Creek,WaDENE_WS149
6427,Active    ,IR,A-17575A,SENW S10-T17-R4W,5892,1,1,2A,,Pump,,Beaver Creek,0.67,CFS,300,86,57.8,Nance,Lower Loup,102100090409,1997-04-17,1999-09-01T00:00:00,1997-05-14T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.76743223385773,41.46235047927826,Irrigation from Natural Stream,0.67,,Beaver Creek,WaDENE_WS149
6428,Active    ,IR,A-17872, S8-T17-R3W,12242,1,1,2A,,Pump,,Looking Glass Creek,0.25,CFS,112,140,35.9,Platte,Lower Loup,102100090602,2000-06-20,2003-09-01T00:00:00,2000-12-04T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090602.0,-97.68211307309583,41.45630963450397,Irrigation from Natural Stream,0.25,,Looking Glass Creek,WaDENE_WS294
6428,Active    ,IR,A-17872, S8-T17-R3W,12243,7,1,2A,,Pump,,Looking Glass Creek,0.25,CFS,112,140,35.9,Platte,Lower Loup,102100090602,2000-06-20,2003-09-01T00:00:00,2000-12-04T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090602.0,-97.68211307309583,41.45630963450397,Irrigation from Natural Stream,0.25,,Looking Glass Creek,WaDENE_WS294
6429,Active    ,IR,A-17914B, S10-T17-R4W,5900,1,1,2A,,Pump,,Beaver Creek,0.84,CFS,376,162,136.4,Nance,Lower Loup,102100090409,2000-09-26,2004-09-01T00:00:00,2001-07-24T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.76312657532232,41.46569183634418,Irrigation from Natural Stream,0.84,,Beaver Creek,WaDENE_WS149
6444,Active    ,IR,A-17443A, S15-T17-R4W,5866,7,1,2A,,Pump,,Beaver Creek,1.64,CFS,736,70,115.1,Nance,Lower Loup,102100090409,1995-04-06,1999-09-01T00:00:00,1997-03-28T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.75886457189367,41.449966657360925,Irrigation from Natural Stream,1.64,,Beaver Creek,WaDENE_WS149
6444,Active    ,IR,A-17443A, S15-T17-R4W,5871,7,1,2A,,Pump,,Beaver Creek,1.64,CFS,736,70,115.1,Nance,Lower Loup,102100090408,1995-04-06,1999-09-01T00:00:00,1997-03-28T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.75886457189367,41.449966657360925,Irrigation from Natural Stream,1.64,,Beaver Creek,WaDENE_WS149
6444,Active    ,IR,A-17443A, S15-T17-R4W,5872,1,1,2A,,Pump,,Beaver Creek,1.64,CFS,736,70,115.1,Nance,Lower Loup,102100090409,1995-04-06,1999-09-01T00:00:00,1997-03-28T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.75886457189367,41.449966657360925,Irrigation from Natural Stream,1.64,,Beaver Creek,WaDENE_WS149
6447,Active    ,IR,A-17866,SENW S7-T20-R6W,12238,7,1,2A,,Pump,,Beaver Creek,1.06,CFS,475,129,137.0,Boone,Lower Loup,102100090402,2000-06-09,2003-09-01T00:00:00,2000-08-24T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.05799617999587,41.72187117058027,Irrigation from Natural Stream,1.06,,Beaver Creek,WaDENE_WS149
6447,Active    ,IR,A-17866,SENW S7-T20-R6W,12239,7,1,2A,,Pump,,Beaver Creek,1.06,CFS,475,129,137.0,Boone,Lower Loup,102100090402,2000-06-09,2003-09-01T00:00:00,2000-08-24T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.05799617999587,41.72187117058027,Irrigation from Natural Stream,1.06,,Beaver Creek,WaDENE_WS149
6447,Active    ,IR,A-17866,SWNW S7-T20-R6W,12240,1,1,2A,,Pump,,Beaver Creek,1.06,CFS,475,129,137.0,Boone,Lower Loup,102100090402,2000-06-09,2003-09-01T00:00:00,2000-08-24T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.05799617999587,41.72187117058027,Irrigation from Natural Stream,1.06,,Beaver Creek,WaDENE_WS149
6448,Active    ,IR,A-17909,SENE S28-T19-R5W,6120,1,1,2A,,Pump,,"Beaver Creek, Trib. To",0.24,CFS,107,267,64.0,Boone,Lower Loup,102100090406,2000-08-24,2003-09-01T00:00:00,2000-12-04T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090406.0,-97.89583935042002,41.589205012585495,Irrigation from Natural Stream,0.24,,"Beaver Creek, Trib. To",WaDENE_WS166
6448,Active    ,IR,A-17909, S28-T19-R5W,12641,7,1,2A,,Pump,,"Beaver Creek, Trib. To",0.24,CFS,107,267,64.0,Boone,Lower Loup,102100090406,2000-08-24,2003-09-01T00:00:00,2000-12-04T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090406.0,-97.89583935042002,41.589205012585495,Irrigation from Natural Stream,0.24,,"Beaver Creek, Trib. To",WaDENE_WS166
6448,Active    ,IR,A-17909, S28-T19-R5W,12642,7,1,2A,,Pump,,"Beaver Creek, Trib. To",0.24,CFS,107,267,64.0,Boone,Lower Loup,102100090406,2000-08-24,2003-09-01T00:00:00,2000-12-04T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090406.0,-97.89583935042002,41.589205012585495,Irrigation from Natural Stream,0.24,,"Beaver Creek, Trib. To",WaDENE_WS166
6477,Active    ,IR,A-17887, S8-T17-R3W,12628,1,1,2A,,Pump,,Looking Glass Creek,0.47,CFS,210,140,66.0,Platte,Lower Loup,102100090602,2000-07-14,2003-09-01T00:00:00,2000-09-07T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090602.0,-97.68193235284676,41.467256524827846,Irrigation from Natural Stream,0.47,,Looking Glass Creek,WaDENE_WS294
6477,Active    ,IR,A-17887, S8-T17-R3W,12629,7,1,2A,,Pump,,Looking Glass Creek,0.47,CFS,210,140,66.0,Platte,Lower Loup,102100090602,2000-07-14,2003-09-01T00:00:00,2000-09-07T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090602.0,-97.68193235284676,41.467256524827846,Irrigation from Natural Stream,0.47,,Looking Glass Creek,WaDENE_WS294
6478,Active    ,IR,A-18040A, S17-T17-R3W,12257,1,1,2A,,Pump,,Looking Glass Creek,0.27,CFS,121,70,19.0,Platte,Lower Loup,102100090602,2002-02-11,2004-09-01T00:00:00,2002-06-17T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090602.0,-97.68180168571608,41.449209027143176,Irrigation from Natural Stream,0.27,,Looking Glass Creek,WaDENE_WS294
6479,Active    ,IR,A-17914A, S10-T17-R4W,5899,1,1,2A,,Pump,,Beaver Creek,0.13,CFS,58,70,9.0,Nance,Lower Loup,102100090409,2000-09-26,2004-09-01T00:00:00,2001-07-24T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090409.0,-97.76310527822234,41.46566887878439,Irrigation from Natural Stream,0.13,,Beaver Creek,WaDENE_WS149
6480,Active    ,IR,A-18040B, S17-T17-R3W,12258,1,1,2A,,Pump,,Looking Glass Creek,0.83,CFS,372,140,116.0,Platte,Lower Loup,102100090602,2002-02-11,2004-09-01T00:00:00,2002-06-17T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090602.0,-97.68180313447226,41.44924340431914,Irrigation from Natural Stream,0.83,,Looking Glass Creek,WaDENE_WS294
6493,Active    ,IR,A-17829A,NWNW S17-T20-R6W,12234,1,1,2A,,Pump,,Beaver Creek,0.55,CFS,246,140,76.66,Boone,Lower Loup,102100090402,2000-03-20,2002-09-01T00:00:00,2000-05-08T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.04212466202051,41.71129630942978,Irrigation from Natural Stream,0.55,,Beaver Creek,WaDENE_WS149
6493,Active    ,IR,A-17829A,SENW S17-T20-R6W,12235,7,1,2A,,Pump,,Beaver Creek,0.55,CFS,246,140,76.66,Boone,Lower Loup,102100090402,2000-03-20,2002-09-01T00:00:00,2000-05-08T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.04212466202051,41.71129630942978,Irrigation from Natural Stream,0.55,,Beaver Creek,WaDENE_WS149
6508,Active    ,IR,A-17829B,NWNW S17-T20-R6W,12236,1,1,2A,,Pump,,Beaver Creek,1.04,CFS,466,70,72.5,Boone,Lower Loup,102100090402,2000-03-20,2002-09-01T00:00:00,2000-05-08T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.04011703555695,41.71205462779536,Irrigation from Natural Stream,1.04,,Beaver Creek,WaDENE_WS149
6508,Active    ,IR,A-17829B,SENW S17-T20-R6W,12237,7,1,2A,,Pump,,Beaver Creek,1.04,CFS,466,70,72.5,Boone,Lower Loup,102100090402,2000-03-20,2002-09-01T00:00:00,2000-05-08T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090402.0,-98.04011703555695,41.71205462779536,Irrigation from Natural Stream,1.04,,Beaver Creek,WaDENE_WS149
6522,Active    ,ST,A-17449,SENW S14-T15-R3E,9560,1,1,2A,,Lake C W,,"Bone Creek, Trib. To",35.45,AF,0,,0.0,Butler,Lower Platte North,102002010304,1995-05-01,1997-10-01T00:00:00,1995-08-31T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102002010304.0,-97.05598770667649,41.274399936933904,Storage,,35.45,"Bone Creek, Trib. To",WaDENE_WS256
6538,Active    ,IR,A-17742, S1-T21-R5W,6365,1,1,2A,,Pump,,"North Branch, Shell Creek",0.67,CFS,300,70,47.0,Boone,Lower Platte North,102002010201,1999-03-03,2002-09-01T00:00:00,1999-12-22T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102002010201.0,-97.84066904443735,41.821997121518095,Irrigation from Natural Stream,0.67,,"North Branch, Shell Creek",WaDENE_WS474
6553,Active    ,IR,A-17727,NENW S6-T16-R4W,8244,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.33,CFS,148,312,103.0,Nance,Lower Loup,102100090503,1999-02-02,2000-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.33,,Loup River,WaDENE_WS58
6553,Active    ,IR,A-17727, S5-T17-R1E,12617,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.33,CFS,148,312,103.0,Platte,Lower Loup,102002010302,1999-02-02,2000-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.33,,Loup River,WaDENE_WS58
6553,Active    ,IR,A-17727, S5-T17-R1E,12618,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.33,CFS,148,312,103.0,Platte,Lower Loup,102002010302,1999-02-02,2000-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.33,,Loup River,WaDENE_WS58
6553,Active    ,IR,A-17727,NENE S4-T17-R1E,12619,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.33,CFS,148,312,103.0,Platte,Lower Loup,102002010302,1999-02-02,2000-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.33,,Loup River,WaDENE_WS58
6568,Active    ,IR,A-17748A,NENW S6-T16-R4W,8283,1,1,2A,,Columbus-Genoa Canal,,Loup River,1.58,CFS,709,143,226.0,Nance,Lower Loup,102100090503,1999-03-11,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286192048467,41.3928271151096,Irrigation from Natural Stream,1.58,,Loup River,WaDENE_WS58
6568,Active    ,IR,A-17748A,SWNE S7-T17-R3W,12620,2,1,2A,,Columbus-Genoa Canal,,Loup River,1.58,CFS,709,143,226.0,Nance,Lower Loup,102100090409,1999-03-11,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286192048467,41.3928271151096,Irrigation from Natural Stream,1.58,,Loup River,WaDENE_WS58
6569,Active    ,IR,A-17748B,NENW S6-T16-R4W,8275,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.09,CFS,40,70,5.95,Nance,Lower Loup,102100090503,1999-03-11,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.09,,Loup River,WaDENE_WS58
6569,Active    ,IR,A-17748B,SWNE S7-T17-R3W,12621,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.09,CFS,40,70,5.95,Nance,Lower Loup,102100090409,1999-03-11,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.09,,Loup River,WaDENE_WS58
6583,Active    ,IR,A-17750A,NENW S6-T16-R4W,8282,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.87,CFS,390,70,60.7,Nance,Lower Loup,102100090503,1999-03-15,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286165834152,41.392826796591855,Irrigation from Natural Stream,0.87,,Loup River,WaDENE_WS58
6583,Active    ,IR,A-17750A,NWNE S13-T17-R4W,8400,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.87,CFS,390,70,60.7,Nance,Lower Loup,102100090409,1999-03-15,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286165834152,41.392826796591855,Irrigation from Natural Stream,0.87,,Loup River,WaDENE_WS58
6584,Active    ,IR,A-17750B,NENW S6-T16-R4W,8266,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.08,CFS,35,500,40.0,Nance,Lower Loup,102100090503,1999-03-15,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.08,,Loup River,WaDENE_WS58
6584,Active    ,IR,A-17750B,NWNE S13-T17-R4W,8402,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.08,CFS,35,500,40.0,Nance,Lower Loup,102100090409,1999-03-15,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.08,,Loup River,WaDENE_WS58
6585,Active    ,IR,A-17870,NWNW S12-T17-R3E,12241,1,1,2A,,Pump,,Shell Creek,0.15,CFS,67,140,20.0,Colfax,Lower Platte North,102002010209,2000-06-14,2003-09-01T00:00:00,2000-12-04T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102002010209.0,-97.03664064134183,41.46538787344528,Irrigation from Natural Stream,0.15,,Shell Creek,WaDENE_WS49
6599,Active    ,IR,A-17540, S1-T15-R4E,12208,1,1,2A,,Pump,,Skull Creek,1.16,CFS,520,70,81.0,Butler,Lower Platte North,102002010308,1996-09-12,1999-09-01T00:00:00,1997-03-28T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102002010308.0,-96.91850075502344,41.29296137332393,Irrigation from Natural Stream,1.16,,Skull Creek,WaDENE_WS404
6600,Active    ,IR,A-17750C,NENW S6-T16-R4W,8289,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.16,CFS,71,433,69.3,Nance,Lower Loup,102100090503,1999-03-15,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286206001224,41.39282680691316,Irrigation from Natural Stream,0.16,,Loup River,WaDENE_WS58
6600,Active    ,IR,A-17750C,NWNE S13-T17-R4W,8401,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.16,CFS,71,433,69.3,Nance,Lower Loup,102100090409,1999-03-15,2002-09-01T00:00:00,1999-12-22T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286206001224,41.39282680691316,Irrigation from Natural Stream,0.16,,Loup River,WaDENE_WS58
6616,Active    ,IR,A-17778A, S13-T17-R4W,8195,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.84,CFS,376,89,74.9,Nance,Lower Loup,102100090409,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286206001224,41.39282680691316,Irrigation from Natural Stream,0.84,,Loup River,WaDENE_WS58
6616,Active    ,IR,A-17778A,NENW S6-T16-R4W,8281,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.84,CFS,376,89,74.9,Nance,Lower Loup,102100090503,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286206001224,41.39282680691316,Irrigation from Natural Stream,0.84,,Loup River,WaDENE_WS58
6617,Active    ,IR,A-17778B, S13-T17-R4W,8196,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.4,CFS,179,140,56.1,Nance,Lower Loup,102100090409,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.4,,Loup River,WaDENE_WS58
6617,Active    ,IR,A-17778B,NENW S6-T16-R4W,8268,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.4,CFS,179,140,56.1,Nance,Lower Loup,102100090503,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.4,,Loup River,WaDENE_WS58
6619,Active    ,SS,A-18134, S23-T16-R4E,5722,1,1,2A,,Pump,,Skull Creek,23.0,AF,0,,0.0,Butler,Lower Platte North,102002010308,2003-01-16,,2003-02-25T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102002010308.0,-96.93716246177735,41.33648953820976,Supplemental Storage,,23.0,Skull Creek,WaDENE_WS404
6667,Active    ,ST,A-17505, S26-T27-R10W,9635,1,1,2B,,Regan Reservoir,,"Elkhorn River, Trib. To",5.1,AF,0,,0.0,Holt,Upper Elkhorn,102200010706,1996-02-07,1997-10-01T00:00:00,1996-03-15T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102200010706.0,-98.44257006125538,42.291515987104795,Storage,,5.1,"Elkhorn River, Trib. To",WaDENE_WS40
6668,Active    ,IR,A-17605, S28-T26-R8W,15717,1,1,2B,,Pump,,"Elkhorn River, Trib. To",0.46,CFS,206,70,32.1,Antelope,Upper Elkhorn,102200011103,1997-07-29,2000-09-01T00:00:00,1998-01-22T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102200011103.0,-98.24973141829288,42.203961721381205,Irrigation from Natural Stream,0.46,,"Elkhorn River, Trib. To",WaDENE_WS40
6728,Active    ,IR,A-17778C, S13-T17-R4W,8197,2,1,2A,,Columbus-Genoa Canal,,Loup River,1.12,CFS,502,140,157.6,Nance,Lower Loup,102100090409,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286185919192,41.39282680130233,Irrigation from Natural Stream,1.12,,Loup River,WaDENE_WS58
6728,Active    ,IR,A-17778C,NENW S6-T16-R4W,8226,1,1,2A,,Columbus-Genoa Canal,,Loup River,1.12,CFS,502,140,157.6,Nance,Lower Loup,102100090503,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286185919192,41.39282680130233,Irrigation from Natural Stream,1.12,,Loup River,WaDENE_WS58
6729,Active    ,IR,A-17778D, S13-T17-R4W,8198,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.41,CFS,184,140,56.5,Nance,Lower Loup,102100090409,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286192048467,41.3928271151096,Irrigation from Natural Stream,0.41,,Loup River,WaDENE_WS58
6729,Active    ,IR,A-17778D,NENW S6-T16-R4W,8253,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.41,CFS,184,140,56.5,Nance,Lower Loup,102100090503,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286192048467,41.3928271151096,Irrigation from Natural Stream,0.41,,Loup River,WaDENE_WS58
6745,Active    ,IR,A-17770,SWNE S13-T24-R4W,15396,1,1,2B,,Pump,,Elkhorn River,0.39,CFS,175,140,55.0,Madison,Lower Elkhorn,102200011309,1999-06-02,2002-09-01T00:00:00,1999-11-22T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102200011309.0,-97.73204594824256,42.047171434072645,Irrigation from Natural Stream,0.39,,Elkhorn River,WaDENE_WS34
6761,Active    ,IR,A-17778E, S13-T17-R4W,8199,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.46,CFS,206,70,32.2,Nance,Lower Loup,102100090409,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.46,,Loup River,WaDENE_WS58
6761,Active    ,IR,A-17778E,NENW S6-T16-R4W,8270,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.46,CFS,206,70,32.2,Nance,Lower Loup,102100090503,1999-07-02,2002-09-01T00:00:00,2000-02-10T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286137973372,41.392826934565626,Irrigation from Natural Stream,0.46,,Loup River,WaDENE_WS58
6762,Active    ,IR,A-17719,NENW S6-T16-R4W,8286,1,1,2A,,Columbus-Genoa Canal,,Loup River,0.25,CFS,112,160,40.0,Nance,Lower Loup,102100090503,1998-12-16,2002-09-01T00:00:00,2000-04-24T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286185919192,41.39282680130233,Irrigation from Natural Stream,0.25,,Loup River,WaDENE_WS58
6762,Active    ,IR,A-17719,SENW S5-T17-R1E,8403,2,1,2A,,Columbus-Genoa Canal,,Loup River,0.25,CFS,112,160,40.0,Platte,Lower Loup,102002010302,1998-12-16,2002-09-01T00:00:00,2000-04-24T00:00:00,Columbus-Genoa Canal,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),102100090503.0,-97.82286185919192,41.39282680130233,Irrigation from Natural Stream,0.25,,Loup River,WaDENE_WS58
