"Year","CategoryC","CategoryD","HR","CategoryA","KAcreFt"
2004,"Deep Percolation of Groundwater Recharge","AG7","Sacramento River","Agriculture",0
2004,"Reuse of Return Flows within DAUCO","AG8","Sacramento River","Agriculture",746.5
2004,"Return Flow to Oregon","AG9A","Sacramento River","Agriculture",0
2004,"Return Flow to Nevada","AG9B","Sacramento River","Agriculture",0
2004,"Return Flow to Mexico","AG9C","Sacramento River","Agriculture",0
2004,"Deep Percolation to Oregon","AG9D","Sacramento River","Agriculture",0
2004,"Deep Percolation to Nevada","AG9E","Sacramento River","Agriculture",0
2004,"Deep Percolation to Mexico","AG9F","Sacramento River","Agriculture",0
2004,"Applied Water Use","AWUAG","Sacramento River","Agriculture",8503.1
2004,"Conveyance Applied Water Use","AWUAGC","Sacramento River","Agriculture",952.3
2004,"Depletion","DEPAG","Sacramento River","Agriculture",6143.5
2004,"Conveyance Depletion","DEPAGC","Sacramento River","Agriculture",93.7
2004,"Net Water Use (Applied Water - Reuse)","NW1AG","Sacramento River","Agriculture",6254.7
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1AGC","Sacramento River","Agriculture",93.7
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AG","Sacramento River","Agriculture",6254.6
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC","Sacramento River","Agriculture",93.7
2004,"Applied Water Use","AWUIFR","Sacramento River","Instream Flow Requirements",4515.8
2004,"Depletion","DEPIFR","Sacramento River","Instream Flow Requirements",725.2
2004,"Applied Water","IFR1","Sacramento River","Instream Flow Requirements",4515.8
2004,"Reuse of Return Flows within DAUCO","IFR2","Sacramento River","Instream Flow Requirements",0
2004,"Return Flow to Salt Sink","IFR3A","Sacramento River","Instream Flow Requirements",6.7
2004,"Return Flow to Oregon - Mexico - Nevada","IFR3B","Sacramento River","Instream Flow Requirements",0
2004,"Return Flow for Delta Outflow","IFR3C","Sacramento River","Instream Flow Requirements",718.5
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A","Sacramento River","Instream Flow Requirements",0
2004,"Return Flow to Developed Supply (Other PA)","IFR4B","Sacramento River","Instream Flow Requirements",3790.6
2004,"Return Flow to Developed Supply (Other Region)","IFR4C","Sacramento River","Instream Flow Requirements",0
2004,"Net Water Use (Applied Water - Reuse)","NW1IFR","Sacramento River","Instream Flow Requirements",725.2
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR","Sacramento River","Instream Flow Requirements",725.2
2004,"Applied Water Use","AWUMW","Sacramento River","Managed Wetlands",496.5
2004,"Conveyance Applied Water Use","AWUMWC","Sacramento River","Managed Wetlands",60.8
2004,"Depletion","DEPMW","Sacramento River","Managed Wetlands",238.1
2004,"Conveyance Depletion","DEPMWC","Sacramento River","Managed Wetlands",0.900000000000001
2004,"Applied Water","MW1","Sacramento River","Managed Wetlands",496.5
2004,"Return Flows Evaporation and Evapotranspiration","MW10","Sacramento River","Managed Wetlands",13.4
2004,"Conveyance Evaporation and ETAW","MW15","Sacramento River","Managed Wetlands",0.9
2004,"Conveyance Return Flow to Oregon","MW16A","Sacramento River","Managed Wetlands",0
2004,"Conveyance Return Flow to Nevada","MW16B","Sacramento River","Managed Wetlands",0
2004,"Conveyance Return Flow to Mexico","MW16C","Sacramento River","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Oregon","MW16D","Sacramento River","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Nevada","MW16E","Sacramento River","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Mexico","MW16F","Sacramento River","Managed Wetlands",0
2004,"Conveyance Return Flows to Salt Sink","MW17A","Sacramento River","Managed Wetlands",0
2004,"Conveyance Return Flow for Delta Outflow","MW17B","Sacramento River","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A","Sacramento River","Managed Wetlands",13.4
2004,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B","Sacramento River","Managed Wetlands",8.9
2004,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C","Sacramento River","Managed Wetlands",0
2004,"Conveyance Seepage","MW19","Sacramento River","Managed Wetlands",20.4
2004,"Evapotranspiration of Applied Water","MW2","Sacramento River","Managed Wetlands",198.3
2004,"Conveyance Deep Percolation","MW20","Sacramento River","Managed Wetlands",17.2
2004,"Conveyance Deep Percolation to Salt Sink","MW21","Sacramento River","Managed Wetlands",0
2004,"Deep Percolation of Applied Water","MW3","Sacramento River","Managed Wetlands",2.5
2004,"Deep Percolation of Applied Water to Salt Sink","MW4","Sacramento River","Managed Wetlands",0
2004,"Deep Percolation of Groundwater Recharge","MW5","Sacramento River","Managed Wetlands",0
2004,"Reuse of Return Flows within DAUCO","MW6","Sacramento River","Managed Wetlands",90.3
2004,"Return Flow to Oregon","MW7A","Sacramento River","Managed Wetlands",0
2004,"Return Flow to Nevada","MW7B","Sacramento River","Managed Wetlands",0
2004,"Return Flow to Mexico","MW7C","Sacramento River","Managed Wetlands",0
2004,"Deep Percolation to Oregon","MW7D","Sacramento River","Managed Wetlands",0
2004,"Deep Percolation to Nevada","MW7E","Sacramento River","Managed Wetlands",0
2004,"Deep Percolation to Mexico","MW7F","Sacramento River","Managed Wetlands",0
2004,"Return Flow to Salt Sink","MW8A","Sacramento River","Managed Wetlands",0
2004,"Return Flow for Delta Outflow","MW8B","Sacramento River","Managed Wetlands",26.4
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A","Sacramento River","Managed Wetlands",51.3
2004,"Return Flow to Developed Supply (Other PA)","MW9B","Sacramento River","Managed Wetlands",113.9
2004,"Return Flow to Developed Supply (Other Region)","MW9C","Sacramento River","Managed Wetlands",0.4
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D","Sacramento River","Managed Wetlands",0
2004,"Net Water Use (Applied Water - Reuse)","NW1MW","Sacramento River","Managed Wetlands",238.5
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC","Sacramento River","Managed Wetlands",0.899999999999999
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW","Sacramento River","Managed Wetlands",238.5
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC","Sacramento River","Managed Wetlands",0.899999999999999
2004,"Applied Water Use","AWURDO","Sacramento River","Required Delta Outflow",6532.2
2004,"Depletion","DEPRDO","Sacramento River","Required Delta Outflow",6532.2
2004,"Net Water Use (Applied Water - Reuse)","NW1RDO","Sacramento River","Required Delta Outflow",6532.2
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO","Sacramento River","Required Delta Outflow",6532.2
2004,"Applied Water","RDO1","Sacramento River","Required Delta Outflow",6532.2
2004,"Return Flow for Delta Outflow","RDO2","Sacramento River","Required Delta Outflow",6532.2
2004,"Applied Water Use","AWUURB","Sacramento River","Urban",915.1
2004,"Conveyance Applied Water Use","AWUURBC","Sacramento River","Urban",2.7
2004,"Depletion","DEPURB","Sacramento River","Urban",538.9
2004,"Conveyance Depletion","DEPURBC","Sacramento River","Urban",0.3
2004,"Net Water Use (Applied Water - Reuse)","NW1URB","Sacramento River","Urban",538.9
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC","Sacramento River","Urban",0.3
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB","Sacramento River","Urban",539
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC","Sacramento River","Urban",0.3
2004,"Applied Water - Residential - Single Family Interior","URB1","Sacramento River","Urban",158.5
2004,"Evapotranspiration of Applied Water","URB10","Sacramento River","Urban",391.9
2004,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11","Sacramento River","Urban",0
2004,"Deep Percolation of Applied Water","URB12","Sacramento River","Urban",161.4
2004,"Deep Percolation of Applied Water to Salt Sink","URB13","Sacramento River","Urban",0
2004,"Deep Percolation of Groundwater Recharge","URB14","Sacramento River","Urban",0
2004,"Reuse of Return Flows within DAUCO","URB15A","Sacramento River","Urban",4.9
2004,"Urban - Wastewater Recycling","URB15B","Sacramento River","Urban",0.2
2004,"Urban - Desalination","URB15C","Sacramento River","Urban",0
2004,"Evaporation and Evapotranspiration of Wastewater","URB16","Sacramento River","Urban",3.3
2004,"Return Flow to Oregon","URB17A","Sacramento River","Urban",0
2004,"Return Flow to Nevada","URB17B","Sacramento River","Urban",0
2004,"Return Flow to Mexico","URB17C","Sacramento River","Urban",0
2004,"Deep Percolation to Oregon","URB17D","Sacramento River","Urban",0
2004,"Deep Percolation to Nevada","URB17E","Sacramento River","Urban",0
2004,"Deep Percolation to Mexico","URB17F","Sacramento River","Urban",0
2004,"Return Flow to Salt Sink","URB18A","Sacramento River","Urban",0
2004,"Return Flow for Delta Outflow","URB18B","Sacramento River","Urban",143.6
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A","Sacramento River","Urban",109.7
2004,"Return Flow to Developed Supply (Other PA)","URB19B","Sacramento River","Urban",100
2004,"Return Flow to Developed Supply (Other Region)","URB19C","Sacramento River","Urban",0.1
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D","Sacramento River","Urban",0
2004,"Applied Water - Residential - Single Family Exterior","URB2","Sacramento River","Urban",330.7
2004,"Return Flows Evaporation and Evapotranspiration","URB20","Sacramento River","Urban",0.1
2004,"Conveyance Evaporation and ETAW","URB25","Sacramento River","Urban",0.3
2004,"Conveyance Return Flow to Oregon","URB26A","Sacramento River","Urban",0
2004,"Conveyance Return Flow to Nevada","URB26B","Sacramento River","Urban",0
2004,"Conveyance Return Flow to Mexico","URB26C","Sacramento River","Urban",0
2004,"Conveyance Deep Percolation to Oregon","URB26D","Sacramento River","Urban",0
2004,"Conveyance Deep Percolation to Nevada","URB26E","Sacramento River","Urban",0
2004,"Conveyance Deep Percolation to Mexico","URB26F","Sacramento River","Urban",0
2004,"Conveyance Return Flows to Salt Sink","URB27A","Sacramento River","Urban",0
2004,"Conveyance Return Flow for Delta Outflow","URB27B","Sacramento River","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A","Sacramento River","Urban",0.6
2004,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B","Sacramento River","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C","Sacramento River","Urban",0
2004,"Conveyance Seepage","URB29","Sacramento River","Urban",0
2004,"Applied Water - Residential - Multi Family Interior","URB3","Sacramento River","Urban",70.7
2004,"Conveyance Deep Percolation","URB30","Sacramento River","Urban",1.8
2004,"Conveyance Deep Percolation to Salt Sink","URB31","Sacramento River","Urban",0
2004,"Applied Water - Residential - Multi Family Exterior","URB4","Sacramento River","Urban",67.7
2004,"Applied Water - Commercial Use","URB5","Sacramento River","Urban",121.2
2004,"Applied Water - Industrial Use","URB6","Sacramento River","Urban",95.8
2004,"Applied Water - Urban Large Landscape","URB7","Sacramento River","Urban",70.4
2004,"Applied Water - Energy Production","URB8","Sacramento River","Urban",0.1
2004,"Applied Water - Groundwater","URB9","Sacramento River","Urban",0
2004,"Applied Water Use","AWUWSR","Sacramento River","Wild and Scenic River",2488.9
2004,"Depletion","DEPWSR","Sacramento River","Wild and Scenic River",0
2004,"Net Water Use (Applied Water - Reuse)","NW1WSR","Sacramento River","Wild and Scenic River",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR","Sacramento River","Wild and Scenic River",0
2004,"Applied Water","WSR1","Sacramento River","Wild and Scenic River",2488.9
2004,"Reuse of Return Flows within DAUCO","WSR2","Sacramento River","Wild and Scenic River",1384
2004,"Return Flow to Salt Sink","WSR3A","Sacramento River","Wild and Scenic River",0
2004,"Return Flow to Oregon - Mexico - Nevada","WSR3B","Sacramento River","Wild and Scenic River",0
2004,"Return Flow for Delta Outflow","WSR3C","Sacramento River","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A","Sacramento River","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other PA)","WSR4B","Sacramento River","Wild and Scenic River",1104.9
2004,"Return Flow to Developed Supply (Other Region)","WSR4C","Sacramento River","Wild and Scenic River",0
2004,"Applied Water","AG1","San Francisco Bay","Agriculture",156
2004,"Return Flow to Salt Sink","AG10A","San Francisco Bay","Agriculture",25.7
2004,"Return Flow for Delta Outflow","AG10B","San Francisco Bay","Agriculture",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A","San Francisco Bay","Agriculture",0
2004,"Return Flow to Developed Supply (Other PA)","AG11B","San Francisco Bay","Agriculture",0
2004,"Return Flow to Developed Supply (Other Region)","AG11C","San Francisco Bay","Agriculture",0
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D","San Francisco Bay","Agriculture",0
2004,"Return Flows Evaporation and Evapotranspiration","AG12","San Francisco Bay","Agriculture",0
2004,"Conveyance Evaporation and ETAW","AG17","San Francisco Bay","Agriculture",0
2004,"Conveyance Return Flow to Oregon","AG18A","San Francisco Bay","Agriculture",0
2004,"Conveyance Return Flow to Nevada","AG18B","San Francisco Bay","Agriculture",0
2004,"Conveyance Return Flow to Mexico","AG18C","San Francisco Bay","Agriculture",0
2004,"Conveyance Deep Percolation to Oregon","AG18D","San Francisco Bay","Agriculture",0
2004,"Conveyance Deep Percolation to Nevada","AG18E","San Francisco Bay","Agriculture",0
2004,"Conveyance Deep Percolation to Mexico","AG18F","San Francisco Bay","Agriculture",0
2004,"Conveyance Return Flows to Salt Sink","AG19A","San Francisco Bay","Agriculture",0
2004,"Conveyance Return Flow for Delta Outflow","AG19B","San Francisco Bay","Agriculture",0
2004,"Applied Water - Groundwater Recharge","AG2","San Francisco Bay","Agriculture",0
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","AG20A","San Francisco Bay","Agriculture",0
2004,"Conveyance Return Flow to Developed Supply (Other PA)","AG20B","San Francisco Bay","Agriculture",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","AG20C","San Francisco Bay","Agriculture",0
2004,"Conveyance Seepage","AG21","San Francisco Bay","Agriculture",0
2004,"Conveyance Deep Percolation","AG22","San Francisco Bay","Agriculture",0
2004,"Conveyance Deep Percolation to Salt Sink","AG23","San Francisco Bay","Agriculture",0
2004,"Evapotranspiration of Applied Water","AG3","San Francisco Bay","Agriculture",121.4
2004,"Evaporation and Evapotranspiration of Groundwater Recharge","AG4","San Francisco Bay","Agriculture",0
2004,"Deep Percolation of Applied Water","AG5","San Francisco Bay","Agriculture",8.9
2004,"Deep Percolation of Applied Water to Salt Sink","AG6","San Francisco Bay","Agriculture",0
2004,"Deep Percolation of Groundwater Recharge","AG7","San Francisco Bay","Agriculture",0
2004,"Reuse of Return Flows within DAUCO","AG8","San Francisco Bay","Agriculture",0
2004,"Return Flow to Oregon","AG9A","San Francisco Bay","Agriculture",0
2004,"Return Flow to Nevada","AG9B","San Francisco Bay","Agriculture",0
2004,"Return Flow to Mexico","AG9C","San Francisco Bay","Agriculture",0
2004,"Deep Percolation to Oregon","AG9D","San Francisco Bay","Agriculture",0
2004,"Deep Percolation to Nevada","AG9E","San Francisco Bay","Agriculture",0
2004,"Deep Percolation to Mexico","AG9F","San Francisco Bay","Agriculture",0
2004,"Applied Water Use","AWUAG","San Francisco Bay","Agriculture",156
2004,"Conveyance Applied Water Use","AWUAGC","San Francisco Bay","Agriculture",0
2004,"Depletion","DEPAG","San Francisco Bay","Agriculture",147.1
2004,"Conveyance Depletion","DEPAGC","San Francisco Bay","Agriculture",0
2004,"Net Water Use (Applied Water - Reuse)","NW1AG","San Francisco Bay","Agriculture",147.1
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1AGC","San Francisco Bay","Agriculture",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AG","San Francisco Bay","Agriculture",147.1
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC","San Francisco Bay","Agriculture",0
2004,"Applied Water Use","AWUIFR","San Francisco Bay","Instream Flow Requirements",20.5
2004,"Depletion","DEPIFR","San Francisco Bay","Instream Flow Requirements",20.5
2004,"Applied Water","IFR1","San Francisco Bay","Instream Flow Requirements",20.5
2004,"Reuse of Return Flows within DAUCO","IFR2","San Francisco Bay","Instream Flow Requirements",0
2004,"Return Flow to Salt Sink","IFR3A","San Francisco Bay","Instream Flow Requirements",20.5
2004,"Return Flow to Oregon - Mexico - Nevada","IFR3B","San Francisco Bay","Instream Flow Requirements",0
2004,"Return Flow for Delta Outflow","IFR3C","San Francisco Bay","Instream Flow Requirements",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A","San Francisco Bay","Instream Flow Requirements",0
2004,"Return Flow to Developed Supply (Other PA)","IFR4B","San Francisco Bay","Instream Flow Requirements",0
2004,"Return Flow to Developed Supply (Other Region)","IFR4C","San Francisco Bay","Instream Flow Requirements",0
2004,"Net Water Use (Applied Water - Reuse)","NW1IFR","San Francisco Bay","Instream Flow Requirements",20.5
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR","San Francisco Bay","Instream Flow Requirements",20.5
2004,"Applied Water Use","AWUMW","San Francisco Bay","Managed Wetlands",4.8
2004,"Conveyance Applied Water Use","AWUMWC","San Francisco Bay","Managed Wetlands",0
2004,"Depletion","DEPMW","San Francisco Bay","Managed Wetlands",4.5
2004,"Conveyance Depletion","DEPMWC","San Francisco Bay","Managed Wetlands",0
2004,"Applied Water","MW1","San Francisco Bay","Managed Wetlands",4.8
2004,"Return Flows Evaporation and Evapotranspiration","MW10","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Evaporation and ETAW","MW15","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Return Flow to Oregon","MW16A","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Return Flow to Nevada","MW16B","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Return Flow to Mexico","MW16C","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Oregon","MW16D","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Nevada","MW16E","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Mexico","MW16F","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Return Flows to Salt Sink","MW17A","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Return Flow for Delta Outflow","MW17B","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Seepage","MW19","San Francisco Bay","Managed Wetlands",0
2004,"Evapotranspiration of Applied Water","MW2","San Francisco Bay","Managed Wetlands",2.1
2004,"Conveyance Deep Percolation","MW20","San Francisco Bay","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Salt Sink","MW21","San Francisco Bay","Managed Wetlands",0
2004,"Deep Percolation of Applied Water","MW3","San Francisco Bay","Managed Wetlands",0
2004,"Deep Percolation of Applied Water to Salt Sink","MW4","San Francisco Bay","Managed Wetlands",0
2004,"Deep Percolation of Groundwater Recharge","MW5","San Francisco Bay","Managed Wetlands",0
2004,"Reuse of Return Flows within DAUCO","MW6","San Francisco Bay","Managed Wetlands",0.3
2004,"Return Flow to Oregon","MW7A","San Francisco Bay","Managed Wetlands",0
2004,"Return Flow to Nevada","MW7B","San Francisco Bay","Managed Wetlands",0
2004,"Return Flow to Mexico","MW7C","San Francisco Bay","Managed Wetlands",0
2004,"Deep Percolation to Oregon","MW7D","San Francisco Bay","Managed Wetlands",0
2004,"Deep Percolation to Nevada","MW7E","San Francisco Bay","Managed Wetlands",0
2004,"Deep Percolation to Mexico","MW7F","San Francisco Bay","Managed Wetlands",0
2004,"Return Flow to Salt Sink","MW8A","San Francisco Bay","Managed Wetlands",2.4
2004,"Return Flow for Delta Outflow","MW8B","San Francisco Bay","Managed Wetlands",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A","San Francisco Bay","Managed Wetlands",0
2004,"Return Flow to Developed Supply (Other PA)","MW9B","San Francisco Bay","Managed Wetlands",0
2004,"Return Flow to Developed Supply (Other Region)","MW9C","San Francisco Bay","Managed Wetlands",0
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D","San Francisco Bay","Managed Wetlands",0
2004,"Net Water Use (Applied Water - Reuse)","NW1MW","San Francisco Bay","Managed Wetlands",4.5
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC","San Francisco Bay","Managed Wetlands",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW","San Francisco Bay","Managed Wetlands",4.5
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC","San Francisco Bay","Managed Wetlands",0
2004,"Applied Water Use","AWURDO","San Francisco Bay","Required Delta Outflow",0
2004,"Depletion","DEPRDO","San Francisco Bay","Required Delta Outflow",0
2004,"Net Water Use (Applied Water - Reuse)","NW1RDO","San Francisco Bay","Required Delta Outflow",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO","San Francisco Bay","Required Delta Outflow",0
2004,"Applied Water","RDO1","San Francisco Bay","Required Delta Outflow",0
2004,"Return Flow for Delta Outflow","RDO2","San Francisco Bay","Required Delta Outflow",0
2004,"Applied Water Use","AWUURB","San Francisco Bay","Urban",1230.8
2004,"Conveyance Applied Water Use","AWUURBC","San Francisco Bay","Urban",7.8
2004,"Depletion","DEPURB","San Francisco Bay","Urban",834.4
2004,"Conveyance Depletion","DEPURBC","San Francisco Bay","Urban",4
2004,"Net Water Use (Applied Water - Reuse)","NW1URB","San Francisco Bay","Urban",834.4
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC","San Francisco Bay","Urban",4
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB","San Francisco Bay","Urban",834.4
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC","San Francisco Bay","Urban",4
2004,"Applied Water - Residential - Single Family Interior","URB1","San Francisco Bay","Urban",228.8
2004,"Evapotranspiration of Applied Water","URB10","San Francisco Bay","Urban",330.4
2004,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11","San Francisco Bay","Urban",11.1
2004,"Deep Percolation of Applied Water","URB12","San Francisco Bay","Urban",254.8
2004,"Deep Percolation of Applied Water to Salt Sink","URB13","San Francisco Bay","Urban",0
2004,"Deep Percolation of Groundwater Recharge","URB14","San Francisco Bay","Urban",110.9
2004,"Reuse of Return Flows within DAUCO","URB15A","San Francisco Bay","Urban",30.7
2004,"Urban - Wastewater Recycling","URB15B","San Francisco Bay","Urban",0
2004,"Urban - Desalination","URB15C","San Francisco Bay","Urban",0
2004,"Evaporation and Evapotranspiration of Wastewater","URB16","San Francisco Bay","Urban",0
2004,"Return Flow to Oregon","URB17A","San Francisco Bay","Urban",0
2004,"Return Flow to Nevada","URB17B","San Francisco Bay","Urban",0
2004,"Return Flow to Mexico","URB17C","San Francisco Bay","Urban",0
2004,"Deep Percolation to Oregon","URB17D","San Francisco Bay","Urban",0
2004,"Deep Percolation to Nevada","URB17E","San Francisco Bay","Urban",0
2004,"Deep Percolation to Mexico","URB17F","San Francisco Bay","Urban",0
2004,"Return Flow to Salt Sink","URB18A","San Francisco Bay","Urban",492.2
2004,"Return Flow for Delta Outflow","URB18B","San Francisco Bay","Urban",0.7
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A","San Francisco Bay","Urban",0
2004,"Return Flow to Developed Supply (Other PA)","URB19B","San Francisco Bay","Urban",0
2004,"Return Flow to Developed Supply (Other Region)","URB19C","San Francisco Bay","Urban",0
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D","San Francisco Bay","Urban",0
2004,"Applied Water - Residential - Single Family Exterior","URB2","San Francisco Bay","Urban",309.2
2004,"Return Flows Evaporation and Evapotranspiration","URB20","San Francisco Bay","Urban",0
2004,"Conveyance Evaporation and ETAW","URB25","San Francisco Bay","Urban",4
2004,"Conveyance Return Flow to Oregon","URB26A","San Francisco Bay","Urban",0
2004,"Conveyance Return Flow to Nevada","URB26B","San Francisco Bay","Urban",0
2004,"Conveyance Return Flow to Mexico","URB26C","San Francisco Bay","Urban",0
2004,"Conveyance Deep Percolation to Oregon","URB26D","San Francisco Bay","Urban",0
2004,"Conveyance Deep Percolation to Nevada","URB26E","San Francisco Bay","Urban",0
2004,"Conveyance Deep Percolation to Mexico","URB26F","San Francisco Bay","Urban",0
2004,"Conveyance Return Flows to Salt Sink","URB27A","San Francisco Bay","Urban",0
2004,"Conveyance Return Flow for Delta Outflow","URB27B","San Francisco Bay","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A","San Francisco Bay","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B","San Francisco Bay","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C","San Francisco Bay","Urban",0
2004,"Conveyance Seepage","URB29","San Francisco Bay","Urban",0
2004,"Applied Water - Residential - Multi Family Interior","URB3","San Francisco Bay","Urban",128
2004,"Conveyance Deep Percolation","URB30","San Francisco Bay","Urban",3.8
2004,"Conveyance Deep Percolation to Salt Sink","URB31","San Francisco Bay","Urban",0
2004,"Applied Water - Residential - Multi Family Exterior","URB4","San Francisco Bay","Urban",33.5
2004,"Applied Water - Commercial Use","URB5","San Francisco Bay","Urban",214.6
2004,"Applied Water - Industrial Use","URB6","San Francisco Bay","Urban",106.2
2004,"Applied Water - Urban Large Landscape","URB7","San Francisco Bay","Urban",58.5
2004,"Applied Water - Energy Production","URB8","San Francisco Bay","Urban",0
2004,"Applied Water - Groundwater","URB9","San Francisco Bay","Urban",152
2004,"Applied Water Use","AWUWSR","San Francisco Bay","Wild and Scenic River",0
2004,"Depletion","DEPWSR","San Francisco Bay","Wild and Scenic River",0
2004,"Net Water Use (Applied Water - Reuse)","NW1WSR","San Francisco Bay","Wild and Scenic River",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR","San Francisco Bay","Wild and Scenic River",0
2004,"Applied Water","WSR1","San Francisco Bay","Wild and Scenic River",0
2004,"Reuse of Return Flows within DAUCO","WSR2","San Francisco Bay","Wild and Scenic River",0
2004,"Return Flow to Salt Sink","WSR3A","San Francisco Bay","Wild and Scenic River",0
2004,"Return Flow to Oregon - Mexico - Nevada","WSR3B","San Francisco Bay","Wild and Scenic River",0
2004,"Return Flow for Delta Outflow","WSR3C","San Francisco Bay","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A","San Francisco Bay","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other PA)","WSR4B","San Francisco Bay","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other Region)","WSR4C","San Francisco Bay","Wild and Scenic River",0
2004,"Applied Water","AG1","San Joaquin River","Agriculture",7004.7
2004,"Return Flow to Salt Sink","AG10A","San Joaquin River","Agriculture",0
2004,"Return Flow for Delta Outflow","AG10B","San Joaquin River","Agriculture",145.4
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A","San Joaquin River","Agriculture",5.7
2004,"Return Flow to Developed Supply (Other PA)","AG11B","San Joaquin River","Agriculture",777.4
2004,"Return Flow to Developed Supply (Other Region)","AG11C","San Joaquin River","Agriculture",57.4
