"Year","CategoryC","CategoryD","PA","CategoryA","KAcreFt"
2012,"Applied Water Use","AWURDO",610,"Required Delta Outflow",0
2012,"Depletion","DEPRDO",610,"Required Delta Outflow",0
2012,"Net Water Use (Applied Water - Reuse)","NW1RDO",610,"Required Delta Outflow",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO",610,"Required Delta Outflow",0
2012,"Applied Water","RDO1",610,"Required Delta Outflow",0
2012,"Return Flow for Delta Outflow","RDO2",610,"Required Delta Outflow",0
2012,"Applied Water Use","AWUURB",610,"Urban",10.6
2012,"Conveyance Applied Water Use","AWUURBC",610,"Urban",0
2012,"Depletion","DEPURB",610,"Urban",3.7
2012,"Conveyance Depletion","DEPURBC",610,"Urban",0
2012,"Net Water Use (Applied Water - Reuse)","NW1URB",610,"Urban",3.7
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC",610,"Urban",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB",610,"Urban",3.7
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC",610,"Urban",0
2012,"Applied Water - Residential - Single Family Interior","URB1",610,"Urban",2.1
2012,"Evapotranspiration of Applied Water","URB10",610,"Urban",3.7
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11",610,"Urban",0
2012,"Deep Percolation of Applied Water","URB12",610,"Urban",6.9
2012,"Deep Percolation of Applied Water to Salt Sink","URB13",610,"Urban",0
2012,"Deep Percolation of Groundwater Recharge","URB14",610,"Urban",0
2012,"Reuse of Return Flows within DAUCO","URB15A",610,"Urban",0
2012,"Urban - Wastewater Recycling","URB15B",610,"Urban",0
2012,"Urban - Desalination","URB15C",610,"Urban",0
2012,"Evaporation and Evapotranspiration of Wastewater","URB16",610,"Urban",0
2012,"Return Flow to Oregon","URB17A",610,"Urban",0
2012,"Return Flow to Nevada","URB17B",610,"Urban",0
2012,"Return Flow to Mexico","URB17C",610,"Urban",0
2012,"Deep Percolation to Oregon","URB17D",610,"Urban",0
2012,"Deep Percolation to Nevada","URB17E",610,"Urban",0
2012,"Deep Percolation to Mexico","URB17F",610,"Urban",0
2012,"Return Flow to Salt Sink","URB18A",610,"Urban",0
2012,"Return Flow for Delta Outflow","URB18B",610,"Urban",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A",610,"Urban",0
2012,"Return Flow to Developed Supply (Other PA)","URB19B",610,"Urban",0
2012,"Return Flow to Developed Supply (Other Region)","URB19C",610,"Urban",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D",610,"Urban",0
2012,"Applied Water - Residential - Single Family Exterior","URB2",610,"Urban",3.2
2012,"Return Flows Evaporation and Evapotranspiration","URB20",610,"Urban",0
2012,"Conveyance Evaporation and ETAW","URB25",610,"Urban",0
2012,"Conveyance Return Flow to Oregon","URB26A",610,"Urban",0
2012,"Conveyance Return Flow to Nevada","URB26B",610,"Urban",0
2012,"Conveyance Return Flow to Mexico","URB26C",610,"Urban",0
2012,"Conveyance Deep Percolation to Oregon","URB26D",610,"Urban",0
2012,"Conveyance Deep Percolation to Nevada","URB26E",610,"Urban",0
2012,"Conveyance Deep Percolation to Mexico","URB26F",610,"Urban",0
2012,"Conveyance Return Flows to Salt Sink","URB27A",610,"Urban",0
2012,"Conveyance Return Flow for Delta Outflow","URB27B",610,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A",610,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B",610,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C",610,"Urban",0
2012,"Conveyance Seepage","URB29",610,"Urban",0
2012,"Applied Water - Residential - Multi Family Interior","URB3",610,"Urban",2.2
2012,"Conveyance Deep Percolation","URB30",610,"Urban",0
2012,"Conveyance Deep Percolation to Salt Sink","URB31",610,"Urban",0
2012,"Applied Water - Residential - Multi Family Exterior","URB4",610,"Urban",1.2
2012,"Applied Water - Commercial Use","URB5",610,"Urban",0.8
2012,"Applied Water - Industrial Use","URB6",610,"Urban",1
2012,"Applied Water - Urban Large Landscape","URB7",610,"Urban",0.1
2012,"Applied Water - Energy Production","URB8",610,"Urban",0
2012,"Applied Water - Groundwater","URB9",610,"Urban",0
2012,"Applied Water Use","AWUWSR",610,"Wild and Scenic River",360.1
2012,"Depletion","DEPWSR",610,"Wild and Scenic River",0
2012,"Net Water Use (Applied Water - Reuse)","NW1WSR",610,"Wild and Scenic River",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR",610,"Wild and Scenic River",0
2012,"Applied Water","WSR1",610,"Wild and Scenic River",360.1
2012,"Reuse of Return Flows within DAUCO","WSR2",610,"Wild and Scenic River",360.1
2012,"Return Flow to Salt Sink","WSR3A",610,"Wild and Scenic River",0
2012,"Return Flow to Oregon - Mexico - Nevada","WSR3B",610,"Wild and Scenic River",0
2012,"Return Flow for Delta Outflow","WSR3C",610,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A",610,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other PA)","WSR4B",610,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other Region)","WSR4C",610,"Wild and Scenic River",0
2012,"Applied Water","AG1",701,"Agriculture",0
2012,"Return Flow to Salt Sink","AG10A",701,"Agriculture",0
2012,"Return Flow for Delta Outflow","AG10B",701,"Agriculture",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A",701,"Agriculture",0
2012,"Return Flow to Developed Supply (Other PA)","AG11B",701,"Agriculture",0
2012,"Return Flow to Developed Supply (Other Region)","AG11C",701,"Agriculture",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D",701,"Agriculture",0
2012,"Return Flows Evaporation and Evapotranspiration","AG12",701,"Agriculture",0
2012,"Conveyance Evaporation and ETAW","AG17",701,"Agriculture",0
2012,"Conveyance Return Flow to Oregon","AG18A",701,"Agriculture",0
2012,"Conveyance Return Flow to Nevada","AG18B",701,"Agriculture",0
2012,"Conveyance Return Flow to Mexico","AG18C",701,"Agriculture",0
2012,"Conveyance Deep Percolation to Oregon","AG18D",701,"Agriculture",0
2012,"Conveyance Deep Percolation to Nevada","AG18E",701,"Agriculture",0
2012,"Conveyance Deep Percolation to Mexico","AG18F",701,"Agriculture",0
2012,"Conveyance Return Flows to Salt Sink","AG19A",701,"Agriculture",0
2012,"Conveyance Return Flow for Delta Outflow","AG19B",701,"Agriculture",0
2012,"Applied Water - Groundwater Recharge","AG2",701,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","AG20A",701,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","AG20B",701,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","AG20C",701,"Agriculture",0
2012,"Conveyance Seepage","AG21",701,"Agriculture",0
2012,"Conveyance Deep Percolation","AG22",701,"Agriculture",0
2012,"Conveyance Deep Percolation to Salt Sink","AG23",701,"Agriculture",0
2012,"Evapotranspiration of Applied Water","AG3",701,"Agriculture",0
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","AG4",701,"Agriculture",0
2012,"Deep Percolation of Applied Water","AG5",701,"Agriculture",0
2012,"Deep Percolation of Applied Water to Salt Sink","AG6",701,"Agriculture",0
2012,"Deep Percolation of Groundwater Recharge","AG7",701,"Agriculture",0
2012,"Reuse of Return Flows within DAUCO","AG8",701,"Agriculture",0
2012,"Return Flow to Oregon","AG9A",701,"Agriculture",0
2012,"Return Flow to Nevada","AG9B",701,"Agriculture",0
2012,"Return Flow to Mexico","AG9C",701,"Agriculture",0
2012,"Deep Percolation to Oregon","AG9D",701,"Agriculture",0
2012,"Deep Percolation to Nevada","AG9E",701,"Agriculture",0
2012,"Deep Percolation to Mexico","AG9F",701,"Agriculture",0
2012,"Applied Water Use","AWUAG",701,"Agriculture",0
2012,"Conveyance Applied Water Use","AWUAGC",701,"Agriculture",0
2012,"Depletion","DEPAG",701,"Agriculture",0
2012,"Conveyance Depletion","DEPAGC",701,"Agriculture",0
2012,"Net Water Use (Applied Water - Reuse)","NW1AG",701,"Agriculture",0
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1AGC",701,"Agriculture",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AG",701,"Agriculture",0
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC",701,"Agriculture",0
2012,"Applied Water Use","AWUIFR",701,"Instream Flow Requirements",0
2012,"Depletion","DEPIFR",701,"Instream Flow Requirements",0
2012,"Applied Water","IFR1",701,"Instream Flow Requirements",0
2012,"Reuse of Return Flows within DAUCO","IFR2",701,"Instream Flow Requirements",0
2012,"Return Flow to Salt Sink","IFR3A",701,"Instream Flow Requirements",0
2012,"Return Flow to Oregon - Mexico - Nevada","IFR3B",701,"Instream Flow Requirements",0
2012,"Return Flow for Delta Outflow","IFR3C",701,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A",701,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other PA)","IFR4B",701,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other Region)","IFR4C",701,"Instream Flow Requirements",0
2012,"Net Water Use (Applied Water - Reuse)","NW1IFR",701,"Instream Flow Requirements",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR",701,"Instream Flow Requirements",0
2012,"Applied Water Use","AWUMW",701,"Managed Wetlands",0
2012,"Conveyance Applied Water Use","AWUMWC",701,"Managed Wetlands",0
2012,"Depletion","DEPMW",701,"Managed Wetlands",0
2012,"Conveyance Depletion","DEPMWC",701,"Managed Wetlands",0
2012,"Applied Water","MW1",701,"Managed Wetlands",0
2012,"Return Flows Evaporation and Evapotranspiration","MW10",701,"Managed Wetlands",0
2012,"Conveyance Evaporation and ETAW","MW15",701,"Managed Wetlands",0
2012,"Conveyance Return Flow to Oregon","MW16A",701,"Managed Wetlands",0
2012,"Conveyance Return Flow to Nevada","MW16B",701,"Managed Wetlands",0
2012,"Conveyance Return Flow to Mexico","MW16C",701,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Oregon","MW16D",701,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Nevada","MW16E",701,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Mexico","MW16F",701,"Managed Wetlands",0
2012,"Conveyance Return Flows to Salt Sink","MW17A",701,"Managed Wetlands",0
2012,"Conveyance Return Flow for Delta Outflow","MW17B",701,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A",701,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B",701,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C",701,"Managed Wetlands",0
2012,"Conveyance Seepage","MW19",701,"Managed Wetlands",0
2012,"Evapotranspiration of Applied Water","MW2",701,"Managed Wetlands",0
2012,"Conveyance Deep Percolation","MW20",701,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Salt Sink","MW21",701,"Managed Wetlands",0
2012,"Deep Percolation of Applied Water","MW3",701,"Managed Wetlands",0
2012,"Deep Percolation of Applied Water to Salt Sink","MW4",701,"Managed Wetlands",0
2012,"Deep Percolation of Groundwater Recharge","MW5",701,"Managed Wetlands",0
2012,"Reuse of Return Flows within DAUCO","MW6",701,"Managed Wetlands",0
2012,"Return Flow to Oregon","MW7A",701,"Managed Wetlands",0
2012,"Return Flow to Nevada","MW7B",701,"Managed Wetlands",0
2012,"Return Flow to Mexico","MW7C",701,"Managed Wetlands",0
2012,"Deep Percolation to Oregon","MW7D",701,"Managed Wetlands",0
2012,"Deep Percolation to Nevada","MW7E",701,"Managed Wetlands",0
2012,"Deep Percolation to Mexico","MW7F",701,"Managed Wetlands",0
2012,"Return Flow to Salt Sink","MW8A",701,"Managed Wetlands",0
2012,"Return Flow for Delta Outflow","MW8B",701,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A",701,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other PA)","MW9B",701,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other Region)","MW9C",701,"Managed Wetlands",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D",701,"Managed Wetlands",0
2012,"Net Water Use (Applied Water - Reuse)","NW1MW",701,"Managed Wetlands",0
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC",701,"Managed Wetlands",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW",701,"Managed Wetlands",0
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC",701,"Managed Wetlands",0
2012,"Applied Water Use","AWURDO",701,"Required Delta Outflow",0
2012,"Depletion","DEPRDO",701,"Required Delta Outflow",0
2012,"Net Water Use (Applied Water - Reuse)","NW1RDO",701,"Required Delta Outflow",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO",701,"Required Delta Outflow",0
2012,"Applied Water","RDO1",701,"Required Delta Outflow",0
2012,"Return Flow for Delta Outflow","RDO2",701,"Required Delta Outflow",0
2012,"Applied Water Use","AWUURB",701,"Urban",3.4
2012,"Conveyance Applied Water Use","AWUURBC",701,"Urban",0
2012,"Depletion","DEPURB",701,"Urban",1.2
2012,"Conveyance Depletion","DEPURBC",701,"Urban",0
2012,"Net Water Use (Applied Water - Reuse)","NW1URB",701,"Urban",1.2
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC",701,"Urban",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB",701,"Urban",1.2
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC",701,"Urban",0
2012,"Applied Water - Residential - Single Family Interior","URB1",701,"Urban",0.6
2012,"Evapotranspiration of Applied Water","URB10",701,"Urban",1.2
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11",701,"Urban",0
2012,"Deep Percolation of Applied Water","URB12",701,"Urban",2.2
2012,"Deep Percolation of Applied Water to Salt Sink","URB13",701,"Urban",0
2012,"Deep Percolation of Groundwater Recharge","URB14",701,"Urban",0
2012,"Reuse of Return Flows within DAUCO","URB15A",701,"Urban",0
2012,"Urban - Wastewater Recycling","URB15B",701,"Urban",0
2012,"Urban - Desalination","URB15C",701,"Urban",0
2012,"Evaporation and Evapotranspiration of Wastewater","URB16",701,"Urban",0
2012,"Return Flow to Oregon","URB17A",701,"Urban",0
2012,"Return Flow to Nevada","URB17B",701,"Urban",0
2012,"Return Flow to Mexico","URB17C",701,"Urban",0
2012,"Deep Percolation to Oregon","URB17D",701,"Urban",0
2012,"Deep Percolation to Nevada","URB17E",701,"Urban",0
2012,"Deep Percolation to Mexico","URB17F",701,"Urban",0
2012,"Return Flow to Salt Sink","URB18A",701,"Urban",0
2012,"Return Flow for Delta Outflow","URB18B",701,"Urban",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A",701,"Urban",0
2012,"Return Flow to Developed Supply (Other PA)","URB19B",701,"Urban",0
2012,"Return Flow to Developed Supply (Other Region)","URB19C",701,"Urban",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D",701,"Urban",0
2012,"Applied Water - Residential - Single Family Exterior","URB2",701,"Urban",1
2012,"Return Flows Evaporation and Evapotranspiration","URB20",701,"Urban",0
2012,"Conveyance Evaporation and ETAW","URB25",701,"Urban",0
2012,"Conveyance Return Flow to Oregon","URB26A",701,"Urban",0
2012,"Conveyance Return Flow to Nevada","URB26B",701,"Urban",0
2012,"Conveyance Return Flow to Mexico","URB26C",701,"Urban",0
2012,"Conveyance Deep Percolation to Oregon","URB26D",701,"Urban",0
2012,"Conveyance Deep Percolation to Nevada","URB26E",701,"Urban",0
2012,"Conveyance Deep Percolation to Mexico","URB26F",701,"Urban",0
2012,"Conveyance Return Flows to Salt Sink","URB27A",701,"Urban",0
2012,"Conveyance Return Flow for Delta Outflow","URB27B",701,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A",701,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B",701,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C",701,"Urban",0
2012,"Conveyance Seepage","URB29",701,"Urban",0
2012,"Applied Water - Residential - Multi Family Interior","URB3",701,"Urban",0.6
2012,"Conveyance Deep Percolation","URB30",701,"Urban",0
2012,"Conveyance Deep Percolation to Salt Sink","URB31",701,"Urban",0
2012,"Applied Water - Residential - Multi Family Exterior","URB4",701,"Urban",0.4
2012,"Applied Water - Commercial Use","URB5",701,"Urban",0.2
2012,"Applied Water - Industrial Use","URB6",701,"Urban",0.4
2012,"Applied Water - Urban Large Landscape","URB7",701,"Urban",0.2
2012,"Applied Water - Energy Production","URB8",701,"Urban",0
2012,"Applied Water - Groundwater","URB9",701,"Urban",0
2012,"Applied Water Use","AWUWSR",701,"Wild and Scenic River",0
2012,"Depletion","DEPWSR",701,"Wild and Scenic River",0
2012,"Net Water Use (Applied Water - Reuse)","NW1WSR",701,"Wild and Scenic River",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR",701,"Wild and Scenic River",0
2012,"Applied Water","WSR1",701,"Wild and Scenic River",0
2012,"Reuse of Return Flows within DAUCO","WSR2",701,"Wild and Scenic River",0
2012,"Return Flow to Salt Sink","WSR3A",701,"Wild and Scenic River",0
2012,"Return Flow to Oregon - Mexico - Nevada","WSR3B",701,"Wild and Scenic River",0
2012,"Return Flow for Delta Outflow","WSR3C",701,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A",701,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other PA)","WSR4B",701,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other Region)","WSR4C",701,"Wild and Scenic River",0
2012,"Applied Water","AG1",702,"Agriculture",1616.8
2012,"Return Flow to Salt Sink","AG10A",702,"Agriculture",0
2012,"Return Flow for Delta Outflow","AG10B",702,"Agriculture",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A",702,"Agriculture",0
2012,"Return Flow to Developed Supply (Other PA)","AG11B",702,"Agriculture",0
2012,"Return Flow to Developed Supply (Other Region)","AG11C",702,"Agriculture",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D",702,"Agriculture",0
2012,"Return Flows Evaporation and Evapotranspiration","AG12",702,"Agriculture",0
2012,"Conveyance Evaporation and ETAW","AG17",702,"Agriculture",0.9
2012,"Conveyance Return Flow to Oregon","AG18A",702,"Agriculture",0
2012,"Conveyance Return Flow to Nevada","AG18B",702,"Agriculture",0
2012,"Conveyance Return Flow to Mexico","AG18C",702,"Agriculture",0
2012,"Conveyance Deep Percolation to Oregon","AG18D",702,"Agriculture",0
2012,"Conveyance Deep Percolation to Nevada","AG18E",702,"Agriculture",0
2012,"Conveyance Deep Percolation to Mexico","AG18F",702,"Agriculture",0
2012,"Conveyance Return Flows to Salt Sink","AG19A",702,"Agriculture",0
2012,"Conveyance Return Flow for Delta Outflow","AG19B",702,"Agriculture",0
2012,"Applied Water - Groundwater Recharge","AG2",702,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","AG20A",702,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","AG20B",702,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","AG20C",702,"Agriculture",0
2012,"Conveyance Seepage","AG21",702,"Agriculture",0
2012,"Conveyance Deep Percolation","AG22",702,"Agriculture",1.1
2012,"Conveyance Deep Percolation to Salt Sink","AG23",702,"Agriculture",0
2012,"Evapotranspiration of Applied Water","AG3",702,"Agriculture",1407.9
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","AG4",702,"Agriculture",0
2012,"Deep Percolation of Applied Water","AG5",702,"Agriculture",51.9
2012,"Deep Percolation of Applied Water to Salt Sink","AG6",702,"Agriculture",157
2012,"Deep Percolation of Groundwater Recharge","AG7",702,"Agriculture",0
2012,"Reuse of Return Flows within DAUCO","AG8",702,"Agriculture",0
2012,"Return Flow to Oregon","AG9A",702,"Agriculture",0
2012,"Return Flow to Nevada","AG9B",702,"Agriculture",0
2012,"Return Flow to Mexico","AG9C",702,"Agriculture",0
2012,"Deep Percolation to Oregon","AG9D",702,"Agriculture",0
2012,"Deep Percolation to Nevada","AG9E",702,"Agriculture",0
2012,"Deep Percolation to Mexico","AG9F",702,"Agriculture",0
2012,"Applied Water Use","AWUAG",702,"Agriculture",1616.8
2012,"Conveyance Applied Water Use","AWUAGC",702,"Agriculture",2
2012,"Depletion","DEPAG",702,"Agriculture",1564.9
2012,"Conveyance Depletion","DEPAGC",702,"Agriculture",0.9
2012,"Net Water Use (Applied Water - Reuse)","NW1AG",702,"Agriculture",1564.9
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1AGC",702,"Agriculture",0.9
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AG",702,"Agriculture",1564.9
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC",702,"Agriculture",0.9
2012,"Applied Water Use","AWUIFR",702,"Instream Flow Requirements",0
2012,"Depletion","DEPIFR",702,"Instream Flow Requirements",0
2012,"Applied Water","IFR1",702,"Instream Flow Requirements",0
2012,"Reuse of Return Flows within DAUCO","IFR2",702,"Instream Flow Requirements",0
2012,"Return Flow to Salt Sink","IFR3A",702,"Instream Flow Requirements",0
2012,"Return Flow to Oregon - Mexico - Nevada","IFR3B",702,"Instream Flow Requirements",0
2012,"Return Flow for Delta Outflow","IFR3C",702,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A",702,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other PA)","IFR4B",702,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other Region)","IFR4C",702,"Instream Flow Requirements",0
2012,"Net Water Use (Applied Water - Reuse)","NW1IFR",702,"Instream Flow Requirements",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR",702,"Instream Flow Requirements",0
2012,"Applied Water Use","AWUMW",702,"Managed Wetlands",0
2012,"Conveyance Applied Water Use","AWUMWC",702,"Managed Wetlands",0
2012,"Depletion","DEPMW",702,"Managed Wetlands",0
2012,"Conveyance Depletion","DEPMWC",702,"Managed Wetlands",0
2012,"Applied Water","MW1",702,"Managed Wetlands",0
2012,"Return Flows Evaporation and Evapotranspiration","MW10",702,"Managed Wetlands",0
2012,"Conveyance Evaporation and ETAW","MW15",702,"Managed Wetlands",0
2012,"Conveyance Return Flow to Oregon","MW16A",702,"Managed Wetlands",0
2012,"Conveyance Return Flow to Nevada","MW16B",702,"Managed Wetlands",0
2012,"Conveyance Return Flow to Mexico","MW16C",702,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Oregon","MW16D",702,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Nevada","MW16E",702,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Mexico","MW16F",702,"Managed Wetlands",0
2012,"Conveyance Return Flows to Salt Sink","MW17A",702,"Managed Wetlands",0
2012,"Conveyance Return Flow for Delta Outflow","MW17B",702,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A",702,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B",702,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C",702,"Managed Wetlands",0
2012,"Conveyance Seepage","MW19",702,"Managed Wetlands",0
2012,"Evapotranspiration of Applied Water","MW2",702,"Managed Wetlands",0
2012,"Conveyance Deep Percolation","MW20",702,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Salt Sink","MW21",702,"Managed Wetlands",0
2012,"Deep Percolation of Applied Water","MW3",702,"Managed Wetlands",0
2012,"Deep Percolation of Applied Water to Salt Sink","MW4",702,"Managed Wetlands",0
2012,"Deep Percolation of Groundwater Recharge","MW5",702,"Managed Wetlands",0
2012,"Reuse of Return Flows within DAUCO","MW6",702,"Managed Wetlands",0
2012,"Return Flow to Oregon","MW7A",702,"Managed Wetlands",0
2012,"Return Flow to Nevada","MW7B",702,"Managed Wetlands",0
2012,"Return Flow to Mexico","MW7C",702,"Managed Wetlands",0
2012,"Deep Percolation to Oregon","MW7D",702,"Managed Wetlands",0
2012,"Deep Percolation to Nevada","MW7E",702,"Managed Wetlands",0
2012,"Deep Percolation to Mexico","MW7F",702,"Managed Wetlands",0
2012,"Return Flow to Salt Sink","MW8A",702,"Managed Wetlands",0
2012,"Return Flow for Delta Outflow","MW8B",702,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A",702,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other PA)","MW9B",702,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other Region)","MW9C",702,"Managed Wetlands",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D",702,"Managed Wetlands",0
2012,"Net Water Use (Applied Water - Reuse)","NW1MW",702,"Managed Wetlands",0
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC",702,"Managed Wetlands",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW",702,"Managed Wetlands",0
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC",702,"Managed Wetlands",0
2012,"Applied Water Use","AWURDO",702,"Required Delta Outflow",0
2012,"Depletion","DEPRDO",702,"Required Delta Outflow",0
2012,"Net Water Use (Applied Water - Reuse)","NW1RDO",702,"Required Delta Outflow",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO",702,"Required Delta Outflow",0
2012,"Applied Water","RDO1",702,"Required Delta Outflow",0
2012,"Return Flow for Delta Outflow","RDO2",702,"Required Delta Outflow",0
2012,"Applied Water Use","AWUURB",702,"Urban",13.4
2012,"Conveyance Applied Water Use","AWUURBC",702,"Urban",0
2012,"Depletion","DEPURB",702,"Urban",4
2012,"Conveyance Depletion","DEPURBC",702,"Urban",0
2012,"Net Water Use (Applied Water - Reuse)","NW1URB",702,"Urban",4
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC",702,"Urban",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB",702,"Urban",4
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC",702,"Urban",0
2012,"Applied Water - Residential - Single Family Interior","URB1",702,"Urban",2.3
2012,"Evapotranspiration of Applied Water","URB10",702,"Urban",4
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11",702,"Urban",0
2012,"Deep Percolation of Applied Water","URB12",702,"Urban",5.4
2012,"Deep Percolation of Applied Water to Salt Sink","URB13",702,"Urban",0
2012,"Deep Percolation of Groundwater Recharge","URB14",702,"Urban",1.6
2012,"Reuse of Return Flows within DAUCO","URB15A",702,"Urban",2.4
2012,"Urban - Wastewater Recycling","URB15B",702,"Urban",0
2012,"Urban - Desalination","URB15C",702,"Urban",0
2012,"Evaporation and Evapotranspiration of Wastewater","URB16",702,"Urban",0
2012,"Return Flow to Oregon","URB17A",702,"Urban",0
2012,"Return Flow to Nevada","URB17B",702,"Urban",0
2012,"Return Flow to Mexico","URB17C",702,"Urban",0
