MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart,ReasonRemoved,index
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,18600.0,,,Unspecified,LASSEN COUNTY SERVICE AREA NO. 2,,,02/26/2021,,,,,40.0,,,Unspecified,2016,,2016-12-31,2016-12-01,Bad SiteUUID,14934.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-01-31,2015-01-01,Bad SiteUUID,15464.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-02-28,2015-02-01,Bad SiteUUID,15465.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-03-31,2015-03-01,Bad SiteUUID,15466.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-04-30,2015-04-01,Bad SiteUUID,15467.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-05-31,2015-05-01,Bad SiteUUID,15468.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-06-30,2015-06-01,Bad SiteUUID,15469.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-07-31,2015-07-01,Bad SiteUUID,15470.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-08-31,2015-08-01,Bad SiteUUID,15471.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-09-30,2015-09-01,Bad SiteUUID,15472.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-10-31,2015-10-01,Bad SiteUUID,15473.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-11-30,2015-11-01,Bad SiteUUID,15474.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,6000.0,,,Unspecified,HENNINGER FLATS,,,02/26/2021,,,,,403.0,,,Unspecified,2015,,2015-12-31,2015-12-01,Bad SiteUUID,15475.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,428127.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-01-31,2015-01-01,Bad SiteUUID,15800.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,49432.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-02-28,2015-02-01,Bad SiteUUID,15801.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,80930.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-03-31,2015-03-01,Bad SiteUUID,15802.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,173598.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-04-30,2015-04-01,Bad SiteUUID,15803.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,156623.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-05-31,2015-05-01,Bad SiteUUID,15804.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,111083.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-06-30,2015-06-01,Bad SiteUUID,15805.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,160006.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-07-31,2015-07-01,Bad SiteUUID,15806.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,135752.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-08-31,2015-08-01,Bad SiteUUID,15807.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,1466830.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-09-30,2015-09-01,Bad SiteUUID,15808.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,1466830.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-10-31,2015-10-01,Bad SiteUUID,15809.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,27423.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-11-30,2015-11-01,Bad SiteUUID,15810.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS6,146881.0,,,Unspecified,ACTON CONSERVATION CAMP #11,,,02/26/2021,,,,,80.0,,,Unspecified,2015,,2015-12-31,2015-12-01,Bad SiteUUID,15811.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,280000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-01-31,2015-01-01,Bad SiteUUID,15856.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,305000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-02-28,2015-02-01,Bad SiteUUID,15857.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,310000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-03-31,2015-03-01,Bad SiteUUID,15858.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,320000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-04-30,2015-04-01,Bad SiteUUID,15859.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,330000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-05-31,2015-05-01,Bad SiteUUID,15860.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,335000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-06-30,2015-06-01,Bad SiteUUID,15861.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,340000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-07-31,2015-07-01,Bad SiteUUID,15862.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,350000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-08-31,2015-08-01,Bad SiteUUID,15863.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,335000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-09-30,2015-09-01,Bad SiteUUID,15864.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,320000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-10-31,2015-10-01,Bad SiteUUID,15865.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,300000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-11-30,2015-11-01,Bad SiteUUID,15866.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,275000.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2015,,2015-12-31,2015-12-01,Bad SiteUUID,15867.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,201425.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-01-31,2016-01-01,Bad SiteUUID,15868.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,204142.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-02-29,2016-02-01,Bad SiteUUID,15869.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,203146.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-03-31,2016-03-01,Bad SiteUUID,15870.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,209588.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-04-30,2016-04-01,Bad SiteUUID,15871.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,218562.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-05-31,2016-05-01,Bad SiteUUID,15872.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,298836.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-06-30,2016-06-01,Bad SiteUUID,15873.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,298235.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-07-31,2016-07-01,Bad SiteUUID,15874.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,301256.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-08-31,2016-08-01,Bad SiteUUID,15875.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,288146.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-09-30,2016-09-01,Bad SiteUUID,15876.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,251258.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-10-31,2016-10-01,Bad SiteUUID,15877.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,209149.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-11-30,2016-11-01,Bad SiteUUID,15878.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,189464.0,,,Unspecified,GENERAL ATOMICS AERONAUTICAL - GRAY BUTT,,,02/26/2021,,,,,530.0,,,Unspecified,2016,,2016-12-31,2016-12-01,Bad SiteUUID,15879.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS1,363950.0,,,Unspecified,ANTELOPE VALLEY AIRPORT EXPRESS,,,02/26/2021,,,,,50.0,,,Unspecified,2015,,2015-01-31,2015-01-01,Bad SiteUUID,16012.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,28786366764.03,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-01-31,2013-01-01,Bad SiteUUID,18929.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,27495669261.69,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-02-28,2013-02-01,Bad SiteUUID,18930.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,41133529035.92,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-03-31,2013-03-01,Bad SiteUUID,18931.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,52081485280.26,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-04-30,2013-04-01,Bad SiteUUID,18932.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,53464724587.88,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-05-31,2013-05-01,Bad SiteUUID,18933.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,56114222540.82,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-06-30,2013-06-01,Bad SiteUUID,18934.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,59207530137.33,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-07-31,2013-07-01,Bad SiteUUID,18935.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,58592648494.58,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-08-31,2013-08-01,Bad SiteUUID,18936.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,58567557934.7,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-09-30,2013-09-01,Bad SiteUUID,18937.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,60438922679.96,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-10-31,2013-10-01,Bad SiteUUID,18938.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,45946680464.14,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-11-30,2013-11-01,Bad SiteUUID,18939.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,38943155743.62,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2013,,2013-12-31,2013-12-01,Bad SiteUUID,18940.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,44460146254.16,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-01-31,2014-01-01,Bad SiteUUID,18941.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,34273704794.71,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-02-28,2014-02-01,Bad SiteUUID,18942.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,40255685291.58,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-03-31,2014-03-01,Bad SiteUUID,18943.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,51224496027.25,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-04-30,2014-04-01,Bad SiteUUID,18944.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,60912384803.39,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-05-31,2014-05-01,Bad SiteUUID,18945.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,61043702928.47,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-06-30,2014-06-01,Bad SiteUUID,18946.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,60948228460.36,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-07-31,2014-07-01,Bad SiteUUID,18947.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,56980009782.36,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-08-31,2014-08-01,Bad SiteUUID,18948.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,54041155762.24,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-09-30,2014-09-01,Bad SiteUUID,18949.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,55069868717.28,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-10-31,2014-10-01,Bad SiteUUID,18950.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,42400113532.67,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-11-30,2014-11-01,Bad SiteUUID,18951.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,35178268356.07,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2014,,2014-12-31,2014-12-01,Bad SiteUUID,18952.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,36435729012.86,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-01-31,2015-01-01,Bad SiteUUID,18953.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,32099298222.34,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-02-28,2015-02-01,Bad SiteUUID,18954.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,46473908073.02,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-03-31,2015-03-01,Bad SiteUUID,18955.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,49112327077.44,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-04-30,2015-04-01,Bad SiteUUID,18956.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,42350258264.34,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-05-31,2015-05-01,Bad SiteUUID,18957.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,48850668381.56,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-06-30,2015-06-01,Bad SiteUUID,18958.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,46533538884.16,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-07-31,2015-07-01,Bad SiteUUID,18959.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,43755003766.13,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-08-31,2015-08-01,Bad SiteUUID,18960.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,37875992320.2,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-09-30,2015-09-01,Bad SiteUUID,18961.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,39812527350.86,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-10-31,2015-10-01,Bad SiteUUID,18962.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,39558689089.23,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-11-30,2015-11-01,Bad SiteUUID,18963.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,46095920417.7,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2015,,2015-12-31,2015-12-01,Bad SiteUUID,18964.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-01-31,2016-01-01,Bad SiteUUID,18965.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-02-29,2016-02-01,Bad SiteUUID,18966.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-03-31,2016-03-01,Bad SiteUUID,18967.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-04-30,2016-04-01,Bad SiteUUID,18968.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-05-31,2016-05-01,Bad SiteUUID,18969.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-06-30,2016-06-01,Bad SiteUUID,18970.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-07-31,2016-07-01,Bad SiteUUID,18971.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-08-31,2016-08-01,Bad SiteUUID,18972.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-09-30,2016-09-01,Bad SiteUUID,18973.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-10-31,2016-10-01,Bad SiteUUID,18974.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-11-30,2016-11-01,Bad SiteUUID,18975.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,CAss_WS3,0.0,,,Unspecified,METROPOLITAN WATER DIST. OF SO. CAL.,,,02/26/2021,,,,,0.0,,,Unspecified,2016,,2016-12-31,2016-12-01,Bad SiteUUID,18976.0
