,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,ReasonRemoved,index
1085,,,,Unknown,,,,,,ACTIVE,41H 136806 00,DRY CREEK INVESTMENTS LLC,1903-09-07,,,,STATEMENT OF CLAIM,555.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=223485,1,,185.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156111,MTwr_S156112",MT_Consumptive Use,,"MTwr_WS7324,MTwr_WS7528",Bad WaterSourceUUID,113309.0
1086,,,,Unknown,,,,,,ACTIVE,41H 136810 00,ISAACS MONTANA PROPERTIES LLC,1927-06-01,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=223488,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156119,MTwr_S156118",MT_Consumptive Use,,"MTwr_WS700,MTwr_WS7308",Bad WaterSourceUUID,113313.0
1087,,,,Unknown,,,,,0.22,ACTIVE,41H 136813 00,ELKHORN LAND CORP,1892-12-31,,,,STATEMENT OF CLAIM,19.6,COMMERCIAL,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=223491,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156122,MTwr_S156123",MT_Consumptive Use,,"MTwr_WS7530,MTwr_WS7531",Bad WaterSourceUUID,113316.0
1088,,,,Unknown,,,,,0.94,ACTIVE,41H 138782 00,DARRELL S MORGAN,1961-05-01,,,,STATEMENT OF CLAIM,113.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=307212,1,,37.5,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156260,MTwr_S156261",MT_Consumptive Use,,"MTwr_WS7537,MTwr_WS7536",Bad WaterSourceUUID,113431.0
1089,,,,Unknown,,,,,4.62,ACTIVE,41H 138784 00,DRINGLE PLACE LLC,1961-05-01,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=225190,1,,184.1,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156263,MTwr_S156264",MT_Consumptive Use,,"MTwr_WS7537,MTwr_WS7536",Bad WaterSourceUUID,113433.0
1090,,,,Unknown,,,,,,ACTIVE,41H 138870 00,JACK M WHITE,1887-09-16,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=225268,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156369,MTwr_S156368",MT_Consumptive Use,,"MTwr_WS7341,MTwr_WS7336",Bad WaterSourceUUID,113521.0
1091,,,,Unknown,,,,,,ACTIVE,41H 138892 00,NORTON RANCH INC,1916-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=225287,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156393,MTwr_S156392,MTwr_S156394",MT_Consumptive Use,,"MTwr_WS7544,MTwr_WS7412",Bad WaterSourceUUID,113543.0
1092,,,,Unknown,,,,,1.21,ACTIVE,41H 138898 00,"BOSTWICK PROPERTIES INC, NORTON PROPERTIES LLC, NORTON RANCH HOMES LLC",1919-09-15,,,,STATEMENT OF CLAIM,17.15,"IRRIGATION, MITIGATION WATER",,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=225292,1,,34.44,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156403,MTwr_S156400,MTwr_S156405,MTwr_S156401,MTwr_S156402,MTwr_S156404",MT_Consumptive Use,,"MTwr_WS7546,MTwr_WS7350",Bad WaterSourceUUID,113549.0
1093,,,,Unknown,,,,,,ACTIVE,41H 138940 00,"DARLENE J ESSEX, LESLIE D ESSEX",1925-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=225328,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156458,MTwr_S156457,MTwr_S156456",MT_Consumptive Use,,"MTwr_WS7461,MTwr_WS7551",Bad WaterSourceUUID,113586.0
1094,,,,Unknown,,,,,,ACTIVE,41H 138941 00,"DARLENE J ESSEX, LESLIE D ESSEX",1889-06-05,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=225329,1,,390.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S156460,MTwr_S156459,MTwr_S156461",MT_Consumptive Use,,"MTwr_WS7551,MTwr_WS7429",Bad WaterSourceUUID,113587.0
1095,,,,Unknown,,,,,,ACTIVE,41H 139905 00,"ROBERT D LANE, THOMAS E LANE",1900-12-31,,,,STATEMENT OF CLAIM,620.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=226164,1,,310.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157197,MTwr_S157196",MT_Consumptive Use,,"MTwr_WS7324,MTwr_WS7528",Bad WaterSourceUUID,113955.0
1096,,,,Unknown,,,,,2.85,ACTIVE,41H 139954 00,"KATHRYN E SEEBURG, MICHAEL F SEEBURG",1933-07-18,,,,STATEMENT OF CLAIM,1092.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=226207,1,,182.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157258,MTwr_S157259",MT_Consumptive Use,,"MTwr_WS700,MTwr_WS7308",Bad WaterSourceUUID,114004.0
1097,,,,Unknown,,,,,,ACTIVE,41H 140916 00,"JEFFERSON ISLAND LLC, VEST FAMILY LIMITED PARTNERSHIP",1912-07-31,,,,STATEMENT OF CLAIM,304.3,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=227040,1,,179.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157348,MTwr_S157346,MTwr_S157347,MTwr_S157349",MT_Consumptive Use,,"MTwr_WS7584,MTwr_WS7583",Bad WaterSourceUUID,114076.0
1098,,,,Unknown,,,,,,ACTIVE,41H 140917 00,"JEFFERSON ISLAND LLC, VEST FAMILY LIMITED PARTNERSHIP",1866-06-30,,,,STATEMENT OF CLAIM,138.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=227041,1,,73.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157350,MTwr_S157351",MT_Consumptive Use,,"MTwr_WS7584,MTwr_WS7583",Bad WaterSourceUUID,114077.0
1099,,,,Unknown,,,,,,ACTIVE,41H 140919 00,"FRANK A NORMAN, GLORIA E NORMAN",1896-04-04,,,,STATEMENT OF CLAIM,304.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=227043,1,,160.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157356,MTwr_S157355,MTwr_S157353,MTwr_S157354",MT_Consumptive Use,,"MTwr_WS7585,MTwr_WS7453",Bad WaterSourceUUID,114079.0
1100,,,,Unknown,,,,,,ACTIVE,41H 140922 00,KAINZ FAMILY LTD PARTNERSHIP,1913-01-25,,,,STATEMENT OF CLAIM,125.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=227045,1,,125.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157359,MTwr_S157360",MT_Consumptive Use,,"MTwr_WS7587,MTwr_WS7586",Bad WaterSourceUUID,114082.0
1101,,,,Unknown,,,,,,ACTIVE,41H 140923 00,"FRANK A NORMAN, GLORIA E NORMAN",1875-10-05,,,,STATEMENT OF CLAIM,456.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=227046,1,,240.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157363,MTwr_S157362,MTwr_S157361",MT_Consumptive Use,,"MTwr_WS7589,MTwr_WS7588",Bad WaterSourceUUID,114083.0
1102,,,,Unknown,,,,,,ACTIVE,41H 140930 00,"FRANK A NORMAN, GLORIA E NORMAN",1919-03-08,,,,STATEMENT OF CLAIM,765.17,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=227053,1,,402.72,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157373,MTwr_S157371,MTwr_S157372",MT_Consumptive Use,,"MTwr_WS7585,MTwr_WS7453",Bad WaterSourceUUID,114089.0
1103,,,,Unknown,,,,,,ACTIVE,41H 140983 00,"ANN L CHASE, LELAND A CHASE, KELLY, BRIAN J LIVING TRUST, KELLY, SUE LIVING TRUST",1894-05-28,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=227098,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157431,MTwr_S157432",MT_Consumptive Use,,"MTwr_WS7510,MTwr_WS7593",Bad WaterSourceUUID,114137.0
1104,,,,Unknown,,,,,,ACTIVE,41H 141102 00,"GALLATIN COUNTY SCHOOL DISTRICT # 7, CECILE HAGGERTY, RACHEL HAGGERTY, SARA HAGGERTY, T BRET HAGGERTY",1912-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=307510,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157560,MTwr_S157559",MT_Consumptive Use,,"MTwr_WS7546,MTwr_WS7350",Bad WaterSourceUUID,114251.0
1105,,,,Unknown,,,,,,ACTIVE,41H 141111 00,REMI M METCALF,1911-02-08,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=227208,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157570,MTwr_S157569",MT_Consumptive Use,,"MTwr_WS7529,MTwr_WS7598",Bad WaterSourceUUID,114259.0
1106,,,,Unknown,,,,,4.55,ACTIVE,41H 148448 00,FAE COPE KAUK,1881-04-09,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=308478,1,,120.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157779,MTwr_S157778",MT_Consumptive Use,,"MTwr_WS7608,MTwr_WS7326",Bad WaterSourceUUID,114439.0
1107,,,,Unknown,,,,,0.75,ACTIVE,41H 148457 00,"RITA BENNET, LEE D NEWEY",1906-04-18,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=233586,1,,50.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157790,MTwr_S157789",MT_Consumptive Use,,"MTwr_WS7338,MTwr_WS7609",Bad WaterSourceUUID,114447.0
1108,,,,Unknown,,,,,0.75,ACTIVE,41H 148458 00,"RITA BENNET, LEE D NEWEY",1906-04-20,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=233587,1,,50.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157792,MTwr_S157791",MT_Consumptive Use,,"MTwr_WS7338,MTwr_WS7609",Bad WaterSourceUUID,114448.0
1109,,,,Unknown,,,,,,ACTIVE,41H 148459 00,"RITA BENNET, LEE D NEWEY",1906-04-18,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=233588,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157794,MTwr_S157793",MT_Consumptive Use,,"MTwr_WS7338,MTwr_WS7609",Bad WaterSourceUUID,114449.0
1110,,,,Unknown,,,,,2.5,ACTIVE,41H 148648 00,BRIDGEMAN LLC,1915-02-28,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=308504,1,,200.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157835,MTwr_S157834",MT_Consumptive Use,,"MTwr_WS7612,MTwr_WS7465",Bad WaterSourceUUID,114486.0
1111,,,,Unknown,,,,,,ACTIVE,41H 148659 00,TARWE INC,1864-07-02,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=233760,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157847,MTwr_S157846",MT_Consumptive Use,,"MTwr_WS7430,MTwr_WS7426",Bad WaterSourceUUID,114497.0
1112,,,,Unknown,,,,,1.0,ACTIVE,41H 15356 00,BRENT REHM,1910-04-01,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=36114,1,,100.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157948,MTwr_S157946,MTwr_S157947",MT_Consumptive Use,,"MTwr_WS7447,MTwr_WS7345",Bad WaterSourceUUID,114586.0
1113,,,,Unknown,,,,,,ACTIVE,41H 153958 00,"CRESENT CROSS LLP, RICHARD F KOUNTZ",1954-11-15,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=238355,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157977,MTwr_S157976",MT_Consumptive Use,,"MTwr_WS7354,MTwr_WS7359",Bad WaterSourceUUID,114612.0
1114,,,,Unknown,,,,,7.75,ACTIVE,41H 153960 00,"CRESENT CROSS LLP, DAYLE H KOUNTZ, RICHARD F KOUNTZ",1954-11-15,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=238357,1,,250.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157979,MTwr_S157980",MT_Consumptive Use,,"MTwr_WS7546,MTwr_WS7350",Bad WaterSourceUUID,114614.0
1115,,,,Unknown,,,,,0.27,ACTIVE,41H 154083 00,"ANA BYRNE, JAMES BYRNE, RUSSO PROPERTIES LLC",1933-07-18,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=238465,1,,11.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S157999,MTwr_S158000",MT_Consumptive Use,,"MTwr_WS7447,MTwr_WS7332",Bad WaterSourceUUID,114630.0
1116,,,,Unknown,,,,,"0.04,0.29",ACTIVE,41H 15828 00,"MARK DEOPSOMER, SARAH DEOPSOMER,BARBARA JERKE, ELMER JERKE","1886-09-24,1977-10-26",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM","1.5,86.0","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=321676,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=36936",1,,",11.55",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S158080,MTwr_S158079",MT_Consumptive Use,,"MTwr_WS7358,MTwr_WS2",Bad WaterSourceUUID,114704.0
1117,,,,Unknown,,,,,3.03,ACTIVE,41H 16761 00,HAMMER RANCH LLC,1934-06-13,,,,STATEMENT OF CLAIM,100.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=38562,1,,80.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S158252,MTwr_S158253",MT_Consumptive Use,,"MTwr_WS7623,MTwr_WS7407",Bad WaterSourceUUID,114868.0
1118,,,,Unknown,,,,,"0.08,1.5",ACTIVE,41H 16768 00,"DANIEL FAMILY PARTNERSHIP,SHERYL M PIERCE","1872-06-01,1977-12-28",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM","0.18,559.21","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=38577,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=38576",1,,",153.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S158256,MTwr_S158257",MT_Consumptive Use,,"MTwr_WS5350,MTwr_WS2",Bad WaterSourceUUID,114871.0
1119,,,,Unknown,,,,,"0.42,0.04",ACTIVE,41H 16797 00,"KENNETH R SIEVERT,ELIZABETH L BAYRAMIAN","1977-12-30,1899-03-22",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM","1.5,22.0","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=38626,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=38627",1,,",11.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S158279,MTwr_S158278",MT_Consumptive Use,,"MTwr_WS2,MTwr_WS7356",Bad WaterSourceUUID,114891.0
1120,,,,Unknown,,,,,,ACTIVE,41H 16801 00,"BOZEMAN RANCH LAND LLC, JOAN B TANNER",1921-01-31,,,,STATEMENT OF CLAIM,240.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=38634,1,,120.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S158286,MTwr_S158287",MT_Consumptive Use,,"MTwr_WS2345,MTwr_WS7625",Bad WaterSourceUUID,114895.0
1121,,,,Unknown,,,,,2.5,ACTIVE,41H 16830 00,CROUSE 423 LLC,1941-03-17,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=38685,1,,335.7,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S158298,MTwr_S158297",MT_Consumptive Use,,"MTwr_WS7453,MTwr_WS7575",Bad WaterSourceUUID,114904.0
1122,,,,Unknown,,,,,"0.08,35.0",ACTIVE,41H 18831 00,"C O HENSLEY, B J HENSLEY, SR, C O HENSLEY, SR,HOY DITCH CO","1978-05-26,1910-03-01",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM","1.5,4511.33","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=42162,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=42161",1,,",2560.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S158419,MTwr_S158420",MT_Consumptive Use,,"MTwr_WS7339,MTwr_WS2",Bad WaterSourceUUID,115022.0
1123,,,,Unknown,,,,,0.04,ACTIVE,41H 189791 00,"THEISEN, JONES REVOCABLE TRUST",1947-06-01,,,,STATEMENT OF CLAIM,17.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=269354,1,,5.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S158436,MTwr_S158435",MT_Consumptive Use,,"MTwr_WS7627,MTwr_WS458",Bad WaterSourceUUID,115036.0
1124,,,,Unknown,,,,,"0.04,50.0",ACTIVE,41H 19219 00,"STORY HILLS WEST,LESTER L FUGLEVAND","1978-06-23,1882-03-14",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM","1.5,30700.0","POWER GENERATION,DOMESTIC",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=42838,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=42839",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S158460,MTwr_S158461",MT_Consumptive Use,,"MTwr_WS7373,MTwr_WS2",Bad WaterSourceUUID,115060.0
1125,,,,Unknown,,,,,"0.06,2.59",ACTIVE,41H 21078 00,"MONICA POKORNY,DENECKE RANCH CO, RAMBOUILLET SHEEP CO","1978-11-21,1865-07-01",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.5","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=46060,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=46061",1,,",54.7",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S158577,MTwr_S158578",MT_Consumptive Use,,"MTwr_WS2,MTwr_WS7319",Bad WaterSourceUUID,115172.0
1126,,,,Unknown,,,,,5.68,ACTIVE,41H 211606 00,"PETER T BRONKEN, HICKS FAMILY FARM LLC, R2 PROPERTIES LLC, SA & J-MT LLC",1973-06-30,,,,STATEMENT OF CLAIM,255.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=288263,1,,150.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S158678,MTwr_S158679,MTwr_S158677,MTwr_S158676",MT_Consumptive Use,,"MTwr_WS7630,MTwr_WS7432",Bad WaterSourceUUID,115230.0
1127,,,,Unknown,,,,,2.5,ACTIVE,41H 22569 00,"HARTZHEIM PARTNERS LLC, GARY H THOMPSON",1890-05-31,,,,STATEMENT OF CLAIM,450.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=48662,1,,160.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S158890,MTwr_S158889",MT_Consumptive Use,,"MTwr_WS7395,MTwr_WS329",Bad WaterSourceUUID,115423.0
1128,,,,Unknown,,,,,2.5,ACTIVE,41H 22571 00,ALDERMAN RIVER RANCH LLC,1890-05-31,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=48664,1,,120.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S158893,MTwr_S158892",MT_Consumptive Use,,"MTwr_WS7324,MTwr_WS7440",Bad WaterSourceUUID,115425.0
1129,,,,Unknown,,,,,"0.06,0.04",ACTIVE,41H 23527 00,"TRD LLC,ANNA NASH GATES","1979-07-10,1867-05-01",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.5","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=50321,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=50322",1,,",4.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S158961,MTwr_S158962",MT_Consumptive Use,,"MTwr_WS2,MTwr_WS7319",Bad WaterSourceUUID,115493.0
1130,,,,Unknown,,,,,0.25,ACTIVE,41H 23599 00,"BARBARA J BISHOP, DONALD T BISHOP, ROCKIN S 7 HOA",1866-04-30,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=50447,1,,4.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S158972,MTwr_S158971",MT_Consumptive Use,,"MTwr_WS7226,MTwr_WS415",Bad WaterSourceUUID,115502.0
