SiteID,SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,StateCV,HUC8,HUC12,County,PODorPOUSite,WaterSourceID
3304074,CAss_S182,CA1009027,HARRIS FARMS HEADQUARTERS,NULL,Water Service Area,-120.2138974,36.34386884,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304075,CAss_S1820,CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,NULL,Water Service Area,-120.8317619,35.32407901,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304076,CAss_S1821,CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,NULL,Water Service Area,-120.8387043,35.30999947,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304077,CAss_S1822,CA4010018,GOLDEN STATE WATER COMPANY - NIPOMO,NULL,Water Service Area,-120.4991727,35.01724655,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304078,CAss_S1823,CA4010019,TEMPLETON CSD,NULL,Water Service Area,-120.7146564,35.55573739,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304079,CAss_S1825,CA4010023,GOLDEN STATE WATER COMPANY - EDNA,NULL,Water Service Area,-120.6264315,35.2230304,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304080,CAss_S1826,CA4010024,SLO CWWD NO. 23 - SANTA MARGARITA,NULL,Water Service Area,-120.608772,35.38880175,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304081,CAss_S1827,CA4010025,SLO CWD NO. 10 - CAYUCOS WTP,NULL,Water Service Area,-120.8931595,35.44026245,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304082,CAss_S1828,CA4010026,NIPOMO COMM SERVICES DIST,NULL,Water Service Area,-120.5045615,35.04311849,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304083,CAss_S1829,CA4010027,NACIMIENTO WATER COMPANY,NULL,Water Service Area,-120.9948156,35.74947441,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304085,CAss_S1830,CA4010028,SLO CSA NO. 16 - SHANDON,NULL,Water Service Area,-120.3830435,35.64962507,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304086,CAss_S1831,CA4010040,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,NULL,Water Service Area,-120.5754983,35.07829177,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304088,CAss_S1836,CA4010830,CALIFORNIA MENS COLONY,NULL,Water Service Area,-120.6989344,35.32392313,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304090,CAss_S1838,CA4010901,SLOCSA #10A - CAYUCOS,NULL,Water Service Area,-120.8804828,35.42799991,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN LUIS OBISPO,POU,114936
3304092,CAss_S1840,CA4100509,COUNTY SERVICE AREA 7,NULL,Water Service Area,-122.2675305,37.29813379,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304093,CAss_S1841,CA4100510,REDWOOD TERRACE MUTUAL,NULL,Water Service Area,-122.2941021,37.31431074,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304094,CAss_S1842,CA4100533,SKYLONDA MUTUAL,NULL,Water Service Area,-122.2678179,37.38616383,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304095,CAss_S1843,CA4100536,SAN MATEO COUNTY MEMORIAL PARK,NULL,Water Service Area,-122.2928904,37.27599053,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304096,CAss_S1844,CA4100539,KINGS MOUNTAIN PARK MUTUAL,NULL,Water Service Area,-122.3200317,37.41928507,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304098,CAss_S1848,CA4100582,COUNTY SERVICE AREA 11,NULL,Water Service Area,-122.3819528,37.2531937,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304099,CAss_S1849,CA4110001,MID-PENINSULA WATER DISTRICT,NULL,Water Service Area,-122.2935477,37.51523286,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304100,CAss_S185,CA1010001,BAKMAN WATER COMPANY,NULL,Water Service Area,-119.7083249,36.74617062,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304101,CAss_S1850,CA4110002,CITY OF BRISBANE,NULL,Water Service Area,-122.4014523,37.69107504,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304102,CAss_S1851,CA4110003,CITY OF BURLINGAME,NULL,Water Service Area,-122.3595198,37.58861353,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304103,CAss_S1852,CA4110005,GUADALUPE VALLEY MID,NULL,Water Service Area,-122.4137654,37.68999358,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304104,CAss_S1854,CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,NULL,Water Service Area,-122.2662522,37.49181291,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304105,CAss_S1855,CA4110008,CALIFORNIA WATER SERVICE - SAN MATEO,NULL,Water Service Area,-122.3119466,37.54217582,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304106,CAss_S1856,CA4110009,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,NULL,Water Service Area,-122.4271657,37.6615024,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304107,CAss_S1857,CA4110010,MONTARA WATER AND SANITARY DISTRICT,NULL,Water Service Area,-122.5042402,37.53714058,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304108,CAss_S1858,CA4110011,COASTSIDE COUNTY WATER DISTRICT,NULL,Water Service Area,-122.4417809,37.47174208,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304109,CAss_S1859,CA4110012,CUESTA LA HONDA GUILD INC,NULL,Water Service Area,-122.2696693,37.31870115,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304110,CAss_S186,CA1010003,CITY OF CLOVIS,NULL,Water Service Area,-119.6874187,36.82556468,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304111,CAss_S1860,CA4110013,CITY OF DALY CITY,NULL,Water Service Area,-122.4759049,37.68523099,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304112,CAss_S1861,CA4110016,TOWN OF HILLSBOROUGH,NULL,Water Service Area,-122.3584288,37.55719683,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304113,CAss_S1862,CA4110017,MENLO PARK MUNICIPAL WATER,NULL,Water Service Area,-122.1763713,37.4609002,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304114,CAss_S1863,CA4110018,CITY OF MILLBRAE,NULL,Water Service Area,-122.4028263,37.60007294,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304115,CAss_S1864,CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,NULL,Water Service Area,-122.1485811,37.46034183,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304116,CAss_S1865,CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,NULL,Water Service Area,-122.1471492,37.46768118,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304117,CAss_S1866,CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,NULL,Water Service Area,-122.2689712,37.5562893,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304118,CAss_S1867,CA4110022,CITY OF REDWOOD CITY,NULL,Water Service Area,-122.22858,37.49877485,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304119,CAss_S1868,CA4110023,CITY OF SAN BRUNO,NULL,Water Service Area,-122.4321454,37.62560921,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304120,CAss_S1869,CA4110024,CITY OF EAST PALO ALTO,NULL,Water Service Area,-122.1376085,37.46790105,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304121,CAss_S187,CA1010004,COALINGA-CITY,NULL,Water Service Area,-120.3535932,36.14767851,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304122,CAss_S1870,CA4110025,NORTH COAST COUNTY WATER DIST,NULL,Water Service Area,-122.4828909,37.60869618,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304123,CAss_S1871,CA4110027,WESTBOROUGH COUNTY WATER DIST,NULL,Water Service Area,-122.4560026,37.64337896,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN MATEO,POU,114936
3304124,CAss_S1873,CA4200531,RANCHO MARCELINO WATER,NULL,Water Service Area,-120.1125087,34.60321666,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304126,CAss_S1875,CA4200560,SISQUOC,NULL,Water Service Area,-120.2940325,34.86554303,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304128,CAss_S1877,CA4200580,SAN MARCOS TROUT CLUB,NULL,Water Service Area,-119.799839,34.49106567,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304130,CAss_S1879,CA4200619,SANTA YNEZ RANCHO ESTATES,NULL,Water Service Area,-120.0288171,34.63004222,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304131,CAss_S188,CA1010005,FIREBAUGH CITY,NULL,Water Service Area,-120.4532969,36.85314748,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304132,CAss_S1884,CA4200678,SANTA ANITA MUTUAL WATER COMPANY,NULL,Water Service Area,-120.3083293,34.4826711,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304133,CAss_S1885,CA4200684,LINCOLNWOOD MUTUAL WATER COMPANY,NULL,Water Service Area,-119.7455026,34.4462244,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304135,CAss_S1888,CA4200702,VIEJA MUTUAL WATER COMPANY,NULL,Water Service Area,-119.7889672,34.42638264,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304136,CAss_S1889,CA4200703,EL CAPITAN MUTUAL WATER COMPANY,NULL,Water Service Area,-120.0036093,34.47235662,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304137,CAss_S189,CA1010006,CITY OF FOWLER,NULL,Water Service Area,-119.6737441,36.62502911,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304138,CAss_S1890,CA4200714,SAN AUGUSTINE MUTUAL WATER COMPANY,NULL,Water Service Area,-120.3529485,34.46906004,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304140,CAss_S1895,CA4200800,EAST VALLEY FARMS MUTUAL WATER COMPANY,NULL,Water Service Area,-120.3921066,34.90538864,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304143,CAss_S1898,CA4200807,WOODSTOCK RANCH,NULL,Water Service Area,-120.0615251,34.68471219,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304145,CAss_S190,CA1010007,CITY OF FRESNO,NULL,Water Service Area,-119.7943935,36.77930159,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304146,CAss_S1900,CA4200837,RANCHO YNECITA,NULL,Water Service Area,-120.0938491,34.66988617,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304150,CAss_S1904,CA4200870,CASMALIA COMMUNITY SERVICES DISTRICT,NULL,Water Service Area,-120.5323503,34.83691528,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304151,CAss_S1906,CA4200881,OAK TRAIL ESTATES,NULL,Water Service Area,-120.0749944,34.66757564,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304152,CAss_S1907,CA4200891,BOBCAT SPRINGS MUTUAL WATER COMPANY,NULL,Water Service Area,-120.2089103,34.64747255,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304154,CAss_S191,CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",NULL,Water Service Area,-118.9169227,36.78452828,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304155,CAss_S1914,CA4210001,CARPINTERIA VALLEY WATER DISTRICT,NULL,Water Service Area,-119.5098829,34.41258413,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304156,CAss_S1915,CA4210002,LOS ALAMOS COMMUNITY SERVICES DISTRICT,NULL,Water Service Area,-120.2761899,34.74193227,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304157,CAss_S1916,CA4210003,GUADALUPE WATER DEPARTMENT,NULL,Water Service Area,-120.5729167,34.96034664,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304158,CAss_S1917,CA4210004,GOLETA WATER DISTRICT,NULL,Water Service Area,-119.817916,34.44168269,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304159,CAss_S1918,CA4210006,LOMPOC-CITY WATER UTILITY DIV,NULL,Water Service Area,-120.459204,34.64974038,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304160,CAss_S1919,CA4210007,MONTECITO WATER DIST,NULL,Water Service Area,-119.6156311,34.43663192,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304161,CAss_S192,CA1010017,FCWWD #41/SHAVER LAKE,NULL,Water Service Area,-119.323694,37.08261295,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304162,CAss_S1920,CA4210009,CUYAMA COMMUNITY SERVICES DISTRICT,NULL,Water Service Area,-119.683327,34.94331759,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304163,CAss_S1921,CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,NULL,Water Service Area,-119.7100942,34.42877959,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304164,CAss_S1922,CA4210011,SANTA MARIA WATER DEPARTMENT,NULL,Water Service Area,-120.4408755,34.93429626,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304165,CAss_S1923,CA4210013,SOLVANG WATER DIVISION,NULL,Water Service Area,-120.140285,34.59314757,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304166,CAss_S1924,CA4210016,GOLDEN STATE WATER COMPANY - ORCUTT,NULL,Water Service Area,-120.4268483,34.87180848,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304167,CAss_S1925,CA4210017,VANDENBERG VILLAGE COMM. SERV. DIST.,NULL,Water Service Area,-120.4637976,34.70489699,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304168,CAss_S1926,CA4210018,BUELLTON WATER DEPARTMENT,NULL,Water Service Area,-120.1952009,34.61503793,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304169,CAss_S1927,CA4210019,MISSION HILLS CSD,NULL,Water Service Area,-120.4430237,34.68608185,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304170,CAss_S1928,CA4210020,SANTA YNEZ RIVER WATER CONS. DIST. ID#1,NULL,Water Service Area,-120.1100964,34.59771305,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304171,CAss_S1929,CA4210021,GOLDEN STATE WATER COMPANY - TANGLEWOOD,NULL,Water Service Area,-120.4856353,34.89711482,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304172,CAss_S193,CA1010018,"KERMAN, CITY OF",NULL,Water Service Area,-120.0635601,36.72473667,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304173,CAss_S1930,CA4210022,GOLDEN STATE WATER COMPANY - LAKE MARIE,NULL,Water Service Area,-120.3681885,34.86713793,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304174,CAss_S1931,CA4210024,LA CUMBRE MUTUAL WATER CO,NULL,Water Service Area,-119.7702337,34.42445538,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304175,CAss_S1933,CA4210305,LAS CRUCES STATE PARK,NULL,Water Service Area,-120.2309794,34.48442649,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304176,CAss_S1934,CA4210700,"AMERICAN WATER O&M, LLC - VAFB",NULL,Water Service Area,-120.5569939,34.71375331,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA BARBARA,POU,114936
3304177,CAss_S1935,CA4300516,ALDERCROFT HEIGHTS COUNTY WATER DISTRICT,NULL,Water Service Area,-121.9713872,37.1624331,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304179,CAss_S1937,CA4300521,KENNON WATER COMPANY,NULL,Water Service Area,-121.9367012,37.21779859,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304181,CAss_S1939,CA4300525,MELODY WOODS WATER COMPANY,NULL,Water Service Area,-121.9757516,37.14469466,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304182,CAss_S194,CA1010019,"KINGSBURG, CITY OF",NULL,Water Service Area,-119.555976,36.51991495,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304183,CAss_S1940,CA4300526,OAKMONT WATER SYSTEM,NULL,Water Service Area,-121.9872192,37.17408239,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304184,CAss_S1941,CA4300542,SAN MARTIN COUNTY WATER DISTRICT,NULL,Water Service Area,-121.5973463,37.08986584,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304185,CAss_S1942,CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,NULL,Water Service Area,-122.0442525,37.24323885,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304186,CAss_S1943,CA4300546,SIERRA ROAD IMPROVEMENT ASSOCIATION INC,NULL,Water Service Area,-121.8371779,37.40517038,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304187,CAss_S1944,CA4300551,HAPPY ACRES MWC,NULL,Water Service Area,-121.9438885,37.22439619,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304188,CAss_S1945,CA4300560,GREEN MOUNTAIN WATER COMPANY,NULL,Water Service Area,-121.6808243,37.0898514,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304189,CAss_S1946,CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,NULL,Water Service Area,-121.7980535,37.37775238,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304190,CAss_S1947,CA4300563,MT. PLEASANT WATER USERS ASSOCIATION,NULL,Water Service Area,-121.7635043,37.3413402,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304191,CAss_S1948,CA4300567,BURCHELL ROAD WATER ASSOCIATION,NULL,Water Service Area,-121.6396755,37.02759171,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304192,CAss_S1949,CA4300573,GREEN ACRES MUTUAL WATER,NULL,Water Service Area,-121.6864589,37.1094107,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304193,CAss_S195,CA1010020,LATON COMMUNITY SERVICES DISTRICT,NULL,Water Service Area,-119.6864206,36.43286781,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304194,CAss_S1950,CA4300575,TWIN VALLEY INC,NULL,Water Service Area,-121.6667029,37.07423606,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304196,CAss_S1952,CA4300630,FOOTHILL MUTUAL WATER COMPANY,NULL,Water Service Area,-121.5964551,37.12355422,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304199,CAss_S1956,CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,NULL,Water Service Area,-121.9552939,37.21451526,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304201,CAss_S1958,CA4300771,NEW AVENUE MUTUAL WATER COMPANY,NULL,Water Service Area,-121.5429209,37.06484643,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304202,CAss_S1959,CA4300831,MT. EDEN MUTUAL WATER COMPANY,NULL,Water Service Area,-122.0575641,37.27415009,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304204,CAss_S1960,CA4300856,SPRING VALLEY HEIGHTS ASSOCIATION INC,NULL,Water Service Area,-121.8434696,37.43768381,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304205,CAss_S1962,CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,NULL,Water Service Area,-121.9954362,37.16664728,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304206,CAss_S1963,CA4300979,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,NULL,Water Service Area,-121.6545154,37.01103244,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304207,CAss_S1966,CA4310001,CWSC LOS ALTOS SUBURBAN,NULL,Water Service Area,-122.0720899,37.35467184,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304208,CAss_S1967,CA4310004,CITY OF GILROY,NULL,Water Service Area,-121.5853579,37.00458353,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304209,CAss_S1968,CA4310005,CITY OF MILPITAS,NULL,Water Service Area,-121.8985226,37.4324845,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304210,CAss_S1969,CA4310006,CITY OF MORGAN HILL,NULL,Water Service Area,-121.6420704,37.13255596,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304211,CAss_S197,CA1010023,CITY OF ORANGE COVE,NULL,Water Service Area,-119.3185853,36.62132089,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3304212,CAss_S1970,CA4310007,CITY OF MOUNTAIN VIEW,NULL,Water Service Area,-122.0803078,37.40158356,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304213,CAss_S1971,CA4310009,CITY OF PALO ALTO,NULL,Water Service Area,-122.1464681,37.39140124,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
3304214,CAss_S1972,CA4310011,SAN JOSE WATER,NULL,Water Service Area,-121.9104143,37.29622175,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SANTA CLARA,POU,114936
