SiteID,ConnecPOUSiteID,ConnecPODSiteID,SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,StateCV,HUC8,HUC12,County,PODorPOUSite,WaterSourceID
3334158,3334158,3334133,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334135,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334136,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334137,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334138,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334139,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334140,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334141,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334142,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334143,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334144,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334145,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334146,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334147,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334148,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334149,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334150,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334151,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334152,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334153,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334154,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334155,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334156,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334158,3334158,3334157,UTss_S1256,1139,Salt Lake City Water System,NULL,Unspecified,-111.9069795,40.75400533,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334174,3334174,3334160,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334161,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334162,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334163,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334164,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334165,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334167,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334168,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334169,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334170,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334171,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334172,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334174,3334174,3334173,UTss_S1278,1141,Alpine City,NULL,Unspecified,-111.7725699,40.46271382,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334179,3334179,3334175,UTss_S1283,1142,Daniel Municipal Water,NULL,Unspecified,-111.4122947,40.46897678,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Wasatch,POU,115918
3334179,3334179,3334177,UTss_S1283,1142,Daniel Municipal Water,NULL,Unspecified,-111.4122947,40.46897678,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Wasatch,POU,115918
3334179,3334179,3334178,UTss_S1283,1142,Daniel Municipal Water,NULL,Unspecified,-111.4122947,40.46897678,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Wasatch,POU,115918
3334197,3334197,3333983,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3333994,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334014,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334020,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334026,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334055,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334067,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334072,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334080,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334097,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334099,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334100,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334103,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334110,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334122,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334127,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334134,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334159,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334166,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334176,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3334185,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3339897,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3339907,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334197,3334197,3339916,UTss_S130,1010,Provo City,NULL,Unspecified,-111.6457721,40.2458709,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334198,3334198,3334180,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334181,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334182,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334183,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334184,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334186,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334187,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334188,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334189,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334190,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334191,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334192,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334193,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334194,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334198,3334198,3334195,UTss_S1301,1143,North Ogden City,NULL,Unspecified,-111.957862,41.31256177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3334206,3334206,3334199,UTss_S1310,1145,Mendon City,NULL,Unspecified,-111.9781984,41.70891665,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334206,3334206,3334200,UTss_S1310,1145,Mendon City,NULL,Unspecified,-111.9781984,41.70891665,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334206,3334206,3334201,UTss_S1310,1145,Mendon City,NULL,Unspecified,-111.9781984,41.70891665,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334206,3334206,3334202,UTss_S1310,1145,Mendon City,NULL,Unspecified,-111.9781984,41.70891665,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334206,3334206,3334203,UTss_S1310,1145,Mendon City,NULL,Unspecified,-111.9781984,41.70891665,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334206,3334206,3334204,UTss_S1310,1145,Mendon City,NULL,Unspecified,-111.9781984,41.70891665,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334209,3334209,3334207,UTss_S1313,1146,Scipio Town,NULL,Unspecified,-112.1139165,39.24427405,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Millard,POU,115918
3334209,3334209,3334208,UTss_S1313,1146,Scipio Town,NULL,Unspecified,-112.1139165,39.24427405,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Millard,POU,115918
3334213,3334213,3334210,UTss_S1318,1147,Mona Town Water System,NULL,Unspecified,-111.8502174,39.81214749,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Juab,POU,115918
3334213,3334213,3334211,UTss_S1318,1147,Mona Town Water System,NULL,Unspecified,-111.8502174,39.81214749,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Juab,POU,115918
3334213,3334213,3334212,UTss_S1318,1147,Mona Town Water System,NULL,Unspecified,-111.8502174,39.81214749,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Juab,POU,115918
3334215,3334215,3334205,UTss_S132,1011,South Robinson Spring Water Users,NULL,Unspecified,-111.672707,41.04807404,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Morgan,POU,115918
3334221,3334221,3334214,UTss_S1326,1148,Paradise Town Water System,NULL,Unspecified,-111.8327211,41.56720292,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334221,3334221,3334216,UTss_S1326,1148,Paradise Town Water System,NULL,Unspecified,-111.8327211,41.56720292,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334221,3334221,3334217,UTss_S1326,1148,Paradise Town Water System,NULL,Unspecified,-111.8327211,41.56720292,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334221,3334221,3334218,UTss_S1326,1148,Paradise Town Water System,NULL,Unspecified,-111.8327211,41.56720292,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334221,3334221,3334219,UTss_S1326,1148,Paradise Town Water System,NULL,Unspecified,-111.8327211,41.56720292,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334221,3334221,3334220,UTss_S1326,1148,Paradise Town Water System,NULL,Unspecified,-111.8327211,41.56720292,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3334226,3334226,3334223,UTss_S1331,1150,Central Enterprise Water Co.,NULL,Unspecified,-111.7403947,41.1039524,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Morgan,POU,115918
3334226,3334226,3334225,UTss_S1331,1150,Central Enterprise Water Co.,NULL,Unspecified,-111.7403947,41.1039524,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Morgan,POU,115918
3334232,3334232,3334227,UTss_S1338,1151,Coalville City Water System,NULL,Unspecified,-111.3942086,40.91526556,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Summit,POU,115918
3334232,3334232,3334228,UTss_S1338,1151,Coalville City Water System,NULL,Unspecified,-111.3942086,40.91526556,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Summit,POU,115918
3334232,3334232,3334229,UTss_S1338,1151,Coalville City Water System,NULL,Unspecified,-111.3942086,40.91526556,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Summit,POU,115918
3334232,3334232,3334230,UTss_S1338,1151,Coalville City Water System,NULL,Unspecified,-111.3942086,40.91526556,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Summit,POU,115918
3334232,3334232,3334231,UTss_S1338,1151,Coalville City Water System,NULL,Unspecified,-111.3942086,40.91526556,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Summit,POU,115918
3334236,3334236,3334233,UTss_S1341,1152,Webb Well Water Users,NULL,Unspecified,-111.942091,40.47662311,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334236,3334236,3334235,UTss_S1341,1152,Webb Well Water Users,NULL,Unspecified,-111.942091,40.47662311,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3334239,3334239,3334237,UTss_S1345,1153,Bothwell Town Water System,NULL,Unspecified,-112.2558207,41.71770819,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Box Elder,POU,115918
3334239,3334239,3334238,UTss_S1345,1153,Bothwell Town Water System,NULL,Unspecified,-112.2558207,41.71770819,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Box Elder,POU,115918
3334241,3334241,3334224,UTss_S135,1012,Monte Vista Community Water Co.,NULL,Unspecified,-113.1270362,37.68869528,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Iron,POU,115918
3334241,3334241,3334234,UTss_S135,1012,Monte Vista Community Water Co.,NULL,Unspecified,-113.1270362,37.68869528,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Iron,POU,115918
3334242,3334242,3334240,UTss_S1350,1154,Kanosh Town Water System,NULL,Unspecified,-112.4374275,38.80116814,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Millard,POU,115918
3334246,3334246,3334243,UTss_S1356,1155,Howell Town Water System,NULL,Unspecified,-112.4453346,41.77396375,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Box Elder,POU,115918
3334246,3334246,3334244,UTss_S1356,1155,Howell Town Water System,NULL,Unspecified,-112.4453346,41.77396375,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Box Elder,POU,115918
3334246,3334246,3334245,UTss_S1356,1155,Howell Town Water System,NULL,Unspecified,-112.4453346,41.77396375,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Box Elder,POU,115918
3334248,3334248,3334247,UTss_S1358,1156,Peoa Pipeline Co.,NULL,Unspecified,-111.3338906,40.72663474,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Summit,POU,115918
3334252,3334252,3334249,UTss_S1362,1157,Centerfield Town Water System,NULL,Unspecified,-111.818599,39.11207126,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Sanpete,POU,115918
3334252,3334252,3334250,UTss_S1362,1157,Centerfield Town Water System,NULL,Unspecified,-111.818599,39.11207126,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Sanpete,POU,115918
3334252,3334252,3334251,UTss_S1362,1157,Centerfield Town Water System,NULL,Unspecified,-111.818599,39.11207126,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Sanpete,POU,115918
3334257,3334257,3334253,UTss_S1367,1158,Oak City Water System,NULL,Unspecified,-112.3396175,39.37509286,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Millard,POU,115918
3334257,3334257,3334254,UTss_S1367,1158,Oak City Water System,NULL,Unspecified,-112.3396175,39.37509286,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Millard,POU,115918
3334257,3334257,3334255,UTss_S1367,1158,Oak City Water System,NULL,Unspecified,-112.3396175,39.37509286,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Millard,POU,115918
3334257,3334257,3334256,UTss_S1367,1158,Oak City Water System,NULL,Unspecified,-112.3396175,39.37509286,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Millard,POU,115918
3334266,3334266,3334258,UTss_S1375,1159,Elk Ridge Town,NULL,Unspecified,-111.6768649,40.00967686,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334266,3334266,3334259,UTss_S1375,1159,Elk Ridge Town,NULL,Unspecified,-111.6768649,40.00967686,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334266,3334266,3334261,UTss_S1375,1159,Elk Ridge Town,NULL,Unspecified,-111.6768649,40.00967686,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334266,3334266,3334262,UTss_S1375,1159,Elk Ridge Town,NULL,Unspecified,-111.6768649,40.00967686,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334266,3334266,3334263,UTss_S1375,1159,Elk Ridge Town,NULL,Unspecified,-111.6768649,40.00967686,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334266,3334266,3334264,UTss_S1375,1159,Elk Ridge Town,NULL,Unspecified,-111.6768649,40.00967686,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334266,3334266,3334265,UTss_S1375,1159,Elk Ridge Town,NULL,Unspecified,-111.6768649,40.00967686,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3334269,3334269,3334267,UTss_S1380,1160,Tropic Town Water System,NULL,Unspecified,-112.091374,37.62941068,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Garfield,POU,115918
3334269,3334269,3334268,UTss_S1380,1160,Tropic Town Water System,NULL,Unspecified,-112.091374,37.62941068,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Garfield,POU,115918
3334271,3334271,3334270,UTss_S1384,1161,Ukon Water Co.,NULL,Unspecified,-112.1192957,41.79509814,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Box Elder,POU,115918
3334281,3334281,3334272,UTss_S1396,1162,Lincoln Culinary Water Association,NULL,Unspecified,-112.2647867,40.55817263,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Tooele,POU,115918
