Year,TWDB_Survey_Number,PWS_Entity_Name,TCEQ_PWS_Code,Single_Family_Connections,Multi_Family_Connections,Commercial_Connections,Industrial_Connections,Institutional_Connections,Agriculture_Connections,Reuse_Connections,Total_Metered_Connections,Total_Unmetered_Connections,Single_Family_Volume,Multi_Family_Volume,Commercial_Volume,Industrial_Volume,Institutional_Volume,Agriculture_Volume,Reuse_Volume,Total_Metered_Volume,Unmetered_Volume
2018,0094920,BRASHEAR WSC,1120010,407,0,4,0,0,0,0,411,0,"46,496,600",0,0,0,0,0,0,"46,496,600",0
2018,0215200,BRAZORIA COUNTY FWSD 1,200025,259,0,3,0,0,0,0,262,0,"14,532,000",0,"1,022,000",0,0,0,0,"15,554,000",0
2018,0097950,BRICE LESLEY WSC,960013,37,0,0,0,0,44,0,81,0,"11,319,246",0,0,0,0,0,0,"11,319,246",0
2018,1104489,BRIDLEGATE SUBDIVISION,100092,230,0,4,0,0,0,0,234,59,"11,478,000",0,"143,000",0,0,0,0,"11,621,000","284,000"
2018,0098100,BRIGHT STAR-SALEM SUD 1,2500015,"2,049",26,21,1,22,3,0,"2,122",0,"108,532,000","11,908,600","4,143,300","107,900","1,347,900","1,371,300",0,"127,411,000",0
2018,1102901,BRIGHT STAR-SALEM SUD 2,1900015,120,1,0,0,0,0,0,121,0,"5,109,300","284,600",0,0,0,0,0,"5,393,900",0
2018,0098150,BRINKER WSC,1120011,863,5,17,0,9,21,0,915,0,"66,345,700","1,718,900","2,139,500",0,"328,500","18,719,500",0,"89,252,100","350,500"
2018,0098225,BRITTANY HILL WATER ASSOCOCIATION INC,610181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0098350,BROOKELAND FWSD,2020004,468,0,26,0,0,0,0,494,0,"13,959,070",0,"4,821,610",0,0,0,0,"18,780,680",0
2018,0880966,BROOKELAND FWSD-FOREST HILL WATER SUPPLY,1210012,149,0,11,0,0,0,0,160,0,"5,254,060",0,"3,315,100",0,0,0,0,"8,569,160",0
2018,0584648,BROOKELAND FWSD-MULBERRY WATER SYSTEM,1210049,39,0,3,0,0,0,0,42,0,"1,193,440",0,"30,000",0,0,0,0,"1,223,440",0
2018,0790920,BROOKELAND FWSD-SHAWNEE SHORES WATER SYSTEM,2020050,115,0,0,0,0,0,0,115,0,"2,828,000",0,0,0,0,0,0,"2,828,000",0
2018,0870200,BROOKELAND FWSD-TOLEDO VILLAGE WSC,1760002,557,0,5,0,0,0,0,562,0,"12,453,160",0,"352,140",0,0,0,0,"12,805,300",0
2018,0098360,BROOKESMITH SPECIAL UTILITY DISTRICT,250004,"3,682",5,58,4,16,69,0,"3,834",5,"209,586,200","473,000","17,986,900","1,024,500","2,022,900","3,012,900",0,"234,106,400","20,606,377"
2018,0098400,BROOKSHIRE MWD,2370004,"1,163",0,184,0,0,75,0,"1,422",0,"120,520,000",0,"15,352,000",0,0,"10,352,000",0,"146,224,000",0
2018,0100400,BROWNSVILLE PUBLIC UTILITIES BOARD,310001,"46,551","11,931","4,040",4,379,0,0,"62,905",430,"3,600,406,000","490,185,000","1,733,157,000","88,359,000","208,898,000",0,0,"6,121,005,000","23,847,000"
2018,0101620,BRUNDAGE WATER SYSTEM,640028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0101600,BRUNI RURAL WSC,2400003,189,0,28,0,0,0,0,217,0,"10,853,330",0,"2,018,470",0,0,0,0,"12,871,800","2,168,062"
2018,0944483,BRUSHY CREEK MUD,2460061,"5,486",10,99,0,30,71,0,"5,696",0,"639,740,000","52,193,000","26,885,000",0,"46,171,000","64,008,000",0,"828,997,000","4,565,000"
2018,0101950,BRUSHY CREEK WSC,10036,"1,532",0,1,0,0,0,0,"1,533",0,"90,804,500",0,"273,000",0,0,0,0,"91,077,500","45,729,675"
2018,0104300,BUCHANAN LAKE VILLAGE INC,1500003,229,0,0,0,0,0,0,229,0,"11,488,650",0,0,0,0,0,0,"11,488,650",0
2018,0104500,BUCKEYE KNOLL,1490016,38,0,0,0,0,0,0,38,0,"7,249,400",0,0,0,0,0,0,"7,249,400",0
2018,0106000,BUENA VISTA BETHEL SPECIAL UD,700037,"1,756",0,26,1,6,0,0,"1,789",0,"322,916,250",0,"6,515,100","3,090,700","723,250",0,0,"333,245,300","81,100,140"
2018,0106050,BUENA VISTA WS BURNET,270008,127,0,0,0,0,0,0,127,0,"6,665,330",0,0,0,0,0,0,"6,665,330","960,000"
2018,0107700,BUENA VISTA WSC,2100032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1102109,BUMBLE BEE HILLS,1330092,78,0,0,0,0,0,0,78,0,"14,714,000",0,0,0,0,0,0,"14,714,000",0
2018,1104554,BUNKHOUSE WATER SYSTEM,720057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0109800,BURKEVILLE WSC,1760003,237,2,0,0,39,0,0,278,2,"11,357,720","241,790",0,0,"1,744,030",0,0,"13,343,540","58,400"
2018,0109925,BURNS REDBANK WSC,190015,705,6,0,0,7,0,0,718,42,"43,521,000","36,300",0,0,"755,400",0,0,"44,312,700","280,600"
2018,0115300,BUSHLAND WSC,1880002,78,0,6,0,3,1,0,88,5,"6,964,210",0,"688,630",0,"167,390","189,330",0,"8,009,560","145,000"
2018,0115350,BUTLER WSC,810013,623,0,0,0,0,0,0,623,46,"30,281,100",0,0,0,0,0,0,"30,281,100","643,210"
2018,0158610,C H WSC,810031,80,0,0,0,0,0,0,80,0,"5,910,090",0,0,0,0,0,0,"5,910,090",0
2018,0188790,C R C WSC,1070228,133,0,2,0,0,0,0,135,8,"7,663,900",0,"3,375,300",0,0,0,0,"11,039,200",0
2018,0151400,C S COMMUNITY WSC,1550096,137,0,0,0,3,0,0,140,0,"7,832,000",0,0,0,"107,000",0,0,"7,939,000",0
2018,0200471,C WILLOW WATER COMPANY,2470019,244,0,0,0,0,0,0,244,0,"22,563,571",0,0,0,0,0,0,"22,563,571",0
2018,0395350,CADDO BASIN SUD,1160029,"4,285",1,7,8,40,2,0,"4,343",1,"299,881,291","311,000","4,201,370","2,244,630","9,898,700","75,800",0,"316,612,791","73,685,938"
2018,0127420,CADDO LAKE WSC,1020019,402,0,0,0,0,0,0,402,13,"15,134,700",0,0,0,0,0,0,"15,134,700","2,015,549"
2018,0127600,CADILLAC WSC,150247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0319211,CALLAHAN COUNTY WSC,300015,981,0,17,0,0,0,0,998,42,"46,234,452",0,"824,568",0,0,0,0,"47,059,020","740,000"
2018,0130745,CAMILLA COVES LOT OWNERS ASSOCIATION,2040040,96,0,0,0,0,0,0,96,99,0,0,0,0,0,0,0,0,"7,150,500"
2018,0130750,CAMILLA WSC,2040002,276,0,0,0,0,0,0,276,30,"18,121,900",0,0,0,0,0,0,"18,121,900","822,000"
2018,0889165,CAMP STANLEY STORAGE ACTIVITY,150117,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,"10,773,211"
2018,0130900,CAMPBELL WSC,1160017,491,0,2,0,10,0,0,503,0,"22,858,920",0,"29,700",0,"593,170",0,0,"23,481,790",0
2018,1104587,CANAL TERRACE SUBDIVISION,1010639,161,0,0,0,0,0,0,161,0,"8,532,048",0,0,0,0,0,0,"8,532,048",0
2018,0132230,CANDELARIA WSC,1890011,46,0,0,0,2,0,0,48,0,"1,637,866",0,0,0,0,0,0,"1,637,866",0
2018,0132210,CANEY CREEK MUD,1610087,"1,504",0,8,0,0,0,0,"1,512",31,"60,689,440",0,"1,541,680",0,0,0,0,"62,231,120","6,465,770"
2018,0409155,CANEY CREEK UTILITIES INC,1700328,52,0,0,0,0,0,0,52,0,"3,438,900",0,0,0,0,0,0,"3,438,900",0
2018,0133129,CANYON LAKE VILLAS,460104,18,85,0,0,0,0,0,103,0,"827,230","3,906,370",0,0,0,0,0,"4,733,600",0
2018,0757715,CANYON LAKE WATER SERVICE COMPANY-RUST RANCH,160019,171,0,0,0,0,0,0,171,1,"9,650,900",0,0,0,0,0,0,"9,650,900","190,255"
2018,0133118,CANYON LAKE WATER SERVICE COMPANY-SJWTX CANYON LAKE SHORES,460019,"7,143",14,345,0,40,0,0,"7,542",1,"514,565,800","2,495,500","102,383,000",0,"37,376,000",0,0,"656,820,300","54,142,787"
2018,0329451,CANYON LAKE WATER SERVICE COMPANY-SJWTX GLENWOOD,460246,117,0,7,0,0,0,0,124,1,"18,969,200",0,"4,619,393",0,0,0,0,"23,588,593","352,389"
2018,1102980,CANYON LAKE WATER SERVICE COMPANY-SJWTX NORTH POINT SUBDIVISION,460235,29,0,0,0,0,0,0,29,1,"2,085,700",0,0,0,0,0,0,"2,085,700","24,242"
2018,0874600,CANYON LAKE WATER SERVICE COMPANY-SJWTX TRIPLE PEAK,460172,"7,161",24,296,0,42,0,0,"7,523",1,"469,456,700","9,290,100","61,124,193",0,"23,897,400",0,0,"563,768,393","26,026,044"
2018,0829060,CANYON LAKE WATER SERVICE COMPANY-SUMMIT NORTH SUBDIVISION,460220,43,0,0,0,0,0,0,43,1,"1,702,600",0,0,0,0,0,0,"1,702,600","40,997"
2018,0133000,CANYON MUNICIPAL WATER SYSTEM,1910001,"4,467",127,334,0,46,0,0,"4,974",0,"422,319,000","53,072,000","68,660,000",0,"191,902,000",0,0,"735,953,000",0
2018,0133133,CANYON PARK WATER SYSTEM,1870034,375,0,0,0,0,0,0,375,0,"17,956,600",0,0,0,0,0,0,"17,956,600",0
2018,0795075,CAPE CARANCAHUA WSC,1200022,397,0,3,14,0,1,0,415,0,"11,750,120",0,"131,770","334,430",0,"21,680",0,"12,238,000",0
2018,0133330,CAPE ROYALE UD,2040005,697,5,17,0,0,0,0,719,1,"33,022,100","368,600","4,049,400",0,0,0,0,"37,440,100","20,000"
2018,0135300,CARO WSC,1740007,904,0,0,0,0,0,0,904,0,"109,287,700",0,0,0,0,0,0,"109,287,700",0
2018,0255920,CARRINGTON ASSOCIATES INC-ELDORADO WATER,1610024,60,0,0,0,0,0,0,60,0,"2,808,500",0,0,0,0,0,0,"2,808,500",0
2018,0683370,CARRINGTON ASSOCIATES INC-PIONEER VALLEY WATER COMPANY,490020,286,0,0,0,0,0,0,286,0,"17,195,200",0,0,0,0,0,0,"17,195,200",0
2018,0694220,CARRIZO HILL WSC,640022,259,5,33,0,0,0,0,297,37,"28,506,000","1,100,000","6,618,000",0,0,0,0,"36,224,000","400,000"
2018,0060134,CARROLL WATER COMPANY-EMERALD FOREST SUBDIVISION,700058,100,0,0,0,0,0,0,100,0,"5,312,400",0,0,0,0,0,0,"5,312,400",0
2018,0334950,CARROLL WATER COMPANY-GRANDE CASA SUBDIVISION WATER SYSTEM,700063,169,0,0,0,0,0,0,169,0,"34,634,800",0,0,0,0,0,0,"34,634,800",0
2018,0482510,CARROLL WATER COMPANY-LAKEVIEW RANCHETTES,700057,100,0,0,0,0,0,0,100,0,"9,719,347",0,0,0,0,0,0,"9,719,347",0
2018,0178464,CARROLL WATER COMPANY-RED OAK SYSTEM,700056,111,0,0,0,0,0,0,111,0,"7,749,300",0,0,0,0,0,0,"7,749,300",0
2018,0817672,CARROLL WATER COMPANY-SPANISH GRANT SUBDIVISION,700064,138,0,0,0,0,0,0,138,0,"18,616,300",0,0,0,0,0,0,"18,616,300",0
2018,1104101,CARROLL WSC WELL 3,2120007,170,0,3,0,16,1,0,190,13,"15,738,360",0,"277,737",0,"1,481,264","92,579",0,"17,589,940","287,820"
2018,0136250,CARROLL WSC WELL 4,2120103,215,0,4,0,2,2,0,223,11,"19,908,284",0,"370,388",0,"185,194","185,194",0,"20,649,060","245,180"
2018,0138350,CASH SUD,1160018,"6,494",0,190,8,0,0,0,"6,692",5,"476,905,467",0,"15,290,370","832,800",0,0,0,"493,028,637","299,240"
2018,0138375,CASSIE SUBDIVISION WATER SYSTEM,270047,66,0,0,0,0,0,0,66,0,"2,793,560",0,0,0,0,0,0,"2,793,560","100,250"
2018,0139400,CATARINA WSC,640029,97,0,0,0,0,0,0,97,0,"19,873,000",0,0,0,0,0,0,"19,873,000",0
2018,0139430,CATTAIL CREEK MHP,720033,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
2018,0140866,CEDAR CREEK WATER SUPPLY,1470021,60,0,0,0,0,0,0,60,0,"1,773,150",0,0,0,0,0,0,"1,773,150",0
2018,0140930,CEDAR CREST COLONY WSC,1090036,60,0,0,0,0,0,0,60,2,"2,322,120",0,0,0,0,0,0,"2,322,120","3,400"
2018,0140975,CEDAR GROVE MHC,500043,159,0,2,0,0,0,0,161,0,"6,554,400",0,"70,560",0,0,0,0,"6,624,960",0
2018,0950900,CEDAR OAK MESA WSC,1050031,203,0,0,0,0,0,0,203,0,"8,439,900",0,0,0,0,0,0,"8,439,900",0
2018,0141055,CEDAR RIDGE DEEP WELL WATER,1550078,39,0,0,0,0,0,0,39,0,"4,600,000",0,0,0,0,0,0,"4,600,000",0
2018,0141120,CEDRON CREEK RANCH INC,180051,108,0,1,0,3,0,0,112,0,"5,814,983",0,"11,900",0,"475,544",0,0,"6,302,427","200,000"
2018,0141200,CEGO DURANGO WSC,730013,465,0,0,0,0,12,0,477,0,"51,022,300",0,0,0,0,"7,200,000",0,"58,222,300",0
2018,0143565,CENTERLINE WSC,260012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0145050,CENTERVILLE WSC,2280005,419,0,0,0,4,0,0,423,39,"21,265,970",0,0,0,"348,400",0,0,"21,614,370","12,600,000"
2018,0144030,CENTRAL BOSQUE WSC,1550061,303,0,8,0,0,0,0,311,1,"30,418,569",0,"3,379,841",0,0,0,0,"33,798,410","2,707,595"
2018,0143790,CENTRAL BOWIE COUNTY WSC,190024,"2,754",20,16,0,0,0,0,"2,790",1,"161,850,211","1,175,383","940,306",0,0,0,0,"163,965,900","33,690,293"
2018,0144000,CENTRAL WCID OF ANGELINA COUNTY,30019,"2,187",7,61,0,17,0,0,"2,272",0,"123,698,620","573,900","5,197,530",0,"4,441,340",0,0,"133,911,390",0
2018,1103441,CERRO ALTO WATER SYSTEM,1150014,70,0,0,0,0,0,0,70,0,"13,543,475",0,0,0,0,0,0,"13,543,475",0
2018,0146000,CHALK BLUFF WSC,1550020,"1,216",0,0,0,0,0,0,"1,216",0,0,0,0,0,0,0,0,0,0
2018,0146010,CHALK HILL SUD,2010050,"1,451",156,0,0,0,0,0,"1,607",0,"79,551,000","525,500",0,0,0,0,0,"80,076,500",0
2018,0011475,CHAMPS WATER COMPANY-ALDINE FOREST SUBDIVISION,1010410,35,0,0,0,0,0,0,35,0,"4,131,000",0,0,0,0,0,0,"4,131,000","12,000"
2018,0391675,CHAMPS WATER COMPANY-HOE WSC,1011101,126,0,0,0,0,0,0,126,0,"9,188,000",0,0,0,0,0,0,"9,188,000",0
2018,0022900,CHAMPS WATER COMPANY-MADING LANE,1010517,83,0,15,0,0,0,0,98,0,"7,635,000",0,"1,380,000",0,0,0,0,"9,015,000","39,000"
2018,0362091,CHAMPS WATER COMPANY-NORTH BELT FOREST SUBDIVISION,1011999,384,0,0,0,0,0,0,384,0,"23,819,000",0,0,0,0,0,0,"23,819,000","1,825,000"
2018,0651500,CHAMPS WATER COMPANY-PARKLAND ESTATES,1010192,72,0,4,0,0,0,0,76,0,"7,110,000",0,"374,000",0,0,0,0,"7,484,000",0
2018,0722725,CHAMPS WATER COMPANY-RENES WATER SYSTEM,1010578,38,0,0,0,0,0,0,38,0,"3,892,000",0,0,0,0,0,0,"3,892,000",0
2018,1102447,CHAMPS WATER COMPANY-ROLLING FOREST SUBDIVSION,1700684,40,0,3,0,0,0,0,43,0,"6,553,000",0,"491,000",0,0,0,0,"7,044,000","24,000"
2018,0932400,CHAMPS WATER COMPANY-WEST MONTGOMERY UTILITY,1010670,222,283,0,0,0,0,0,505,0,"24,089,000","30,706,000",0,0,0,0,0,"54,795,000","1,825,000"
2018,0930800,CHAMPS WATER COMPANY-WESTERN HOMES SUBDIVISION,1010028,221,0,33,0,0,0,0,254,0,"23,794,000",0,"3,555,000",0,0,0,0,"27,349,000","1,825,000"
2018,0939365,CHAMPS WATER COMPANY-WHISPERING MEADOWS MHP,1011708,46,0,0,0,0,0,0,46,0,"3,577,000",0,0,0,0,0,0,"3,577,000","12,000"
2018,0147420,CHAPARRAL WATER SYSTEM GILLESPIE,860010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0147500,CHARLIE WSC,390016,38,0,0,0,0,0,0,38,0,"1,183,980",0,0,0,0,0,0,"1,183,980",0
2018,0147675,CHATFIELD WSC,1750012,"1,614",0,14,0,0,0,0,"1,628",0,"99,183,600",0,"783,700",0,0,0,0,"99,967,300","6,000,000"
2018,0147700,CHATT WSC,1090020,279,1,16,1,5,16,0,318,0,"2,944,810","174,330","2,220,470","107,640","4,177,720","1,036,700",0,"10,661,670",0
2018,0148050,CHESTER WSC,2290002,465,0,0,0,0,0,0,465,1,"30,099,800",0,0,0,0,0,0,"30,099,800","1,000,000"
2018,0149200,CHILDRESS CREEK WSC,180026,620,0,7,8,6,179,0,820,0,"55,140,000",0,"726,666","726,666","726,666","15,230,000",0,"72,549,998",0
2018,0152000,CHOICE WSC,2100005,352,0,0,0,0,0,0,352,0,"37,595,000",0,0,0,0,0,0,"37,595,000",0
2018,0195602,CHUCK BELL WATER SYSTEMS-BEAR CREEK ESTATES,2200336,19,0,0,0,0,0,0,19,0,"1,281,300",0,0,0,0,0,0,"1,281,300",0
2018,0195607,CHUCK BELL WATER SYSTEMS-BELL MANOR SUBDIVISION,1260080,21,0,0,0,0,0,0,21,0,"2,365,000",0,0,0,0,0,0,"2,365,000",0
2018,0195608,CHUCK BELL WATER SYSTEMS-BUFFALO CREEK SYSTEM,1260084,36,0,0,0,0,0,0,36,0,"3,151,000",0,0,0,0,0,0,"3,151,000",0
2018,0195610,CHUCK BELL WATER SYSTEMS-JOHN DAME WATER SYSTEM,1260090,40,0,0,0,0,0,0,40,0,"3,371,000",0,0,0,0,0,0,"3,371,000",0
2018,0195604,CHUCK BELL WATER SYSTEMS-MARTIN CREEK,1260122,22,0,0,0,0,0,0,22,0,"1,309,600",0,0,0,0,0,0,"1,309,600",0
2018,0195612,CHUCK BELL WATER SYSTEMS-ROCK CREEK ESTATES SYSTEM,1260082,36,0,0,0,0,0,0,36,0,"2,409,500",0,0,0,0,0,0,"2,409,500",0
2018,0195613,CHUCK BELL WATER SYSTEMS-SANDERS VIEW SYSTEM,1260086,20,0,0,0,0,0,0,20,0,"1,632,900",0,0,0,0,0,0,"1,632,900",0
2018,0152950,CHURCH HILL WSC,2010008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1104488,CIELO RIO RANCH WATER SYSTEM,100091,22,0,0,0,0,0,0,22,0,"3,128,881",0,0,0,0,0,0,"3,128,881","323,547"
2018,0153275,CIMARRON PARK WATER COMPANY INC,1050059,678,0,15,0,0,0,0,693,0,"58,479,870",0,"3,211,320",0,0,0,0,"61,691,190",0
2018,0098000,CITY  OF BRIDGE CITY-GENERAL DISTRIBUTION,1810001,"3,707",71,348,16,0,0,0,"4,142",158,"43,525,000","47,616,000","67,875,000","2,478,000",0,0,0,"161,494,000","10,000,000"
2018,1102514,CITY  OF BRIDGE CITY-WATERWOOD ESTATES,1810175,88,0,0,0,0,0,0,88,7,"2,130,000",0,0,0,0,0,0,"2,130,000","100,000"
2018,0718426,CITY OF  KOUNTZE-RANCHLAND PROPERTY OWNERS ASSOC,1000070,16,0,0,0,0,0,0,16,0,"840,250",0,0,0,0,0,0,"840,250","621,930"
2018,0005800,CITY OF ABBOTT,1090015,188,0,8,0,6,2,0,204,3,"11,867,014",0,"434,680",0,"2,529,800","30,360",0,"14,861,854","54,800"
2018,0006600,CITY OF ABERNATHY,950001,"1,082",6,94,1,15,0,0,"1,198",0,"81,622,000","1,145,000","19,410,000","27,000","13,830,000",0,0,"116,034,000",0
2018,0006650,CITY OF ABILENE,2210001,"38,740","11,200","5,368",46,"1,081",0,26,"56,461",0,"2,547,977,000","521,366,000","919,283,000","151,578,000","546,884,094",0,"555,758,000","5,242,846,094",0
2018,0010600,CITY OF AGUA DULCE,1780001,320,0,0,0,0,0,0,320,0,"27,742,740",0,0,0,0,0,0,"27,742,740",0
2018,0011000,CITY OF ALAMO,1080001,"4,362",402,428,0,30,0,0,"5,222",0,"386,955,400","21,567,100","176,390,800",0,"17,083,700",0,0,"601,997,000","870,000"
2018,0011200,CITY OF ALAMO HEIGHTS,150039,"2,724",113,217,0,20,0,0,"3,074",225,"377,165,439","36,210,919","72,647,301",0,"9,594,977",0,0,"495,618,636","21,080,340"
2018,0011400,CITY OF ALBA,2500005,299,4,30,0,0,0,0,333,2,"19,270,500","735,000","2,012,100",0,0,0,0,"22,017,600","35,000"
2018,0011420,CITY OF ALBANY,2090001,861,4,144,1,62,0,0,"1,072",1,"60,392,000","1,651,000","11,407,000","2,906,000","13,979,000",0,0,"90,335,000","291,000"
2018,0651755,CITY OF ALEDO,1840001,"1,581",0,157,0,0,0,0,"1,738",2,"135,402,869",0,"50,288,328",0,0,0,0,"185,691,197","9,956,260"
2018,0012200,CITY OF ALICE,1250001,"7,252",53,"1,207",0,0,0,0,"8,512",0,"466,721,000","62,129,000","208,555,300",0,0,0,0,"737,405,300","41,888,750"
2018,0013000,CITY OF ALLEN,430025,"29,135","7,499","1,642",9,349,0,0,"38,634",0,"3,295,912,000","315,805,000","973,295,000","77,618,000","285,485,000",0,0,"4,948,115,000",0
2018,0013800,CITY OF ALPINE,220001,"2,715",0,0,0,0,0,0,"2,715",0,"380,285,877",0,0,0,0,0,0,"380,285,877",0
2018,0015400,CITY OF ALTO,370001,666,1,1,0,0,0,0,668,0,"43,533,750","8,706,750","5,804,500",0,0,0,0,"58,045,000",0
2018,0016000,CITY OF ALVARADO,1260001,"1,692",5,270,0,49,0,0,"2,016",0,"85,337,541","10,546,259","48,291,517",0,"16,512,783",0,0,"160,688,100","592,410"
2018,0016800,CITY OF ALVIN,200001,"7,232",183,683,0,40,0,0,"8,138",0,"388,093,976","172,856,864","150,461,827",0,"322,070,000",0,0,"1,033,482,667",0
2018,0017200,CITY OF ALVORD,2490001,532,2,48,0,1,0,0,583,9,0,0,0,0,0,0,0,0,"240,000"
2018,0024000,CITY OF AMHERST,1400006,293,1,13,0,3,3,0,313,38,"17,400,000","402,000","1,242,000",0,"3,542,000","378,000",0,"22,964,000","5,421,500"
2018,0024800,CITY OF ANAHUAC,360001,749,0,121,0,0,24,0,894,0,"31,764,539",0,"14,990,659",0,0,"130,782",0,"46,885,980","13,843,817"
2018,0028000,CITY OF ANDREWS,20001,"4,358",63,420,3,151,0,0,"4,995",0,"557,592,000","22,968,000","81,002,000","1,387,000","110,757,000",0,0,"773,706,000",0
2018,0028800,CITY OF ANGLETON,200002,"6,176",62,649,0,0,0,0,"6,887",0,"350,894,200","77,016,300","208,226,200",0,0,0,0,"636,136,700",0
2018,0029600,CITY OF ANNA,430027,"5,102",12,210,0,0,0,0,"5,324",16,"361,708,340","232,876","86,288,439",0,0,0,0,"448,229,655","472,389"
2018,0029650,CITY OF ANNONA,1940004,121,0,10,0,0,0,0,131,0,"3,500,000",0,"3,822,720",0,0,0,0,"7,322,720",0
2018,0029800,CITY OF ANSON,1270001,940,10,93,2,8,2,0,"1,055",0,"39,460,000","315,000","1,010,000","20,000","195,000","42,000",0,"41,042,000",0
2018,0030000,CITY OF ANTHONY,710001,"1,101",7,128,0,0,0,0,"1,236",26,"93,064,000",0,"55,067,000",0,"44,639,000",0,0,"192,770,000","780,000"
2018,0030400,CITY OF ANTON,1100001,400,1,15,0,13,0,0,429,3,"31,306,000","1,047,000","622,000",0,"1,412,000",0,0,"34,387,000","4,160,000"
2018,0032800,CITY OF ARANSAS PASS,2050015,"2,431",380,449,6,5,0,0,"3,271",0,"209,640,700","45,040,027","73,887,575","14,777,515","978,700",0,0,"344,324,517",0
2018,0033660,CITY OF ARCHER CITY,50001,729,66,88,1,20,7,0,911,4,"35,223,000","1,614,000","7,416,000","27,000","863,000","191,000",0,"45,334,000","4,820,000"
2018,0033760,CITY OF ARCOLA,790520,327,96,0,0,23,0,0,446,0,"18,488,000","877,000",0,0,"5,337,000",0,0,"24,702,000",0
2018,0035000,CITY OF ARLINGTON,2200001,"96,454","47,933","4,659",43,236,0,3,"149,328",0,"9,379,921,000","3,045,430,000","3,241,766,000","629,271,000","796,042,000",0,"73,475,000","17,165,905,000",0
2018,0035800,CITY OF ARP,2120001,423,0,38,0,0,0,0,461,56,"30,203,100",0,"6,159,500",0,0,0,0,"36,362,600","240,000"
2018,0036600,CITY OF ASHERTON,640011,401,20,35,0,0,0,0,456,6,"28,264,052","1,409,678","2,466,937",0,0,0,0,"53,080,000","20,939,333"
2018,0037400,CITY OF ASPERMONT,2170001,456,0,132,0,0,0,0,588,0,"44,625,000",0,"4,638,352",0,0,0,0,"49,263,352","750,000"
2018,0038200,CITY OF ATHENS,1070005,"3,846","1,062",683,30,61,0,0,"5,682",0,"298,291,300","35,923,400","151,115,600","11,366,400","70,281,700",0,0,"566,978,400",0
2018,0039000,CITY OF ATLANTA,340001,"2,110",0,339,0,37,0,0,"2,486",5,"152,802,000",0,"54,261,000",0,"2,734,000",0,0,"209,797,000","12,948,000"
2018,0040600,CITY OF AUBREY,610001,"1,073",13,103,0,0,0,0,"1,189",0,"62,286,099","6,523,982","20,676,474",0,0,0,0,"89,486,555","5,106,216"
2018,0041010,CITY OF AUSTIN-GENERAL DISTRIBUTION SYSTEM,2270001,"211,190","6,389","17,354",9,440,0,133,"235,515",0,"14,055,144,000","9,514,459,200","10,571,262,400","3,301,733,700","1,000,354,500",0,"1,409,222,790","39,852,176,590","46,712,505"
2018,0041400,CITY OF AUSTWELL,1960006,128,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0
2018,0042295,CITY OF AVERY,1940005,240,1,0,1,1,0,0,243,0,"15,671,633","1,361,327",0,"263,270","1,754,970",0,0,"19,051,200",0
2018,0043000,CITY OF AVINGER,340002,194,2,10,0,4,0,0,210,0,"28,855,000","975,000","4,928,000",0,"425,000",0,0,"35,183,000",0
2018,0044500,CITY OF AZLE,2200002,"4,910",0,549,0,0,0,0,"5,459",0,"516,726,265",0,"19,853,449",0,0,0,0,"536,579,714","6,707,246"
2018,0050000,CITY OF BAILEY,740038,143,0,0,0,0,0,0,143,13,"8,044,450",0,0,0,0,0,0,"8,044,450","17,350"
2018,0050225,CITY OF BAIRD,300001,705,8,85,2,14,0,0,814,1,"62,528,588","701,117","6,923,529","175,279","1,226,954",0,0,"71,555,467","2,500,000"
2018,0050700,CITY OF BALLINGER,2000001,"1,985",6,226,3,3,0,0,"2,223",0,"106,346,836","4,236,926","16,382,780","7,202,774","7,061,543",0,0,"141,230,859",0
2018,0050720,CITY OF BALMORHEA,1950002,163,6,58,0,0,0,0,227,0,"10,377,630","423,000","6,463,700",0,0,0,0,"17,264,330","2,000,000"
2018,0051200,CITY OF BANDERA,100012,802,0,222,0,0,0,0,"1,024",110,"28,955,240",0,"27,055,200",0,0,0,0,"56,010,440","224,125"
2018,0051700,CITY OF BANGS,250001,811,4,56,0,48,0,1,920,15,"51,292,754","178,600","6,019,200",0,"6,053,000",0,0,"63,543,554","242,775"
2018,0052800,CITY OF BARDWELL,700020,257,0,7,0,0,0,2,266,0,"17,216,100",0,"102,500",0,0,0,"64,800","17,383,400",0
2018,0055200,CITY OF BARRY,1750006,85,0,0,0,5,0,0,90,9,"4,431,652",0,0,0,"33,140",0,0,"4,464,792","374,408"
