surveyNo,yr,pwsCode2,pwsName
1102379,2020,TX1050137,HAYS COUNTY WCID 1
1102138,2020,TX1050148,HAYS COUNTY WCID 2
1102200,2020,TX2270398,TRAVIS COUNTY MUD 12
217550,2020,TX2270049,DEER CREEK WATER
197060,2020,TX2270246,CRYSTAL MOUNTAIN WATER SUPPLY
237700,2020,TX1050013,DRIPPING SPRINGS WSC
783530,2020,TX2270316,SENNA HILLS MUD
1104663,2020,TX1050184,HEADWATERS AT BARTON CREEK
57110,2020,TX0610116,BAR V K WATER WORKS
57600,2020,TX0110001,CITY OF BASTROP
841300,2020,TX0110020,BASTROP COUNTY WCID 2
57680,2020,TX0110047,BASTROP WEST WATER SUPPLY
57700,2020,TX0200563,BATEMAN WATER WORKS
57900,2020,TX2540005,BATESVILLE WSC
58250,2020,TX0040015,HOLIDAY BEACH WSC
58260,2020,TX0150235,BAVARIAN HILLS
58300,2020,TX0360028,BAYRIDGE SUBDIVISION WATER SYSTEM
58400,2020,TX1610001,CITY OF BAY CITY
58610,2020,TX0120004,BAYLOR WSC
59430,2020,TX1011995,BAYOU FOREST VILLAGE MOBILE HOME PARK
59455,2020,TX0200570,BAYOU SHADOWS WATER SYSTEM
59800,2020,TX1960007,TOWN OF BAYSIDE
60130,2020,TX0840010,BAYVIEW MUD
60134,2020,TX0700058,EMERALD FOREST
60138,2020,TX1810143,CLAIRE STREET WATER SYSTEM
60146,2020,TX1810025,LAKEVIEW ESTATES
60148,2020,TX1810083,SUSAN CIRCLE COMMUNITY WS
60166,2020,TX1810034,SAWMILL ADDITION
60170,2020,TX0010015,B B S WSC
60180,2020,TX0010018,B C Y WSC
60183,2020,TX1090045,BEACHVIEW ACRES WATER ASSOCIATION
60185,2020,TX1070069,BEACHWOOD ESTATES & NORTH TRINIDAD
60190,2020,TX2370047,BEACON ESTATES WSC
60331,2020,TX0100076,BEAR SPRINGS TRAILS SUBDIVISION
60332,2020,TX1330126,BEAR PAW WATER SYSTEM
60333,2020,TX2270043,BEAR CREEK PARK
60335,2020,TX0790014,CITY OF BEASLEY
60532,2020,TX0790363,BRAZOS LAKES WATER SUPPLY
62400,2020,TX1830002,CITY OF BECKVILLE
63240,2020,TX0130003,TYNAN WSC
63243,2020,TX1012082,BEECHNUT MUD
76100,2020,TX1010883,BISSONNET MUD
63245,2020,TX0200245,BEECHWOOD SUBDIVISION
63247,2020,TX2020014,BEECHWOOD WSC
808303,2020,TX2020070,SOUTH SABINE WSC
790920,2020,TX2020050,SHAWNEE SHORES
63510,2020,TX1550130,BEHRINGER WATER SYSTEM
65200,2020,TX0390013,CITY OF BELLEVUE
65600,2020,TX1550001,CITY OF BELLMEAD
66400,2020,TX0910001,CITY OF BELLS
67200,2020,TX0080001,CITY OF BELLVILLE
68800,2020,TX0660001,DUVAL COUNTY CRD BENAVIDES
69500,2020,TX0210039,BENCHLEY OAKS SUBDIVISION
69505,2020,TX2200313,BENBROOK HILLS
69590,2020,TX2200293,BENBROOK VILLAGE MHP
69800,2020,TX0600012,BEN FRANKLIN WSC
70060,2020,TX0200460,SAN BERNARD RIVER ESTATES
70125,2020,TX1630034,BENTON CITY WSC
70165,2020,TX1011828,BENTWOOD ESTATES MHP
70200,2020,TX2340006,BEN WHEELER WSC
70380,2020,TX0200410,BRIAR MEADOWS
70400,2020,TX0270012,CITY OF BERTRAM
70405,2020,TX0270114,BERTRAM WOODS SUBDIVISION
70426,2020,TX0460226,BERRY OAKS WATER COMPANY
70450,2020,TX1070205,CITY OF BERRYVILLE
70520,2020,TX1700678,BENDERS LANDING WATER PLANT 1 & 2
377200,2020,TX1980004,CITY OF HEARNE
72130,2020,TX1070034,BETHEL ASH WSC BETHEL PLANT
72153,2020,TX2360029,SHOREWOOD FOREST WATER SYSTEM
626900,2020,TX1810006,ORANGE COUNTY WCID 2
72170,2020,TX0030017,BEULAH WSC
72180,2020,TX1230049,CITY OF BEVIL OAKS
72200,2020,TX0150106,BEXAR COUNTY WCID 10 WINDCREST
72500,2020,TX0150045,SAWS CASTLE HILLS
72711,2020,TX1840132,BOURLAND ESTATES WSC
72800,2020,TX1920001,CITY OF BIG LAKE
1102216,2020,TX1920007,REAGAN COUNTY WSD
72820,2020,TX0790332,BIG OAKS MUD
1105498,2020,TX0790501,FORT BEND COUNTY MUD 190
73600,2020,TX2300001,CITY OF BIG SANDY
73950,2020,TX1140001,CITY OF BIG SPRING
74780,2020,TX1630026,COUNTRY VIEW ESTATES
75200,2020,TX0640012,CITY OF BIG WELLS
75300,2020,TX2500019,BIG WOOD SPRINGS WATER SYSTEM
75658,2020,TX1011551,BINFORD PLACE SUBDIVISION
75900,2020,TX1090017,BIROME WSC
76150,2020,TX1470006,BISTONE MUNICIPAL WATER SUPPLY
932017,2020,TX1470027,WHITE ROCK WSC 3 WEST LAKE MEXIA
845200,2020,TX1470013,CITY OF TEHUACANA
563800,2020,TX1470004,CITY OF MEXIA
793716,2020,TX1470012,SHILOH WSC
927230,2020,TX1470015,84 WEST WSC
957350,2020,TX0810003,CITY OF WORTHAM
293137,2020,TX1470026,WHITE ROCK WSC 1 FOREST GLADE
942250,2020,TX1470014,WHITE ROCK WSC 2 WHITE ROCK
77000,2020,TX0370029,BLACKJACK WSC
77200,2020,TX0610040,BLACK ROCK WSC
77600,2020,TX0160002,CITY OF BLANCO
133118,2020,TX0460019,CLWSC CANYON LAKE SHORES
607701,2020,TX0460221,WINDMILL RANCH SUBDIVISION
77605,2020,TX1050080,GRANITE CREEK WSC
78400,2020,TX0250013,CITY OF BLANKET
970040,2020,TX0250019,ZEPHYR WSC
78900,2020,TX0400012,BLEDSOE WSC
79210,2020,TX2460031,BLESSING MOBILE HOME PARK
746600,2020,TX2460003,CITY OF ROUND ROCK
1101877,2020,TX2460159,WILLIAMSON COUNTY MUD 11
944478,2020,TX2460139,VISTA OAKS MUD
284860,2020,TX2460128,FERN BLUFF MUD
748762,2020,TX2460145,WILLIAMSON COUNTY MUD 10
1102152,2020,TX2460165,PALOMA LAKE MUD 2
1102153,2020,TX2460164,PALOMA LAKE MUD 1
871165,2020,TX2460064,TAL TEX
934872,2020,TX2460160,WALSH RANCH MUD
80400,2020,TX0340014,BLOOMBURG WSC
81600,2020,TX2350001,VICTORIA COUNTY WCID 1
97600,2020,TX2390001,CITY OF BRENHAM
82000,2020,TX1010647,BLUE BELL MANOR SUBDIVISION
82003,2020,TX1010478,MAREK ROAD WATER SYSTEM
82004,2020,TX1010927,DOGWOOD TREE WATER SYSTEM
82005,2020,TX1700129,DOGWOOD HILLS
82007,2020,TX1700287,TURTLE CREEK
82010,2020,TX1011475,QUAILWOOD WATER SYSTEM
82015,2020,TX1700128,WALNUT SPRINGS
873016,2020,TX1700083,SHADY ACRES
82018,2020,TX1700216,OAKWOOD ACRES
82068,2020,TX1840086,BLUEBONNET HILLS WSC
82120,2020,TX0390014,BLUEGROVE WSC
82125,2020,TX1070176,CAPE TRANQUILITY SYSTEM
82400,2020,TX0430002,CITY OF BLUE RIDGE
82490,2020,TX1330133,BLUE RIDGE MOBILE HOME PARK
82500,2020,TX0790051,BLUE RIDGE WEST MUD
82870,2020,TX2040059,BLUE WATER COVE
82900,2020,TX1110079,BLUE WATER SHORES
83200,2020,TX1090007,CITY OF BLUM
83350,2020,TX1200027,TRI COUNTY POINT WATER SYSTEM 2
84008,2020,TX0150421,COUNTRY SPRINGS WATER CO
84800,2020,TX1940001,CITY OF BOGATA
85000,2020,TX1550017,BOLD SPRINGS WSC
85600,2020,TX2410006,BOLING MWD
85700,2020,TX0610049,BOLIVAR WSC
85800,2020,TX0840044,BOLIVAR PENINSULA SUD
86400,2020,TX0740001,CITY OF BONHAM
86650,2020,TX1760008,BON WIER WSC
87200,2020,TX1480001,CITY OF BOOKER
88000,2020,TX1170001,BORGER MUNICIPAL WATER SYSTEM
90400,2020,TX1850001,BOVINA MUNICIPAL WATER SYSTEM
90800,2020,TX1690001,CITY OF BOWIE
315910,2020,TX1690023,AMON G CARTER LAKE WSC
92100,2020,TX0610051,BOYD ACRES WATER SYSTEM
92350,2020,TX1110042,BOYNTON WATER
92550,2020,TX1011120,BOYS & GIRLS COUNTRY
92800,2020,TX1800002,CAL FARLEYS BOYS RANCH
93450,2020,TX1360001,CITY OF BRACKETTVILLE
819950,2020,TX1360002,SPOFFORD WATER SYSTEM
93600,2020,TX1540001,CITY OF BRADY WATER SYSTEM
481266,2020,TX1540007,LAKELAND SERVICES
94250,2020,TX1870158,LAKE LIVINGSTON BRANCHWOOD
94920,2020,TX1120010,BRASHEAR WSC
828100,2020,TX1120002,CITY OF SULPHUR SPRINGS
98150,2020,TX1120011,BRINKER WSC
313520,2020,TX1120014,GAFFORD CHAPEL WSC
177000,2020,TX1160003,CITY OF COMMERCE
534260,2020,TX1160034,MALOY WSC
607850,2020,TX1160039,NORTH HUNT SUD
929000,2020,TX0600017,WEST DELTA WSC
183860,2020,TX0600001,CITY OF COOPER
568506,2020,TX0600018,DELTA COUNTY MUD
250700,2020,TX1160008,TEXAS A&M UNIVERSITY COMMERCE
607830,2020,TX1120017,NORTH HOPKINS WSC
686810,2020,TX1120003,PLEASANT HILL WSC 2
788548,2020,TX1120020,SHADY GROVE NO 2 WSC
95220,2020,TX0200412,BRAZORIA COUNTY SHERIFFS OFFICE DETENTIO
95252,2020,TX0200386,BRAZORIA COUNTY MUD 2
95253,2020,TX0200560,BRAZORIA COUNTY MUD 3
95256,2020,TX0200578,BRAZORIA COUNTY MUD 6
1103443,2020,TX0200411,CITY OF PEARLAND MUD 1
95260,2020,TX0200615,BRAZORIA COUNTY MUD 25
1103980,2020,TX0200650,BRAZORIA COUNTY MUD 39
95774,2020,TX1110028,BRAZOS RIVER ACRES
95776,2020,TX0200278,BRAZOS RIVER CLUB
481304,2020,TX1820069,LAKE PALO PINTO AREA WSC
96800,2020,TX1980001,CITY OF BREMOND
571000,2020,TX2500002,CITY OF MINEOLA
97750,2020,TX2350005,BRENTWOOD SUBDIVISION
97760,2020,TX2270007,VILLAGE OF BRIARCLIFF
97908,2020,TX1070220,BRIARWOOD HARBOR
97950,2020,TX0960013,BRICE LESLEY WSC
98000,2020,TX1810001,CITY OF BRIDGE CITY
627600,2020,TX1810186,ORANGEFIELD WSC
98075,2020,TX0790350,BRIDLEWOOD ESTATES WATER SYSTEM
98100,2020,TX2500015,BRIGHT STAR-SALEM SUD
808290,2020,TX1900009,SOUTH RAINS SUD
267000,2020,TX1900001,CITY OF EMORY
177955,2020,TX1900011,CITY OF EAST TAWAKONI
98146,2020,TX2420006,FORT ELLIOTT CISD BRISCOE
98220,2020,TX1011014,BRITTMOORE UTILITY
98225,2020,TX0610181,BRITTANY HILL WATER ASSOCIATION
98250,2020,TX2030003,CITY OF BROADDUS
98305,2020,TX0410001,CITY OF BRONTE
733500,2020,TX0410002,CITY OF ROBERT LEE
164704,2020,TX0410017,COKE COUNTY WSC
835550,2020,TX1770002,CITY OF SWEETWATER
871600,2020,TX2210009,CITY OF TRENT
734900,2020,TX0760001,CITY OF ROBY
837975,2020,TX0760012,SYLVESTER MCCAULLEY WSC
367750,2020,TX1270002,CITY OF HAMLIN
98350,2020,TX2020004,BROOKELAND FWSD
98360,2020,TX0250004,BROOKESMITH SPECIAL UTILITY DISTRICT
866273,2020,TX0250031,THUNDERBIRD BAY SUBDIVISION
164900,2020,TX0420034,COLEMAN COUNTY SUD
165200,2020,TX0420001,CITY OF COLEMAN
487600,2020,TX2210005,CITY OF LAWN
771500,2020,TX0420002,CITY OF SANTA ANNA
98398,2020,TX2300015,BROOKSHIRES CAMP JOY WATER SYSTEM
98400,2020,TX2370004,BROOKSHIRE MWD
99155,2020,TX1210048,CITY OF BROWNDELL
99200,2020,TX2230001,CITY OF BROWNFIELD
552600,2020,TX2230002,CITY OF MEADOW
100000,2020,TX1070003,CITY OF BROWNSBORO
100400,2020,TX0310001,BROWNSVILLE PUBLIC UTILITIES BOARD
1104102,2020,TX0310028,BROWNSVILLE NAVIGATION DISTRICT
257825,2020,TX0310022,EL JARDIN WSC
1104469,2020,TX1080067,MILITARY HWY WSC LAS RUSIAS
100600,2020,TX0250002,CITY OF BROWNWOOD
101600,2020,TX2400003,BRUNI RURAL WSC
101620,2020,TX0640028,BRUNDAGE WATER SYSTEM
101950,2020,TX0010036,BRUSHY CREEK WSC
101960,2020,TX1700601,BRUSHY CREEK UTILITY
103200,2020,TX1190001,CITY OF BRYSON
295203,2020,TX2520007,FORT BELKNAP WSC
866270,2020,TX2240001,CITY OF THROCKMORTON
601670,2020,TX2520002,CITY OF NEWCASTLE
334350,2020,TX2520001,CITY OF GRAHAM
334375,2020,TX2520008,GRAHAM EAST WSC
104300,2020,TX1500003,BUCHANAN LAKE VILLAGE
104500,2020,TX1490016,BUCKEYE KNOLL
105600,2020,TX1050012,CITY OF BUDA
106050,2020,TX0270008,BUENA VISTA WS BURNET
106400,2020,TX1450001,CITY OF BUFFALO
1102910,2020,TX1450032,RODELL WATER SUPPLY
106450,2020,TX0700070,BUFFALO HILLS WATER SYSTEM
106900,2020,TX2120006,CITY OF BULLARD
106930,2020,TX1000067,BULLOCKS MOBILE HOME PARK
107200,2020,TX1210003,JASPER COUNTY WCID 1
107700,2020,TX2100032,BUENA VISTA WSC
109800,2020,TX1760003,BURKEVILLE WSC
112050,2020,TX0260005,BURLESON COUNTY MUD 1
113600,2020,TX0270001,CITY OF BURNET
113625,2020,TX0270042,AUSTIN AQUA SYSTEM
115100,2020,TX2390002,CITY OF BURTON
115300,2020,TX1880002,BUSHLAND WSC
115350,2020,TX0810013,BUTLER WSC
127025,2020,TX1710003,CITY OF CACTUS
127131,2020,TX2270342,CANYON RIDGE SPRINGS
127420,2020,TX1020019,CADDO LAKE WSC
127570,2020,TX1700473,CADDO VILLAGE
127575,2020,TX0260007,CADE LAKES WSC
127600,2020,TX0150247,CADILLAC WATER
127675,2020,TX1260073,CAHILL COUNTRY WATER SYSTEM
536350,2020,TX0270026,CITY OF MARBLE FALLS
128200,2020,TX0260001,CITY OF CALDWELL
128260,2020,TX0290007,GBRA CALHOUN COUNTY RURAL WATER SYSTEM
1102105,2020,TX0290005,GBRA PORT LAVACA
691000,2020,TX0290002,CITY OF PORT LAVACA
690431,2020,TX0290065,PORT OCONNOR IMPROVEMENT DISTRICT
1102139,2020,TX0290071,LA SALLE WCID 1-A
129000,2020,TX2470016,SEVEN OAKS WATER SUPPLY
129450,2020,TX1560001,MCMULLEN COUNTY WCID 2
129600,2020,TX0490013,CITY OF CALLISBURG
331954,2020,TX0890006,GONZALES COUNTY WSC
331950,2020,TX0890001,CITY OF GONZALES
912000,2020,TX0890003,CITY OF WAELDER
287200,2020,TX0750002,CITY OF FLATONIA
688875,2020,TX0280005,POLONIA WSC
129800,2020,TX1980002,CITY OF CALVERT
130695,2020,TX0310005,LAGUNA MADRE WATER DISTRICT
130745,2020,TX2040040,CAMILLA COVES
130750,2020,TX2040002,CAMILLA WSC
690500,2020,TX1700068,PORTER SUD
576661,2020,TX1700489,MONTGOMERY COUNTY MUD 56
576684,2020,TX1700743,MONTGOMERY COUNTY MUD 84
576675,2020,TX1700581,MONTGOMERY COUNTY MUD 83
1104579,2020,TX1010348,CITY OF HOUSTON UD 5 - KINGWOOD
1102140,2020,TX1700752,VALLEY RANCH MUD 1
1103815,2020,TX1700859,WOODRIDGE MUD
130900,2020,TX1160017,CAMPBELL WSC
131700,2020,TX1930001,CITY OF CAMP WOOD
132200,2020,TX1060001,CANADIAN MUNICIPAL WATER SYSTEM
132210,2020,TX1610087,CANEY CREEK MUD OF MATAGORDA COUNTY
542250,2020,TX1610016,MATAGORDA COUNTY WCID 2
132230,2020,TX1890011,CANDELARIA WSC
571490,2020,TX1820001,CITY OF MINERAL WELLS
641670,2020,TX1820004,PALO PINTO WSC
1103536,2020,TX1840079,PARKER COUNTY SUD SURFACE
334335,2020,TX1820003,CITY OF GRAFORD
569985,2020,TX1840007,MILLSAP WSC
610030,2020,TX1820009,NORTH RURAL WSC
771330,2020,TX1820010,SANTO SUD
827152,2020,TX1820011,STURDIVANT PROGRESS WSC
132600,2020,TX2340001,CITY OF CANTON
133090,2020,TX0460022,CANYON SPRINGS WATER
133095,2020,TX0680051,CANYON DAM MOBILE HOME PARK
133122,2020,TX1013393,ROCKY CREEK ESTATES
133133,2020,TX1870034,CANYON PARK WSC
133135,2020,TX1910026,AMBERWOOD WATER SYSTEM
133330,2020,TX2040005,CAPE ROYALE UTILITY DISTRICT
133338,2020,TX1700065,CAPE MALIBU WSC
133605,2020,TX1300010,CARDINAL MOTOR HOME PARK
133610,2020,TX1070038,CANEY COVE WATER SYSTEM
133620,2020,TX0910137,NORTHWEST GRAYSON COUNTY WCID 1
1104571,2020,TX0910147,ROCK CREEK RESORT
949000,2020,TX0910040,SHERWOOD SHORES
324200,2020,TX1440001,CITY OF GIDDINGS
133800,2020,TX2260003,TOM GREEN COUNTY FWSD 1 CARLSBAD
134700,2020,TX0750007,CITY OF CARMINE
135249,2020,TX1011926,CAROL NORRA MHP
135300,2020,TX1740007,CARO WSC
135367,2020,TX0360093,CARRIAGE TRAIL SUBDIVISION
135400,2020,TX0640002,CITY OF CARRIZO SPRINGS
135500,2020,TX1070074,CARRIZO WATER CORP FOREST GROVE
136250,2020,TX2120103,CARROLL WSC WELL 4
138375,2020,TX0270047,CASSIE WATER SYSTEM
138380,2020,TX1011833,CASTLEWOOD MUD
138600,2020,TX1630005,CITY OF CASTROVILLE
138750,2020,TX1910006,CATALPA VILLA
139400,2020,TX0640029,CATARINA WSC
139430,2020,TX0720033,CATTAIL CREEK MHP
139650,2020,TX1330006,CANYON SPRINGS WATER WORKS
140435,2020,TX1580020,CREEK WATER UTILITY
140440,2020,TX2290021,LAKESIDE WATER SUPPLY 1
140866,2020,TX1470021,CEDAR CREEK WATER SUPPLY
140930,2020,TX1090036,CEDAR CREST COLONY WSC
140940,2020,TX1460102,CEDAR ESTATES SUBDIVISION
141040,2020,TX1011556,CEDAR OAKS MOBILE HOME COMMUNITY
141045,2020,TX1870155,CEDAR POINT
141055,2020,TX1550078,CEDAR RIDGE DEEP WELL WATER SYSTEM
141060,2020,TX0180033,CS WATER
141100,2020,TX1330019,CEDAR SPRINGS MHP
141110,2020,TX2040045,CEDAR VALLEY SUBDIVISION
141120,2020,TX0180051,CEDRON CREEK RANCH WATER SUPPLY
141200,2020,TX0730013,CEGO DURANGO WSC
902200,2020,TX2440001,CITY OF VERNON
610400,2020,TX2440003,NORTHSIDE WSC
623466,2020,TX2440009,OKLAUNION WSC
721162,2020,TX2440008,RRA LOCKETT WATER SYSTEM
721194,2020,TX2440006,RRA BOX COMMUNITY WATER SYSTEM
721195,2020,TX2440005,RRA HINDS WILDCAT WATER SYSTEM
142600,2020,TX1160002,CITY OF CELESTE
143560,2020,TX2100001,CITY OF CENTER
767000,2020,TX2100013,SAND HILLS WSC
287300,2020,TX2100007,FLAT FORK WSC
143565,2020,TX0260012,CENTERLINE WSC
521000,2020,TX0260015,LYONS WSC
143572,2020,TX1330111,CENTER POINT NORTH WATER SYSTEM
143605,2020,TX2390055,CENTRAL WASHINGTON COUNTY WSC
902400,2020,TX2350002,CITY OF VICTORIA
486190,2020,TX2400001,CITY OF LAREDO
1102110,2020,TX2400029,WEBB COUNTY WATER DISPENSER
144000,2020,TX0030019,CENTRAL WCID OF ANGELINA COUNTY
144045,2020,TX2490037,STONEGATE WATER
144800,2020,TX1330010,CENTER POINT TAYLOR SYSTEM
145000,2020,TX1450002,CITY OF CENTERVILLE
145050,2020,TX2280005,CENTERVILLE WSC
145875,2020,TX0360026,VISTA UTILITIES
146000,2020,TX1550020,CHALK BLUFF WSC
146010,2020,TX2010050,CHALK HILL SUD
221950,2020,TX0910003,CITY OF DENISON
695300,2020,TX0910004,CITY OF POTTSBORO
842900,2020,TX0910052,TANGLEWOOD ON TEXOMA
607925,2020,TX0910126,NORTHERN HILLS WATER SERVICE
618400,2020,TX0910033,OAK RIDGE SOUTH GALE WSC
864505,2020,TX0910085,THOMPSON HEIGHTS WATER SYSTEM
862602,2020,TX0910038,ROCKY POINT ESTATES
619550,2020,TX0680002,CITY OF ODESSA
862125,2020,TX0830023,TEXLAND GREAT PLAINS WATER SUPPLY COMPAN
330800,2020,TX0680012,CITY OF GOLDSMITH
250848,2020,TX0680235,ECTOR COUNTY UTILITY DISTRICT
185800,2020,TX1870001,CITY OF CORRIGAN
580210,2020,TX1870008,MOSCOW WSC 1
146950,2020,TX0700071,CHAMBERS MEADOW ESTATE WATER
147000,2020,TX1070006,CITY OF CHANDLER
147080,2020,TX0270037,CHANNEL OAKS WATER SYSTEM
147400,2020,TX1030011,CHANNING WATER WORKS
147420,2020,TX0860010,CHAPARRAL WATER SYSTEM GILLESPIE
147440,2020,TX1010811,CHAPMANS MHP
147450,2020,TX2390003,CHAPPELL HILL WSC
147600,2020,TX0070016,CITY OF CHARLOTTE
147640,2020,TX1010180,BENDER CREEK APARTMENTS
147850,2020,TX1010782,CHELFORD CITY MUD
147860,2020,TX1010767,CHELFORD ONE MUD
553910,2020,TX1230004,MEEKER MWD
149200,2020,TX0180026,CHILDRESS CREEK WSC
148028,2020,TX0320015,CHEROKEE POINT WATER CO
148043,2020,TX1330122,CHEROKEE MOBILE HOME PARK
465000,2020,TX1330001,CITY OF KERRVILLE
148044,2020,TX1330147,CHERRY RIDGE WATER
148047,2020,TX1870088,CHESSWOOD WATER SYSTEM
148050,2020,TX2290002,CHESTER WSC
148600,2020,TX2490053,COYOTE RIDGE ADDITION
149000,2020,TX0380001,CITY OF CHILDRESS
149800,2020,TX0990001,CITY OF CHILLICOTHE
150600,2020,TX0730021,WEST BRAZOS WSC
150610,2020,TX1230038,CITY OF CHINA
151400,2020,TX1550096,C S COMMUNITY WSC
151450,2020,TX1550021,CHINA SPRING WATER
151620,2020,TX1011209,CHINQUAPIN PREPARATORY SCHOOL
151900,2020,TX1090042,CHISOLM TRAIL RETREAT
152000,2020,TX2100005,CHOICE WSC
152200,2020,TX0070017,CITY OF CHRISTINE
200395,2020,TX1700592,TOWN OF CUT AND SHOOT
152950,2020,TX2010008,CHURCH HILL WSC
380400,2020,TX2010001,CITY OF HENDERSON
153190,2020,TX1050034,CIELO AZUL RANCH
153220,2020,TX1700555,CIMARRON COUNTRY
153225,2020,TX1011410,CIMARRON MUD
370081,2020,TX1010581,HARRIS COUNTY MUD 81
932195,2020,TX1010540,WEST MEMORIAL MUD
421280,2020,TX1012264,INTERSTATE MUD
555625,2020,TX1011242,MEMORIAL MUD
611515,2020,TX1012315,NOTTINGHAM COUNTRY MUD
372023,2020,TX1013365,HARRIS-FORT BEND COUNTIES MUD 3
372020,2020,TX0790216,HARRIS FORT BEND COUNTIES MUD 1
295208,2020,TX0790347,HARRIS FORT BEND COUNTIES MUD 5
1102798,2020,TX0790478,FORT BEND COUNTY MUD 185
153276,2020,TX0790274,CINCO MUD 1
153278,2020,TX0790292,CINCO MUD 3
153279,2020,TX0790306,CINCO MUD 2
153281,2020,TX0790307,CINCO MUD 9
153282,2020,TX0790386,CINCO MUD 10
153283,2020,TX0790291,CINCO MUD 5
153284,2020,TX0790316,CINCO MUD 6
153285,2020,TX0790343,CINCO MUD 7
153286,2020,TX0790324,CINCO MUD 8
153287,2020,TX0790344,CINCO MUD 12
1102375,2020,TX0790422,CINCO MUD 14
295237,2020,TX0790189,FORT BEND COUNTY MUD 37
458600,2020,TX1010017,CITY OF KATY
153275,2020,TX1050059,CIMARRON PARK WATER
153289,2020,TX0610209,CINNAMON RIDGE
156200,2020,TX0650001,CITY OF CLARENDON
157000,2020,TX1940002,CITY OF CLARKSVILLE
157050,2020,TX0920010,CITY OF CLARKSVILLE CITY
157800,2020,TX0060001,CLAUDE MUNICIPAL WATER SYSTEM
158610,2020,TX0810031,C H WSC
158800,2020,TX0260013,CLAY WSC
158960,2020,TX1070007,CLEAR CREEK RESORT WATER SYSTEM
159825,2020,TX2500017,CLEAR LAKES
159875,2020,TX0460153,CLEAR WATER ESTATES
161000,2020,TX1460001,CITY OF CLEVELAND
161800,2020,TX0180001,CITY OF CLIFTON
940000,2020,TX0330003,WHITE DEER MUNICIPAL WATER SYSTEM
626800,2020,TX1810004,CITY OF ORANGE
161855,2020,TX1700589,CLOVER CREEK MUD
162750,2020,TX2270327,LAKECLIFF ON LAKE TRAVIS
163460,2020,TX1140002,CITY OF COAHOMA
398650,2020,TX1140030,HOWARD COUNTY WCID 1
164000,2020,TX1012174,CEDAR BAYOU ESTATES
164652,2020,TX1700153,KIPLING OAKS AND TIMBERGREEN
164653,2020,TX1012794,ESTATES OF HOLLY LAKES
164655,2020,TX1012795,VILLAGE OF NEW KENTUCKY
164656,2020,TX1700317,TOWERING OAKS AND ROSEWOOD HILLS SUBDIVI
1105500,2020,TX1013573,HARRIS COUNTY MUD 542
1106112,2020,TX1013698,HARRIS COUNTY MUD 558
164658,2020,TX1700131,ALLENWOOD SUBDIVISION
164660,2020,TX1700318,COE COUNTRY
164662,2020,TX1011845,COE INDUSTRIAL PARK
164664,2020,TX1012276,2920 WEST SUBDIVISION
164668,2020,TX1012367,TIMBERWILDE MH SUBDIVISION
164669,2020,TX1012397,TREICHEL WOODS ESTATES
164800,2020,TX2040031,COLDSPRING TERRACE WATER SYSTEM
164950,2020,TX2350035,COLETO CREEK MOBILE HOME PARK
165250,2020,TX2350036,COLETO WATER
165800,2020,TX0910005,CITY OF COLLINSVILLE
166700,2020,TX2290003,CITY OF COLMESNEIL
166790,2020,TX1011806,COLONY M H SUBDIVISION WS
167400,2020,TX1680001,CITY OF COLORADO CITY
168400,2020,TX2080022,COLORADO RIVER MWD SNYDER WELL FIELD
804150,2020,TX2080001,CITY OF SNYDER
423500,2020,TX2080004,IRA WSC
884995,2020,TX2080002,U & F WSC
745800,2020,TX0760002,CITY OF ROTAN
237353,2020,TX0760013,D P & R WSC
173800,2020,TX0450001,CITY OF COLUMBUS
174470,2020,TX1110050,COMANCHE PEAK NORTH
175400,2020,TX1300002,KENDALL COUNTY WCID 1
177315,2020,TX2260093,CONCHO RURAL WATER THE OAKS
177400,2020,TX0200033,COMMODORE COVE IMPROVEMENT DISTRICT
177882,2020,TX2260067,CONCHO RURAL WATER DEER VALLEY ESTATES
177884,2020,TX0200403,SOUTHWOOD ESTATES
177926,2020,TX1010264,FOREST MANOR SUBDIVISION
177930,2020,TX1010078,PITCAIRN WSC
177931,2020,TX1700113,SWEETGUM FOREST
177932,2020,TX1700075,WOODRIDGE ESTATES WATER SYSTEM
177960,2020,TX1520062,PLOTT ACRES
177970,2020,TX1520106,COX ADDITION WATER SYSTEM
177980,2020,TX1520094,TOWN NORTH VILLAGE WATER SYSTEM
178270,2020,TX1840013,ASHCREEK ADDITION
178280,2020,TX2200184,AVONDALE HEIGHTS
178290,2020,TX2200185,EAGLES NEST
178310,2020,TX2200090,HERITAGE OAKS ADDITION
178312,2020,TX1840037,DEER BUTTE SUBDIVISION
178315,2020,TX2200186,FOREST ACRES GARDENS
178330,2020,TX2490013,KILLOUGH ADDITION
178335,2020,TX1840038,LAGO LINDO ESTATES
178340,2020,TX1840012,LIVE OAK HILLS ADDITION
178355,2020,TX1840021,SHANGRI LA SUBDIVISION
178395,2020,TX1840026,SPANISH PARK SUBDIVISION
178400,2020,TX1840011,TANGLEWOOD ESTATES
178410,2020,TX0610015,DENTON CREEK ESTATES
178459,2020,TX0610041,ROCKY POINT COMMUNITY
178461,2020,TX0570044,DANIELDALE COMMUNITY WATER SERVICE
178464,2020,TX0700056,RED OAK COMMUNITY WATER SERVICE
178600,2020,TX1120012,CITY OF COMO
178900,2020,TX2490058,SAGE BRUSH ESTATES
179015,2020,TX1012978,THE COMMONS WATER SUPPLY INC
