SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,ReasonRemoved,index
SDwr_S11343,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,ROGERS SPRING,WaDEWY_S11315,,Surface Water,SD,,Bad Latitude,11342.0
SDwr_S11344,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,REITER SPRING,WaDEWY_S11316,,Surface Water,SD,,Bad Latitude,11343.0
SDwr_S11348,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,N FK LAME JOHNNY,WaDEWY_S11320,,Surface Water,SD,,Bad Latitude,11347.0
SDwr_S11350,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,S FORK SPRING CREEK,WaDEWY_S11322,,Surface Water,SD,,Bad Latitude,11349.0
SDwr_S11352,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,PEARL SPRING,WaDEWY_S11324,,Surface Water,SD,,Bad Latitude,11351.0
SDwr_S11354,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,GALENA CREEK,WaDEWY_S11326,,Surface Water,SD,,Bad Latitude,11353.0
SDwr_S11358,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SQUAW / BATTLE CREEK,WaDEWY_S11330,,Surface Water,SD,,Bad Latitude,11357.0
SDwr_S11360,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,MAGDELENA SPRING,WaDEWY_S11332,,Surface Water,SD,,Bad Latitude,11359.0
SDwr_S11364,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,RUBY CREEK,WaDEWY_S11336,,Surface Water,SD,,Bad Latitude,11363.0
SDwr_S11365,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,S FORK FRENCH CREEK,WaDEWY_S11337,,Surface Water,SD,,Bad Latitude,11364.0
SDwr_S11366,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,PEARL SPRINGS,WaDEWY_S11338,,Surface Water,SD,,Bad Latitude,11365.0
SDwr_S11367,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FLYNN CREEK,WaDEWY_S11339,,Surface Water,SD,,Bad Latitude,11366.0
SDwr_S11369,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,N FORK LAME JOHNNY,WaDEWY_S11341,,Surface Water,SD,,Bad Latitude,11368.0
SDwr_S11372,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CROW CREEK,WaDEWY_S11344,,Surface Water,SD,,Bad Latitude,11371.0
SDwr_S11374,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BILL SPRINGS,WaDEWY_S11346,,Surface Water,SD,,Bad Latitude,11373.0
SDwr_S11375,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SWINT'S CREEK,WaDEWY_S11347,,Surface Water,SD,,Bad Latitude,11374.0
SDwr_S11378,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CASCADE,WaDEWY_S11350,,Surface Water,SD,,Bad Latitude,11377.0
SDwr_S11383,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CALICO GULCH,WaDEWY_S11355,,Surface Water,SD,,Bad Latitude,11382.0
SDwr_S11384,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,N SQUAW CREEK,WaDEWY_S11356,,Surface Water,SD,,Bad Latitude,11383.0
SDwr_S11385,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,MT MONARCH SPRING,WaDEWY_S11357,,Surface Water,SD,,Bad Latitude,11384.0
SDwr_S11386,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BRUFF SPRING,WaDEWY_S11358,,Surface Water,SD,,Bad Latitude,11385.0
SDwr_S11387,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,HAWKRIGHT SPRING,WaDEWY_S11359,,Surface Water,SD,,Bad Latitude,11386.0
SDwr_S11388,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BROUGH GULCH,WaDEWY_S11360,,Surface Water,SD,,Bad Latitude,11387.0
SDwr_S11394,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,MCBETH CREEK,WaDEWY_S11366,,Surface Water,SD,,Bad Latitude,11393.0
SDwr_S11395,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,COLD BROOK,WaDEWY_S11367,,Surface Water,SD,,Bad Latitude,11394.0
SDwr_S11396,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,ROUGH & READY GULCH,WaDEWY_S11368,,Surface Water,SD,,Bad Latitude,11395.0
SDwr_S11397,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,PALMERS GULCH,WaDEWY_S11369,,Surface Water,SD,,Bad Latitude,11396.0
SDwr_S11398,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,TWIN SPRING GULCH,WaDEWY_S11370,,Surface Water,SD,,Bad Latitude,11397.0
SDwr_S11399,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,FRENCH CREEK TRIB,WaDEWY_S11371,,Surface Water,SD,,Bad Latitude,11398.0
SDwr_S11404,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,SAWPIT CREEK,WaDEWY_S11376,,Surface Water,SD,,Bad Latitude,11403.0
SDwr_S11405,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,QUARTZ GULCH,WaDEWY_S11377,,Surface Water,SD,,Bad Latitude,11404.0
SDwr_S11412,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FULL SPRINGS,WaDEWY_S11384,,Surface Water,SD,,Bad Latitude,11411.0
SDwr_S11416,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,ATLANTIC GULCH,WaDEWY_S11388,,Surface Water,SD,,Bad Latitude,11415.0
SDwr_S11417,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,SOUTH FORK FRENCH CR,WaDEWY_S11389,,Surface Water,SD,,Bad Latitude,11416.0
SDwr_S11419,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,SOUTH FORK FLYNN CR,WaDEWY_S11391,,Surface Water,SD,,Bad Latitude,11418.0
SDwr_S11420,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,WICKER SPRING,WaDEWY_S11392,,Surface Water,SD,,Bad Latitude,11419.0
SDwr_S11426,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,ELEPHANT SPRING,WaDEWY_S11398,,Surface Water,SD,,Bad Latitude,11425.0
SDwr_S11448,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,YERKES CREEK,WaDEWY_S11420,,Surface Water,SD,,Bad Latitude,11447.0
SDwr_S11449,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,TEPE SPRING,WaDEWY_S11421,,Surface Water,SD,,Bad Latitude,11448.0
SDwr_S11450,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,DISMAL GULCH,WaDEWY_S11422,,Surface Water,SD,,Bad Latitude,11449.0
SDwr_S11453,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,REEVES CREEK,WaDEWY_S11425,,Surface Water,SD,,Bad Latitude,11452.0
SDwr_S11458,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,CORRAL SPRING,WaDEWY_S11430,,Surface Water,SD,,Bad Latitude,11457.0
SDwr_S11459,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,LIME STONE CREEK,WaDEWY_S11431,,Surface Water,SD,,Bad Latitude,11458.0
SDwr_S11460,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,WILLARD SPRING,WaDEWY_S11432,,Surface Water,SD,,Bad Latitude,11459.0
SDwr_S11462,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,COLD SPRING,WaDEWY_S11434,,Surface Water,SD,,Bad Latitude,11461.0
SDwr_S11463,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,CRISTAL SPRING,WaDEWY_S11435,,Surface Water,SD,,Bad Latitude,11462.0
SDwr_S11464,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,SPRUNG CREEK,WaDEWY_S11436,,Surface Water,SD,,Bad Latitude,11463.0
SDwr_S11472,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CASTLE CREEK,WaDEWY_S11444,,Surface Water,SD,,Bad Latitude,11471.0
SDwr_S11473,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,RAPID CREEK,WaDEWY_S11445,,Surface Water,SD,,Bad Latitude,11472.0
SDwr_S11474,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,PINE CREEK,WaDEWY_S11446,,Surface Water,SD,,Bad Latitude,11473.0
SDwr_S11481,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120202,0.0,0.0,,,POD,Unspecified,WaDEWY_S11068,,Groundwater,SD,,Bad Latitude,11480.0
SDwr_S11482,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SLATE CREEK,WaDEWY_S11453,,Surface Water,SD,,Bad Latitude,11481.0
SDwr_S11483,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LIMESTONE CREEK,WaDEWY_S11454,,Surface Water,SD,,Bad Latitude,11482.0
SDwr_S11493,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LONGS GULCH,WaDEWY_S11464,,Surface Water,SD,,Bad Latitude,11492.0
SDwr_S11497,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120110,0.0,0.0,,,POD,BOX ELDER CREEK,WaDEWY_S11468,,Surface Water,SD,,Bad Latitude,11496.0
SDwr_S11498,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,COTTONWOOD CREEK,WaDEWY_S11469,,Surface Water,SD,,Bad Latitude,11497.0
SDwr_S11501,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FALL RIVER CREEK,WaDEWY_S11472,,Surface Water,SD,,Bad Latitude,11500.0
SDwr_S11510,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,RED CANYON CREEK,WaDEWY_S11481,,Surface Water,SD,,Bad Latitude,11509.0
SDwr_S11518,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120109,0.0,0.0,,,POD,MAMMOTH SPRING,WaDEWY_S11489,,Surface Water,SD,,Bad Latitude,11517.0
SDwr_S11583,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120106,0.0,0.0,,,POD,BILLY COOL CANYON,WaDEWY_S11554,,Surface Water,SD,,Bad Latitude,11582.0
SDwr_S12025,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10170203,0.0,0.0,,,POD,GROUNDWATER,WaDEWY_S11996,,Both,SD,,Bad Latitude,12024.0
SDwr_S13176,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10160006,0.0,0.0,,,POD,GROUNDWATER,WaDEWY_S11996,,Groundwater,SD,,Bad Latitude,13175.0
SDwr_S13304,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,Unspecified,WaDEWY_S11068,,Unspecified,SD,,Bad Latitude,13303.0
SDwr_S13400,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SNAKE CREEK,WaDEWY_S13362,,Surface Water,SD,,Bad Latitude,13399.0
SDwr_S13406,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120202,0.0,0.0,,,POD,NINE MILE CREEK,WaDEWY_S13368,,Surface Water,SD,,Bad Latitude,13405.0
SDwr_S10566,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10170101,42.92683,97.74358,,,POD,GROUNDWATER,WaDEWY_S10538,,Groundwater,SD,,Bad Longitude,10565.0
SDwr_S16792,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10170203,43.57998,0.78088,,,POD,BIG SIOUX RIVER,WaDEWY_S16736,,Surface Water,SD,,Bad Longitude,16591.0
SDwr_S16988,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10160009,44.74223,98.59898,,,POD,GROUNDWATER,WaDEWY_S16930,,Groundwater,SD,,Bad Longitude,16787.0
