ReasonRemoved,SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUIDs,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,WaDEUUID,IncompleteField,index
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVC61,wadeId176772,,Well,CA,,cnra584436,,84634.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SVE7D,wadeId176794,,Well,CA,,"cnra584493,cnra588148",,84658.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,STSW182,wadeId176810,,Well,CA,,cnra584544,,84677.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,GASE5,wadeId176835,,Well,CA,,cnra584599,,84704.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,1577,wadeId176946,,Well,CA,,cnra584998,,84824.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVF48,wadeId176954,,Well,CA,,cnra585010,,84833.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVC65,wadeId177086,,Well,CA,,cnra585472,,84979.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB233,wadeId177102,,Well,CA,,cnra585527,,84998.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,EX6,wadeId177175,,Well,CA,,cnra585682,,85078.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB218,wadeId177280,,Well,CA,,cnra586090,,85195.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVF44,wadeId177298,,Well,CA,,cnra586154,,85214.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVC47,wadeId177299,,Well,CA,,cnra586155,,85215.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,606641,wadeId1775,,Well,CA,,"cnra23224,cnra7488,cnra14106",,85438.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SJMW1SJMW3,wadeId177513,,Well,CA,,cnra586801,,85454.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB208,wadeId177515,,Well,CA,,cnra586808,,85456.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB216,wadeId177519,,Well,CA,,cnra586815,,85460.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB235,wadeId177520,,Well,CA,,cnra586816,,85462.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,8751,wadeId177532,,Well,CA,,cnra586843,,85475.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SPW59,wadeId177534,,Well,CA,,cnra586845,,85477.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,8959,wadeId177549,,Well,CA,,cnra586900,,85493.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,9065,wadeId177571,,Well,CA,,cnra586956,,85517.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB213,wadeId177614,,Well,CA,,cnra587239,,85565.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,12455,wadeId177619,,Well,CA,,cnra587253,,85569.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVF42,wadeId177638,,Well,CA,,cnra587300,,85590.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,STSW179,wadeId177681,,Well,CA,,cnra587414,,85638.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SVE15SR,wadeId177718,,Well,CA,,cnra587513,,85679.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,RW17,wadeId177725,,Well,CA,,cnra587536,,85687.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,S21,wadeId177778,,Well,CA,,cnra587802,,85745.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,1610,wadeId177902,,Well,CA,,cnra588129,,85884.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SVE14D,wadeId178064,,Well,CA,,cnra588735,,86064.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SVE11D,wadeId178065,,Well,CA,,cnra588736,,86065.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,3442,wadeId17811,,Well,CA,,cnra79165,,86115.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB210,wadeId178125,,Well,CA,,cnra589040,,86132.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB240,wadeId178127,,Well,CA,,cnra589051,,86134.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVC66,wadeId178131,,Well,CA,,cnra589071,,86139.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVS72,wadeId178132,,Well,CA,,cnra589072,,86140.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,995883,wadeId178153,,Well,CA,,cnra589125,,86163.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,PARCEL 1  #7,wadeId17817,,Well,CA,,cnra79172,,86181.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,NC3,wadeId178221,,Well,CA,,cnra589299,,86239.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVF22,wadeId178320,,Well,CA,,cnra589700,,86349.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVC29,wadeId178321,,Well,CA,,cnra589701,,86350.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,3472,wadeId178323,,Well,CA,,cnra589704,,86352.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVF56,wadeId178324,,Well,CA,,cnra589705,,86353.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,1402,wadeId178385,,Well,CA,,cnra589881,,86420.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,S22,wadeId178464,,Well,CA,,cnra590226,,86506.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB227,wadeId178469,,Well,CA,,cnra590243,,86511.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,65+30 WS,wadeId178470,,Well,CA,,cnra590244,,86513.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,STSW181,wadeId178546,,Well,CA,,cnra590465,,86597.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,ESE1R,wadeId1786,,Well,CA,,cnra7663,,86656.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,MAFB222,wadeId178616,,Well,CA,,cnra590792,,86675.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,CSVF36,wadeId178637,,Well,CA,,cnra590867,,86698.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SVP5A,wadeId1787,,Well,CA,,cnra7664,,86767.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SVE11S,wadeId178703,,Well,CA,,cnra591023,,86772.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,VE 1,wadeId178759,,Well,CA,,cnra591407,,86833.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,IACB1,wadeId178844,,Well,CA,,cnra591576,,86927.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SVE6S,wadeId178845,,Well,CA,,cnra591577,,86928.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,4508,wadeId17885,,Well,CA,,cnra79324,,86933.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,STSW208,wadeId178878,,Well,CA,,cnra591678,,86964.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,AS11,wadeId1789,,Well,CA,,cnra7669,,86988.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,SVE6DR,wadeId178966,,Well,CA,,cnra592078,,87061.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Sacramento,4326,,,,,,,,,POD,EW15,wadeId178967,,Well,CA,,cnra592080,,87062.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,S12,wadeId1790,,Well,CA,,"cnra21369,cnra7671,cnra8358",,87096.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,WELL #2PARCEL #4,wadeId179055,,Well,CA,,cnra592212,,87154.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,00039,wadeId179066,,Well,CA,,cnra592226,,87164.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,SAN FELIPE ROAD WELL #1,wadeId179122,,Well,CA,,cnra592316,,87224.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,510451,wadeId179196,,Well,CA,,cnra592431,,87304.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,902101,wadeId179236,,Well,CA,,cnra592510,,87346.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,TEST BORE #1,wadeId179274,,Well,CA,,cnra592596,,87387.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,WA8,wadeId179280,,Well,CA,,cnra592605,,87394.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,704891,wadeId179285,,Well,CA,,cnra592613,,87399.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,542403,wadeId179288,,Well,CA,,cnra592618,,87402.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,113751,wadeId1793,,Well,CA,,cnra7674,,87415.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,542 448,wadeId179334,,Well,CA,,cnra592722,,87453.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Benito,4326,,,,,,,,,POD,00052,wadeId179347,,Well,CA,,cnra592756,,87466.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,HO3,wadeId179394,,Well,CA,,cnra592839,,87518.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,4043,wadeId17943,,Well,CA,,cnra79462,,87557.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Benito,4326,,,,,,,,,POD,600861,wadeId179501,,Well,CA,,cnra593044,,87637.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,009211,wadeId179566,,Well,CA,,cnra593157,,87706.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,102461 WELL #2,wadeId179568,,Well,CA,,cnra593162,,87708.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,W35951,wadeId179598,,Well,CA,,cnra593214,,87741.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,VP5,wadeId1796,,Well,CA,,cnra7680,,87743.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,542401,wadeId179652,,Well,CA,,cnra593305,,87802.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Benito,4326,,,,,,,,,POD,ETS1,wadeId179751,,Well,CA,,cnra593520,,87909.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Benito,4326,,,,,,,,,POD,TH 1B,wadeId179783,,Well,CA,,cnra593599,,87944.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,102461 WELL #1,wadeId179845,,Well,CA,,cnra593725,,88011.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,809691,wadeId179898,,Well,CA,,cnra593827,,88069.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,9T666 W3604,wadeId179912,,Well,CA,,cnra593857,,88086.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,311761,wadeId179919,,Well,CA,,cnra593880,,88093.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,HM7,wadeId179927,,Well,CA,,cnra593900,,88102.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,WELL #3PARCEL #2,wadeId179973,,Well,CA,,cnra594012,,88153.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,902191,wadeId179975,,Well,CA,,cnra594014,,88155.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,HO2,wadeId179994,,Well,CA,,cnra594052,,88176.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,EW1 EW2 EW3 WA19 WA20 WA21 WA23A,wadeId180052,,Well,CA,,cnra594179,,88242.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,W3843,wadeId180095,,Well,CA,,cnra594295,,88289.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,IP7A,wadeId1801,,Well,CA,,cnra7687,,88294.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Benito,4326,,,,,,,,,POD,510251,wadeId180117,,Well,CA,,cnra594368,,88313.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Benito,4326,,,,,,,,,POD,113241,wadeId180157,,Well,CA,,cnra594451,,88357.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,TEST WELL #4PARCEL #5,wadeId180159,,Well,CA,,cnra594453,,88359.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Benito,4326,,,,,,,,,POD,TOPO VALLEY,wadeId180243,,Well,CA,,cnra594712,,88453.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,DE1,wadeId180283,,Well,CA,,cnra594840,,88496.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,114 ON S,wadeId180326,,Well,CA,,cnra594944,,88543.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,WELL #1PARCEL #5,wadeId180339,,Well,CA,,cnra594978,,88557.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,HO1,wadeId180342,,Well,CA,,cnra594992,,88561.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,San Benito,4326,,,,,,,,,POD,303691,wadeId180343,,Well,CA,,cnra594993,,88562.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DVE 28,wadeId1808,,Well,CA,,cnra7705,,89066.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,048059002,wadeId18080,,Well,CA,,cnra79803,,89067.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,PMLS 6,wadeId1809,,Well,CA,,cnra7708,,89177.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,Hidden Valley,wadeId180959,,Well,CA,,cnra595968,,89243.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DVE64,wadeId1810,,Well,CA,,cnra7710,,89289.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,CP 663,wadeId181352,,Well,CA,,cnra596717,,89680.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,3745,wadeId18148,,Well,CA,,cnra79971,,89821.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DVE 44,wadeId1818,,Well,CA,,cnra7733,,90175.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,1648,wadeId18208,,Well,CA,,cnra80116,,90487.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,MW 26,wadeId182202,,Well,CA,,cnra598612,,90624.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,38,wadeId182296,,Well,CA,,cnra598884,,90727.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,4595,wadeId18260,,Well,CA,,cnra80252,,91065.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,LSVE3,wadeId1828,,Well,CA,,cnra7757,,91285.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,S16MW112,wadeId1831,,Well,CA,,cnra7772,,91619.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,Alpha1,wadeId183791,,Well,CA,,cnra603324,,92382.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,MQ2,wadeId183859,,Well,CA,,cnra603457,,92457.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,VLLEY SPRINGS LOT #2,wadeId18397,,Well,CA,,cnra80578,,92580.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,762,wadeId18411,,Well,CA,,cnra80646,,92737.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,362,wadeId18425,,Well,CA,,cnra80680,,92892.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,MW219S2,wadeId184571,,Well,CA,,cnra605907,,93249.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Calaveras,4326,,,,,,,,,POD,BY THE BARN,wadeId18498,,Well,CA,,cnra80876,,93701.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,test well 2 roadside rest,wadeId185349,,Well,CA,,cnra608800,,94112.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,SB55A,wadeId185555,,Well,CA,,cnra609532,,94339.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,MW219S1,wadeId185986,,Well,CA,,cnra611304,,94814.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,Moguet #3,wadeId187630,,Well,CA,,cnra617949,,96634.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,Orozopsis,wadeId187992,,Well,CA,,cnra619635,,97034.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,test well 1 kleinfelder,wadeId189041,,Well,CA,,cnra624114,,98198.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,247190,wadeId1891,,Well,CA,,cnra8153,,98262.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Bernardino,4326,,,,,,,,,POD,Alpha2,wadeId189303,,Well,CA,,cnra625200,,98488.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SVP2,wadeId1900,,Well,CA,,"cnra38391,cnra8289",,99261.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Sta 1202,wadeId190050,,Well,CA,,cnra627154,,99317.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,140,wadeId190362,,Well,CA,,cnra627746,,99662.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW29,wadeId190405,,Well,CA,,cnra627807,,99710.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 170,wadeId190458,,Well,CA,,cnra627899,,99768.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CH5,wadeId190695,,Well,CA,,cnra628431,,100028.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,MW7R,wadeId1907,,Well,CA,,"cnra26652,cnra8312",,100033.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Lupe La Chappa 12,wadeId190810,,Well,CA,,cnra628727,,100157.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Int # 2311,wadeId190892,,Well,CA,,cnra628909,,100246.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,JAGW15A,wadeId190941,,Well,CA,,cnra628998,,100301.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,P111,wadeId191008,,Well,CA,,cnra629123,,100376.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Sta 213,wadeId191165,,Well,CA,,cnra629591,,100548.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 136,wadeId191245,,Well,CA,,"cnra634461,cnra629756",,100637.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,U1R,wadeId1913,,Well,CA,,cnra8322,,100697.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Colusa,4326,,,,,,,,,POD,8998,wadeId19136,,Well,CA,,cnra82538,,100764.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,AS1D,wadeId1914,,Well,CA,,cnra8328,,100808.0
