System Name_Sys,System ID_Sys,System Type_Sys,System Status_Sys,History Year_Sys,Date Received_Sys,County_Sys,Use Cooling Percent_Sys,Use Process Percent_Sys,Use Domestic Percent_Sys,Use Miscellaneous Percent_Sys,Irrigation (Lawn and Garden) Percent_Sys,Acres Irrigated_Sys,Irrigation (Agriculture)_Sys,Acres Irrigated.1_Sys,DEQ ID_Sys,Population_Sys,Domestic Use_Sys,Commercial Use_Sys,Industrial Use_Sys,Institutional Use_Sys,Total Use_Sys,Domestic Connections_Sys,Commercial Connections_Sys,Industrial Connections_Sys,Institutional Connections_Sys,Total Connections_Sys,Peak Date_Sys,Peak Demand_Sys,Peak Demand Units_Sys,Peak Use Include_Sys,Peak Measurement Type_Sys,Peak Wholesale Volume_Sys,Peak Wholesale Volume Units_Sys,SystemID_Year_ID,System Name_Sour,System ID_Sour,Source Name_Sour,Source ID_Sour,Source Status_Sour,Lat NAD83_Sour,Lon NAD83_Sour,Source Type_Sour,Diversion Type_Sour,Use Type_Sour,Year_Sour,Units_Sour,Jan_Sour,Feb_Sour,Mar_Sour,Apr_Sour,May_Sour,Jun_Sour,Jul_Sour,Aug_Sour,Sep_Sour,Oct_Sour,Nov_Sour,Dec_Sour,Total_Sour,Unnamed: 25,Unnamed: 26,Unnamed: 27,TimeframeEnd,TimeframeStart
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,2000,2/26/2001,Washington,,,,,,,,,27051,3300.0,12848.89228,32289.24231,0.0,,77673.39399,40.0,2.0,0.0,,42.0,,,,,,,,10472000,Zion National Park (Zion Canyon Water System) Culinary,1047,Lower Grotto Spring (WS003),10470003,Active,37.25804088,-112.9468342,Spring,Withdrawal,Water Supplier,2000,kgallons,1560.108211,1410.099248,1560.108211,1510.106309,1510.106309,1510.106309,1560.108211,1560.108211,1510.106309,1560.108211,1510.106309,1560.108211,18321.28006,,,,2000-12-31,2000-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1999,2/22/2000,Washington,,,,,,,,,27051,3300.0,11680.81117,29354.03847,0.0,,75203.22245,32.0,2.0,0.0,,34.0,,,,,,,,10471999,Zion National Park (Zion Canyon Water System) Culinary,1047,Wylie Spring,10470001,Inactive,37.24694707,-112.9530058,Spring,Withdrawal,Water Supplier,1999,kgallons,760.0517157,690.0490533,760.0517157,740.0509549999999,740.0509549999999,740.0509549999999,760.0517157,760.0517157,740.0509549999999,760.0517157,740.0509549999999,760.0517157,8950.614121999999,,,,1999-12-31,1999-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1999,2/22/2000,Washington,,,,,,,,,27051,3300.0,11680.81117,29354.03847,0.0,,75203.22245,32.0,2.0,0.0,,34.0,,,,,,,,10471999,Zion National Park (Zion Canyon Water System) Culinary,1047,Temple of Sinawava Spring,10470002,Inactive,37.28633754,-112.95091459999999,Spring,Withdrawal,Water Supplier,1999,kgallons,1740.1215739999998,1570.108592,1740.1215739999998,1680.116034,1680.116034,1680.116034,1740.1215739999998,1740.1215739999998,1680.116034,1740.1215739999998,1680.116034,1740.1215739999998,20411.41821,,,,1999-12-31,1999-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1999,2/22/2000,Washington,,,,,,,,,27051,3300.0,11680.81117,29354.03847,0.0,,75203.22245,32.0,2.0,0.0,,34.0,,,,,,,,10471999,Zion National Park (Zion Canyon Water System) Culinary,1047,Lower Grotto Spring (WS003),10470003,Active,37.25804088,-112.9468342,Spring,Withdrawal,Water Supplier,1999,kgallons,1560.108211,1410.099248,1560.108211,1510.106309,1510.106309,1510.106309,1560.108211,1560.108211,1510.106309,1560.108211,1510.106309,1560.108211,18321.28006,,,,1999-12-31,1999-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1999,2/22/2000,Washington,,,,,,,,,27051,3300.0,11680.81117,29354.03847,0.0,,75203.22245,32.0,2.0,0.0,,34.0,,,,,,,,10471999,Zion National Park (Zion Canyon Water System) Culinary,1047,Upper Grotto Spring (WS004),10470004,Active,37.25732785,-112.94676090000002,Spring,Withdrawal,Water Supplier,1999,kgallons,3040.210121,2740.188935,3040.210121,2940.203059,2940.203059,2940.203059,3040.210121,3040.210121,2940.203059,3040.210121,2940.203059,3040.210121,35682.464960000005,,,,1999-12-31,1999-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1999,2/22/2000,Washington,,,,,,,,,27051,3300.0,11680.81117,29354.03847,0.0,,75203.22245,32.0,2.0,0.0,,34.0,,,,,,,,10471999,Zion National Park (Zion Canyon Water System) Culinary,1047,East Gate Well,10470005,Inactive,37.23376329,-112.8755321,Well,Withdrawal,Water Supplier,1999,kgallons,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,112.8097646,,,,1999-12-31,1999-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1999,2/22/2000,Washington,,,,,,,,,27051,3300.0,11680.81117,29354.03847,0.0,,75203.22245,32.0,2.0,0.0,,34.0,,,,,,,,10471999,Zion National Park (Zion Canyon Water System) Culinary,1047,Birch Springs (WS001),10470006,Active,37.23901216,-112.9675676,Spring,Withdrawal,Water Supplier,1999,kgallons,4870.338377,4390.303828,4870.338377,4710.325775,4710.325775,4710.325775,4870.338377,4870.338377,4710.325775,4870.338377,4710.325775,4870.338377,57163.962960000004,,,,1999-12-31,1999-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1999,2/22/2000,Washington,,,,,,,,,27051,3300.0,11680.81117,29354.03847,0.0,,75203.22245,32.0,2.0,0.0,,34.0,,,,,,,,10471999,Zion National Park (Zion Canyon Water System) Culinary,1047,Watercress Spring (WS002),10470009,Active,37.23801421,-112.96777879999999,Spring,Withdrawal,Water Supplier,1999,kgallons,2140.149822,1940.135698,2140.149822,2070.1439010000004,2070.1439010000004,2070.1439010000004,2140.149822,2140.149822,2070.1439010000004,2140.149822,2070.1439010000004,2140.149822,25131.75414,,,,1999-12-31,1999-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1998,2/5/1999,Washington,,,,,,,,,27051,3300.0,10582.73491,19320.34169,0.0,,67833.71067,32.0,2.0,0.0,,36.0,,,,,,,,10471998,Zion National Park (Zion Canyon Water System) Culinary,1047,Wylie Spring,10470001,Inactive,37.24694707,-112.9530058,Spring,Withdrawal,Water Supplier,1998,kgallons,760.0517157,690.0490533,760.0517157,740.0509549999999,740.0509549999999,740.0509549999999,760.0517157,760.0517157,740.0509549999999,760.0517157,740.0509549999999,760.0517157,8950.614121999999,,,,1998-12-31,1998-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1998,2/5/1999,Washington,,,,,,,,,27051,3300.0,10582.73491,19320.34169,0.0,,67833.71067,32.0,2.0,0.0,,36.0,,,,,,,,10471998,Zion National Park (Zion Canyon Water System) Culinary,1047,Temple of Sinawava Spring,10470002,Inactive,37.28633754,-112.95091459999999,Spring,Withdrawal,Water Supplier,1998,kgallons,1740.1215739999998,1570.108592,1740.1215739999998,1680.116034,1680.116034,1680.116034,1740.1215739999998,1740.1215739999998,1680.116034,1740.1215739999998,1680.116034,1740.1215739999998,20411.41821,,,,1998-12-31,1998-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1998,2/5/1999,Washington,,,,,,,,,27051,3300.0,10582.73491,19320.34169,0.0,,67833.71067,32.0,2.0,0.0,,36.0,,,,,,,,10471998,Zion National Park (Zion Canyon Water System) Culinary,1047,Lower Grotto Spring (WS003),10470003,Active,37.25804088,-112.9468342,Spring,Withdrawal,Water Supplier,1998,kgallons,1560.108211,1410.099248,1560.108211,1510.106309,1510.106309,1510.106309,1560.108211,1560.108211,1510.106309,1560.108211,1510.106309,1560.108211,18321.28006,,,,1998-12-31,1998-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1998,2/5/1999,Washington,,,,,,,,,27051,3300.0,10582.73491,19320.34169,0.0,,67833.71067,32.0,2.0,0.0,,36.0,,,,,,,,10471998,Zion National Park (Zion Canyon Water System) Culinary,1047,Upper Grotto Spring (WS004),10470004,Active,37.25732785,-112.94676090000002,Spring,Withdrawal,Water Supplier,1998,kgallons,3040.210121,2740.188935,3040.210121,2940.203059,2940.203059,2940.203059,3040.210121,3040.210121,2940.203059,3040.210121,2940.203059,3040.210121,35682.464960000005,,,,1998-12-31,1998-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1998,2/5/1999,Washington,,,,,,,,,27051,3300.0,10582.73491,19320.34169,0.0,,67833.71067,32.0,2.0,0.0,,36.0,,,,,,,,10471998,Zion National Park (Zion Canyon Water System) Culinary,1047,East Gate Well,10470005,Inactive,37.23376329,-112.8755321,Well,Withdrawal,Water Supplier,1998,kgallons,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,112.8097646,,,,1998-12-31,1998-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1998,2/5/1999,Washington,,,,,,,,,27051,3300.0,10582.73491,19320.34169,0.0,,67833.71067,32.0,2.0,0.0,,36.0,,,,,,,,10471998,Zion National Park (Zion Canyon Water System) Culinary,1047,Birch Springs (WS001),10470006,Active,37.23901216,-112.9675676,Spring,Withdrawal,Water Supplier,1998,kgallons,4870.338377,4390.303828,4870.338377,4710.325775,4710.325775,4710.325775,4870.338377,4870.338377,4710.325775,4870.338377,4710.325775,4870.338377,57163.962960000004,,,,1998-12-31,1998-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1998,2/5/1999,Washington,,,,,,,,,27051,3300.0,10582.73491,19320.34169,0.0,,67833.71067,32.0,2.0,0.0,,36.0,,,,,,,,10471998,Zion National Park (Zion Canyon Water System) Culinary,1047,Watercress Spring (WS002),10470009,Active,37.23801421,-112.96777879999999,Spring,Withdrawal,Water Supplier,1998,kgallons,2140.149822,1940.135698,2140.149822,2070.1439010000004,2070.1439010000004,2070.1439010000004,2140.149822,2140.149822,2070.1439010000004,2140.149822,2070.1439010000004,2140.149822,25131.75414,,,,1998-12-31,1998-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1997,2/17/1998,Washington,,,,,,,,,27051,3300.0,15701.09035,23533.634280000002,0.0,,83904.82672000001,30.0,2.0,0.0,,32.0,,,,,,,,10471997,Zion National Park (Zion Canyon Water System) Culinary,1047,Wylie Spring,10470001,Inactive,37.24694707,-112.9530058,Spring,Withdrawal,Water Supplier,1997,kgallons,760.0517157,690.0490533,760.0517157,740.0509549999999,740.0509549999999,740.0509549999999,760.0517157,760.0517157,740.0509549999999,760.0517157,740.0509549999999,760.0517157,8950.614121999999,,,,1997-12-31,1997-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1997,2/17/1998,Washington,,,,,,,,,27051,3300.0,15701.09035,23533.634280000002,0.0,,83904.82672000001,30.0,2.0,0.0,,32.0,,,,,,,,10471997,Zion National Park (Zion Canyon Water System) Culinary,1047,Temple of Sinawava Spring,10470002,Inactive,37.28633754,-112.95091459999999,Spring,Withdrawal,Water Supplier,1997,kgallons,1740.1215739999998,1570.108592,1740.1215739999998,1680.116034,1680.116034,1680.116034,1740.1215739999998,1740.1215739999998,1680.116034,1740.1215739999998,1680.116034,1740.1215739999998,20411.41821,,,,1997-12-31,1997-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1997,2/17/1998,Washington,,,,,,,,,27051,3300.0,15701.09035,23533.634280000002,0.0,,83904.82672000001,30.0,2.0,0.0,,32.0,,,,,,,,10471997,Zion National Park (Zion Canyon Water System) Culinary,1047,Lower Grotto Spring (WS003),10470003,Active,37.25804088,-112.9468342,Spring,Withdrawal,Water Supplier,1997,kgallons,1560.108211,1410.099248,1560.108211,1510.106309,1510.106309,1510.106309,1560.108211,1560.108211,1510.106309,1560.108211,1510.106309,1560.108211,18321.28006,,,,1997-12-31,1997-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1997,2/17/1998,Washington,,,,,,,,,27051,3300.0,15701.09035,23533.634280000002,0.0,,83904.82672000001,30.0,2.0,0.0,,32.0,,,,,,,,10471997,Zion National Park (Zion Canyon Water System) Culinary,1047,Upper Grotto Spring (WS004),10470004,Active,37.25732785,-112.94676090000002,Spring,Withdrawal,Water Supplier,1997,kgallons,3040.210121,2740.188935,3040.210121,2940.203059,2940.203059,2940.203059,3040.210121,3040.210121,2940.203059,3040.210121,2940.203059,3040.210121,35682.464960000005,,,,1997-12-31,1997-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1997,2/17/1998,Washington,,,,,,,,,27051,3300.0,15701.09035,23533.634280000002,0.0,,83904.82672000001,30.0,2.0,0.0,,32.0,,,,,,,,10471997,Zion National Park (Zion Canyon Water System) Culinary,1047,East Gate Well,10470005,Inactive,37.23376329,-112.8755321,Well,Withdrawal,Water Supplier,1997,kgallons,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,112.8097646,,,,1997-12-31,1997-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1997,2/17/1998,Washington,,,,,,,,,27051,3300.0,15701.09035,23533.634280000002,0.0,,83904.82672000001,30.0,2.0,0.0,,32.0,,,,,,,,10471997,Zion National Park (Zion Canyon Water System) Culinary,1047,Birch Springs (WS001),10470006,Active,37.23901216,-112.9675676,Spring,Withdrawal,Water Supplier,1997,kgallons,4870.338377,4390.303828,4870.338377,4710.325775,4710.325775,4710.325775,4870.338377,4870.338377,4710.325775,4870.338377,4710.325775,4870.338377,57163.962960000004,,,,1997-12-31,1997-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1997,2/17/1998,Washington,,,,,,,,,27051,3300.0,15701.09035,23533.634280000002,0.0,,83904.82672000001,30.0,2.0,0.0,,32.0,,,,,,,,10471997,Zion National Park (Zion Canyon Water System) Culinary,1047,Watercress Spring (WS002),10470009,Active,37.23801421,-112.96777879999999,Spring,Withdrawal,Water Supplier,1997,kgallons,2140.149822,1940.135698,2140.149822,2070.1439010000004,2070.1439010000004,2070.1439010000004,2140.149822,2140.149822,2070.1439010000004,2140.149822,2070.1439010000004,2140.149822,25131.75414,,,,1997-12-31,1997-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1996,2/19/1997,Washington,,,,,,,,,27051,3300.0,15701.09035,18540.287519999998,0.0,,83058.76797,30.0,2.0,0.0,,32.0,,,,,,,,10471996,Zion National Park (Zion Canyon Water System) Culinary,1047,Wylie Spring,10470001,Inactive,37.24694707,-112.9530058,Spring,Withdrawal,Water Supplier,1996,kgallons,760.0517157,690.0490533,760.0517157,740.0509549999999,740.0509549999999,740.0509549999999,760.0517157,760.0517157,740.0509549999999,760.0517157,740.0509549999999,760.0517157,8950.620639,,,,1996-12-31,1996-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1996,2/19/1997,Washington,,,,,,,,,27051,3300.0,15701.09035,18540.287519999998,0.0,,83058.76797,30.0,2.0,0.0,,32.0,,,,,,,,10471996,Zion National Park (Zion Canyon Water System) Culinary,1047,Temple of Sinawava Spring,10470002,Inactive,37.28633754,-112.95091459999999,Spring,Withdrawal,Water Supplier,1996,kgallons,1740.1215739999998,1570.108592,1740.1215739999998,1680.116034,1680.116034,1680.116034,1740.1215739999998,1740.1215739999998,1680.116034,1740.1215739999998,1680.116034,1740.1215739999998,20411.41821,,,,1996-12-31,1996-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1996,2/19/1997,Washington,,,,,,,,,27051,3300.0,15701.09035,18540.287519999998,0.0,,83058.76797,30.0,2.0,0.0,,32.0,,,,,,,,10471996,Zion National Park (Zion Canyon Water System) Culinary,1047,Lower Grotto Spring (WS003),10470003,Active,37.25804088,-112.9468342,Spring,Withdrawal,Water Supplier,1996,kgallons,1560.108211,1410.099248,1560.108211,1510.106309,1510.106309,1510.106309,1560.108211,1560.108211,1510.106309,1560.108211,1510.106309,1560.108211,18351.274690000002,,,,1996-12-31,1996-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1996,2/19/1997,Washington,,,,,,,,,27051,3300.0,15701.09035,18540.287519999998,0.0,,83058.76797,30.0,2.0,0.0,,32.0,,,,,,,,10471996,Zion National Park (Zion Canyon Water System) Culinary,1047,Upper Grotto Spring (WS004),10470004,Active,37.25732785,-112.94676090000002,Spring,Withdrawal,Water Supplier,1996,kgallons,3040.210121,2740.188935,3040.210121,2940.203059,2940.203059,2940.203059,3040.210121,3040.210121,2940.203059,3040.210121,2940.203059,3040.210121,35682.48125,,,,1996-12-31,1996-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1996,2/19/1997,Washington,,,,,,,,,27051,3300.0,15701.09035,18540.287519999998,0.0,,83058.76797,30.0,2.0,0.0,,32.0,,,,,,,,10471996,Zion National Park (Zion Canyon Water System) Culinary,1047,East Gate Well,10470005,Inactive,37.23376329,-112.8755321,Well,Withdrawal,Water Supplier,1996,kgallons,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,9.400813714,112.8097646,,,,1996-12-31,1996-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1996,2/19/1997,Washington,,,,,,,,,27051,3300.0,15701.09035,18540.287519999998,0.0,,83058.76797,30.0,2.0,0.0,,32.0,,,,,,,,10471996,Zion National Park (Zion Canyon Water System) Culinary,1047,Birch Springs (WS001),10470006,Active,37.23901216,-112.9675676,Spring,Withdrawal,Water Supplier,1996,kgallons,4870.338377,4390.303828,4870.338377,4710.325775,4710.325775,4710.325775,4870.338377,4870.338377,4710.325775,4870.338377,4710.325775,4870.338377,57163.975999999995,,,,1996-12-31,1996-01-01
Zion National Park (Zion Canyon Water System) Culinary,1047,Public,Active,1996,2/19/1997,Washington,,,,,,,,,27051,3300.0,15701.09035,18540.287519999998,0.0,,83058.76797,30.0,2.0,0.0,,32.0,,,,,,,,10471996,Zion National Park (Zion Canyon Water System) Culinary,1047,Watercress Spring (WS002),10470009,Active,37.23801421,-112.96777879999999,Spring,Withdrawal,Water Supplier,1996,kgallons,2140.149822,1940.135698,2140.149822,2070.1439010000004,2070.1439010000004,2070.1439010000004,2140.149822,2140.149822,2070.1439010000004,2140.149822,2070.1439010000004,2140.149822,25131.75414,,,,1996-12-31,1996-01-01
Levan Town,1048,Public,Active,1996,3/24/1997,Juab,,,,,,,,,12001,564.0,149010.3479,0.0,0.0,10000.69449,160011.1119,242.0,0.0,0.0,5.0,257.0,,,,,,,,10481996,Levan Town,1048,Rosebush Springs Group (WS002) (WS003),10480002,Active,39.54989038,-111.81462990000001,Spring,Withdrawal,Water Supplier,1996,kgallons,4900.339518,4900.339518,5000.346579999999,5000.346579999999,5600.388952,5800.403076,5900.410138,5900.410138,5700.396014,5400.374828,5000.346579999999,5000.346579999999,64104.45827999999,,,,1996-12-31,1996-01-01
Levan Town,1048,Public,Active,1996,3/24/1997,Juab,,,,,,,,,12001,564.0,149010.3479,0.0,0.0,10000.69449,160011.1119,242.0,0.0,0.0,5.0,257.0,,,,,,,,10481996,Levan Town,1048,Tunnel Spring (WS004),10480004,Active,39.55155121,-111.83316119999999,Spring,Withdrawal,Water Supplier,1996,kgallons,0.0,0.0,0.0,0.0,6600.459571,6600.459571,7100.491622,6900.480756999999,6800.473695000001,0.0,0.0,0.0,34002.36522,,,,1996-12-31,1996-01-01
Herriman City (Culinary),1050,Public,Active,2001,2/7/2002,Salt Lake,,,,,,,,,18157,1550.0,87243.65858999999,0.0,0.0,,113556.1858,0.0,0.0,0.0,,327.0,,,,,,,,10502001,Herriman City (Culinary),1050,Stockings Meadow Spring aka W.A. Crane,10500005,Inactive,40.47612103,-112.0740236,Spring,Withdrawal,Water Supplier,2001,kgallons,,,,,,,,,,,,,2628.1825129999997,,,,2001-12-31,2001-01-01
Herriman City (Culinary),1050,Public,Active,2000,2/23/2001,Salt Lake,,,,,,,,,18157,1500.0,0.0,0.0,0.0,,48992.40225,0.0,0.0,0.0,,0.0,,,,,,,,10502000,Herriman City (Culinary),1050,HP Well # 1 (WS006),10500004,Active,40.51252283,-112.04834380000001,Well,Withdrawal,Water Supplier,2000,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48992.202189999996,,,,2000-12-31,2000-01-01
Hyrum City Water System,1051,Public,Active,2007,6/10/2008,Cache,,,,,,,,,3008,6700.0,815569.0,145461.0,584718.0,0.0,1571065.0,2125.0,83.0,9.0,0.0,2230.0,,,,,,,,10512007,Hyrum City Water System,1051,Main Spring (Culinary),10510002,Active,41.62370267,-111.6756858,Spring,Withdrawal,Water Supplier,2007,kgallons,48216.765999999996,53876.154,56792.876,59212.876,64876.971,66971.871,73291.87599999999,75425.741,67630.97099999999,66897.12299999999,49721.89599999999,47613.899000000005,730529.02,,,,2007-12-31,2007-01-01
Hyrum City Water System,1051,Public,Active,2007,6/10/2008,Cache,,,,,,,,,3008,6700.0,815569.0,145461.0,584718.0,0.0,1571065.0,2125.0,83.0,9.0,0.0,2230.0,,,,,,,,10512007,Hyrum City Water System,1051,Well #3 (Culinary),10510010,Active,41.63011203,-111.7980469,Well,Withdrawal,Water Supplier,2007,kgallons,14972.871000000001,15291.685,16672.875,16185.0,16375.286,17492.136000000002,0.0,0.0,0.0,0.0,0.0,0.0,96989.853,,,,2007-12-31,2007-01-01
Sigurd Municipal Water System,1056,Public,Active,2014,2/6/2015,Sevier,,,,,,,,,21016,430.0,22353.689,336.593,1201.54,694.87,32015.851000000002,147.0,8.0,4.0,3.0,188.0,,,,,,,,10562014,Sigurd Municipal Water System,1056,Well/Springs Group (8146),10560001,Active,38.82678708,-111.95904479999999,Spring,Withdrawal,Water Supplier,2014,kgallons,1841.62,2107.24,1983.28,2744.72,4214.48,3488.45,3612.41,3169.71,2496.81,2673.89,1841.62,1841.62,32015.85,,,,2014-12-31,2014-01-01
Burrville Culinary Water,1058,Public,Active,2019,5/4/2020,Sevier,,,,,,,,,21005,20.0,395.25,0.0,0.0,0.0,395.25,12.0,0.0,0.0,0.0,12.0,,,,,,,,10582019,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2019,kgallons,32.9375,32.9375,32.9375,32.9375,32.9375,32.9375,32.9375,32.9375,32.9375,32.9375,32.9375,32.9375,395.25,,,,2019-12-31,2019-01-01
Burrville Culinary Water,1058,Public,Active,2018,3/8/2019,Sevier,,,,,,,,,21005,20.0,360.673,0.0,0.0,0.0,360.673,12.0,0.0,0.0,0.0,12.0,,,,,,,,10582018,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2018,kgallons,32.92,31.58,30.21,29.89,28.18,28.89,28.98,28.81,28.59,28.91,30.823,32.89,360.673,,,,2018-12-31,2018-01-01
Burrville Culinary Water,1058,Public,Active,2015,2/23/2016,Sevier,,,,,,,,,21005,13.0,265.0,0.0,0.0,0.0,265.0,13.0,0.0,0.0,0.0,13.0,,,,,,,,10582015,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2015,kgallons,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,265.0,,,,2015-12-31,2015-01-01
Burrville Culinary Water,1058,Public,Active,2014,5/7/2015,Sevier,,,,,,,,,21005,13.0,265.0,0.0,0.0,0.0,330.0,13.0,0.0,0.0,0.0,15.0,,,,,,,,10582014,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2014,kgallons,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,265.0,,,,2014-12-31,2014-01-01
Burrville Culinary Water,1058,Public,Active,2013,2/20/2014,Sevier,,,,,,,,,21005,13.0,265.0,0.0,0.0,0.0,330.0,13.0,0.0,0.0,0.0,15.0,,,,,,,,10582013,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2013,kgallons,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,265.0,,,,2013-12-31,2013-01-01
Burrville Culinary Water,1058,Public,Active,2012,2/27/2013,Sevier,,,,,,,,,21005,13.0,265.0,0.0,0.0,0.0,330.0,13.0,0.0,0.0,0.0,15.0,,,,,,,,10582012,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2012,kgallons,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,265.0,,,,2012-12-31,2012-01-01
Burrville Culinary Water,1058,Public,Active,2011,3/28/2012,Sevier,,,,,,,,,21005,13.0,265.0,0.0,0.0,0.0,330.0,13.0,0.0,0.0,0.0,15.0,,,,,,,,10582011,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2011,kgallons,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,265.0,,,,2011-12-31,2011-01-01
Burrville Culinary Water,1058,Public,Active,2010,6/6/2011,Sevier,,,,,,,,,21005,13.0,265.0,0.0,0.0,0.0,330.0,13.0,0.0,0.0,0.0,15.0,,,,,,,,10582010,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2010,kgallons,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,265.0,,,,2010-12-31,2010-01-01
Burrville Culinary Water,1058,Public,Active,2009,3/10/2010,Sevier,,,,,,,,,21005,13.0,265.0,0.0,0.0,0.0,330.0,13.0,0.0,0.0,0.0,15.0,,,,,,,,10582009,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2009,kgallons,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,265.0,,,,2009-12-31,2009-01-01
Burrville Culinary Water,1058,Public,Active,2008,4/7/2009,Sevier,,,,,,,,,21005,13.0,200.0,0.0,0.0,0.0,265.0,13.0,0.0,0.0,0.0,15.0,,,,,,,,10582008,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2008,kgallons,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,265.0,,,,2008-12-31,2008-01-01
Burrville Culinary Water,1058,Public,Active,2001,1/30/2002,Sevier,,,,,,,,,21005,14.0,652.0452809,0.0,0.0,,931.0646572,0.0,0.0,0.0,,0.0,,,,,,,,10582001,Burrville Culinary Water,1058,Burr Springs,10580001,Active,38.58786014,-111.87443290000002,Spring,Withdrawal,Water Supplier,2001,kgallons,60.00416694,60.00416694,80.00555594,80.00555594,86.00597262,90.00625043,90.00625043,90.00625043,90.00625043,85.00590317,60.00416694,60.00416694,931.0646572,,,,2001-12-31,2001-01-01
