System Name_Sys,System ID_Sys,System Type_Sys,System Status_Sys,History Year_Sys,Date Received_Sys,County_Sys,Use Cooling Percent_Sys,Use Process Percent_Sys,Use Domestic Percent_Sys,Use Miscellaneous Percent_Sys,Irrigation (Lawn and Garden) Percent_Sys,Acres Irrigated_Sys,Irrigation (Agriculture)_Sys,Acres Irrigated.1_Sys,DEQ ID_Sys,Population_Sys,Domestic Use_Sys,Commercial Use_Sys,Industrial Use_Sys,Institutional Use_Sys,Total Use_Sys,Domestic Connections_Sys,Commercial Connections_Sys,Industrial Connections_Sys,Institutional Connections_Sys,Total Connections_Sys,Peak Date_Sys,Peak Demand_Sys,Peak Demand Units_Sys,Peak Use Include_Sys,Peak Measurement Type_Sys,Peak Wholesale Volume_Sys,Peak Wholesale Volume Units_Sys,SystemID_Year_ID,System Name_Sour,System ID_Sour,Source Name_Sour,Source ID_Sour,Source Status_Sour,Lat NAD83_Sour,Lon NAD83_Sour,Source Type_Sour,Diversion Type_Sour,Use Type_Sour,Year_Sour,Units_Sour,Jan_Sour,Feb_Sour,Mar_Sour,Apr_Sour,May_Sour,Jun_Sour,Jul_Sour,Aug_Sour,Sep_Sour,Oct_Sour,Nov_Sour,Dec_Sour,Total_Sour,Unnamed: 25,Unnamed: 26,Unnamed: 27,ReasonRemoved,index,TimeframeEnd,TimeframeStart
Snake Creek Mutual Water Company,1116,Public,Active,2019,3/10/2020,Wasatch,,,,,,,,,26011,0.0,4380.0,0.0,0.0,0.0,4380.0,54.0,0.0,0.0,0.0,54.0,,,,,,,,11162019,Snake Creek Mutual Water Company,1116,Mill Flat Upper Spring (WS004),108544701,Active,,,Spring,Withdrawal,Domestic,2019,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Null Lat NAD83,450.0,2019-12-31,2019-01-01
Spring City Municipal Water System,1119,Public,Active,2005,2/1/2006,Sanpete,,,,,,,,,20008,956.0,25381.0,451.0,11.0,461.0,42056.5,440.0,5.0,2.0,3.0,460.0,,,,,,,,11192005,Spring City Municipal Water System,1119,Upper Ox Spring,108540263,Inactive,,,Spring,Withdrawal,Domestic,2005,kgallons,98.0,99.0,100.0,109.0,110.0,111.0,112.0,110.0,109.0,111.0,111.0,105.0,1285.0,,,,Null Lat NAD83,456.0,2005-12-31,2005-01-01
Spring City Municipal Water System,1119,Public,Active,2005,2/1/2006,Sanpete,,,,,,,,,20008,956.0,25381.0,451.0,11.0,461.0,42056.5,440.0,5.0,2.0,3.0,460.0,,,,,,,,11192005,Spring City Municipal Water System,1119,Lower Ox Spring,108540264,Inactive,,,Spring,Withdrawal,Domestic,2005,kgallons,90.0,91.0,92.0,96.0,98.0,98.0,99.0,96.0,97.0,92.0,94.0,91.0,1134.0,,,,Null Lat NAD83,457.0,2005-12-31,2005-01-01
Spring City Municipal Water System,1119,Public,Active,2005,2/1/2006,Sanpete,,,,,,,,,20008,956.0,25381.0,451.0,11.0,461.0,42056.5,440.0,5.0,2.0,3.0,460.0,,,,,,,,11192005,Spring City Municipal Water System,1119,Birch Spring,108540265,Inactive,,,Spring,Withdrawal,Domestic,2005,kgallons,90.0,91.0,92.0,96.0,98.0,98.0,99.0,96.0,97.0,93.0,94.0,96.0,1140.0,,,,Null Lat NAD83,458.0,2005-12-31,2005-01-01
Spring City Municipal Water System,1119,Public,Active,2004,3/11/2005,Sanpete,,,,,,,,,20008,956.0,2000.1388989999998,29.00201403,13.60094451,65.0045142,2109.74651,435.0,2.0,2.0,3.0,445.0,,,,,,,,11192004,Spring City Municipal Water System,1119,Upper Ox Spring,108540263,Inactive,,,Spring,Withdrawal,Domestic,2004,kgallons,98.00680603,99.00687548,100.00694490000001,109.00757,110.0076394,119.0082645,111.00770890000001,112.00777830000001,110.0076394,109.00757,108.00750049999999,105.00729220000001,1290.08959,,,,Null Lat NAD83,463.0,2004-12-31,2004-01-01
Spring City Municipal Water System,1119,Public,Active,2003,3/24/2004,Sanpete,,,,,,,,,20008,750.0,2000.1388989999998,29.00201403,13.60094451,65.0045142,2113.746788,435.0,2.0,2.0,3.0,445.0,,,,,,,,11192003,Spring City Municipal Water System,1119,Mud Hole Springs,108540261,Inactive,,,Spring,Withdrawal,Domestic,2003,kgallons,120.00833390000001,121.00840339999999,128.0088895,135.0093757,165.0114591,200.0138899,200.0138899,190.0131954,180.01250090000002,160.0111119,140.0097229,130.0090284,1869.1298010000003,,,,Null Lat NAD83,466.0,2003-12-31,2003-01-01
Spring City Municipal Water System,1119,Public,Active,2003,3/24/2004,Sanpete,,,,,,,,,20008,750.0,2000.1388989999998,29.00201403,13.60094451,65.0045142,2113.746788,435.0,2.0,2.0,3.0,445.0,,,,,,,,11192003,Spring City Municipal Water System,1119,Upper Ox Spring,108540263,Inactive,,,Spring,Withdrawal,Domestic,2003,kgallons,98.00680603,99.00687548,100.00694490000001,109.00757,110.0076394,111.00770890000001,112.00777830000001,110.0076394,109.00757,108.00750049999999,111.00770890000001,105.00729220000001,1282.089034,,,,Null Lat NAD83,468.0,2003-12-31,2003-01-01
Spring City Municipal Water System,1119,Public,Active,2002,4/8/2003,Sanpete,,,,,,,,,20008,750.0,1885.7309539999999,57.30397943,13.60094449,26.20181957,1994.83853,383.0,2.0,8.0,2.0,398.0,,,,,,,,11192002,Spring City Municipal Water System,1119,Mud Hole Springs,108540261,Inactive,,,Spring,Withdrawal,Domestic,2002,kgallons,120.00833390000001,121.00840330000001,128.0088895,135.0093757,165.0114591,200.01388980000002,200.01388980000002,190.01319530000004,180.01250090000002,160.0111119,190.01319530000004,130.0090284,1919.1332730000001,,,,Null Lat NAD83,471.0,2002-12-31,2002-01-01
Spring City Municipal Water System,1119,Public,Active,2002,4/8/2003,Sanpete,,,,,,,,,20008,750.0,1885.7309539999999,57.30397943,13.60094449,26.20181957,1994.83853,383.0,2.0,8.0,2.0,398.0,,,,,,,,11192002,Spring City Municipal Water System,1119,Upper Ox Spring,108540263,Inactive,,,Spring,Withdrawal,Domestic,2002,kgallons,98.00680600000001,99.00687545,100.00694490000001,109.00756990000001,110.0076394,111.0077088,112.00777830000001,110.0076394,109.00756990000001,108.00750049999999,111.0077088,105.00729220000001,1282.089034,,,,Null Lat NAD83,473.0,2002-12-31,2002-01-01
Spring City Municipal Water System,1119,Public,Active,2002,4/8/2003,Sanpete,,,,,,,,,20008,750.0,1885.7309539999999,57.30397943,13.60094449,26.20181957,1994.83853,383.0,2.0,8.0,2.0,398.0,,,,,,,,11192002,Spring City Municipal Water System,1119,Lower Ox Spring,108540264,Inactive,,,Spring,Withdrawal,Domestic,2002,kgallons,90.00625043,91.00631988,92.00638933,96.00666711,98.00680600000001,98.00680600000001,99.00687545,96.00666711,97.00673656,92.00638933,94.00652822,91.00631988,1134.078755,,,,Null Lat NAD83,474.0,2002-12-31,2002-01-01
Spring City Municipal Water System,1119,Public,Active,2002,4/8/2003,Sanpete,,,,,,,,,20008,750.0,1885.7309539999999,57.30397943,13.60094449,26.20181957,1994.83853,383.0,2.0,8.0,2.0,398.0,,,,,,,,11192002,Spring City Municipal Water System,1119,Birch Spring,108540265,Inactive,,,Spring,Withdrawal,Domestic,2002,kgallons,90.00625043,91.00631988,92.00638933,96.00666711,98.00680600000001,98.00680600000001,99.00687545,96.00666711,97.00673656,93.00645877,94.00652822,96.00666711,1140.079172,,,,Null Lat NAD83,475.0,2002-12-31,2002-01-01
Summit Park Water S.S.D.,1121,Public,Inactive,2001,4/16/2002,Summit,,,,,,,,,22015,1500.0,124316.6331,0.0,0.0,,124316.6331,460.0,2.0,0.0,,463.0,,,,,,,,11212001,Summit Park Water S.S.D.,1121,Toll Canyon Well No. 5,11210005,Active,,,Well,Withdrawal,Water Supplier,2001,kgallons,825.0572956,7.000486125,1896.1316760000002,2261.157025,1715.119105,2323.161331,2936.203903,1913.132856,613.0425723999999,2032.141121,2149.149246,2268.157511,20939.454130000002,,,,Null Lat NAD83,479.0,2001-12-31,2001-01-01
Garland City Corporation,1125,Public,Active,2019,5/18/2020,Box Elder,,,,,,,,,2009,2820.0,138422.636,3394.98,0.0,14473.33,156290.946,833.0,16.0,0.0,14.0,863.0,7/17/2019,1263.0,kgallons,Indoor and Outdoor,,,,11252019,Garland City Corporation,1125,East Side Spring (W003),11250005,Active,,,Spring,Withdrawal,Water Supplier,2019,kgallons,60.0,60.0,118.0,118.0,118.0,153.0,153.0,153.0,153.0,118.0,118.0,60.0,1382.0,,,,Null Lat NAD83,488.0,2019-12-31,2019-01-01
Garland City Corporation,1125,Public,Active,2018,6/5/2019,Box Elder,,,,,,,,,2009,2700.0,233664.514,2410.189,745.7389999999999,23889.868,260710.31,816.0,19.0,9.0,15.0,859.0,,,,,,,,11252018,Garland City Corporation,1125,East Side Spring (W003),11250005,Active,,,Spring,Withdrawal,Water Supplier,2018,kgallons,596.836,539.078,596.836,666.1439999999999,688.3480000000001,666.1439999999999,788.342,985.924,867.0239999999999,788.342,762.9119999999999,688.3480000000001,8634.278,,,,Null Lat NAD83,489.0,2018-12-31,2018-01-01
Garland City Corporation,1125,Public,Active,2017,8/16/2018,Box Elder,,,,,,,,,2009,2880.0,159656.331,12035.378999999999,946.99,18841.66,191480.36,805.0,17.0,9.0,15.0,846.0,7/10/2017,1085.567,kgallons,Indoor and Outdoor,Metered,,,11252017,Garland City Corporation,1125,East Side Spring (W003),11250005,Active,,,Spring,Withdrawal,Water Supplier,2017,kgallons,1860.0,1680.0,1800.0,1800.0,1860.0,1800.0,1860.0,1860.0,1800.0,1860.0,1860.0,1860.0,21900.0,,,,Null Lat NAD83,490.0,2017-12-31,2017-01-01
"Vernon Waterworks, SSD",1128,Public,Active,2006,3/27/2007,Tooele,,,,,,,,,23007,220.0,14650.0,460.0,0.0,0.0,15560.0,66.0,0.0,0.0,0.0,69.0,,,,,,,,11282006,"Vernon Waterworks, SSD",1128,Flowing Well No. 4,11280005,Inactive,,,Well,Withdrawal,Water Supplier,2006,kgallons,,,,,,,,,,,,,,,,,Null Lat NAD83,499.0,2006-12-31,2006-01-01
Milford Municipal Water System (Culinary),1138,Public,Active,2002,2/11/2003,Beaver,,,,,,,,,1003,1451.0,147708.2575,2000.1388989999998,3000.208348,1600.111119,154308.7159,600.0,45.0,5.0,5.0,650.0,,,,,,,,11382002,Milford Municipal Water System (Culinary),1138,Well ?,11380003,Inactive,,,Well,Withdrawal,Water Supplier,2002,kgallons,,,,,3541.4459340000003,7361.511216,7679.533301,9887.686645,8382.582123999999,3540.24585,,,40393.00507,,,,Null Lat NAD83,513.0,2002-12-31,2002-01-01
Alpine City Corp. (Culinary),1141,Public,Active,1999,2/16/2000,Utah,,,,,,,,,25007,7000.0,357784.8462,10322.716859999999,4001.2778670000002,,770625.5157,1617.0,18.0,5.0,,1672.0,,,,,,,,11411999,Alpine City Corp. (Culinary),1141,School House Springs,11410004,Inactive,,,Spring,Withdrawal,Water Supplier,1999,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7672.533581000001,,,,Null Lat NAD83,516.0,1999-12-31,1999-01-01
Alpine City Corp. (Culinary),1141,Public,Active,1996,2/27/1997,Utah,,,,,,,,,25007,5250.0,161291.2008,11659.80971,5060.351413,,203078.1026,1215.0,16.0,4.0,,1260.0,,,,,,,,11411996,Alpine City Corp. (Culinary),1141,School House Springs,11410004,Inactive,,,Spring,Withdrawal,Water Supplier,1996,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25801.79265,,,,Null Lat NAD83,517.0,1996-12-31,1996-01-01
Mona City Culinary Water,1147,Public,Active,2013,7/1/2014,Juab,,,,,,,,,12002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,11472013,Mona City Culinary Water,1147,"Clover Creek Springs (Large, Small Vest",11470001,Inactive,,,Spring,Withdrawal,Water Supplier,2013,kgallons,6380.0,5720.0,4990.0,5050.0,6030.0,8180.0,6820.0,7070.0,7830.0,9700.0,7990.0,9210.0,84970.0,,,,Null Lat NAD83,521.0,2013-12-31,2013-01-01
Mona City Culinary Water,1147,Public,Active,2012,3/5/2013,Juab,,,,,,,,,12002,0.0,107087.3573,0.0,0.0,0.0,107087.3573,0.0,0.0,0.0,0.0,0.0,,,,,,,,11472012,Mona City Culinary Water,1147,"Clover Creek Springs (Large, Small Vest",11470001,Inactive,,,Spring,Withdrawal,Water Supplier,2012,kgallons,14150.0,23330.0,5450.0,5850.0,7410.0,10330.0,8960.0,8430.0,7430.0,5420.0,5140.0,5180.0,107080.0,,,,Null Lat NAD83,522.0,2012-12-31,2012-01-01
Mona City Culinary Water,1147,Public,Active,2011,4/2/2012,Juab,,,,,,,,,12002,0.0,119958.2606,0.0,0.0,0.0,119958.2606,0.0,0.0,0.0,0.0,0.0,,,,,,,,11472011,Mona City Culinary Water,1147,"Clover Creek Springs (Large, Small Vest",11470001,Inactive,,,Spring,Withdrawal,Water Supplier,2011,kgallons,9950.0,12020.0,15360.0,10220.0,9890.0,9940.0,9660.0,9710.0,6990.0,5790.0,7690.0,12730.0,119950.0,,,,Null Lat NAD83,523.0,2011-12-31,2011-01-01
Mona City Culinary Water,1147,Public,Active,2010,3/9/2011,Juab,,,,,,,,,12002,0.0,68854.75299,0.0,0.0,0.0,68854.75299,484.0,3.0,0.0,0.0,487.0,,,,,,,,11472010,Mona City Culinary Water,1147,"Clover Creek Springs (Large, Small Vest",11470001,Inactive,,,Spring,Withdrawal,Water Supplier,2010,kgallons,,,,,,9720.0,10000.0,9940.0,9590.0,9940.0,9630.0,10030.0,68850.0,,,,Null Lat NAD83,524.0,2010-12-31,2010-01-01
Coalville City Corporation (Culinary),1151,Public,Active,2019,6/22/2020,Summit,,,,,,,,,22002,1580.0,45563.80526,3877.632,342.144,3805.944686,53589.52594,595.0,70.0,21.0,21.0,707.0,,,,,,,,11512019,Coalville City Corporation (Culinary),1151,Icy Springs (WS001),11510001,Active,,,Spring,Withdrawal,Water Supplier,2019,kgallons,14663.31429,14337.46286,12382.354290000001,9775.542856999999,9775.542856999999,10101.39429,10427.24571,10753.09714,12382.354290000001,13034.05714,13685.76,14337.46286,145655.5886,,,,Null Lat NAD83,550.0,2019-12-31,2019-01-01
Coalville City Corporation (Culinary),1151,Public,Active,1999,3/24/2000,Summit,,,,,,,,,22002,1282.0,45466.15737,7029.488159,389.0270158,4046.280992,64653.48983,396.0,28.0,5.0,7.0,485.0,,,,,,,,11511999,Coalville City Corporation (Culinary),1151,Icy Springs (WS001),11510001,Active,,,Spring,Withdrawal,Water Supplier,1999,kgallons,0.0,19699.36767,18579.29248,17643.2256,18076.256080000003,19161.33156,19169.334469999998,20101.39664,19918.385440000002,20053.39547,19151.33118,20001.389580000003,211554.7062,,,,Null Lat NAD83,559.0,1999-12-31,1999-01-01
Coalville City Corporation (Culinary),1151,Public,Active,1998,1/29/1999,Summit,,,,,,,,,22002,1465.0,41716.89701,7635.530245,117.0081256,4651.323009000001,56977.9568,381.0,28.0,5.0,7.0,470.0,,,,,,,,11511998,Coalville City Corporation (Culinary),1151,Icy Springs (WS001),11510001,Active,,,Spring,Withdrawal,Water Supplier,1998,kgallons,20001.389580000003,18001.2516,20001.389580000003,19001.32222,17001.18098,10000.693159999999,10500.73173,9000.625799,10500.73173,12000.8344,12000.8344,15001.043,173012.0282,,,,Null Lat NAD83,560.0,1998-12-31,1998-01-01
Coalville City Corporation (Culinary),1151,Public,Active,1997,2/2/1998,Summit,,,,,,,,,22002,1465.0,43605.02813,7465.518439,129.008959,5430.37711,59579.13744,376.0,28.0,5.0,7.0,465.0,,,,,,,,11511997,Coalville City Corporation (Culinary),1151,Icy Springs (WS001),11510001,Active,,,Spring,Withdrawal,Water Supplier,1997,kgallons,10500.73173,10500.73173,10000.693159999999,10000.693159999999,9500.661109,9000.625799,9000.625799,8500.59049,8500.59049,9000.625799,10000.693159999999,10500.73173,115007.9942,,,,Null Lat NAD83,561.0,1997-12-31,1997-01-01
Howell Town Water Department,1155,Public,Active,2000,2/22/2001,Box Elder,,,,,,,,,2017,250.0,23361.622330000002,0.0,0.0,,27256.892839999997,85.0,0.0,0.0,,90.0,,,,,,,,11552000,Howell Town Water Department,1155,Well (10`) West Well,11550003,Inactive,,,Well,Withdrawal,Water Supplier,2000,kgallons,0.0,0.0,0.0,0.0,0.0,432.03011660000004,669.6474953,669.6474953,432.03011660000004,0.0,0.0,0.0,2203.355224,,,,Null Lat NAD83,573.0,2000-12-31,2000-01-01
Howell Town Water Department,1155,Public,Active,1997,2/24/1998,Box Elder,,,,,,,,,2017,200.0,13538.9402,0.0,0.0,,13538.9402,88.0,0.0,0.0,,88.0,,,,,,,,11551997,Howell Town Water Department,1155,Well (10`) West Well,11550003,Inactive,,,Well,Withdrawal,Water Supplier,1997,kgallons,518.0353426,518.0353426,664.0461092999999,664.0461092999999,1185.0825439999999,1185.0825439999999,1582.1097,1582.1097,379.0271232,379.0271232,501.03567360000005,501.03567360000005,9658.672984,,,,Null Lat NAD83,578.0,1997-12-31,1997-01-01
Howell Town Water Department,1155,Public,Active,1996,7/16/1997,Box Elder,,,,,,,,,2017,200.0,15501.07646,0.0,0.0,,15501.07646,78.0,0.0,0.0,,78.0,,,,,,,,11551996,Howell Town Water Department,1155,Well (10`) West Well,11550003,Inactive,,,Well,Withdrawal,Water Supplier,1996,kgallons,380.02748710000003,380.02748710000003,220.0148846,220.0148846,1450.100769,1450.100769,1820.1278760000002,1820.1278760000002,680.0486728999999,680.0486728999999,60.00554057,60.00554057,9220.650459,,,,Null Lat NAD83,581.0,1996-12-31,1996-01-01
Lincoln Culinary Water,1162,Public,Active,2002,2/13/2003,Tooele,,,,,,,,,23009,489.0,20416.3678,0.0,0.0,2933.603722,23349.971530000003,139.0,0.0,0.0,2.0,141.0,,,,,,,,11622002,Lincoln Culinary Water,1162,Springs-3 Angel Grove,11620001,Inactive,,,Spring,Withdrawal,Water Supplier,2002,kgallons,,,,,,,,,,,,,0.0,,,,Null Lat NAD83,585.0,2002-12-31,2002-01-01
Lincoln Culinary Water,1162,Public,Active,1997,2/17/1998,Tooele,,,,,,,,,23009,400.0,20162.400169999997,0.0,0.0,2752.191124,22914.59129,128.0,0.0,0.0,2.0,130.0,,,,,,,,11621997,Lincoln Culinary Water,1162,Murray Canyon Upper Spring (WS004),11620004,Active,,,Spring,Withdrawal,Domestic,1997,kgallons,1320.092566,1540.107451,900.0635574999999,1470.1015300000001,1130.0788220000002,970.0662199,950.0654592,720.0501943,680.0486728999999,610.042752,1110.0780619999998,1450.100769,12850.89605,,,,Null Lat NAD83,587.0,1997-12-31,1997-01-01
Lincoln Culinary Water,1162,Public,Active,1996,9/26/1997,Tooele,,,,,,,,,23009,400.0,21988.526980000002,0.0,0.0,3457.240086,25445.767069999998,128.0,0.0,0.0,2.0,130.0,,,,,,,,11621996,Lincoln Culinary Water,1162,Murray Canyon Upper Spring (WS004),11620004,Active,,,Spring,Withdrawal,Domestic,1996,kgallons,1620.113752,1440.100389,1250.0866449999999,1730.121194,1560.108211,1450.100769,1020.0713800000001,860.0587776000001,790.0561152,810.0568758999999,1300.091805,1830.128256,15661.094169999998,,,,Null Lat NAD83,589.0,1996-12-31,1996-01-01
Torrey Town Water System,1185,Public,Active,2014,5/27/2015,Wayne,,,,,,,,,28007,449.0,25205.005,17576.0,0.0,1501.0,44282.005,403.0,41.0,0.0,3.0,444.0,,,,,,,,11852014,Torrey Town Water System,1185,Sulfur Spring,108541709,Inactive,,,Spring,Withdrawal,Water Supplier,2014,kgallons,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,1.56,,,,Null Lat NAD83,641.0,2014-12-31,2014-01-01
Torrey Town Water System,1185,Public,Active,2013,4/24/2014,Wayne,,,,,,,,,28007,420.0,39606.009,3712.0,0.0,1239.0,44557.009000000005,383.0,39.0,0.0,3.0,425.0,,,,,,,,11852013,Torrey Town Water System,1185,Sulfur Spring,108541709,Inactive,,,Spring,Withdrawal,Water Supplier,2013,kgallons,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,1.56,,,,Null Lat NAD83,644.0,2013-12-31,2013-01-01
Torrey Town Water System,1185,Public,Active,2012,4/3/2013,Wayne,,,,,,,,,28007,420.0,48891.0,17641.0,0.0,2771.0,69303.0,378.0,39.0,0.0,3.0,420.0,,,,,,,,11852012,Torrey Town Water System,1185,Sulfur Spring,108541709,Inactive,,,Spring,Withdrawal,Water Supplier,2012,kgallons,5803.2,5428.8,5803.2,5616.0,5803.2,5616.0,5803.2,5803.2,5616.0,5803.2,5616.0,5803.2,68515.2,,,,Null Lat NAD83,647.0,2012-12-31,2012-01-01
Torrey Town Water System,1185,Public,Active,2011,8/8/2012,Wayne,,,,,,,,,28007,417.0,57765.63,19035.979,0.0,2975.0,79776.609,373.0,41.0,0.0,3.0,417.0,,,,,,,,11852011,Torrey Town Water System,1185,Sulfur Spring,108541709,Inactive,,,Spring,Withdrawal,Water Supplier,2011,kgallons,5669.28,5120.64,5669.28,5486.4,5669.28,5486.4,5669.28,5669.28,5486.4,5669.28,5486.4,5669.28,66751.2,,,,Null Lat NAD83,651.0,2011-12-31,2011-01-01
Town of Tabiona,1189,Public,Active,2019,2/11/2020,Duchesne,,,,,,,,,7003,285.0,7499.203,77.0,0.0,1716.0,9292.203000000001,122.0,1.0,0.0,4.0,127.0,,,,,,,,11892019,Town of Tabiona,1189,Lower Spring (WS002),108545111,Active,,,Spring,Withdrawal,Water Supplier,2019,kgallons,774.35,774.35,774.35,774.35,774.35,774.35,774.35,774.35,774.35,774.35,774.35,774.35,9292.2,,,,Null Lat NAD83,678.0,2019-12-31,2019-01-01
Town of Tabiona,1189,Public,Active,2019,2/11/2020,Duchesne,,,,,,,,,7003,285.0,7499.203,77.0,0.0,1716.0,9292.203000000001,122.0,1.0,0.0,4.0,127.0,,,,,,,,11892019,Town of Tabiona,1189,Upper Spring (WS001),11890001,Active,,,Spring,Withdrawal,Water Supplier,2019,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Null Lat NAD83,679.0,2019-12-31,2019-01-01
Town of Tabiona,1189,Public,Active,2005,5/19/2006,Duchesne,,,,,,,,,7003,250.0,16000.0,2299.999825,0.0,0.0,18299.99968,111.0,16.0,0.0,0.0,127.0,,,,,,,,11892005,Town of Tabiona,1189,Upper Spring (WS001),11890001,Active,,,Spring,Withdrawal,Water Supplier,2005,kgallons,,,,,,,,,,,,,53599.999789999994,,,,Null Lat NAD83,680.0,2005-12-31,2005-01-01
Town of Tabiona,1189,Public,Active,2004,1/19/2005,Duchesne,,,,,,,,,7003,250.0,16001.111190000001,2300.1594920000002,0.0,,18301.27068,111.0,16.0,0.0,,127.0,,,,,,,,11892004,Town of Tabiona,1189,Upper Spring (WS001),11890001,Active,,,Spring,Withdrawal,Water Supplier,2004,kgallons,,,,,,,,,,,,,54003.75026,,,,Null Lat NAD83,681.0,2004-12-31,2004-01-01
Town of Tabiona,1189,Public,Active,2003,2/20/2004,Duchesne,,,,,,,,,7003,250.0,16001.111190000001,2300.1594920000002,0.0,,18301.27068,111.0,16.0,0.0,,127.0,,,,,,,,11892003,Town of Tabiona,1189,Upper Spring (WS001),11890001,Active,,,Spring,Withdrawal,Water Supplier,2003,kgallons,,,,,,,,,,,,,56403.916939999996,,,,Null Lat NAD83,682.0,2003-12-31,2003-01-01
Nephi City (Culinary),1192,Public,Active,2002,3/27/2003,Juab,,,,,,,,,12003,5123.0,0.0,0.0,0.0,,0.0,1582.0,3.0,40.0,20.0,1755.0,,,,,,,,11922002,Nephi City (Culinary),1192,Marsh Canyon Springs,11920003,Inactive,,,Spring,Withdrawal,Water Supplier,2002,kgallons,10900.75672,9500.65948,10000.694459999999,9700.673658,9800.680603,10600.735859999999,11000.76378,11400.7917,11000.76378,11000.76378,9500.65948,9400.652743999999,123808.5977,,,,Null Lat NAD83,683.0,2002-12-31,2002-01-01
Nephi City (Culinary),1192,Public,Active,2001,3/28/2003,Juab,,,,,,,,,12003,5023.0,0.0,0.0,0.0,,0.0,1560.0,108.0,3.0,40.0,1731.0,,,,,,,,11922001,Nephi City (Culinary),1192,Marsh Canyon Springs,11920003,Inactive,,,Spring,Withdrawal,Water Supplier,2001,kgallons,19001.31929,16801.166530000002,19501.35394,18001.249969999997,18601.291690000002,18501.284630000002,18501.284630000002,19501.35394,18501.284630000002,18501.284630000002,18001.249969999997,18001.249969999997,221415.3758,,,,Null Lat NAD83,684.0,2001-12-31,2001-01-01
Nephi City (Culinary),1192,Public,Active,2000,4/5/2001,Juab,,,,,,,,,12003,5000.0,0.0,0.0,0.0,,1632388.36,1532.0,106.0,3.0,40.0,1701.0,,,,,,,,11922000,Nephi City (Culinary),1192,Marsh Canyon Springs,11920003,Inactive,,,Spring,Withdrawal,Water Supplier,2000,kgallons,24801.725290000002,22501.562869999998,23901.66174,22301.552000000003,23101.60524,23701.64761,24301.68673,24801.725290000002,24001.67206,24801.725290000002,24501.70411,24001.67206,286719.9403,,,,Null Lat NAD83,685.0,2000-12-31,2000-01-01
Nephi City (Culinary),1192,Public,Active,1999,5/25/2000,Juab,,,,,,,,,12003,5000.0,0.0,0.0,0.0,,1811533.801,1495.0,106.0,3.0,40.0,1664.0,,,,,,,,11921999,Nephi City (Culinary),1192,Marsh Canyon Springs,11920003,Inactive,,,Spring,Withdrawal,Water Supplier,1999,kgallons,37202.58468,33602.33371,37202.58468,36002.499939999994,37202.58468,43403.01601,42002.92366,49603.45059,48003.34085,43403.01601,36002.499939999994,37202.58468,480833.4194,,,,Null Lat NAD83,686.0,1999-12-31,1999-01-01
Thatcher-Penrose Service District,1202,Public,Active,2019,5/18/2020,Box Elder,,,,,,,,,2025,487.0,34100.0,1550.0,0.0,0.0,35650.0,234.0,1.0,0.0,0.0,235.0,,,,,,,,12022019,Thatcher-Penrose Service District,1202,Purchased from Bear River WCD (WS003),108543521,Active,,,Well,Transfer In,Water Supplier,2019,kgallons,0.0,0.0,0.0,0.0,674.5124571,0.0,0.0,0.0,0.0,0.0,971.0372571,769.0093714,2414.5590859999998,,,,Null Lat NAD83,710.0,2019-12-31,2019-01-01
Santa Clara City (Culinary),1207,Public,Active,2007,1/2/2008,Washington,,,,,,,,,27016,8000.0,502087.9974,23260.99987,0.0,72255.99965,634463.9969,1840.0,119.0,0.0,11.0,1997.0,,,,,,,,12072007,Santa Clara City (Culinary),1207,Snow Canyon Tank,108540547,Inactive,,,Well,Transfer In,Water Supplier,2007,kgallons,19647.75114,25318.472999999998,46708.67978,47285.46031,70021.91298,74867.97123,66630.45012000001,67344.12624,68132.6147,54670.79867999999,41969.739,16784.16258,599382.1398,,,,Null Lat NAD83,746.0,2007-12-31,2007-01-01
Santa Clara City (Culinary),1207,Public,Active,2006,1/8/2007,Washington,,,,,,,,,27016,8000.0,456585.9977,13826.999909999999,0.0,36277.99983,538540.9974,1852.0,21.0,0.0,11.0,1909.0,,,,,,,,12072006,Santa Clara City (Culinary),1207,Snow Canyon Tank,108540547,Inactive,,,Well,Transfer In,Water Supplier,2006,kgallons,18929.400980000002,11243.155270000001,43333.87597,40359.025910000004,67288.73898,85831.39729,70757.09921,40148.823,81138.7747,85284.71687,33464.48171,21818.84863,599598.3385,,,,Null Lat NAD83,747.0,2006-12-31,2006-01-01
