System Name,System ID,Source Name,Source ID,Source Status,Lat NAD83,Lon NAD83,Source Type,Diversion Type,Use Type,Year,Units,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,,
Smithfield City Municipal Water System (Culinary),1303,Miles Spring (Culinary) (WS002),13030002,Active,41.87480403,-111.7434037,Spring,Withdrawal,Water Supplier,1999,kgallons,13300.92295,12500.86971,20801.44282,20401.41783,21401.48845,20701.43901,20901.45314,21401.48845,17501.21629,16101.12068,13300.92295,13100.91208,211414.6943,,,
Smithfield City Municipal Water System (Culinary),1303,Miles Spring (Culinary) (WS002),13030002,Active,41.87480403,-111.7434037,Spring,Withdrawal,Water Supplier,1998,kgallons,11800.82028,12500.86971,16801.16686,19501.35427,19901.38252,19601.36459,20001.39284,19101.32602,16001.11362,15001.043,12800.89089,11900.82734,194913.5519,,,
Smithfield City Municipal Water System (Culinary),1303,Miles Spring (Culinary) (WS002),13030002,Active,41.87480403,-111.7434037,Spring,Withdrawal,Water Supplier,1997,kgallons,20701.43901,16101.12068,21001.4602,22001.53082,23001.59818,22301.552,20401.41783,19601.36459,18801.30484,16301.1348,15301.06418,16301.1348,231816.1219,,,
Smithfield City Municipal Water System (Culinary),1303,Miles Spring (Culinary) (WS002),13030002,Active,41.87480403,-111.7434037,Spring,Withdrawal,Water Supplier,1996,kgallons,11000.76378,11100.77084,18701.30103,22801.58405,26501.83883,26101.81384,19601.36459,15201.05712,12100.84146,10900.75998,10100.70348,11900.82734,196013.6361,,,
Smithfield City Municipal Water System (Culinary),1303,Peterson Spring (Culinary) (WS003),13030003,Active,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Smithfield City Municipal Water System (Culinary),1303,Peterson Spring (Culinary) (WS003),13030003,Active,,,Spring,Withdrawal,Water Supplier,2000,kgallons,3500.243909,3300.229786,4600.318332,5000.34658,5300.367766,5100.353642,4800.332456,4300.300405,3700.258033,3200.222724,3400.236848,3700.258033,49903.46851,,,
Smithfield City Municipal Water System (Culinary),1303,Peterson Spring (Culinary) (WS003),13030003,Active,,,Spring,Withdrawal,Water Supplier,1999,kgallons,3500.243909,3200.222724,5400.374828,5300.367766,5500.38189,5400.374828,5400.374828,5500.38189,4500.31127,4200.293343,3400.236848,3400.236848,54703.80097,,,
Smithfield City Municipal Water System (Culinary),1303,Peterson Spring (Culinary) (WS003),13030003,Active,,,Spring,Withdrawal,Water Supplier,1998,kgallons,5000.34658,5300.367766,7100.491622,8200.569304,8400.583428,7600.526932,7500.51987,7100.491622,6800.473695,6400.445447,5400.374828,4900.339518,79705.53061,,,
Smithfield City Municipal Water System (Culinary),1303,Forrester Acres Well (Culinary) (WS004),13030004,Active,41.83704852,-111.8496707,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Smithfield City Municipal Water System (Culinary),1303,Birch Well (Culinary) (WS005),13030005,Active,41.83550013,-111.8074333,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Boulder Farmstead Water Company,1304,Well,108541437,Inactive,37.92147763,-111.4275749,Well,Delivery,Water Supplier,,,,,,,,,,,,,,,,,,
Boulder Farmstead Water Company,1304,Gakane Well (WS003),108542604,Active,37.98452629,-111.4361012,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Boulder Farmstead Water Company,1304,Boulder Farmstead Well (WS002),108542605,Active,37.92145584,-111.4275228,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Boulder Farmstead Water Company,1304,BKRE Well (WS004),108543861,Active,37.97849584,-111.4365703,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Boulder Farmstead Water Company,1304,Jepsen Spring (WS001),13040001,Active,37.95525415,-111.4395927,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverside Culinary Water,1305,Well #2 (4 in),13050001,Active,41.83119171,-111.8660499,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverside Culinary Water,1305,Well #1 (3 in),13050002,Active,41.83116173,-111.8645629,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverside Culinary Water,1305,Well #1 (3 in),13050002,Active,41.83116173,-111.8645629,Well,Withdrawal,Water Supplier,2004,kgallons,,,,,,,,,,,,,7276.2624,,,
Riverside Culinary Water,1305,2 Wells #3 & #4  (3 in ),13050003,Active,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well 13400 S.4258 W.,108540019,Inactive,,,Well,Withdrawal,Irrigation,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Welby Well,108540034,Inactive,40.50796056,-111.9928197,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,3200 West Pond,108540035,Inactive,,,Lake,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,4200 West Pond,108540036,Inactive,,,Lake,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,South Jordan,108540037,Inactive,,,Lake,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Douglas Shallow Well 1,108540180,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Douglas Shallow Well 2,108540181,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Douglas Shallow Well 3,108540182,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Douglas Shallow Well 4,108540183,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Douglas Shallow Well 5,108540184,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Douglas Shallow Well 6,108540185,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Douglas Shallow Well 7,108540186,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Jordan River Pump Station,108540217,Inactive,,,Stream,Withdrawal,Irrigation,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well (12 in 395 ft deep),108540691,Inactive,40.50943751,-111.9766506,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Jordan River,108541815,Inactive,40.45715935,-111.9299099,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Utah Lake,108541816,Inactive,40.35948289,-111.896993,Lake,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Jordan River #2,108541821,Inactive,40.44149515,-111.920508,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Green Well (Culinary) (WS013),108542779,Active,40.52756743,-111.9203488,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Jordan River #3,108542988,Inactive,40.52768722,-111.9194436,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,"Well (12 inches, 30-140`)",108542989,Inactive,40.53007043,-111.9215382,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,"Well (12 inches, 40-130`)",108542990,Inactive,40.53699448,-111.9175301,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,"Well #2 (12 inches, 40-130`)",108542991,Inactive,40.53516695,-111.9194486,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #3,108542992,Inactive,40.53200208,-111.9203411,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #4,108542993,Inactive,40.52769152,-111.9202821,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #5,108542994,Inactive,40.5272992,-111.9198248,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #6,108542995,Inactive,40.52594194,-111.9193046,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #7,108542996,Inactive,40.53479726,-111.9237867,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #8,108542997,Inactive,40.53592842,-111.9231185,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #9,108542998,Inactive,40.53592135,-111.9205631,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #10,108542999,Inactive,40.52740592,-111.9206308,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Horizontal Well,108543000,Inactive,40.52580292,-111.9209004,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,South end of horizontal well,108543001,Inactive,40.52608518,-111.9202817,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #11,108543002,Inactive,40.52782017,-111.9203342,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Well #12,108543003,Inactive,40.5317405,-111.921122,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,North end of horizontal well,108543004,Inactive,40.5273147,-111.9196724,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Gedge Well,13060002,Inactive,40.50724348,-111.9496886,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Hamilton-Seal Well,13060003,Inactive,40.50811371,-111.9796029,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Draper Spring,13060004,Inactive,40.52406987,-111.8268083,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Maynard Well,13060005,Inactive,40.50283805,-111.9761304,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Garamendi Well,13060006,Inactive,40.52135574,-111.9866376,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Stefenoff Well,13060007,Inactive,40.51922761,-111.9552716,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Collard Well,13060008,Inactive,40.50918217,-111.9766469,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Hill Well,13060009,Inactive,40.50077401,-111.9671911,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Riverton City Corporation (Culinary),1306,Gedge Secondary,13060010,Inactive,,,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
"Alton Town Water, Inc.",1307,"Well (8`, 60-120` deep)",108542515,Inactive,37.39691723,-112.4483104,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
"Alton Town Water, Inc.",1307,Well (8`),13070001,Inactive,37.44302063,-112.4579096,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
"Alton Town Water, Inc.",1307,Birch Spring (WS001),13070002,Active,37.47085648,-112.4864019,Spring,Withdrawal,Water Supplier,2019,kgallons,126.3,126.3,126.4,126.4,126.4,126.4,126.49,126.605,126.48,126.34,126.34,126.34,1516.795,,,
"Alton Town Water, Inc.",1307,Birch Spring (WS001),13070002,Active,37.47085648,-112.4864019,Spring,Withdrawal,Water Supplier,2001,kgallons,534.3963429,482.2601143,534.3963429,518.1037714,534.3963429,518.1037714,534.3963429,534.3963429,518.1037714,534.3963429,518.1037714,534.3963429,6295.4496,,,
"Alton Town Water, Inc.",1307,Birch Spring (WS001),13070002,Active,37.47085648,-112.4864019,Spring,Withdrawal,Water Supplier,2000,kgallons,536.0386341,484.0327461,536.0386341,518.0353426,536.0386341,518.0353426,536.0386341,536.0386341,518.0353426,536.0386341,518.0353426,536.0386341,6308.444555,,,
"Alton Town Water, Inc.",1307,Birch Spring (WS001),13070002,Active,37.47085648,-112.4864019,Spring,Withdrawal,Water Supplier,1999,kgallons,200.0141239,200.0141239,200.0141239,320.4618459,329.9734491,309.3112101,34.0775424,350.6454638,229.4971611,200.0141239,200.0141239,200.0141239,2774.051416,,,
"Alton Town Water, Inc.",1307,Birch Spring (WS001),13070002,Active,37.47085648,-112.4864019,Spring,Withdrawal,Water Supplier,1998,kgallons,230.0152649,230.0152649,230.0152649,270.0200448,276.0189696,323.0230382,319.0215826,295.0193664,233.0163566,303.0222775,250.0160256,250.0160256,3209.219482,,,
"Alton Town Water, Inc.",1307,Seegmiller Springs #1(WS002),13070003,Active,37.46200554,-112.4257504,Spring,Withdrawal,Water Supplier,2019,kgallons,0,0,0,63.199,63.199,63.199,126.398,126.408,126.398,63.199,63.199,63.199,758.398,,,
"Alton Town Water, Inc.",1307,Seegmiller Springs #1(WS002),13070003,Active,37.46200554,-112.4257504,Spring,Withdrawal,Water Supplier,1998,kgallons,0,0,0,0,0,0,0,0,50.00190171,65.00410149,0,0,115.0060032,,,
"Alton Town Water, Inc.",1307,Seegmiller Springs #2,13070004,Inactive,37.4618865,-112.4256425,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
"Alton Town Water, Inc.",1307,Seegmiller Springs #3,13070005,Inactive,37.45911501,-112.4276576,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Corral Well (8 in. 195 ft deep),108540869,Inactive,37.28769737,-109.5434605,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Faucheux,108542835,Inactive,37.28521736,-109.5517558,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Bar Well,108542837,Inactive,37.28069139,-109.5689418,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Corral 2003 Well (WS007),108542838,Active,37.28590632,-109.5425805,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Source #8 (Pumping station),108542840,Inactive,37.27278599,-109.5637042,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Source #9 (Pumping station),108542841,Inactive,37.27739409,-109.5369187,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,School Well,108542842,Inactive,37.28400298,-109.5512978,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Well  (8`),13080001,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Well  (8`),13080002,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Well  (8`),13080003,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Church Well,13080004,Inactive,37.28484717,-109.554009,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,Bitterhaven,13080005,Inactive,37.28621573,-109.5552197,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,1-94 Well (WS004),13080006,Active,37.28621669,-109.5660418,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,2-96 Well (WS006),13080007,Active,37.28459433,-109.5406701,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Bluff Water Works SSD,1308,1-96 Well (WS005),13080008,Active,37.28467489,-109.5341195,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Helper Municipal Water System,1309,Spring Canyon  (WS001),13090001,Active,39.85622658,-111.0835125,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Helper Municipal Water System,1309,Fish Creek Springs  (WS002),13090002,Active,39.77856001,-111.0468468,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Helper Municipal Water System,1309,UP&L South (Colton) Well (WS003),13090003,Active,39.84594303,-111.0154994,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Helper Municipal Water System,1309,Beaver Creek,13090004,Inactive,,,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Spring Lake Water Works Company,1310,Old Well No. 1,13100001,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Spring Lake Water Works Company,1310,Picayune Spring (WS001),13100002,Active,40.00116866,-111.7262042,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Spring Lake Water Works Company,1310,Picayune Spring (WS001),13100002,Active,40.00116866,-111.7262042,Spring,Withdrawal,Water Supplier,2014,kgallons,26.9,22.79,21.883,20.328,19.23,16.826,15.47,15.586,12.744,16.257,14.636,16.798,219.448,,,
Spring Lake Water Works Company,1310,Cowan Well No. 2,13100003,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Spring Lake Water Works Company,1310,New East Well (WS003),13100004,Active,40.00159971,-111.7357189,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Spring Lake Water Works Company,1310,New East Well (WS003),13100004,Active,40.00159971,-111.7357189,Well,Withdrawal,Water Supplier,2014,kgallons,0,0,0,6.037,31.155,49.429,47.367,30.676,26.043,15.426,10.11,18.534,234.777,,,
Elwood Town,1311,North Canyon Spring (WS002),108545105,Active,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Elwood Town,1311,Cold Water Canyon Spring (WS001),13110001,Active,41.66179841,-112.0452504,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Elwood Town,1311,Upper Well (WS003),13110003,Active,41.66767911,-112.0747358,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Elwood Town,1311,Lower Well (WS004),13110004,Active,41.66975908,-112.0783586,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Gunlock Special Service District,1312,Gunlock Springs,108541918,Inactive,37.31256954,-113.730115,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Gunlock Special Service District,1312,Gunlock Spring (WS001),108541919,Active,37.31271651,-113.7302923,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Gunlock Special Service District,1312,Gunlock Springs,13120001,Inactive,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Gunlock Special Service District,1312,Gunlock Springs,13120001,Inactive,,,Spring,Withdrawal,Water Supplier,2002,kgallons,350.0243072,350.0243072,355.0246544,360.0250017,360.0250017,394.027363,416.0288909,410.028474,400.0277795,400.0277795,338.0234738,338.0234738,4471.310507,,,
Gunlock Special Service District,1312,Gunlock Springs,13120001,Inactive,,,Spring,Withdrawal,Water Supplier,2001,kgallons,355.0246545,356.0247239,358.0248628,360.0250017,365.025349,364.0252795,360.0250017,370.0256962,390.0270852,402.0279186,340.0236127,340.0236127,4360.302799,,,
Gunlock Special Service District,1312,Gunlock Well (WS002),13120002,Active,37.28998679,-113.7578813,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Cove Water Works Company,1313,South Cove Well,108543056,Active,41.95887043,-111.8077032,Well,Withdrawal,Domestic,2019,kgallons,80.7788,80.7788,80.7788,80.7788,80.7788,80.7788,80.7788,80.7788,80.7788,80.7788,80.7788,80.7788,969.3456,,,
Cove Water Works Company,1313,Atkinson Spring,13130001,Active,41.97736431,-111.7806262,Spring,Withdrawal,Water Supplier,2019,kgallons,208.06661,208.06661,208.06661,208.06661,208.06661,208.06661,208.06661,208.06661,208.06661,208.06661,208.06661,208.06661,2496.79932,,,
Cove Water Works Company,1313,Atkinson Spring,13130001,Active,41.97736431,-111.7806262,Spring,Withdrawal,Water Supplier,2007,kgallons,284,284,284,284,320,398,398,398,350,298,284,284,3866,,,
Cove Water Works Company,1313,Atkinson Spring,13130001,Active,41.97736431,-111.7806262,Spring,Withdrawal,Water Supplier,2000,kgallons,284.0186222,284.0186222,284.0186222,284.0186222,320.0219465,398.02752,398.02752,398.02752,340.0227072,288.0200777,284.0186222,284.0186222,3846.259024,,,
Cove Water Works Company,1313,Atkinson Spring,13130001,Active,41.97736431,-111.7806262,Spring,Withdrawal,Water Supplier,1999,kgallons,288.0200777,288.0200777,288.0200777,288.0200777,288.0200777,396.0267922,396.0267922,396.0267922,342.023435,342.023435,288.0200777,288.0200777,3888.267791,,,
Cove Water Works Company,1313,Atkinson Spring,13130001,Active,41.97736431,-111.7806262,Spring,Withdrawal,Water Supplier,1998,kgallons,288.0200777,288.0200777,288.0200777,288.0200777,288.0200777,396.0267922,396.0267922,396.0267922,342.023435,342.023435,288.0200777,288.0200777,3888.267791,,,
Cove Water Works Company,1313,Levitte Spring,13130002,Inactive,,,Spring,Withdrawal,Irrigation,,,,,,,,,,,,,,,,,,
Cove Water Works Company,1313,Hy Bair Spring,13130003,Active,41.97419358,-111.7670223,Spring,Withdrawal,Water Supplier,2019,kgallons,22.03058,22.03058,22.03058,22.03058,22.03058,22.03058,22.03058,22.03058,22.03058,22.03058,22.03058,22.03058,264.36696,,,
Cove Water Works Company,1313,Lewiston City Water,13130004,Inactive,,,Well,Transfer In,Water Supplier,,,,,,,,,,,,,,,,,,
Thompson Special Service District,1314,Thompson Springs  (WS001),13140001,Active,39.04952466,-109.7231821,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Thompson Special Service District,1314,Thompson Springs  (WS001),13140001,Active,39.04952466,-109.7231821,Spring,Withdrawal,Water Supplier,2017,kgallons,405.98,515.91,735.09,806.1,1010.5,1390.5,1721.45,1621.39,1000.01,990.06,849.8,598.021,11644.811,,,
Tooele Army Depot  (North),1315,No. 1 Well North Building #531 (WS001),13150001,Active,40.50840327,-112.3511288,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Tooele Army Depot  (North),1315,Bldg. #2092 Well (20`),13150002,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Tooele Army Depot  (North),1315,No. 3 Well North UDI Bldg #599 (WS003),13150003,Active,40.52076999,-112.3468324,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Tooele Army Depot  (North),1315,No. 4 Well North Building #1341 (WS004),13150004,Active,40.51929254,-112.4690419,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Tooele Army Depot  (North),1315,Bldg. #1405 Well (8`),13150005,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Tooele Army Depot  (North),1315,Ammo Well (6`),13150006,Inactive,,,Well,Withdrawal,Agricultural,,,,,,,,,,,,,,,,,,
Hi-Country Estates II Homeowners Association,1316,Well No. 1,13160001,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Hi-Country Estates II Homeowners Association,1316,Well No. 2,13160002,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Hi-Country Estates II Homeowners Association,1316,Upper Well,13160003,Active,40.46388952,-112.0627626,Well,Withdrawal,Domestic,,,,,,,,,,,,,,,,,,
Monroe City (Culinary),1317,Cold Spring Return,108542565,Inactive,38.60576433,-112.0960828,Spring,Return,Water Supplier,,,,,,,,,,,,,,,,,,
Monroe City (Culinary),1317,Surface Source,108542566,Inactive,38.58972863,-112.0746151,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Monroe City (Culinary),1317,Surface Source Rediverted,108542567,Inactive,38.60556232,-112.0956562,Spring,Delivery,Water Supplier,,,,,,,,,,,,,,,,,,
Monroe City (Culinary),1317,Cold Spring (WS001),13170001,Active,38.59032226,-112.0733815,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Monroe City (Culinary),1317,Monroe Well (WS002),13170002,Active,38.62130748,-112.1210713,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nordic Mountain Water Company,1318,Well,108541440,Inactive,41.29328478,-111.8597604,Well,Delivery,Water Supplier,,,,,,,,,,,,,,,,,,
Nordic Mountain Water Company,1318,Rhodes Well (WS005),108541441,Active,41.32681598,-111.8647304,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nordic Mountain Water Company,1318,"Well (10-inch, 191 feet deep)",108543631,Inactive,41.30043833,-111.8595667,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nordic Mountain Water Company,1318,Well #2 (WS002),108543632,Active,41.30582941,-111.8620665,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nordic Mountain Water Company,1318,Well No.1,13180001,Inactive,41.29336257,-111.8596376,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nordic Mountain Water Company,1318,Well,13180002,Active,41.30044385,-111.8599309,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nordic Mountain Water Company,1318,Well No.3,13180003,Inactive,41.30560114,-111.8619115,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Tooele Army Depot (South),1319,No. 1 Well South #5450 (WS001),13190001,Active,40.33014233,-112.3204844,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Tooele Army Depot (South),1319,No. 2 Well South #5451 (WS002),13190002,Active,40.3289257,-112.3195386,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Fayette Town,1320,Fayette 2010 Well (WS002),108542906,Active,39.22816553,-111.8433012,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Fayette Town,1320,Fayette Well Repl-1 (WS003),108545336,Active,39.22837037,-111.8434591,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Fayette Town,1320,Fayette Well (WS001),13200001,Inactive,39.22809925,-111.8437313,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Jordan Valley Water Conservancy District,1321,1307 E. 6860 South Well (13th & 70th),108540281,Active,40.62648248,-111.8541502,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Jordan Valley Water Conservancy District,1321,1500 E. 9400 South (15th & 94th),108540282,Active,40.58079211,-111.8496557,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Jordan Valley Water Conservancy District,1321,Webster Well,108540283,Active,40.57914251,-111.8581233,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Jordan Valley Water Conservancy District,1321,8518 S. 960 East Well,108540284,Inactive,40.57916988,-111.8581345,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Jordan Valley Water Conservancy District,1321,1159 E 4500 South Well (11th & 45th),108540285,Active,40.67576316,-111.8584506,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
